학년도,학기,소속,학과,과목번호,분반,과목명,학점,수업시간/강의실,시간,교수진,수강생수,영어강의,중국어강의,공학인증,국제학생,Honors과목,홀짝구분,승인과목,시험일자,수강대상,권장학년,수강신청 참조사항,과목 설명,비고
2019 학년도,2학기,학부,영미어문전공,ENG2106,1,시사영문강독,3.0,"수,금 13:30~14:45 [J102]",3.0,이성범,35,,,,,,,,,전학년,1-4학년,,인터넷을통한영어(ENG2108)의 대체과목,"""인원제한 없음/ 전학년"""
2019 학년도,2학기,학부,영미어문전공,ENG3007,1,낭만주의시대의영문학,3.0,"화,목 15:00~16:15 [J104]",3.0,신경원,20,,,,,,,,,전학년,2-4학년,,,
2019 학년도,2학기,학부,영미어문전공,ENG3009,1,빅토리아시대의영문학,3.0,"월,수 16:30~17:45 [J217]",3.0,BonfiglioRichardPaul,19,O,,,,,,,,"2,3,4학년",2-4학년,,,
2019 학년도,2학기,학부,영미어문전공,ENG3101,1,현대시,3.0,"월,수 12:00~13:15 [J313]",3.0,"Disney, Daniel James Philip",22,O,,,,,,,,"2,3,4학년",2-4학년,,,
2019 학년도,2학기,학부,영미어문전공,ENG3107,1,현대미국소설,3.0,"수,금 09:00~10:15 [J104]",3.0,황은주,28,,,,,,,,,전학년,2-4학년,,,
2019 학년도,2학기,학부,영미어문전공,ENG3213,1,여성문학,3.0,"화,목 12:00~13:15 [J602]",3.0,김영주,20,,,,,,,,,"2,3,4학년",2-4학년,,,
2019 학년도,2학기,학부,영미어문전공,ENG3214,1,영어권아동/청소년문학,3.0,"월,수 16:30~17:45 [J104]",3.0,장기윤,30,,,,,,,,,"2,3,4학년",2-4학년,,,
2019 학년도,2학기,학부,영미어문전공,ENG3222,1,소설의기원과발달,3.0,"화,목 13:30~14:45 [J104]",3.0,신경원,22,,,,,,,,,전학년,2-4학년,,,
2019 학년도,2학기,학부,영미어문전공,ENG3228,1,여행문학,3.0,"수,금 15:00~16:15 [J217]",3.0,BonfiglioRichardPaul,17,O,,,,,,,,"2,3,4학년",2-4학년,,2018이후 학번 미국문화 전공인정불가,
2019 학년도,2학기,학부,영미어문전공,ENG3302,1,영어형태론,3.0,"화,목 10:30~11:45 [J120]",3.0,정인기,14,,,,,,,,,"2,3,4학년",2-4학년,,,
2019 학년도,2학기,학부,영미어문전공,ENG3304,1,영어음운론,3.0,"월,수 10:30~11:45 [J120]",3.0,정인기,11,O,,,,,,,,"2,3,4학년",2-4학년,,,
2019 학년도,2학기,학부,영미어문전공,ENG3307,1,영어의미론,3.0,"수,금 15:00~16:15 [J102]",3.0,이성범,31,,,,,,,,,전학년,2-4학년,,,"""인원제한 없음/ 전학년"""
2019 학년도,2학기,학부,영미어문전공,ENG3312,1,언어와사회,3.0,"화,목 12:00~13:15 [J215]",3.0,채서영,19,,,,,,,O,,"2,3,4학년",2-4학년,,,"수강허가과목, 언어학개론 수강자에 한함, 과사에 직접 문의 (언어학개론 몇 년도 수강, 교수님 등)"
2019 학년도,2학기,학부,영미어문전공,ENGG004,1,19세기영국문학프로세미나,3.0,목 15:00~18:00 [J616],3.0,BonfiglioRichardPaul,2,O,,,,,,,,"3,4학년",3-4학년,,대학원초급과목,학석사 연계강의
2019 학년도,2학기,학부,영미어문전공,ENGG231,1,제2언어습득론입문:이론과적용,3.0,금 10:00~13:00 [J317],3.0,박은성,6,O,,,,,,,,"3,4학년",3-4학년,,대학원초급과목,대학원 초급과목
2019 학년도,2학기,학부,사학전공,HIS2002,1,현대세계의역사적이해,3.0,"화,목 10:30~11:45 [K404]",3.0,윤병남,73,,,,,,,,,전학년,1-2학년,,,
2019 학년도,2학기,학부,사학전공,HIS3003,1,조선시대사,3.0,"화,목 10:30~11:45 [J309]",3.0,계승범,40,,,,,,,,,전학년,2-4학년,,,
2019 학년도,2학기,학부,사학전공,HIS3006,1,중국고대사,3.0,"월,수 10:30~11:45 [K407]",3.0,정면,52,,,,,,,,,전학년,2-4학년,,,
2019 학년도,2학기,학부,사학전공,HIS3008,1,중국근세사,3.0,"월,수 12:00~13:15 [J327]",3.0,이기천,39,,,,,,,,,전학년,2-4학년,,,
2019 학년도,2학기,학부,사학전공,HIS3013,1,일본현대사,3.0,"수,금 15:00~16:15 [J321]",3.0,정녕,20,,,,,,,,,전학년,1-4학년,,,
2019 학년도,2학기,학부,사학전공,HIS3020,1,오리엔트문명사,3.0,"월,수 16:30~17:45 [J327]",3.0,오흥식,23,,,,,,,,,전학년,2-4학년,,,
2019 학년도,2학기,학부,사학전공,HIS3032,1,프랑스사개설,3.0,"화,목 16:30~17:45 [J313]",3.0,박단,20,,,,,,,,,전학년,2-4학년,,,
2019 학년도,2학기,학부,사학전공,HIS3033,1,러시아혁명사,3.0,"수,금 15:00~16:15 [J327]",3.0,이종훈,27,,,,,,,,,전학년,2-4학년,,,
2019 학년도,2학기,학부,사학전공,HIS3040,1,한국사개론Ⅱ,3.0,"화,목 09:00~10:15 [J317]",3.0,최희정,17,,,,,,,,,전학년,2-4학년,,(구)세계문명사Ⅰ,
2019 학년도,2학기,학부,사학전공,HIS3044,1,한국제도사,3.0,"화,목 12:00~13:15 [J315]",3.0,장준호,15,,,,,,,,,전학년,2-4학년,,,
2019 학년도,2학기,학부,사학전공,HIS3045,1,한국사회신분사,3.0,"월,수 10:30~11:45 [J207]",3.0,계승범,27,,,,,,,,,전학년,2-4학년,,,
2019 학년도,2학기,학부,사학전공,HIS3050,1,한국미술사,3.0,"화,목 13:30~14:45 [J215]",3.0,강희정,60,O,,,,,,,,전학년,2-4학년,,,
2019 학년도,2학기,학부,사학전공,HIS3055,1,동아시아사개론II,3.0,"화,목 13:30~14:45 [J602]",3.0,김광민,27,O,,,,,,,,전학년,2-4학년,,(구)세계문명사II,
2019 학년도,2학기,학부,사학전공,HIS3058,1,동서교류사,3.0,금 10:30~13:15 [J315],3.0,윤대영,8,,,,,,,,,전학년,2-4학년,,,
2019 학년도,2학기,학부,사학전공,HIS3062,1,서양사개론Ⅱ,3.0,"화,목 15:00~16:15 [J323]",3.0,백인호,11,,,,,,,,,전학년,2-4학년,,(구)세계문명사Ⅲ,
2019 학년도,2학기,학부,사학전공,HIS3071,1,문화유산현장실습2,1.0,화 16:30~17:45 [J118],1.5,조범환,53,,,,,,,,,전학년,1-4학년,,성적평가:S/U,
2019 학년도,2학기,학부,사학전공,HIS4002,1,한국사특강2,3.0,"화,목 13:30~14:45 [J120]",3.0,조범환,3,,,,,,,,,전학년,3-4학년,,,
2019 학년도,2학기,학부,사학전공,HIS4007,1,한국사강독3,3.0,"화,목 15:00~16:15 [J202]",3.0,최기영,15,,,,,,,,,전학년,3-4학년,,,국한문 혼용체 사료 강독
2019 학년도,2학기,학부,사학전공,HIS4014,1,서양사특강3,3.0,"수,금 13:30~14:45 [K306]",3.0,임지현,19,,,,,,,,,전학년,2-4학년,,,
2019 학년도,2학기,학부,사학전공,HIS4018,1,서양사명저해제2,3.0,"화,목 10:30~11:45 [J323]",3.0,백인호,7,,,,,,,,,전학년,3-4학년,,구 서양사강독2(교과목명변경),
2019 학년도,2학기,학부,사학전공,HIS4031,1,역사글쓰기,3.0,금 10:30~13:15 [J323],3.0,박단,6,,,,,,,,,전학년,3-4학년,,구 역사학논문쓰,
2019 학년도,2학기,학부,사학전공,HISQ983,1,역사교과교재연구및지도법,3.0,"화,목 12:00~13:15 [J609]",3.0,김민정,3,,,,,,,,,전학년,2-4학년,,교직이수자만 전공학점으로 인정,PHIQ983철학교과교재연구및지도법과 합반
2019 학년도,2학기,학부,철학전공,PHI2001,1,철학개론,3.0,"화,목 12:00~13:15 [J102]",3.0,김영건,95,,,,,,,,,전학년,2-4학년,,,
2019 학년도,2학기,학부,철학전공,PHI2004,1,한국철학사,3.0,"화,목 13:30~14:45 [J102]",3.0,정재현,37,O,,,,,,,,전학년,2-4학년,,,
2019 학년도,2학기,학부,철학전공,PHI2007,1,인식론,3.0,"월,수 10:30~11:45 [J209]",3.0,오은영,46,,,,,,,,,전학년,2-4학년,,,
2019 학년도,2학기,학부,철학전공,PHI2008,1,윤리학,3.0,"화,목 15:00~16:15 [J118]",3.0,전헌상,65,,,,,,,,,전학년,2-4학년,,,
2019 학년도,2학기,학부,철학전공,PHI3004,1,서양현대철학사,3.0,"화,목 10:30~11:45 [J219]",3.0,서동욱,49,,,,,,,,,"2,3,4학년",2-4학년,,,
2019 학년도,2학기,학부,철학전공,PHI3013,1,현대독일철학,3.0,"수,금 13:30~14:45 [J319]",3.0,"Kim, Halla",21,O,,,,,,,,"2,3,4학년",2-4학년,,,
2019 학년도,2학기,학부,철학전공,PHI3042,1,한국성리학,3.0,월 13:30~16:15 [J106],3.0,조성환,23,,,,,,,,,"2,3,4학년",2-4학년,,,
2019 학년도,2학기,학부,철학전공,PHI4013,1,현대미국철학,3.0,"화,목 12:00~13:15 [K405]",3.0,서상복,49,,,,,,,,,"2,3,4학년",2-4학년,,,
2019 학년도,2학기,학부,철학전공,PHI4016,1,동양철학특강,3.0,"수,금 15:00~16:15 [J110]",3.0,"Kim, Halla",8,O,,,,,,,,"2,3,4학년",2-4학년,,,
2019 학년도,2학기,학부,철학전공,PHI4024,1,과학기술의철학,3.0,"월,수 12:00~13:15 [K503]",3.0,석기용,57,,,,,,,,,"2,3,4학년",2-4학년,,,
2019 학년도,2학기,학부,철학전공,PHI4035,1,예술철학특강,3.0,"화,목 15:00~16:15 [J327]",3.0,김산춘,20,,,,,,,,,"2,3,4학년",2-4학년,,,
2019 학년도,2학기,학부,철학전공,PHI4099,1,개별연구논문,3.0,,,전헌상,1,,,,,O,,O,,,3-4학년,,,"3-4학년, 학과장수강승인"
2019 학년도,2학기,학부,철학전공,PHIG081,1,서양철학연습,3.0,월 13:30~16:15 [K506],3.0,전헌상,18,,,,,O,,,,"2,3,4학년",1-4학년,,대학원초급과목,
2019 학년도,2학기,학부,철학전공,PHIG082,1,동양철학읽기,3.0,금 10:30~13:15 [J122],3.0,이임찬,8,,,,,O,,,,"2,3,4학년",3-4학년,,대학원초급과목,
2019 학년도,2학기,학부,수학전공,MAT1060,1,미적분학실습II,1.0,월 13:30~15:20 [RA205],2.0,이영란,19,,,,,,,,,전학년,1학년,,,실습과목(RA205)
2019 학년도,2학기,학부,수학전공,MAT1060,2,미적분학실습II,1.0,월 15:30~17:20 [RA205],2.0,이영란,13,,,,,,,,,전학년,1학년,,,실습과목(RA205)
2019 학년도,2학기,학부,수학전공,MAT1060,3,미적분학실습II,1.0,수 15:00~16:50 [RA205],2.0,이영란,16,,,,,,,,,전학년,1학년,,,실습과목(RA205)
2019 학년도,2학기,학부,수학전공,MAT1060,4,미적분학실습II,1.0,금 10:30~12:20 [RA205],2.0,이영란,18,,,,,,,,,전학년,1학년,,,실습과목(RA205)
2019 학년도,2학기,학부,수학전공,MAT2110,1,선형대수학,3.0,"수,금 09:00~10:15 [RA308]",3.0,조상현,62,,,O,,,,,,전학년,2학년,,,
2019 학년도,2학기,학부,수학전공,MAT2110,2,선형대수학,3.0,"수,금 13:30~14:45 [RA308]",3.0,이영란,65,O,,O,,,,,,전학년,2학년,,,
2019 학년도,2학기,학부,수학전공,MAT2110,3,선형대수학,3.0,월 13:30~16:15 [RA308],3.0,유지현,65,,,O,,,,,,전학년,2학년,,,
2019 학년도,2학기,학부,수학전공,MAT2120,1,정수론,3.0,"화,목 12:00~13:15 [RA308]",3.0,조장현,48,,,O,,,,,,전학년,2학년,,,
2019 학년도,2학기,학부,수학전공,MAT2120,2,정수론,3.0,"월,수 10:30~11:45 [RA406A]",3.0,김종락,34,,,O,,,,,,전학년,2학년,,,
2019 학년도,2학기,학부,수학전공,MAT2220,1,고등미적분학II,3.0,"화,목 15:00~16:15 [RA308]",3.0,이재성,57,O,,,,,,,,전학년,2학년,,,
2019 학년도,2학기,학부,수학전공,MAT2220,2,고등미적분학II,3.0,"월,수 10:30~11:45 [RA408]",3.0,이영란,25,,,,,,,,,전학년,2학년,,,
2019 학년도,2학기,학부,수학전공,MAT2230,1,미분방정식,3.0,"수,금 13:30~14:45 [RA406A]",3.0,신창언,24,,,,,,,,,전학년,2학년,,,
2019 학년도,2학기,학부,수학전공,MAT2230,2,미분방정식,3.0,금 10:30~13:15 [RA308],3.0,조성희,51,,,,,,,,,전학년,2학년,,,
2019 학년도,2학기,학부,수학전공,MAT2420,1,응용수학II,3.0,"화,목 10:30~11:45 [RA310]",3.0,조성희,71,,,O,,,"[2,4,6,8,0]",,,전학년,2학년,컴퓨터공학전공(가능),컴퓨터공학전공만 가능,컴퓨터공학전공가능(짝수학번)
2019 학년도,2학기,학부,수학전공,MAT2420,2,응용수학II,3.0,"화,목 12:00~13:15 [RA310]",3.0,조성희,74,,,O,,,"[1,3,5,7,9]",,,전학년,2학년,컴퓨터공학전공(가능),컴퓨터공학전공만 가능,컴퓨터공학전공가능(홀수학번)
2019 학년도,2학기,학부,수학전공,MAT3020,1,통계학입문,3.0,"화,목 09:00~10:15 [RA408]",3.0,임경필,16,,,,,,,,,전학년,2학년,컴퓨터공학전공(불가능),응용수학I(MAT2410)과 동등한 과목임,컴퓨터공학전공학생들의 수강불가
2019 학년도,2학기,학부,수학전공,MAT3020,2,통계학입문,3.0,"화,목 10:30~11:45 [RA408]",3.0,임경필,42,,,,,,,,,전학년,2학년,컴퓨터공학전공(불가능),응용수학I(MAT2410)과 동등한 과목임,컴퓨터공학전공학생들의 수강불가
2019 학년도,2학기,학부,수학전공,MAT3310,1,현대기하학,3.0,"수,금 13:30~14:45 [RA408]",3.0,"Ho, Pak Tung",26,O,,,,,,,,전학년,3-4학년,,,
2019 학년도,2학기,학부,수학전공,MAT3410,1,확률론입문,3.0,"월,수 10:30~11:45 [RA410]",3.0,임경수,42,,,,,,,,,전학년,3-4학년,,,
2019 학년도,2학기,학부,수학전공,MAT3420,1,금융수학,3.0,"화,목 15:00~16:15 [K201]",3.0,이영록,48,,,,,,,,,전학년,3-4학년,,,
2019 학년도,2학기,학부,수학전공,MAT4120,1,추상대수학II,3.0,"화,목 13:30~14:45 [RA408]",3.0,박진형,36,,,,,,,,,전학년,3학년,,,
2019 학년도,2학기,학부,수학전공,MAT4220,1,복소수함수론II,3.0,"월,수 12:00~13:15 [RA410]",3.0,조상현,22,,,,,,,,,전학년,3학년,,,
2019 학년도,2학기,학부,수학전공,MAT4320,1,위상수학개론I,3.0,"화,목 10:30~11:45 [RA410]",3.0,조장현,68,,,,,,,,,전학년,3학년,,,
2019 학년도,2학기,학부,수학전공,MAT4331,1,산업수학(캡스톤디자인),3.0,"월,수 16:30~17:45 [RA406A]",3.0,김종락,16,,,,,,,,,"3,4학년",3-4학년,,,
2019 학년도,2학기,학부,수학전공,MAT4510,1,학부개별연구,3.0,,,이영란,1,,,,,,,,,"3,4학년",3-4학년,,"특수연구, 전공학점으로 인정되지 않음",
2019 학년도,2학기,학부,수학전공,MATG110,1,고급선형대수학,3.0,"화,목 09:00~10:15 [RA310]",3.0,박진형,24,O,,,,,,,,전학년,4학년,,"대학원초급과목,구MAT5110/구 선형대수학II의대체과목",학부-대학원 연계과목
2019 학년도,2학기,학부,수학전공,MATG220,1,실해석학II,3.0,"화,목 12:00~13:15 [K506]",3.0,이재성,22,,,,,,,,,전학년,4학년,,"대학원초급과목,구MAT5220",학부-대학원 연계과목
2019 학년도,2학기,학부,수학전공,MATQ982,1,수학교과논리및논술,3.0,"화,목 15:00~16:15 [J126]",3.0,김구연,8,,,,,,,,,전학년,2-4학년,,교직이수자만 전공학점으로 인정,
2019 학년도,2학기,학부,수학전공,MATQ983,1,수학교과교재연구및지도법,3.0,"화,목 12:00~13:15 [J126]",3.0,김구연,5,O,,,,,,,,전학년,2-4학년,,교직이수자만 전공학점으로 인정,
2019 학년도,2학기,학부,물리학전공,PHY1001,1,일반물리I,3.0,"월,수 10:30~11:45 [AS414]",3.0,박영재,63,,,O,,,,,,전학년,1학년,,,
2019 학년도,2학기,학부,물리학전공,PHY1002,1,일반물리II,3.0,"화,목 09:00~10:15 [AS414]",3.0,이기진,68,,,,,,,,,전학년,1학년,,,
2019 학년도,2학기,학부,물리학전공,PHY1002,2,일반물리II,3.0,"화,목 10:30~11:45 [AS414]",3.0,김현정,49,,,,,,,,,전학년,1학년,물리학전공(1전공 가능),,물리학과 전용반
2019 학년도,2학기,학부,물리학전공,PHY1002,3,일반물리II,3.0,"화,목 12:00~13:15 [AS414]",3.0,정현식,68,,,,,,,,,전학년,1학년,,,
2019 학년도,2학기,학부,물리학전공,PHY1002,4,일반물리II,3.0,"화,목 13:30~14:45 [AS414]",3.0,정명화,71,,,,,,,,,전학년,1학년,,,
2019 학년도,2학기,학부,물리학전공,PHY1002,5,일반물리II,3.0,"수,금 09:00~10:15 [AS412]",3.0,장준익,11,O,,,,,,,,전학년,1학년,,,
2019 학년도,2학기,학부,물리학전공,PHY1002,6,일반물리II,3.0,"수,금 13:30~14:45 [AS414]",3.0,박영재,63,,,O,,,,,,전학년,1학년,,,공학인증
2019 학년도,2학기,학부,물리학전공,PHY1102,1,일반물리실험II,1.0,월 13:30~15:20 [R103],2.0,김현정,16,,,,,,,,,전학년,1학년,,,
2019 학년도,2학기,학부,물리학전공,PHY1102,2,일반물리실험II,1.0,월 13:30~15:20 [R107],2.0,김원태,16,,,,,,,,,전학년,1학년,,,
2019 학년도,2학기,학부,물리학전공,PHY1102,3,일반물리실험II,1.0,월 15:30~17:20 [R103],2.0,김현정,15,,,,,,,,,전학년,1학년,,,
2019 학년도,2학기,학부,물리학전공,PHY1102,4,일반물리실험II,1.0,월 15:30~17:20 [R107],2.0,김원태,15,,,,,,,,,전학년,1학년,,,
2019 학년도,2학기,학부,물리학전공,PHY1102,5,일반물리실험II,1.0,화 13:30~15:20 [R103],2.0,장준익,5,,,,,,,,,전학년,1학년,,,
2019 학년도,2학기,학부,물리학전공,PHY1102,6,일반물리실험II,1.0,화 13:30~15:20 [R107],2.0,이현철,9,,,,,,,,,전학년,1학년,,,
2019 학년도,2학기,학부,물리학전공,PHY1102,7,일반물리실험II,1.0,화 15:30~17:20 [R103],2.0,박영재,14,,,,,,,,,전학년,1학년,,,
2019 학년도,2학기,학부,물리학전공,PHY1102,8,일반물리실험II,1.0,화 15:30~17:20 [R107],2.0,박정혁,15,,,,,,,,,전학년,1학년,,,
2019 학년도,2학기,학부,물리학전공,PHY1102,9,일반물리실험II,1.0,수 13:30~15:20 [R103],2.0,장준익,15,,,,,,,,,전학년,1학년,,,
2019 학년도,2학기,학부,물리학전공,PHY1102,10,일반물리실험II,1.0,수 13:30~15:20 [R107],2.0,김도석,15,,,,,,,,,전학년,1학년,,,
2019 학년도,2학기,학부,물리학전공,PHY1102,11,일반물리실험II,1.0,수 15:30~17:20 [R103],2.0,정명화,15,,,,,,,,,전학년,1학년,,,
2019 학년도,2학기,학부,물리학전공,PHY1102,12,일반물리실험II,1.0,수 15:30~17:20 [R107],2.0,박영재,15,,,,,,,,,전학년,1학년,,,
2019 학년도,2학기,학부,물리학전공,PHY1102,14,일반물리실험II,1.0,목 13:30~15:20 [R107],2.0,박영재,13,,,,,,,,,전학년,1학년,,,
2019 학년도,2학기,학부,물리학전공,PHY1102,15,일반물리실험II,1.0,목 15:30~17:20 [R103],2.0,박정혁,15,,,,,,,,,전학년,1학년,,,
2019 학년도,2학기,학부,물리학전공,PHY1102,16,일반물리실험II,1.0,목 15:30~17:20 [R107],2.0,임채호,12,,,O,,,,,,전학년,1학년,,,
2019 학년도,2학기,학부,물리학전공,PHY1102,17,일반물리실험II,1.0,금 13:30~15:20 [R103],2.0,장준익,10,,,,,,,,,전학년,1학년,,,
2019 학년도,2학기,학부,물리학전공,PHY1102,18,일반물리실험II,1.0,금 13:30~15:20 [R107],2.0,Scopel Stefano,10,O,,,,,,,,전학년,1학년,,,
2019 학년도,2학기,학부,물리학전공,PHY1102,19,일반물리실험II,1.0,금 15:30~17:20 [R103],2.0,정명화,14,,,O,,,,,,전학년,1학년,,,
2019 학년도,2학기,학부,물리학전공,PHY1102,20,일반물리실험II,1.0,금 15:30~17:20 [R107],2.0,Scopel Stefano,15,O,,,,,,,,전학년,1학년,,,
2019 학년도,2학기,학부,물리학전공,PHY2002,1,역학II,3.0,"화,목 15:00~16:15 [AS305]",3.0,김현정,26,,,,,,,,,"2,3,4학년",2-4학년,,,
2019 학년도,2학기,학부,물리학전공,PHY2003,1,전자기학I,3.0,"수,금 13:30~14:45 [AS305]",3.0,정명화,27,O,,,,,,,,"2,3,4학년",2학년,,"(=전자공학과 전자장론I, 둘 중 한과목만 학점인정)",
2019 학년도,2학기,학부,물리학전공,PHY2004,1,전자기학II,3.0,"월,수 12:00~13:15 [AS412]",3.0,박정혁,34,O,,,,,,,,"2,3,4학년",2학년,,,
2019 학년도,2학기,학부,물리학전공,PHY2006,1,수리물리학II,3.0,"화,목 13:30~14:45 [AS412]",3.0,임채호,32,O,,,,,,,,"2,3,4학년",2학년,,,
2019 학년도,2학기,학부,물리학전공,PHY2007,1,전자물리학I,3.0,"월,수 10:30~11:45 [AS305]",3.0,이기진,27,,,,,,,,,"2,3,4학년",2학년,,,
2019 학년도,2학기,학부,물리학전공,PHY2009,1,현대물리학,3.0,"화,목 10:30~11:45 [AS303]",3.0,조규만,46,,,,,,,,,"2,3,4학년",2학년,,,
2019 학년도,2학기,학부,물리학전공,PHY2102,1,실험물리학II,2.0,월 15:00~18:30 [R110],3.0,이기진,17,,,,,,,,,"2,3,4학년",2학년,,,
2019 학년도,2학기,학부,물리학전공,PHY2102,2,실험물리학II,2.0,수 15:00~18:30 [R110],3.0,이기진,15,,,,,,,,,"2,3,4학년",2학년,,,
2019 학년도,2학기,학부,물리학전공,PHY2102,4,실험물리학II,2.0,금 15:00~18:30 [R110],3.0,임채호,15,,,,,,,,,"2,3,4학년",2학년,,,
2019 학년도,2학기,학부,물리학전공,PHY3002,1,양자물리학II,3.0,"월,수 12:00~13:15 [RA308]",3.0,이현철,29,,,,,,,,,"2,3,4학년",3학년,,,
2019 학년도,2학기,학부,물리학전공,PHY3004,1,통계물리학,3.0,"화,목 12:00~13:15 [AS412]",3.0,김도석,31,,,,,,,,,"2,3,4학년",3학년,,,
2019 학년도,2학기,학부,물리학전공,PHY3102,1,실험물리학Ⅳ,2.0,월 15:00~18:30 [R108],3.0,정현식,12,,,,,,,,,"2,3,4학년",3학년,,,
2019 학년도,2학기,학부,물리학전공,PHY3102,2,실험물리학Ⅳ,2.0,수 15:00~18:30 [R108],3.0,정현식,11,,,,,,,,,"2,3,4학년",3학년,,,
2019 학년도,2학기,학부,물리학전공,PHY3102,3,실험물리학Ⅳ,2.0,금 15:00~18:30 [R108],3.0,김도석,10,,,,,,,,,"2,3,4학년",3학년,,,
2019 학년도,2학기,학부,물리학전공,PHY4002,1,고체물리학II,3.0,"화,목 09:00~10:15 [AS311]",3.0,정현식,10,,,,,,,,,"2,3,4학년",3-4학년,,,
2019 학년도,2학기,학부,물리학전공,PHY4008,1,전산물리학II,3.0,"화,목 15:00~16:15 [R106]",3.0,Scopel Stefano,16,O,,,,,,,,"2,3,4학년",3-4학년,,,전산물리는 실험+이론 과목이므로 목요일 16:15~17:15에 실험실습시간에 반드시 참석해야 함
2019 학년도,2학기,학부,물리학전공,PHY4011,1,천체물리학,3.0,"수,금 15:00~16:15 [AS311]",3.0,김원태,8,,,,,,,,,"2,3,4학년",3-4학년,,(구)천체물리학II,
2019 학년도,2학기,학부,물리학전공,PHY4201,1,특수연구,3.0,화 16:30~18:00 [R404],1.5,김도석,6,,,,,,,,,"3,4학년",4학년,,전공학점 인정되지 않음.(총학점 포함됨)/교수님과 함께하는 프로젝트과목,전공학점 인정되지 않음.(총학점 포함됨)/교수님과 함께하는 프로젝트과목
2019 학년도,2학기,학부,물리학전공,PHY4203,1,물리특허와기술이전,1.0,화 15:00~15:50 [K306],1.0,김현진,3,,,,,,,,,"2,3,4학년",4학년,,전공학점으로 인정되지 않음.(총학점에는 포함됨),전공학점으로 인정되지 않음.(총학점에는 포함됨)
2019 학년도,2학기,학부,물리학전공,PHY4204,1,졸업프로젝트,3.0,화 16:30~18:00 [R404],1.5,김도석,6,,,,,,,,,"3,4학년",4학년,,전공학점 인정되지 않음.(총학점 포함됨)/교수님과 함께하는 프로젝트과목,전공학점 인정되지 않음.(총학점 포함됨)/교수님과 함께하는 프로젝트과목
2019 학년도,2학기,학부,물리학전공,PHYG003,1,통계역학,3.0,금 10:30~13:15 [K206],3.0,박정혁,5,O,,,,,,,,4학년,4학년,,대학원초급과목,대학원초급과목
2019 학년도,2학기,학부,경제학전공,ECO2001,1,경제학원론I,3.0,"월,수 16:30~17:45 [GN301]",3.0,김홍균,54,,,,,,,,,전학년,1학년,,,
2019 학년도,2학기,학부,경제학전공,ECO2001,2,경제학원론I,3.0,"화,목 09:00~10:15 [GN202]",3.0,이강오,36,,,,,,,,,전학년,1학년,,,
2019 학년도,2학기,학부,경제학전공,ECO2001,3,경제학원론I,3.0,"화,목 12:00~13:15 [GN201]",3.0,허정,117,O,,,,,,,,전학년,1학년,,,
2019 학년도,2학기,학부,경제학전공,ECO2001,4,경제학원론I,3.0,"수,금 13:30~14:45 [GN201]",3.0,안태현,88,O,,,,,,,,전학년,1학년,,,
2019 학년도,2학기,학부,경제학전공,ECO2001,5,경제학원론I,3.0,수 15:00~17:45 [GN203],3.0,김석일,17,,,,,,,,,전학년,1학년,,,
