학년도,학기,소속,학과,과목번호,분반,과목명,학점,수업시간/강의실,시간,교수진,수강생수,영어강의,중국어강의,공학인증,국제학생,Honors과목,홀짝구분,승인과목,시험일자,수강대상,권장학년,수강신청 참조사항,과목 설명,비고
2017 학년도,2학기,학부,영미어문전공,ENG3204,1,모더니즘과포스트모더니즘,3.0,월 10:30~11:45 / 수 12:00~13:15 [J325],3.0,Chambers Claire Maria,17,O,,,,,,,,전학년,2-4학년,,,
2017 학년도,2학기,학부,영미어문전공,ENG3207,1,영어권대중문학,3.0,월 09:00~10:15 / 수 10:30~11:45 [J215],3.0,신문주,29,,,,,,,,,전학년,2-4학년,,,
2017 학년도,2학기,학부,영미어문전공,ENG3216,1,영문학특강,3.0,"수,금 13:30~14:45 [J609]",3.0,황은주,14,,,,,,,,,"2,3,4학년",2-4학년,,,소주제: 공간과 문학(SPACE AND LITERATURE)
2017 학년도,2학기,학부,영미어문전공,ENG3217,1,정신분석학과문학,3.0,"월,금 16:30~17:45 [J217]",3.0,신문주,12,,,,,,,,,전학년,2-4학년,,,
2017 학년도,2학기,학부,영미어문전공,ENG3222,1,소설의기원과발달,3.0,"화,목 15:00~16:15 [J313]",3.0,신경원,18,,,,,,,,,"2,3,4학년",2-4학년,,,
2017 학년도,2학기,학부,영미어문전공,ENG3303,1,영어사,3.0,월 13:30~14:45 / 금 12:00~13:15 [J311],3.0,이성범,54,,,,,,,,,전학년,2-4학년,,영어의이해(AMC2026)의 대체과목,
2017 학년도,2학기,학부,영미어문전공,ENG3304,1,영어음운론,3.0,"화,목 12:00~13:15 [J317]",3.0,Barrie Michael Jonathan Mathew,20,O,,,,,,,,"2,3,4학년",2-4학년,,,
2017 학년도,2학기,학부,영미어문전공,ENG3309,1,언어와인지,3.0,"화,목 15:00~16:15 [J219]",3.0,조숙환,28,,,,,,,,,"2,3,4학년",2-4학년,,,
2017 학년도,2학기,학부,영미어문전공,ENG3312,1,언어와사회,3.0,"수,금 13:30~14:45 [J219]",3.0,채서영,26,,,,,,,O,,"2,3,4학년",2-4학년,,,수강허가 과목/개론수강자에 한함/과사에서 직접 문의(언어학개론 몇 년도 수강)
2017 학년도,2학기,학부,영미어문전공,ENG3313,1,영어교육론,3.0,"화,목 16:30~17:45 [J317]",3.0,박은성,9,O,,,,,,,,"2,3,4학년",1-4학년,,,
2017 학년도,2학기,학부,영미어문전공,ENG4099,1,개별연구논문,3.0,목 18:00~20:45 [J211],3.0,Yoo Isaiah WonHo,1,O,,,,O,,,,"3,4학년",3-4학년,,,교환학생 수강불가
2017 학년도,2학기,학부,영미어문전공,ENGG005,1,20세기영국문학프로세미나,3.0,목 15:00~18:00 [J614],3.0,김영주,2,,,,,O,,,,"3,4학년",3-4학년,,,대학원초급과목
2017 학년도,2학기,학부,영미어문전공,ENGG230,1,언어와인지과학,3.0,수 14:00~17:00 [J614],3.0,조숙환,6,,,,,O,,,,"2,3,4학년",3-4학년,,,대학원초급과목
2017 학년도,2학기,학부,사학전공,HIS2002,1,현대세계의역사적이해,3.0,"수,금 13:30~14:45 [J602]",3.0,임지현,32,,,,,,,,,전학년,1-2학년,,,
2017 학년도,2학기,학부,사학전공,HIS2003,1,한국사개론,3.0,"화,목 12:00~13:15 [J107]",3.0,김아네스,60,,,,,,,,,전학년,2-4학년,,"구 한국사개설I,II 통합과목",
2017 학년도,2학기,학부,사학전공,HIS2004,1,동아시아사개론,3.0,월 15:00~16:15 / 수 16:30~17:45 [J307],3.0,전인갑,26,,,,,,,,,전학년,2-4학년,,"구 동양사개설I,II 통합과목",
2017 학년도,2학기,학부,사학전공,HIS3002,1,고려시대사,3.0,"화,목 13:30~14:45 [J319]",3.0,김아네스,21,,,,,,,,,전학년,2-4학년,,(구)한국중세사,
2017 학년도,2학기,학부,사학전공,HIS3003,1,조선시대사,3.0,"화,목 12:00~13:15 [J327]",3.0,계승범,32,,,,,,,,,전학년,2-4학년,,,
2017 학년도,2학기,학부,사학전공,HIS3005,1,한국현대사,3.0,"화,목 10:30~11:45 [J102]",3.0,정일영,57,,,,,,,,,전학년,2-4학년,,,
2017 학년도,2학기,학부,사학전공,HIS3006,1,중국고대사,3.0,"화,목 15:00~16:15 [J327]",3.0,정면,42,,,,,,,,,전학년,2-4학년,,,
2017 학년도,2학기,학부,사학전공,HIS3010,1,중국현대사,3.0,월 10:30~11:45 / 수 12:00~13:15 [J307],3.0,전인갑,29,,,,,,,,,전학년,2-4학년,,,
2017 학년도,2학기,학부,사학전공,HIS3012,1,근대일본의형성,3.0,월 13:30~14:45 / 금 12:00~13:15 [J219],3.0,정녕,31,,,,,,,,,전학년,1-4학년,,,
2017 학년도,2학기,학부,사학전공,HIS3028,1,서양현대사,3.0,"화,목 16:30~17:45 [J609]",3.0,박단,14,,,,,,,,,전학년,2-4학년,,,
2017 학년도,2학기,학부,사학전공,HIS3033,1,러시아혁명사,3.0,"수,금 13:30~14:45 [J215]",3.0,이종훈,40,,,,,,,,,전학년,2-4학년,,,
2017 학년도,2학기,학부,사학전공,HIS3037,1,미국사개설,3.0,"화,목 13:30~14:45 [J327]",3.0,"Devine,Michael John",38,O,,,,,,,,전학년,2-4학년,,,
2017 학년도,2학기,학부,사학전공,HIS3069,1,근대시민혁명사,3.0,"화,목 10:30~11:45 [J315]",3.0,백인호,20,,,,,,,,,전학년,2-4학년,,,
2017 학년도,2학기,학부,사학전공,HIS3071,1,문화유산현장실습2,1.0,수 16:30~18:15 [J118],2.0,계승범,54,,,,,,,,,전학년,1-4학년,,성적평가:S/U,
2017 학년도,2학기,학부,사학전공,HIS4007,1,한국사강독3,3.0,월 10:30~11:45 / 수 12:00~13:15 [J204],3.0,장준호,19,,,,,O,,,,전학년,3-4학년,,,
2017 학년도,2학기,학부,사학전공,HIS4012,1,서양사특강1,3.0,"화,목 15:00~16:15 [J315]",3.0,백인호,9,,,,,O,,,,전학년,3-4학년,,,
2017 학년도,2학기,학부,사학전공,HIS4013,1,서양사특강2,3.0,"수,금 15:00~16:15 [J609]",3.0,임지현,13,,,,,O,,,,전학년,3-4학년,,,
2017 학년도,2학기,학부,사학전공,HIS4018,1,서양사명저해제2,3.0,"화,목 09:00~10:15 [J315]",3.0,백인호,5,,,,,O,,,,전학년,3-4학년,,구 서양사강독2(교과목명변경),
2017 학년도,2학기,학부,사학전공,HISG025,1,역사자료연습II,3.0,금 15:00~18:00 [J614],3.0,방향숙,5,,,,,,,,,전학년,3-4학년,,,대학원초급과목
2017 학년도,2학기,학부,사학전공,HISQ983,1,역사교과교재연구및지도법,3.0,"화,목 12:00~13:15 [J609]",3.0,김민정,4,O,,,,,,,,"3,4학년",2-4학년,,교직이수자만 전공학점으로 인정,PHIQ983철학교과교재연구및지도법과 합반
2017 학년도,2학기,학부,철학전공,PHI2001,1,철학개론,3.0,"화,목 16:30~17:45 [J118]",3.0,오은영,98,,,,,,,,,전학년,2-4학년,,,
2017 학년도,2학기,학부,철학전공,PHI2004,1,한국철학사,3.0,"화,목 09:00~10:15 [J325]",3.0,"Kim, Halla",20,O,,,,,,,,전학년,2-4학년,,,
2017 학년도,2학기,학부,철학전공,PHI2007,1,인식론,3.0,월 13:30~14:45 / 금 12:00~13:15 [J327],3.0,서상복,36,,,,,,,,,전학년,2-4학년,,,
2017 학년도,2학기,학부,철학전공,PHI3001,1,서양고대철학사,3.0,"수,금 13:30~14:45 [J309]",3.0,전헌상,79,O,,,,,,,,전학년,2-4학년,,,
2017 학년도,2학기,학부,철학전공,PHI3011,1,독일관념론,3.0,"화,목 12:00~13:15 [J325]",3.0,"Kim, Halla",27,O,,,,,,,,전학년,2-4학년,,,
2017 학년도,2학기,학부,철학전공,PHI3021,1,사회철학,3.0,"화,목 09:00~10:15 [J209]",3.0,정대성,38,,,,,,,,,전학년,2-4학년,,,
2017 학년도,2학기,학부,철학전공,PHI3024,1,예술철학,3.0,"화,목 10:30~11:45 [J215]",3.0,김산춘,27,,,,,,,,,전학년,2-4학년,,,
2017 학년도,2학기,학부,철학전공,PHI3030,1,언어철학,3.0,"화,목 15:00~16:15 [J309]",3.0,김영건,51,,,,,,,,,전학년,2-4학년,,,
2017 학년도,2학기,학부,철학전공,PHI3033,1,"선진,한철학사",3.0,월 10:30~11:45 / 수 12:00~13:15 [J327],3.0,정재현,33,O,,,,,,,,전학년,2-4학년,,,
2017 학년도,2학기,학부,철학전공,PHI3035,1,"송,명,청철학사",3.0,월 12:00~13:15 / 금 10:30~11:45 [J327],3.0,조성환,36,,,,,,,,,전학년,2-4학년,,,
2017 학년도,2학기,학부,철학전공,PHI3036,1,중국근현대철학사,3.0,"화,목 12:00~13:15 [J209]",3.0,류희성,18,,,,,,,,,전학년,2-4학년,,,
2017 학년도,2학기,학부,철학전공,PHI4010,1,논리철학,3.0,월 15:00~16:15 / 수 16:30~17:45 [J107],3.0,석기용,43,,,,,,,,,전학년,2-4학년,,,부제: 법과 논리
2017 학년도,2학기,학부,철학전공,PHI4024,1,과학기술의철학,3.0,월 09:00~10:15 / 수 10:30~11:45 [J204],3.0,이상헌,14,,,,,,,,,전학년,2-4학년,,,
2017 학년도,2학기,학부,철학전공,PHI4038,1,철학상담,3.0,"화,목 10:30~11:45 [J321]",3.0,"박병준, 홍경자",6,,,,,O,,,,전학년,1-4학년,,,"HONORS PROGRAM,철학실천 대체과목"
2017 학년도,2학기,학부,철학전공,PHI4099,1,개별연구논문,3.0,,,이상섭,4,,,,,O,,O,,,3-4학년,,,"3-4학년, 학과장수강승인"
2017 학년도,2학기,학부,철학전공,PHIG083,1,서양철학읽기,3.0,"수,금 15:00~16:15 [J313]",3.0,전헌상,14,,,,,O,,,,전학년,1-4학년,,,"대학원초급과목,HONORS PROGRAM"
2017 학년도,2학기,학부,철학전공,PHIQ983,1,철학교과교재연구및지도법,3.0,"화,목 12:00~13:15 [J609]",3.0,김민정,1,O,,,,,,,,전학년,2-4학년,,교직이수자만 전공학점으로 인정,HISQ983역사교과교재연구및지도법과 합반
2017 학년도,2학기,학부,수학전공,MAT1060,1,미적분학실습II,1.0,월 15:00~16:50 [RA205],2.0,이영란,20,,,,,,,,,전학년,1학년,,,
2017 학년도,2학기,학부,수학전공,MAT1060,2,미적분학실습II,1.0,월 17:00~18:50 [RA205],2.0,이영란,15,,,,,,,,,전학년,1학년,,,
2017 학년도,2학기,학부,수학전공,MAT1060,3,미적분학실습II,1.0,수 15:00~16:50 [RA205],2.0,이영란,20,,,,,,,,,전학년,1학년,,,
2017 학년도,2학기,학부,수학전공,MAT1060,4,미적분학실습II,1.0,수 17:00~18:50 [RA205],2.0,이영란,9,,,,,,,,,전학년,1학년,,,
2017 학년도,2학기,학부,수학전공,MAT1060,5,미적분학실습II,1.0,금 13:30~15:20 [RA205],2.0,이영란,15,,,,,,,,,전학년,1학년,,,
2017 학년도,2학기,학부,수학전공,MAT1060,6,미적분학실습II,1.0,금 15:30~17:20 [RA205],2.0,이영란,14,,,,,,,,,전학년,1학년,,,
2017 학년도,2학기,학부,수학전공,MAT2110,1,선형대수학,3.0,"수,금 09:00~10:15 [RA408]",3.0,조상현,56,,,O,,,,,,전학년,2학년,,,
2017 학년도,2학기,학부,수학전공,MAT2110,2,선형대수학,3.0,월 10:30~11:45 / 수 12:00~13:15 [K403],3.0,"Ho, Pak Tung",64,O,,,,,,,,전학년,2학년,,,
2017 학년도,2학기,학부,수학전공,MAT2110,3,선형대수학,3.0,"화,목 09:00~10:15 [RA308]",3.0,하구용,54,,,O,,,,,,전학년,2학년,,,
2017 학년도,2학기,학부,수학전공,MAT2120,1,정수론,3.0,월 12:00~13:15 / 금 10:30~11:45 [RA308],3.0,조장현,67,,,O,,,,,,전학년,2학년,,,
2017 학년도,2학기,학부,수학전공,MAT2120,2,정수론,3.0,월 09:00~10:15 / 수 10:30~11:45 [RA308],3.0,조성희,60,,,O,,,,,,전학년,2학년,,,
2017 학년도,2학기,학부,수학전공,MAT2220,1,고등미적분학II,3.0,"화,목 13:30~14:45 [RA410]",3.0,김현석,20,,,,,,,,,전학년,2학년,,,
2017 학년도,2학기,학부,수학전공,MAT2220,2,고등미적분학II,3.0,"화,목 10:30~11:45 [RA308]",3.0,이영란,46,,,,,,,,,전학년,2학년,,,
2017 학년도,2학기,학부,수학전공,MAT2230,1,미분방정식,3.0,"수,금 13:30~14:45 [RA408]",3.0,신창언,49,,,,,,,,,전학년,2학년,,,
2017 학년도,2학기,학부,수학전공,MAT2230,2,미분방정식,3.0,"화,목 15:00~16:15 [RA308]",3.0,이영란,56,O,,,,,,,,전학년,2학년,,,
2017 학년도,2학기,학부,수학전공,MAT2420,1,응용수학II,3.0,"수,금 13:30~14:45 [RA310]",3.0,유지현,51,,,O,,,홀수,,,전학년,2학년,컴퓨터공학전공(가능),컴퓨터공학전공만 가능,"컴퓨터공학전공(가능), 홀수학번"
2017 학년도,2학기,학부,수학전공,MAT2420,2,응용수학II,3.0,월 10:30~11:45 / 수 12:00~13:15 [RA408],3.0,유지현,48,,,O,,,짝수,,,전학년,2학년,컴퓨터공학전공(가능),컴퓨터공학전공만 가능,"컴퓨터공학전공(가능), 짝수학번"
2017 학년도,2학기,학부,수학전공,MAT3020,1,통계학입문,3.0,"화,목 13:30~14:45 [RA308]",3.0,임경수,53,,,,,,,,,전학년,2학년,,응용수학I(MAT2410)과 동등한 과목임,
2017 학년도,2학기,학부,수학전공,MAT3020,2,통계학입문,3.0,"화,목 09:00~10:15 [RA408]",3.0,임경필,41,,,O,,,,,,전학년,2학년,,응용수학I(MAT2410)과 동등한 과목임,
2017 학년도,2학기,학부,수학전공,MAT3310,1,현대기하학,3.0,"수,금 09:00~10:15 [RA310]",3.0,"Ho, Pak Tung",34,O,,,,,,,,전학년,3-4학년,,,
2017 학년도,2학기,학부,수학전공,MAT3410,1,확률론입문,3.0,"화,목 10:30~11:45 [RA408]",3.0,이재성,46,O,,,,,,,,전학년,3-4학년,,,
2017 학년도,2학기,학부,수학전공,MAT3420,1,금융수학,3.0,"화,목 15:00~16:15 [RA408]",3.0,이재성,70,,,,,,,,,전학년,3-4학년,,,
2017 학년도,2학기,학부,수학전공,MAT4120,1,추상대수학II,3.0,"화,목 13:30~14:45 [RA310]",3.0,오영탁,54,,,,,,,,,전학년,3학년,,,
2017 학년도,2학기,학부,수학전공,MAT4220,1,복소수함수론II,3.0,월 10:30~11:45 / 수 12:00~13:15 [RA406B],3.0,조상현,17,,,,,,,,,전학년,3학년,,,
2017 학년도,2학기,학부,수학전공,MAT4320,1,위상수학개론I,3.0,"화,목 12:00~13:15 [RA408]",3.0,조장현,59,,,,,,,,,전학년,3학년,,,
2017 학년도,2학기,학부,수학전공,MAT4331,1,산업수학(캡스톤디자인),3.0,월 10:30~11:45 / 수 12:00~13:15 [RA406A],3.0,김종락,18,,,,,,,,,"3,4학년",3-4학년,,,
2017 학년도,2학기,학부,수학전공,MATG110,1,고급선형대수학,3.0,월 09:00~10:15 / 수 10:30~11:45 [K204],3.0,김종락,20,O,,,,,,,,전학년,4학년,,"대학원초급과목,구MAT5110/구 선형대수학II의대체과목",대학원초급과목
2017 학년도,2학기,학부,수학전공,MATG220,1,실해석학II,3.0,"화,목 10:30~11:45 [R1412]",3.0,신창언,5,O,,,,,,,,전학년,4학년,,"대학원초급과목,구MAT5220",대학원초급과목
2017 학년도,2학기,학부,수학전공,MATQ982,1,수학교과논리및논술,3.0,"화,목 15:00~16:15 [J126]",3.0,김구연,8,,,,,,,,,"2,3,4학년",2-4학년,,교직이수자만 전공학점으로 인정,교직이수자만 전공학점으로 인정
2017 학년도,2학기,학부,수학전공,MATQ983,1,수학교과교재연구및지도법,3.0,"화,목 12:00~13:15 [J126]",3.0,김구연,8,O,,,,,,,,"2,3,4학년",2-4학년,,교직이수자만 전공학점으로 인정,교직이수자만 전공학점으로 인정
2017 학년도,2학기,학부,물리학전공,PHY1002,1,일반물리II,3.0,월 09:00~10:15 / 수 10:30~11:45 [RA310],3.0,김도현,73,,,,,,,,,전학년,1학년,컴퓨터공학전공(1전공 불가능),,컴퓨터공학과 수강불가
2017 학년도,2학기,학부,물리학전공,PHY1002,2,일반물리II,3.0,월 15:00~16:15 / 수 16:30~17:45 [RA310],3.0,이현철,50,,,O,,,,,,전학년,1학년,컴퓨터공학전공(가능),,컴퓨터공학과 전용반
2017 학년도,2학기,학부,물리학전공,PHY1002,3,일반물리II,3.0,"화,목 09:00~10:15 [RA310]",3.0,이기진,58,,,,,,,,,전학년,1학년,컴퓨터공학전공(1전공 불가능),,컴퓨터공학과 수강불가
2017 학년도,2학기,학부,물리학전공,PHY1002,4,일반물리II,3.0,"화,목 10:30~11:45 [RA310]",3.0,박영재,41,,,,,,,,,전학년,1학년,물리학전공(가능),,물리학과전용반
2017 학년도,2학기,학부,물리학전공,PHY1002,5,일반물리II,3.0,"화,목 15:00~16:15 [RA406B]",3.0,박광서,70,,,O,,,,,,전학년,1학년,컴퓨터공학전공(가능),,컴퓨터공학과 전용반
2017 학년도,2학기,학부,물리학전공,PHY1002,6,일반물리II,3.0,"수,금 09:00~10:15 [K208]",3.0,장준익,27,,,,,,,,,전학년,1학년,컴퓨터공학전공(1전공 불가능),,컴퓨터공학과 수강불가
2017 학년도,2학기,학부,물리학전공,PHY1002,7,일반물리II,3.0,"수,금 13:30~14:45 [RA410]",3.0,조규만,70,,,,,,,,,전학년,1학년,컴퓨터공학전공(1전공 불가능),,컴퓨터공학과 수강불가
2017 학년도,2학기,학부,물리학전공,PHY1002,8,일반물리II,3.0,"수,금 15:00~16:15 [K203]",3.0,Scopel Stefano,43,O,,,,,,,,전학년,1학년,컴퓨터공학전공(1전공 불가능),,컴퓨터공학과 수강불가
2017 학년도,2학기,학부,물리학전공,PHY1102,1,일반물리실험II,1.0,월 13:30~15:20 [R103],2.0,박정혁,13,,,O,,,,,,,1학년,컴퓨터공학전공(가능),,컴퓨터공학과 전용반
2017 학년도,2학기,학부,물리학전공,PHY1102,2,일반물리실험II,1.0,월 13:30~15:20 [R107],2.0,김도현,15,,,O,,,,,,,1학년,컴퓨터공학전공(가능),,컴퓨터공학과 전용반
2017 학년도,2학기,학부,물리학전공,PHY1102,3,일반물리실험II,1.0,월 15:30~17:20 [R103],2.0,Scopel Stefano,15,O,,,,,,,,,1학년,컴퓨터공학전공(1전공 불가능),,컴퓨터공학과 수강불가
2017 학년도,2학기,학부,물리학전공,PHY1102,4,일반물리실험II,1.0,월 15:30~17:20 [R107],2.0,김도현,15,,,,,,,,,,1학년,컴퓨터공학전공(1전공 불가능),,컴퓨터공학과 수강불가
2017 학년도,2학기,학부,물리학전공,PHY1102,5,일반물리실험II,1.0,월 17:30~19:20 [R103],2.0,Scopel Stefano,14,O,,,,,,,,,1학년,컴퓨터공학전공(1전공 불가능),,컴퓨터공학과 수강불가
2017 학년도,2학기,학부,물리학전공,PHY1102,6,일반물리실험II,1.0,월 17:30~19:20 [R107],2.0,김도현,16,,,O,,,,,,,1학년,컴퓨터공학전공(가능),,컴퓨터공학과 전용반
2017 학년도,2학기,학부,물리학전공,PHY1102,7,일반물리실험II,1.0,화 13:30~15:20 [R103],2.0,Scopel Stefano,16,O,,,,,,,,,1학년,컴퓨터공학전공(1전공 불가능),,컴퓨터공학과 수강불가
2017 학년도,2학기,학부,물리학전공,PHY1102,8,일반물리실험II,1.0,화 13:30~15:20 [R107],2.0,박영재,15,,,,,,,,,,1학년,컴퓨터공학전공(1전공 불가능),,컴퓨터공학과 수강불가
2017 학년도,2학기,학부,물리학전공,PHY1102,9,일반물리실험II,1.0,화 15:30~17:20 [R103],2.0,김현정,16,,,,,,,,,,1학년,컴퓨터공학전공(1전공 불가능),,컴퓨터공학과 수강불가
2017 학년도,2학기,학부,물리학전공,PHY1102,10,일반물리실험II,1.0,화 15:30~17:20 [R107],2.0,박영재,16,,,,,,,,,,1학년,컴퓨터공학전공(1전공 불가능),,컴퓨터공학과 수강불가
2017 학년도,2학기,학부,물리학전공,PHY1102,11,일반물리실험II,1.0,화 17:30~19:20 [R103],2.0,이현철,16,,,O,,,,,,,1학년,컴퓨터공학전공(가능),,컴퓨터공학과 전용반
2017 학년도,2학기,학부,물리학전공,PHY1102,12,일반물리실험II,1.0,화 17:30~19:20 [R107],2.0,박영재,14,,,O,,,,,,,1학년,컴퓨터공학전공(가능),,컴퓨터공학과 전용반
2017 학년도,2학기,학부,물리학전공,PHY1102,13,일반물리실험II,1.0,수 13:30~15:20 [R103],2.0,임채호,13,,,,,,,,,,1학년,컴퓨터공학전공(1전공 불가능),,컴퓨터공학과 수강불가
2017 학년도,2학기,학부,물리학전공,PHY1102,14,일반물리실험II,1.0,수 13:30~15:20 [R107],2.0,이현철,12,,,,,,,,,,1학년,컴퓨터공학전공(1전공 불가능),,컴퓨터공학과 수강불가
2017 학년도,2학기,학부,물리학전공,PHY1102,15,일반물리실험II,1.0,수 15:30~17:20 [R103],2.0,장준익,13,,,,,,,,,,1학년,컴퓨터공학전공(1전공 불가능),,컴퓨터공학과 수강불가
2017 학년도,2학기,학부,물리학전공,PHY1102,16,일반물리실험II,1.0,수 15:30~17:20 [R107],2.0,이범훈,14,,,O,,,,,,,1학년,컴퓨터공학전공(1전공 불가능),,컴퓨터공학과 수강불가
2017 학년도,2학기,학부,물리학전공,PHY1102,17,일반물리실험II,1.0,수 17:30~19:20 [R103],2.0,임채호,15,,,,,,,,,,1학년,컴퓨터공학전공(1전공 불가능),,컴퓨터공학과 수강불가
2017 학년도,2학기,학부,물리학전공,PHY1102,18,일반물리실험II,1.0,수 17:30~19:20 [R107],2.0,김현정,14,,,,,,,,,,1학년,컴퓨터공학전공(1전공 불가능),,컴퓨터공학과 수강불가
2017 학년도,2학기,학부,물리학전공,PHY1102,19,일반물리실험II,1.0,목 13:30~15:20 [R103],2.0,정명화,16,,,,,,,,,,1학년,컴퓨터공학전공(1전공 불가능),,컴퓨터공학과 수강불가
2017 학년도,2학기,학부,물리학전공,PHY1102,20,일반물리실험II,1.0,목 13:30~15:20 [R107],2.0,장준익,13,,,,,,,,,,1학년,컴퓨터공학전공(1전공 불가능),,컴퓨터공학과 수강불가
2017 학년도,2학기,학부,물리학전공,PHY1102,21,일반물리실험II,1.0,목 15:30~17:20 [R103],2.0,장준익,17,,,,,,,,,,1학년,컴퓨터공학전공(1전공 불가능),,컴퓨터공학과 수강불가
2017 학년도,2학기,학부,물리학전공,PHY1102,22,일반물리실험II,1.0,목 15:30~17:20 [R107],2.0,이범훈,17,,,,,,,,,,1학년,컴퓨터공학전공(1전공 불가능),,컴퓨터공학과 수강불가
2017 학년도,2학기,학부,물리학전공,PHY1102,23,일반물리실험II,1.0,목 17:30~19:20 [R103],2.0,이현철,16,,,O,,,,,,,1학년,컴퓨터공학전공(가능),,컴퓨터공학과 전용반
2017 학년도,2학기,학부,물리학전공,PHY1102,24,일반물리실험II,1.0,목 17:30~19:20 [R107],2.0,임채호,16,,,O,,,,,,,1학년,컴퓨터공학전공(가능),,컴퓨터공학과 전용반
2017 학년도,2학기,학부,물리학전공,PHY1102,26,일반물리실험II,1.0,금 13:30~15:20 [R107],2.0,박정혁,13,,,,,,,,,,1학년,컴퓨터공학전공(1전공 불가능),,컴퓨터공학과 수강불가
2017 학년도,2학기,학부,물리학전공,PHY2002,1,역학II,3.0,"수,금 09:00~10:15 [RA406A]",3.0,이범훈,23,,,,,,,,,전학년,2-4학년,,,
2017 학년도,2학기,학부,물리학전공,PHY2004,1,전자기학II,3.0,"화,목 10:30~11:45 [RA406B]",3.0,김현정,31,O,,,,,,,,전학년,2학년,,,
2017 학년도,2학기,학부,물리학전공,PHY2006,1,수리물리학II,3.0,"화,목 15:00~16:15 [RA406A]",3.0,박정혁,33,,,,,,,,,전학년,2학년,,,
2017 학년도,2학기,학부,물리학전공,PHY2007,1,전자물리학I,3.0,"화,목 13:30~14:45 [RA406A]",3.0,이범구,14,,,,,,,,,전학년,2학년,,,
