개설전공 ,입력코드,과목명,구분,전체,1학년,2학년,3학년,4학년
전자공학전공,EEE3146-01,반도체공학I,경쟁률,1 : 0.18,쿼터없음,쿼터없음,1 : 0.26,신청없음
전자공학전공,EEE3146-02,반도체공학I,경쟁률,1 : 0.38,쿼터없음,쿼터없음,1 : 0.43,1 : 0.11
전자공학전공,EEE3149-01,디지털통신,경쟁률,1 : 0.33,쿼터없음,쿼터없음,1 : 0.26,1 : 0.15
전자공학전공,EEE3149-02,디지털통신,경쟁률,1 : 0.57,쿼터없음,쿼터없음,1 : 0.58,1 : 0.16
전자공학전공,EEE3163-01,고급디지털회로설계,경쟁률,1 : 0.40,쿼터없음,쿼터없음,1 : 0.44,1 : 0.06
전자공학전공,EEE3178-01,컴퓨터아키텍쳐,경쟁률,1 : 0.34,쿼터없음,쿼터없음,1 : 0.37,1 : 0.09
전자공학전공,EEE3182-01,고급전자회로실험,경쟁률,1 : 0.43,쿼터없음,쿼터없음,1 : 0.25,1 : 0.27
전자공학전공,EEE3182-02,고급전자회로실험,경쟁률,1 : 0.68,쿼터없음,쿼터없음,1 : 0.67,1 : 0.25
전자공학전공,EEE3182-03,고급전자회로실험,경쟁률,1 : 1.00,쿼터없음,쿼터없음,1 : 0.83,1 : 1.00
전자공학전공,EEE3182-04,고급전자회로실험,경쟁률,1 : 0.79,쿼터없음,쿼터없음,1 : 0.83,1 : 0.25
전자공학전공,EEE3182-05,고급전자회로실험,경쟁률,1 : 0.21,쿼터없음,쿼터없음,1 : 0.25,신청없음
전자공학전공,EEE4125-01,광전자공학,경쟁률,1 : 0.08,쿼터없음,쿼터없음,쿼터없음,1 : 0.08
전자공학전공,EEE4159-01,이동통신공학,경쟁률,1 : 0.15,쿼터없음,쿼터없음,쿼터없음,1 : 0.15
전자공학전공,EEE4161-01,인터넷통신망,경쟁률,1 : 0.38,쿼터없음,쿼터없음,쿼터없음,1 : 0.38
전자공학전공,EEE4168-01,마이크로프로세서시스템설계,경쟁률,1 : 0.30,쿼터없음,쿼터없음,쿼터없음,1 : 0.30
전자공학전공,EEE4169-01,VLSI시스템설계,경쟁률,1 : 0.10,쿼터없음,쿼터없음,쿼터없음,1 : 0.10
전자공학전공,EEE4174-01,기초초고주파회로해석,경쟁률,1 : 0.07,쿼터없음,쿼터없음,신청없음,1 : 0.07
전자공학전공,EEE4185-01,디자인프로젝트(종합설계),경쟁률,1 : 0.38,쿼터없음,쿼터없음,쿼터없음,1 : 0.38
전자공학전공,EEEG274-01,휴대폰설계기술과비즈니스모델(캡스톤디자인),경쟁률,1 : 0.48,쿼터없음,쿼터없음,쿼터없음,1 : 0.37
영미어문전공,ENG2001-01,영문학개론,경쟁률,1 : 0.40,1 : 0.62,1 : 0.39,1 : 0.22,신청없음
영미어문전공,ENG2002-01,영문학배경,경쟁률,1 : 0.76,1 : 0.20,1 : 0.83,1 : 0.17,1 : 0.60
영미어문전공,ENG2003-01,언어학개론,경쟁률,1 : 0.94,1 : 1.33,1 : 1.92,1 : 0.38,1 : 0.14
영미어문전공,ENG2004-01,현대영미문학,경쟁률,1 : 0.24,신청없음,1 : 0.15,1 : 0.16,1 : 0.10
영미어문전공,ENG2101-01,영문학작문,경쟁률,1 : 0.70,1 : 1.10,1 : 0.20,쿼터없음,쿼터없음
영미어문전공,ENG2101-02,영문학작문,경쟁률,1 : 0.55,쿼터없음,쿼터없음,1 : 0.90,1 : 0.18
영미어문전공,ENG2101-03,영문학작문,경쟁률,1 : 1.40,1 : 1.50,1 : 1.30,쿼터없음,쿼터없음
영미어문전공,ENG2103-01,작문과수사학,경쟁률,1 : 1.40,쿼터없음,1 : 2.40,1 : 0.40,1 : 1.08
영미어문전공,ENG2104-01,실용영문법,경쟁률,1 : 1.60,1 : 2.00,1 : 2.47,1 : 0.73,1 : 0.86
영미어문전공,ENG3002-01,초기영문학,경쟁률,1 : 0.50,1 : 0.20,1 : 0.43,1 : 0.27,1 : 0.14
영미어문전공,ENG3004-01,셰익스피어,경쟁률,1 : 0.46,쿼터없음,1 : 0.82,1 : 0.25,1 : 0.13
영미어문전공,ENG3011-01,19세기미국문학,경쟁률,1 : 0.23,쿼터없음,1 : 0.27,1 : 0.15,1 : 0.03
영미어문전공,ENG3101-01,현대시,경쟁률,1 : 0.10,1 : 0.08,1 : 0.09,1 : 0.06,신청없음
영미어문전공,ENG3108-01,최근미국문학,경쟁률,1 : 0.46,쿼터없음,1 : 0.40,1 : 0.17,1 : 0.31
영미어문전공,ENG3201-01,신화와문학,경쟁률,1 : 0.52,쿼터없음,1 : 0.59,1 : 0.54,1 : 0.11
영미어문전공,ENG3208-01,번역의이론과실제,경쟁률,1 : 1.75,쿼터없음,1 : 1.43,1 : 1.57,1 : 2.33
영미어문전공,ENG3209-01,공상과학문학,경쟁률,1 : 0.42,쿼터없음,1 : 0.67,1 : 0.25,1 : 0.17
영미어문전공,ENG3222-01,소설의기원과발달,경쟁률,1 : 0.16,1 : 0.30,1 : 0.12,신청없음,1 : 0.07
영미어문전공,ENG3225-01,영국소수민족문학,경쟁률,1 : 0.20,신청없음,1 : 0.12,1 : 0.03,1 : 0.13
영미어문전공,ENG3228-01,여행문학,경쟁률,1 : 0.38,쿼터없음,1 : 0.60,1 : 0.19,1 : 0.16
영미어문전공,ENG3303-01,영어사,경쟁률,1 : 0.58,1 : 0.13,1 : 0.46,1 : 0.32,1 : 0.22
영미어문전공,ENG3304-01,영어음운론,경쟁률,1 : 0.16,쿼터없음,1 : 0.20,1 : 0.14,1 : 0.05
영미어문전공,ENG3309-01,언어와인지,경쟁률,1 : 0.31,쿼터없음,1 : 0.71,1 : 0.20,1 : 0.14
영미어문전공,ENG3312-01,언어와사회,경쟁률,1 : 0.53,쿼터없음,1 : 1.60,1 : 0.27,1 : 0.04
영미어문전공,ENGG004-01,19세기영국문학프로세미나,경쟁률,1 : 0.03,쿼터없음,쿼터없음,신청없음,1 : 0.03
영미어문전공,ENGG204-01,음운론 I,경쟁률,1 : 0.08,쿼터없음,쿼터없음,신청없음,1 : 0.08
"교양학부(철학,종교)",ETS2001-01,현대세계와윤리문제,경쟁률,1 : 0.80,1 : 1.40,1 : 0.55,1 : 0.24,1 : 0.13
"교양학부(철학,종교)",ETS2001-02,현대세계와윤리문제,경쟁률,1 : 0.26,1 : 0.57,1 : 0.09,신청없음,1 : 0.02
"교양학부(철학,종교)",ETS2002-01,논리와비판적사고,경쟁률,1 : 0.64,1 : 0.77,1 : 0.59,1 : 0.19,1 : 0.17
"교양학부(철학,종교)",ETS2002-02,논리와비판적사고,경쟁률,1 : 0.78,1 : 1.43,1 : 0.75,1 : 0.08,1 : 0.06
"교양학부(철학,종교)",ETS2002-03,논리와비판적사고,경쟁률,1 : 1.30,1 : 1.87,1 : 1.50,1 : 0.45,1 : 0.43
"교양학부(철학,종교)",ETS2002-04,논리와비판적사고,경쟁률,1 : 0.28,1 : 0.50,1 : 0.09,1 : 0.08,신청없음
"교양학부(철학,종교)",ETS2002-05,논리와비판적사고,경쟁률,1 : 1.81,1 : 2.03,1 : 2.05,1 : 1.65,1 : 1.00
"교양학부(철학,종교)",ETS2002-06,논리와비판적사고,경쟁률,1 : 0.20,1 : 0.37,1 : 0.13,신청없음,신청없음
"교양학부(철학,종교)",ETS2003-01,철학산책,경쟁률,1 : 0.27,1 : 0.38,1 : 0.15,1 : 0.04,1 : 0.10
"교양학부(철학,종교)",ETS2004-01,종교와세계문화,경쟁률,1 : 0.39,1 : 0.90,1 : 0.32,1 : 0.09,1 : 0.06
"교양학부(철학,종교)",ETS2004-02,종교와세계문화,경쟁률,1 : 1.04,1 : 3.20,1 : 0.50,1 : 0.13,1 : 0.11
"교양학부(철학,종교)",ETS2004-03,종교와세계문화,경쟁률,1 : 0.70,1 : 1.45,1 : 0.85,1 : 0.22,1 : 0.13
"교양학부(철학,종교)",ETS2004-04,종교와세계문화,경쟁률,1 : 1.08,1 : 1.71,1 : 0.88,1 : 0.15,1 : 0.10
교양학부,ETU4001-01,환경윤리,경쟁률,1 : 0.20,쿼터없음,1 : 0.20,신청없음,1 : 0.13
교양학부,ETU4004-01,동아시아철학고전읽기,경쟁률,1 : 0.08,쿼터없음,1 : 0.05,1 : 0.03,1 : 0.04
교양학부,ETU4006-01,이성과신앙,경쟁률,1 : 0.04,쿼터없음,1 : 0.03,신청없음,1 : 0.03
교양학부,ETU4008-01,삶과죽음,경쟁률,1 : 0.32,쿼터없음,1 : 0.25,1 : 0.03,1 : 0.18
교양학부,ETU4010-01,한국문화와종교,경쟁률,1 : 0.08,신청없음,1 : 0.13,신청없음,1 : 0.01
교양학부,ETU4016-01,"종교,폭력,평화",경쟁률,1 : 0.30,1 : 0.15,1 : 0.08,1 : 0.07,1 : 0.20
교양학부,ETU4018-01,행복의추구,경쟁률,1 : 0.14,쿼터없음,신청없음,신청없음,1 : 0.12
#N/A,EUR2101-01,유럽문화와상호문화소통,경쟁률,1 : 0.11,1 : 0.14,1 : 0.03,신청없음,1 : 0.01
#N/A,EUR2103-01,유럽문학의명작감상,경쟁률,1 : 0.21,1 : 0.37,1 : 0.09,신청없음,1 : 0.03
#N/A,EUR2202-01,초급독어회화,경쟁률,1 : 0.32,1 : 0.60,1 : 0.10,1 : 0.03,1 : 0.11
#N/A,EUR2203-01,초급독문강독,경쟁률,1 : 0.51,신청없음,1 : 0.43,1 : 0.15,1 : 0.21
#N/A,EUR2239-01,독일문화의이해,경쟁률,1 : 0.91,1 : 0.55,1 : 0.96,1 : 0.69,1 : 0.70
#N/A,EUR2301-01,기초프랑스어,경쟁률,1 : 0.38,1 : 1.00,1 : 0.47,1 : 0.17,신청없음
#N/A,EUR2304-01,프랑스어문법2,경쟁률,1 : 0.20,1 : 0.33,1 : 0.27,신청없음,1 : 0.02
#N/A,EUR2315-01,프랑스문화의이해,경쟁률,1 : 0.40,1 : 0.60,1 : 0.28,1 : 0.06,1 : 0.09
#N/A,EUR3205-01,중급독어회화,경쟁률,1 : 0.23,1 : 0.20,1 : 0.29,1 : 0.15,신청없음
#N/A,EUR3216-01,독어학의신세계,경쟁률,1 : 0.20,1 : 0.07,1 : 0.24,1 : 0.08,1 : 0.02
#N/A,EUR3223-01,독작문2,경쟁률,1 : 0.37,1 : 0.20,1 : 0.36,1 : 0.26,1 : 0.08
#N/A,EUR3241-01,주제별독일문화,경쟁률,1 : 0.15,신청없음,1 : 0.24,1 : 0.05,1 : 0.04
#N/A,EUR3250-01,독일시와음악,경쟁률,1 : 0.41,1 : 0.20,1 : 0.53,1 : 0.11,1 : 0.11
#N/A,EUR3320-01,시청각프랑스어1,경쟁률,1 : 0.33,1 : 0.07,1 : 0.34,1 : 0.18,1 : 0.07
#N/A,EUR3322-01,시청각프랑스어3,경쟁률,1 : 0.24,신청없음,1 : 0.35,1 : 0.04,1 : 0.10
#N/A,EUR3324-01,프랑스어작문2,경쟁률,1 : 0.43,신청없음,1 : 0.23,1 : 0.13,1 : 0.29
#N/A,EUR3343-01,프랑스언어학,경쟁률,1 : 0.36,신청없음,1 : 0.40,1 : 0.26,1 : 0.09
#N/A,EUR3349-01,프랑스극문학,경쟁률,1 : 0.48,1 : 0.20,1 : 0.68,1 : 0.48,신청없음
#N/A,EUR4383-01,프랑스어토론,경쟁률,1 : 0.13,신청없음,1 : 0.06,1 : 0.03,1 : 0.09
#N/A,EURG201-01,독일문학연구입문,경쟁률,1 : 0.71,신청없음,1 : 0.73,1 : 0.64,1 : 0.33
여성학연계전공,GES2002-01,여성학개론,경쟁률,1 : 0.43,1 : 0.60,1 : 0.36,1 : 0.16,1 : 0.12
여성학연계전공,GES3007-01,여성과정치,경쟁률,1 : 0.28,1 : 0.20,1 : 0.22,1 : 0.06,1 : 0.12
여성학연계전공,GES3008-01,종교와성이데올로기,경쟁률,1 : 0.07,1 : 0.07,신청없음,1 : 0.05,1 : 0.02
여성학연계전공,GES3012-01,여성과대중문화,경쟁률,1 : 0.82,1 : 0.67,1 : 0.80,1 : 0.32,1 : 0.61
여성학연계전공,GES3019-01,성과사랑,경쟁률,1 : 0.06,신청없음,1 : 0.05,1 : 0.02,1 : 0.03
여성학연계전공,GES3021-01,상담과젠더,경쟁률,1 : 0.28,신청없음,1 : 0.07,1 : 0.09,1 : 0.20
교양학부(교양신학),HFS2001-01,철학적인간학,경쟁률,1 : 0.33,쿼터없음,1 : 0.20,쿼터없음,쿼터없음
교양학부(교양신학),HFS2001-02,철학적인간학,경쟁률,1 : 1.58,쿼터없음,1 : 1.22,쿼터없음,쿼터없음
교양학부(교양신학),HFS2001-03,철학적인간학,경쟁률,1 : 1.07,쿼터없음,1 : 0.78,쿼터없음,쿼터없음
교양학부(교양신학),HFS2001-04,철학적인간학,경쟁률,1 : 0.60,쿼터없음,1 : 0.42,쿼터없음,쿼터없음
교양학부(교양신학),HFS2001-05,철학적인간학,경쟁률,1 : 0.58,쿼터없음,1 : 0.42,쿼터없음,쿼터없음
교양학부(교양신학),HFS2002-01,신학적인간학,경쟁률,1 : 0.34,쿼터없음,1 : 0.28,1 : 0.04,1 : 0.11
교양학부(교양신학),HFS2002-02,신학적인간학,경쟁률,1 : 1.00,쿼터없음,1 : 0.78,1 : 0.76,1 : 0.80
교양학부(교양신학),HFS2002-03,신학적인간학,경쟁률,1 : 1.51,쿼터없음,1 : 1.04,1 : 3.10,1 : 2.10
교양학부(교양신학),HFS2002-04,신학적인간학,경쟁률,1 : 0.84,쿼터없음,1 : 0.70,1 : 0.56,1 : 0.43
교양학부(교양신학),HFS2003-01,그리스도교윤리,경쟁률,1 : 1.87,쿼터없음,1 : 1.62,1 : 2.70,1 : 1.90
교양학부(교양신학),HFS2003-02,그리스도교윤리,경쟁률,1 : 0.63,쿼터없음,1 : 0.48,1 : 0.28,1 : 0.28
교양학부(교양신학),HFS2003-03,그리스도교윤리,경쟁률,1 : 1.29,쿼터없음,1 : 1.10,1 : 1.50,1 : 1.70
교양학부(교양신학),HFS2003-04,그리스도교윤리,경쟁률,1 : 1.03,쿼터없음,1 : 0.92,1 : 1.00,1 : 1.00
교양학부,HFU4004-01,성서와생활,경쟁률,1 : 0.76,1 : 0.53,1 : 0.59,1 : 0.48,1 : 0.45
교양학부,HFU4008-01,신앙과과학,경쟁률,1 : 0.14,1 : 0.12,1 : 0.13,1 : 0.02,1 : 0.05
교양학부,HFU4009-01,영성과문화예술,경쟁률,1 : 0.11,1 : 0.05,1 : 0.08,1 : 0.02,1 : 0.03
교양학부,HFU4014-01,영성수련,경쟁률,1 : 0.02,1 : 0.10,신청없음,신청없음,신청없음
교양학부,HFU4023-01,진·선·미·성,경쟁률,1 : 0.15,1 : 0.27,1 : 0.04,신청없음,1 : 0.07
교양학부,HFU4025-01,성찰과성장2,경쟁률,1 : 1.93,쿼터없음,1 : 0.70,1 : 0.77,1 : 3.15
교양학부,HFU4026-01,치유의행복학,경쟁률,1 : 1.15,1 : 0.70,1 : 1.23,1 : 0.30,1 : 1.18
사학전공,HIS2002-01,현대세계의역사적이해,경쟁률,1 : 0.19,1 : 0.45,1 : 0.10,1 : 0.04,1 : 0.02
사학전공,HIS2003-01,한국사개론,경쟁률,1 : 0.31,1 : 0.35,1 : 0.24,1 : 0.04,1 : 0.13
사학전공,HIS2004-01,동아시아사개론,경쟁률,1 : 0.36,1 : 0.45,1 : 0.35,1 : 0.15,1 : 0.06
사학전공,HIS2005-01,서양사개론,경쟁률,1 : 0.35,1 : 0.45,1 : 0.35,1 : 0.13,1 : 0.05
사학전공,HIS3006-01,중국고대사,경쟁률,1 : 0.50,1 : 0.40,1 : 0.66,1 : 0.13,1 : 0.15
사학전공,HIS3010-01,중국현대사,경쟁률,1 : 0.44,1 : 0.20,1 : 0.50,1 : 0.13,1 : 0.15
사학전공,HIS3012-01,근대일본의형성,경쟁률,1 : 0.39,1 : 0.10,1 : 0.42,1 : 0.17,1 : 0.11
사학전공,HIS3020-01,오리엔트문명사,경쟁률,1 : 0.31,1 : 0.35,1 : 0.39,1 : 0.03,1 : 0.07
사학전공,HIS3025-01,프랑스혁명과나폴레옹시대사,경쟁률,1 : 0.24,1 : 0.10,1 : 0.24,1 : 0.08,1 : 0.06
사학전공,HIS3038-01,현대미국의역사적이해,경쟁률,1 : 0.46,1 : 0.20,1 : 0.47,1 : 0.21,1 : 0.16
사학전공,HIS3049-01,한국독립운동사,경쟁률,1 : 0.24,1 : 0.15,1 : 0.22,1 : 0.12,1 : 0.03
사학전공,HIS3052-01,한국금석학,경쟁률,1 : 0.06,신청없음,1 : 0.03,1 : 0.02,1 : 0.04
사학전공,HIS3060-01,동아시아의국제질서,경쟁률,1 : 0.34,1 : 0.10,1 : 0.39,1 : 0.12,1 : 0.09
사학전공,HIS3062-01,서양문화사,경쟁률,1 : 0.11,신청없음,1 : 0.05,1 : 0.10,1 : 0.01
사학전공,HIS3073-01,문화유산현장실습4,경쟁률,1 : 0.24,1 : 0.05,1 : 0.26,1 : 0.06,1 : 0.08
사학전공,HIS3080-01,EU의역사,경쟁률,1 : 0.23,신청없음,1 : 0.18,1 : 0.08,1 : 0.10
사학전공,HIS4003-01,한국사특강3,경쟁률,1 : 0.01,신청없음,신청없음,신청없음,1 : 0.01
사학전공,HIS4014-01,서양사특강3,경쟁률,1 : 0.05,신청없음,1 : 0.03,1 : 0.02,1 : 0.03
사학전공,HIS4018-01,서양사명저해제2,경쟁률,1 : 0.03,신청없음,1 : 0.03,신청없음,1 : 0.01
사학전공,HIS4031-01,역사학논문쓰기,경쟁률,1 : 0.04,신청없음,신청없음,신청없음,1 : 0.04
사학전공,HISG305-01,서양현대사연습,경쟁률,1 : 0.01,신청없음,신청없음,신청없음,1 : 0.01
사학전공,HISQ983-01,역사교과교재연구및지도법,경쟁률,1 : 0.01,신청없음,신청없음,신청없음,1 : 0.01
교양학부(체육),HLU4003-01,운동과건강,경쟁률,1 : 0.30,신청없음,1 : 0.10,1 : 0.15,1 : 0.19
교양학부(체육),HLU4006-01,요가,경쟁률,1 : 3.09,1 : 1.63,1 : 2.78,1 : 2.11,1 : 5.67
교양학부(체육),HLU4007-01,테니스,경쟁률,1 : 1.69,1 : 0.75,1 : 2.09,1 : 0.89,1 : 2.20
교양학부(체육),HLU4007-02,테니스,경쟁률,1 : 1.11,1 : 0.75,1 : 0.45,1 : 0.60,1 : 1.27
교양학부(체육),HLU4007-03,테니스,경쟁률,1 : 0.69,신청없음,1 : 0.12,1 : 0.17,1 : 0.62
교양학부(체육),HLU4008-01,탁구,경쟁률,1 : 2.06,1 : 0.50,1 : 0.77,1 : 1.83,1 : 4.00
교양학부(체육),HLU4009-01,배드민턴,경쟁률,1 : 1.37,1 : 0.38,1 : 0.93,1 : 0.70,1 : 2.08
교양학부(체육),HLU4011-01,농구,경쟁률,1 : 0.23,신청없음,1 : 0.12,신청없음,1 : 0.18
교양학부(체육),HLU4011-02,농구,경쟁률,1 : 0.66,1 : 0.50,1 : 0.54,1 : 0.20,1 : 0.43
교양학부(체육),HLU4013-01,축구,경쟁률,1 : 1.09,1 : 1.13,1 : 0.89,1 : 0.90,1 : 1.20
교양학부(체육),HLU4013-02,축구,경쟁률,1 : 0.51,1 : 0.38,1 : 0.07,1 : 0.09,1 : 0.41
교양학부(체육),HLU4014-01,야구,경쟁률,1 : 1.26,1 : 0.13,1 : 0.38,1 : 0.37,1 : 1.43
교양학부(체육),HLU4015-01,골프,경쟁률,1 : 0.83,1 : 0.25,1 : 0.20,1 : 0.52,1 : 0.68
교양학부(체육),HLU4015-02,골프,경쟁률,1 : 1.34,1 : 0.13,1 : 0.69,1 : 0.71,1 : 1.92
교양학부(체육),HLU4015-03,골프,경쟁률,1 : 0.60,신청없음,1 : 0.06,1 : 0.04,1 : 0.58
교양학부(체육),HLU4016-01,춤과풍물,경쟁률,1 : 0.14,신청없음,1 : 0.06,1 : 0.12,1 : 0.03
교양학부(체육),HLU4101-01,수영II,경쟁률,1 : 0.43,1 : 0.13,1 : 0.19,1 : 0.14,1 : 0.29
교양학부(체육),HLU4102-01,테니스II,경쟁률,1 : 1.06,1 : 0.50,1 : 0.54,1 : 0.40,1 : 1.11
교양학부(중핵자유),HSS3002-01,사회봉사,경쟁률,1 : 1.04,1 : 0.33,1 : 0.56,1 : 0.23,1 : 1.08
교양학부(중핵자유),HSS3002-02,사회봉사,경쟁률,1 : 0.50,1 : 0.47,1 : 0.30,1 : 0.10,1 : 0.24
교양학부(중핵자유),HSS3005-01,수화의이해,경쟁률,1 : 0.94,1 : 0.30,1 : 0.71,1 : 0.33,1 : 0.89
교양학부(중핵자유),HSS3005-02,수화의이해,경쟁률,1 : 2.58,1 : 1.04,1 : 2.52,1 : 1.03,1 : 6.90
교양학부(중핵자유),HSS3012-01,동서고전세미나,경쟁률,1 : 1.05,1 : 0.14,1 : 0.33,1 : 0.49,1 : 1.08
교양학부(중핵자유),HSS3016-01,진로탐색,경쟁률,1 : 0.49,1 : 0.78,1 : 0.33,쿼터없음,쿼터없음
교양학부(중핵자유),HSS3017-01,학습매니지먼트,경쟁률,1 : 0.25,1 : 0.05,1 : 0.17,1 : 0.09,쿼터없음
교양학부(중핵자유),HSS3022-01,인간과영성,경쟁률,1 : 0.83,1 : 0.31,1 : 0.21,1 : 0.16,1 : 0.78
교양학부(중핵자유),HSS3023-01,사회참여실천프로젝트,경쟁률,1 : 0.14,신청없음,신청없음,1 : 0.02,쿼터없음
교양학부(중핵자유),HSS3024-01,글로벌기업CEO특강,경쟁률,1 : 1.02,쿼터없음,1 : 0.53,1 : 0.32,쿼터없음
일본문화전공,JPN2001-01,중급일본어I,경쟁률,1 : 0.08,신청없음,1 : 0.05,1 : 0.03,1 : 0.03
일본문화전공,JPN2003-01,미디어일본어,경쟁률,1 : 0.30,신청없음,1 : 0.25,1 : 0.12,1 : 0.13
일본문화전공,JPN2004-01,일본어회화,경쟁률,1 : 0.48,1 : 0.40,1 : 0.44,1 : 0.05,1 : 0.25
일본문화전공,JPN2010-01,일본학개론,경쟁률,1 : 0.10,신청없음,1 : 0.07,1 : 0.05,1 : 0.04
일본문화전공,JPN2012-01,영화를통한일본이해,경쟁률,1 : 0.45,1 : 0.33,1 : 0.24,1 : 0.21,1 : 0.21
일본문화전공,JPN3021-01,일본의기업경영,경쟁률,1 : 0.18,신청없음,신청없음,1 : 0.02,1 : 0.17
일본문화전공,JPN4005-01,일본문학특강,경쟁률,1 : 0.30,1 : 0.33,1 : 0.08,1 : 0.11,1 : 0.14
일본문화전공,JPN4011-01,일본사회특강,경쟁률,1 : 0.18,1 : 0.07,1 : 0.07,1 : 0.07,1 : 0.09
한국과국제개발협력연계전공,KIC2002-01,공적개발원조,경쟁률,1 : 0.19,1 : 0.20,1 : 0.11,1 : 0.06,1 : 0.06
한국과국제개발협력연계전공,KIC3009-01,사회적경제와발전,경쟁률,1 : 0.05,1 : 0.05,신청없음,1 : 0.02,1 : 0.03
한국과국제개발협력연계전공,KIC3011-01,아시아개도국발전론,경쟁률,1 : 0.66,1 : 0.15,1 : 0.30,1 : 0.15,1 : 0.54
한국과국제개발협력연계전공,KIC3015-01,국제개발협력실습I,경쟁률,1 : 0.60,신청없음,쿼터없음,쿼터없음,쿼터없음
국어국문학전공,KOR2001-01,국어학입문,경쟁률,1 : 0.79,1 : 4.00,1 : 0.53,1 : 0.18,1 : 0.04
국어국문학전공,KOR2200-01,국문학개설,경쟁률,1 : 1.05,1 : 2.40,1 : 0.87,1 : 0.65,1 : 0.55
국어국문학전공,KOR2201-01,문학이란무엇인가,경쟁률,1 : 1.08,1 : 6.60,1 : 0.27,1 : 0.15,1 : 0.07
국어국문학전공,KOR3002-01,국어의음운체계,경쟁률,1 : 0.82,신청없음,1 : 1.25,1 : 0.73,1 : 0.26
국어국문학전공,KOR3010-01,중세국어강독,경쟁률,1 : 0.64,쿼터없음,1 : 0.80,1 : 0.42,1 : 0.31
국어국문학전공,KOR3011-01,언어정보이론,경쟁률,1 : 1.10,쿼터없음,1 : 2.00,1 : 0.80,1 : 0.57
국어국문학전공,KOR3209-01,문학주제학,경쟁률,1 : 0.68,신청없음,1 : 1.15,1 : 0.33,1 : 0.24
국어국문학전공,KOR3212-01,국문학과세계문학,경쟁률,1 : 0.40,신청없음,1 : 0.25,1 : 0.12,1 : 0.25
국어국문학전공,KOR3213-01,기호학,경쟁률,1 : 0.53,1 : 0.20,1 : 0.61,1 : 0.24,1 : 0.17
국어국문학전공,KOR3301-01,고전시텍스트읽기,경쟁률,1 : 0.43,1 : 0.30,1 : 0.47,1 : 0.21,1 : 0.08
국어국문학전공,KOR3306-01,시조와가사,경쟁률,1 : 0.40,쿼터없음,1 : 0.50,1 : 0.13,1 : 0.22
국어국문학전공,KOR3307-01,고전소설론,경쟁률,1 : 0.38,쿼터없음,1 : 0.45,1 : 0.31,1 : 0.06
국어국문학전공,KOR3312-01,전통연희론,경쟁률,1 : 0.27,쿼터없음,1 : 0.33,1 : 0.20,1 : 0.06
국어국문학전공,KOR3315-01,신화론,경쟁률,1 : 0.25,1 : 0.10,1 : 0.21,1 : 0.08,1 : 0.09
국어국문학전공,KOR3406-01,현대소설텍스트읽기II,경쟁률,1 : 0.58,신청없음,1 : 0.60,1 : 0.32,1 : 0.28
국어국문학전공,KOR3415-01,문예창작론,경쟁률,1 : 0.58,쿼터없음,1 : 1.20,1 : 0.53,1 : 0.14
국어국문학전공,KOR4001-01,국어학연습,경쟁률,1 : 1.15,쿼터없음,쿼터없음,1 : 0.70,1 : 1.23
국어국문학전공,KOR4400-01,현대문학연습,경쟁률,1 : 0.45,쿼터없음,1 : 0.20,1 : 0.22,1 : 0.33
국어국문학전공,KOR4504-01,문학과문화콘텐츠,경쟁률,1 : 0.47,1 : 0.20,1 : 0.50,1 : 0.32,1 : 0.20
국어국문학전공,KOR4505-01,이야기창작,경쟁률,1 : 0.90,쿼터없음,쿼터없음,1 : 1.10,1 : 0.70
국어국문학전공,KORG001-01,국어학연구방법론,경쟁률,1 : 0.07,쿼터없음,쿼터없음,1 : 0.07,1 : 0.03
국어국문학전공,KORQ982-01,국어교과논리및논술,경쟁률,1 : 0.07,쿼터없음,신청없음,1 : 0.10,신청없음
국어국문학전공,KORQ983-01,국어교과교재연구및지도법,경쟁률,1 : 0.07,쿼터없음,1 : 0.20,신청없음,신청없음
국제한국학전공,KOS2103-01,Korean Language&Soceity-Intermediate,경쟁률,1 : 0.60,1 : 1.65,1 : 0.20,1 : 0.17,1 : 0.10
국제한국학전공,KOS2111-01,Korean Language and Culture-Beginner,경쟁률,1 : 0.13,1 : 0.05,1 : 0.03,1 : 0.03,1 : 0.05
국제한국학전공,KOS2202-01,Globalisation and Korean Development,경쟁률,1 : 0.15,1 : 0.20,1 : 0.14,1 : 0.04,1 : 0.01
국제한국학전공,KOS2203-01,Introduction to Korean Literature,경쟁률,1 : 0.14,1 : 0.35,1 : 0.06,1 : 0.04,신청없음
국제한국학전공,KOS3015-01,INTL.l Politics of Korean Peninsula,경쟁률,1 : 0.55,1 : 0.50,1 : 0.40,1 : 0.39,1 : 0.16
국제한국학전공,KOS3033-01,한국학세미나  : Labour and Development,경쟁률,1 : 0.05,신청없음,1 : 0.05,1 : 0.03,신청없음
국제한국학전공,KOS3036-01,한국학세미나:Computing Korean Culture,경쟁률,1 : 0.03,신청없음,1 : 0.03,1 : 0.02,신청없음
국제한국학전공,KOS4002-01,Thesis Writing,경쟁률,1 : 0.05,1 : 0.05,신청없음,1 : 0.03,1 : 0.01
국제한국학전공,KOS4103-01,국제한국학이론과실습1(캡스톤디자인),경쟁률,1 : 0.14,1 : 0.15,1 : 0.11,1 : 0.02,1 : 0.04
교양학부,LAU4001-01,현대사회와문학예술,경쟁률,1 : 0.10,1 : 0.15,1 : 0.08,1 : 0.02,1 : 0.01
