전공,입력코드,과목명,구분,1학년,2학년,3학년,4학년
스타트업연계전공,SUA2003-01,창의적문제해결과신제품개발(스타트업),경쟁률,신청없음,1 : 0.10,1 : 0.08,1 : 0.02
스타트업연계전공,SUA2005-01,실전스타트업(캐쉬클래스),경쟁률,신청없음,1 : 0.10,신청없음,1 : 0.05
스타트업연계전공,SUA4003-01,벤처창업과투자유치실습,경쟁률,신청없음,1 : 0.10,1 : 0.11,1 : 0.15
스타트업연계전공,SUA4009-01,스타트업마케팅실습,경쟁률,신청없음,신청없음,신청없음,1 : 0.03
스타트업연계전공,SUA4010-01,스타트업사업운영실습,경쟁률,신청없음,1 : 0.05,신청없음,1 : 0.07
교양학부(사고와언어표현의탐구),TLS1001-01,독서와토론,경쟁률,1 : 2.40,1 : 0.80,1 : 0.50,신청없음
교양학부(사고와언어표현의탐구),TLS1001-02,독서와토론,경쟁률,1 : 4.00,1 : 1.80,1 : 1.00,1 : 0.40
교양학부(사고와언어표현의탐구),TLS1002-01,비평적글쓰기연습,경쟁률,1 : 0.53,1 : 0.17,1 : 0.27,1 : 0.19
교양학부(사고와언어표현의탐구),TLS1002-02,비평적글쓰기연습,경쟁률,1 : 0.07,1 : 0.11,1 : 0.14,1 : 0.17
교양학부(사고와언어표현의탐구),TLS1002-03,비평적글쓰기연습,경쟁률,1 : 0.47,1 : 0.23,1 : 0.07,1 : 0.21
교양학부(사고와언어표현의탐구),TLS1002-04,비평적글쓰기연습,경쟁률,1 : 2.47,1 : 0.60,1 : 0.71,1 : 1.00
교양학부(사고와언어표현의탐구),TLS1002-05,비평적글쓰기연습,경쟁률,1 : 1.60,1 : 1.20,1 : 1.60,1 : 0.80
교양학부(사고와언어표현의탐구),TLS1002-06,비평적글쓰기연습,경쟁률,1 : 0.40,신청없음,1 : 0.26,1 : 0.11
교양학부(사고와언어표현의탐구),TLS1002-07,비평적글쓰기연습,경쟁률,1 : 0.53,1 : 0.33,1 : 0.38,1 : 0.23
교양학부(사고와언어표현의탐구),TLS1003-01,스토리텔링글쓰기연습,경쟁률,1 : 2.27,1 : 1.60,1 : 0.20,1 : 0.44
교양학부(사고와언어표현의탐구),TLS1003-02,스토리텔링글쓰기연습,경쟁률,1 : 0.67,1 : 0.40,1 : 0.18,신청없음
교양학부(사고와언어표현의탐구),TLS1003-03,스토리텔링글쓰기연습,경쟁률,1 : 1.33,1 : 1.20,1 : 0.60,1 : 0.29
교양학부(사고와언어표현의탐구),TLS1004-01,글로벌의사소통II,경쟁률,1 : 0.50,1 : 0.33,1 : 0.23,1 : 0.12
교양학부(사고와언어표현의탐구),TLS1004-02,글로벌의사소통II,경쟁률,신청없음,1 : 0.42,신청없음,1 : 0.19
교양학부(사고와언어표현의탐구),TLS1004-03,글로벌의사소통II,경쟁률,1 : 2.50,1 : 0.83,1 : 0.50,1 : 0.18
교양학부(사고와언어표현의탐구),TLS1004-04,글로벌의사소통II,경쟁률,1 : 1.00,1 : 0.33,1 : 0.27,1 : 0.27
교양학부(사고와언어표현의탐구),TLS1004-05,글로벌의사소통II,경쟁률,1 : 0.83,1 : 0.29,신청없음,1 : 0.05
교양학부(사고와언어표현의탐구),TLS1004-06,글로벌의사소통II,경쟁률,1 : 2.83,1 : 0.17,1 : 0.08,1 : 0.06
교양학부(사고와언어표현의탐구),TLS1004-07,글로벌의사소통II,경쟁률,1 : 1.83,1 : 0.67,1 : 0.11,1 : 0.40
교양학부(사고와언어표현의탐구),TLS1004-08,글로벌의사소통II,경쟁률,1 : 2.33,1 : 0.33,1 : 0.09,1 : 0.12
교양학부(사고와언어표현의탐구),TLS1004-09,글로벌의사소통II,경쟁률,1 : 2.00,1 : 1.00,신청없음,1 : 0.07
교양학부(사고와언어표현의탐구),TLS1004-10,글로벌의사소통II,경쟁률,1 : 1.00,1 : 0.17,1 : 0.08,신청없음
교양학부(사고와언어표현의탐구),TLS1004-11,글로벌의사소통II,경쟁률,1 : 1.50,1 : 0.17,1 : 0.08,1 : 0.22
교양학부(사고와언어표현의탐구),TLS1004-12,글로벌의사소통II,경쟁률,1 : 1.67,1 : 0.83,1 : 0.25,1 : 0.38
교양학부(사고와언어표현의탐구),TLS1004-13,글로벌의사소통II,경쟁률,1 : 1.50,1 : 0.50,1 : 0.10,신청없음
교양학부(사고와언어표현의탐구),TLS1004-14,글로벌의사소통II,경쟁률,1 : 0.83,1 : 0.29,1 : 0.25,1 : 0.25
교양학부(사고와언어표현의탐구),TLS1004-15,글로벌의사소통II,경쟁률,1 : 3.50,1 : 1.50,1 : 0.71,1 : 0.67
교양학부(사고와언어표현의탐구),TLS1004-16,글로벌의사소통II,경쟁률,1 : 1.33,1 : 0.17,1 : 0.08,신청없음
교양학부(사고와언어표현의탐구),TLS1004-17,글로벌의사소통II,경쟁률,1 : 1.17,1 : 0.17,1 : 0.33,1 : 0.07
교양학부(사고와언어표현의탐구),TLS1005-01,영어읽기와토론연습,경쟁률,1 : 1.00,1 : 1.00,1 : 0.43,1 : 0.18
교양학부(사고와언어표현의탐구),TLS1005-02,영어읽기와토론연습,경쟁률,1 : 1.17,1 : 1.17,1 : 0.43,1 : 0.73
교양학부(사고와언어표현의탐구),TLS1006-01,실용영어와발표연습,경쟁률,1 : 2.17,1 : 0.67,1 : 0.33,1 : 0.31
