전공,입력코드,과목명,2학년,3학년,4학년,1학년
교양학부(중핵),COR1007-04,성찰과성장1,신청없음,신청없음,쿼터없음,1 : 0.03
교양학부(중핵),COR1007-07,성찰과성장1,신청없음,신청없음,쿼터없음,1 : 0.01
교양학부(중핵),COR1007-08,성찰과성장1,1 : 0.33,신청없음,쿼터없음,1 : 0.03
교양학부(중핵),COR1007-13,성찰과성장1,신청없음,신청없음,쿼터없음,1 : 0.01
교양학부(중핵),COR1007-14,성찰과성장1,신청없음,신청없음,쿼터없음,1 : 0.01
교양학부(중핵),COR1007-15,성찰과성장1,1 : 0.33,신청없음,쿼터없음,신청없음
교양학부(중핵),COR1007-23,성찰과성장1,1 : 0.33,신청없음,쿼터없음,신청없음
교양학부(중핵),COR1009-01,컴퓨팅사고력,쿼터없음,쿼터없음,쿼터없음,1 : 0.07
교양학부(중핵),COR1009-03,컴퓨팅사고력,쿼터없음,쿼터없음,쿼터없음,1 : 0.08
교양학부(중핵),COR1009-04,컴퓨팅사고력,쿼터없음,쿼터없음,쿼터없음,1 : 0.03
교양학부(중핵),COR1009-05,컴퓨팅사고력,쿼터없음,쿼터없음,쿼터없음,1 : 0.02
교양학부(중핵),COR1009-06,컴퓨팅사고력,쿼터없음,쿼터없음,쿼터없음,1 : 0.02
교양학부(중핵),COR1009-07,컴퓨팅사고력,쿼터없음,쿼터없음,쿼터없음,1 : 0.17
교양학부(중핵),COR1009-08,컴퓨팅사고력,쿼터없음,쿼터없음,쿼터없음,1 : 0.12
교양학부(중핵),COR1009-09,컴퓨팅사고력,쿼터없음,쿼터없음,쿼터없음,1 : 0.70
교양학부(중핵),COR1009-10,컴퓨팅사고력,쿼터없음,쿼터없음,쿼터없음,1 : 0.03
교양학부(중핵),COR1009-11,컴퓨팅사고력,쿼터없음,쿼터없음,쿼터없음,1 : 0.02
교양학부(중핵),COR1009-12,컴퓨팅사고력,쿼터없음,쿼터없음,쿼터없음,1 : 0.03
교양학부(중핵),COR1009-13,컴퓨팅사고력,1 : 0.20,쿼터없음,쿼터없음,1 : 0.10
교양학부(중핵),COR1009-14,컴퓨팅사고력,신청없음,쿼터없음,쿼터없음,신청없음
교양학부(중핵),COR1009-15,컴퓨팅사고력,1 : 0.30,쿼터없음,쿼터없음,신청없음
교양학부(중핵),COR1009-16,컴퓨팅사고력,신청없음,쿼터없음,쿼터없음,신청없음
교양학부(중핵),COR1011-02,컴퓨팅사고력(고급),1 : 0.10,쿼터없음,쿼터없음,신청없음
컴퓨터공학전공,CSE2003-01,기초공학설계,쿼터없음,쿼터없음,쿼터없음,1 : 0.08
컴퓨터공학전공,CSE2003-02,기초공학설계,쿼터없음,쿼터없음,쿼터없음,신청없음
컴퓨터공학전공,CSE2003-03,기초공학설계,쿼터없음,쿼터없음,쿼터없음,1 : 0.03
컴퓨터공학전공,CSE2009-01,컴퓨터공학및정보통신개론,1 : 1.40,1 : 2.20,1 : 0.80,쿼터없음
컴퓨터공학전공,CSE2009-02,컴퓨터공학및정보통신개론,1 : 0.80,1 : 1.17,1 : 0.40,쿼터없음
컴퓨터공학전공,CSE3013-01,컴퓨터공학설계및실험I,1 : 1.55,쿼터없음,쿼터없음,쿼터없음
컴퓨터공학전공,CSE3013-02,컴퓨터공학설계및실험I,1 : 0.20,쿼터없음,쿼터없음,쿼터없음
컴퓨터공학전공,CSE3013-03,컴퓨터공학설계및실험I,1 : 1.65,쿼터없음,쿼터없음,쿼터없음
컴퓨터공학전공,CSE3013-04,컴퓨터공학설계및실험I,1 : 0.20,쿼터없음,쿼터없음,쿼터없음
컴퓨터공학전공,CSE3013-05,컴퓨터공학설계및실험I,1 : 1.05,쿼터없음,쿼터없음,쿼터없음
컴퓨터공학전공,CSE3016-01,컴퓨터공학실험II,1 : 0.55,쿼터없음,쿼터없음,쿼터없음
컴퓨터공학전공,CSE3030-01,어셈블리프로그래밍,1 : 0.66,1 : 0.35,쿼터없음,쿼터없음
컴퓨터공학전공,CSE3030-02,어셈블리프로그래밍,1 : 0.59,1 : 0.34,쿼터없음,쿼터없음
컴퓨터공학전공,CSE3080-01,자료구조,1 : 0.64,1 : 0.27,쿼터없음,쿼터없음
컴퓨터공학전공,CSE3080-02,자료구조,1 : 0.53,1 : 0.21,쿼터없음,쿼터없음
컴퓨터공학전공,CSE4010-01,컴퓨터구조와논리I,쿼터없음,1 : 0.74,1 : 0.52,쿼터없음
컴퓨터공학전공,CSE4010-02,컴퓨터구조와논리I,쿼터없음,1 : 0.74,1 : 0.33,쿼터없음
컴퓨터공학전공,CSE4050-01,프로그래밍언어,쿼터없음,1 : 0.46,1 : 0.25,쿼터없음
컴퓨터공학전공,CSE4050-02,프로그래밍언어,쿼터없음,1 : 0.50,1 : 0.17,쿼터없음
컴퓨터공학전공,CSE4100-01,시스템프로그래밍,쿼터없음,1 : 0.50,1 : 0.22,쿼터없음
컴퓨터공학전공,CSE4100-02,시스템프로그래밍,쿼터없음,1 : 0.49,1 : 0.17,쿼터없음
컴퓨터공학전공,CSE4110-01,데이터베이스시스템,쿼터없음,1 : 0.59,1 : 1.03,쿼터없음
컴퓨터공학전공,CSE4116-01,임베디드시스템소프트웨어,쿼터없음,1 : 0.21,쿼터없음,쿼터없음
컴퓨터공학전공,CSE4170-01,기초컴퓨터그래픽스,쿼터없음,1 : 0.53,1 : 0.53,쿼터없음
컴퓨터공학전공,CSE4175-01,기초컴퓨터네트워크,쿼터없음,1 : 0.60,1 : 0.34,쿼터없음
컴퓨터공학전공,CSE4175-02,기초컴퓨터네트워크,쿼터없음,1 : 0.35,1 : 0.67,쿼터없음
컴퓨터공학전공,CSE4186-01,캡스톤디자인I,쿼터없음,1 : 0.30,1 : 0.21,쿼터없음
컴퓨터공학전공,CSE4186-02,캡스톤디자인I,쿼터없음,1 : 0.40,1 : 0.52,쿼터없음
컴퓨터공학전공,CSE4187-01,캡스톤디자인II,쿼터없음,쿼터없음,1 : 0.38,쿼터없음
컴퓨터공학전공,CSE4188-01,암호학기초,쿼터없음,1 : 0.30,1 : 0.39,쿼터없음
컴퓨터공학전공,CSEG312-01,데이터마이닝,쿼터없음,쿼터없음,1 : 1.27,쿼터없음
컴퓨터공학전공,CSEG437-01,수치컴퓨팅및GPU프로그래밍,쿼터없음,쿼터없음,1 : 1.85,쿼터없음
컴퓨터공학전공,CSEQ981-01,컴퓨터교과교육론,1 : 0.10,1 : 0.05,신청없음,신청없음
융합소프트웨어연계전공,CSW1010-01,IT개론,쿼터없음,1 : 0.90,1 : 0.24,쿼터없음
융합소프트웨어연계전공,CSW2010-01,기초C언어,1 : 2.60,1 : 1.10,1 : 0.50,신청없음
융합소프트웨어연계전공,CSW3010-01,알고리즘입문,1 : 0.05,1 : 0.36,1 : 1.09,신청없음
융합소프트웨어연계전공,CSW3020-01,운영체제입문,신청없음,1 : 0.20,1 : 0.79,신청없음
융합소프트웨어연계전공,CSW3040-01,소프트웨어공학입문,1 : 0.10,1 : 0.16,1 : 0.54,신청없음
융합소프트웨어연계전공,CSW3050-01,언어와통계,1 : 0.30,1 : 0.09,1 : 0.14,신청없음
융합소프트웨어연계전공,CSW3070-01,문화산업과스토리텔링,1 : 0.40,1 : 0.10,1 : 0.15,신청없음
융합소프트웨어연계전공,CSW4020-01,정보처리및자연언어처리,1 : 0.10,1 : 0.08,1 : 0.19,신청없음
융합소프트웨어연계전공,CSW4030-01,디지털인문학문화지도개발,신청없음,1 : 0.04,1 : 0.13,신청없음
경제학전공,ECO2001-01,경제학원론I,1 : 0.10,1 : 0.09,1 : 0.08,1 : 0.01
경제학전공,ECO2001-02,경제학원론I,1 : 0.37,1 : 0.03,1 : 0.03,1 : 0.03
경제학전공,ECO2001-03,경제학원론I,1 : 1.10,1 : 2.40,1 : 1.40,1 : 0.10
경제학전공,ECO2001-04,경제학원론I,1 : 1.10,1 : 2.20,1 : 0.20,신청없음
경제학전공,ECO2001-05,경제학원론I,1 : 5.20,1 : 7.20,1 : 3.40,1 : 0.38
경제학전공,ECO2001-06,경제학원론I,1 : 0.45,신청없음,1 : 0.05,1 : 0.06
경제학전공,ECO2001-07,경제학원론I,1 : 0.37,1 : 0.07,1 : 0.03,1 : 0.02
경제학전공,ECO2001-08,경제학원론I,신청없음,1 : 0.08,1 : 0.07,1 : 0.01
경제학전공,ECO2001-09,경제학원론I,1 : 0.30,1 : 0.13,1 : 0.11,1 : 0.04
경제학전공,ECO2001-11,경제학원론I,1 : 0.07,1 : 0.03,1 : 0.02,1 : 0.01
경제학전공,ECO2002-02,경제학원론II,1 : 0.37,1 : 0.63,1 : 0.21,1 : 0.04
경제학전공,ECO2002-03,경제학원론II,1 : 5.07,1 : 9.20,1 : 2.80,1 : 0.85
경제학전공,ECO2002-04,경제학원론II,1 : 0.40,1 : 0.36,1 : 0.07,1 : 0.05
경제학전공,ECO2002-05,경제학원론II,1 : 0.67,1 : 0.60,1 : 0.28,1 : 0.22
경제학전공,ECO2003-01,경제수리기초,1 : 0.30,1 : 0.47,1 : 0.27,신청없음
경제학전공,ECO2003-02,경제수리기초,1 : 1.00,1 : 2.40,1 : 0.20,1 : 0.04
경제학전공,ECO2003-03,경제수리기초,1 : 2.50,1 : 5.40,1 : 1.80,1 : 0.09
경제학전공,ECO2004-01,경제통계학,1 : 0.32,1 : 0.14,1 : 0.09,1 : 0.03
경제학전공,ECO2004-02,경제통계학,1 : 0.45,1 : 0.25,1 : 0.12,1 : 0.13
경제학전공,ECO2004-03,경제통계학,1 : 0.90,1 : 1.62,1 : 0.80,1 : 0.48
경제학전공,ECO2006-01,미시경제학I,1 : 0.28,1 : 0.38,1 : 0.14,쿼터없음
경제학전공,ECO2006-02,미시경제학I,1 : 0.46,1 : 0.21,신청없음,쿼터없음
경제학전공,ECO2006-03,미시경제학I,1 : 0.60,1 : 0.27,1 : 0.26,쿼터없음
경제학전공,ECO2006-04,미시경제학I,1 : 0.07,1 : 0.01,1 : 0.02,쿼터없음
경제학전공,ECO2006-05,미시경제학I,1 : 1.46,1 : 0.64,1 : 0.50,쿼터없음
경제학전공,ECO2007-01,거시경제학I,1 : 0.26,1 : 0.34,1 : 0.35,쿼터없음
경제학전공,ECO2007-02,거시경제학I,1 : 0.64,1 : 0.67,1 : 0.34,쿼터없음
경제학전공,ECO2007-03,거시경제학I,1 : 0.16,1 : 0.26,1 : 0.08,쿼터없음
경제학전공,ECO2008-01,수리경제학,1 : 0.13,1 : 0.41,1 : 0.62,쿼터없음
경제학전공,ECO2009-01,계량경제학I,1 : 0.25,1 : 0.27,1 : 0.14,쿼터없음
경제학전공,ECO2009-02,계량경제학I,1 : 0.30,1 : 0.28,1 : 0.38,쿼터없음
경제학전공,ECO2009-03,계량경제학I,1 : 0.40,1 : 0.81,1 : 1.50,쿼터없음
경제학전공,ECO3001-01,산업경제학,신청없음,1 : 0.71,1 : 1.32,쿼터없음
경제학전공,ECO3002-01,노동경제학,신청없음,1 : 1.05,1 : 1.20,쿼터없음
경제학전공,ECO3004-01,도시경제학,1 : 0.10,1 : 0.32,1 : 0.22,쿼터없음
경제학전공,ECO3008-01,금융경제학,1 : 0.20,1 : 0.70,1 : 0.61,쿼터없음
경제학전공,ECO3009-01,공공경제학,신청없음,1 : 0.64,1 : 0.46,쿼터없음
경제학전공,ECO3011-01,국제금융론,1 : 0.50,1 : 1.55,1 : 2.24,쿼터없음
경제학전공,ECO3017-01,국제경제학,1 : 1.00,1 : 1.49,1 : 1.64,쿼터없음
경제학전공,ECO3019-01,인구경제학,신청없음,1 : 0.11,1 : 0.23,쿼터없음
경제학전공,ECO3021-01,경제성장론,신청없음,1 : 0.78,1 : 1.31,쿼터없음
경제학전공,ECO4001-01,미시경제학II,1 : 0.20,1 : 0.24,1 : 0.11,쿼터없음
경제학전공,ECO4006-01,정보경제학,신청없음,1 : 0.69,1 : 0.89,쿼터없음
경제학전공,ECO4009-01,파생상품시장,1 : 1.00,1 : 1.47,1 : 1.43,쿼터없음
경제학전공,ECO4010-01,국제금융시장,1 : 2.00,1 : 1.70,1 : 1.43,쿼터없음
경제학전공,ECO4014-01,한국경제론,신청없음,1 : 0.43,1 : 0.42,쿼터없음
경제학전공,ECO4018-01,경제학특강1,신청없음,1 : 0.20,1 : 0.10,쿼터없음
경제학전공,ECO4019-01,경제학특강2,신청없음,1 : 0.40,1 : 0.41,쿼터없음
경제학전공,ECO4020-01,경제학특강3,신청없음,1 : 0.20,1 : 0.93,쿼터없음
경제학전공,ECO4021-01,경제학특강4,1 : 0.40,1 : 0.15,1 : 0.63,쿼터없음
경제학전공,ECO4030-01,행동경제학,1 : 0.20,1 : 0.21,1 : 0.18,쿼터없음
경제학전공,ECO4033-01,거시경제지표분석(캡스톤디자인),1 : 0.20,1 : 0.47,1 : 0.85,쿼터없음
경제학전공,ECO4034-01,금융시장행태주의(behavioral)분석(캡스톤),신청없음,1 : 0.14,1 : 0.14,쿼터없음
경제학전공,ECOG010-01,고급미시경제학I,쿼터없음,1 : 0.10,1 : 0.08,쿼터없음
경제학전공,ECOG020-01,고급거시경제학I,쿼터없음,1 : 0.10,신청없음,쿼터없음
경제학전공,ECOG030-01,고급계량경제학I,쿼터없음,1 : 0.10,1 : 0.17,쿼터없음
교육문화연계전공,EDU2001-01,교육학개론,1 : 0.40,1 : 0.34,1 : 0.37,1 : 0.04
교육문화연계전공,EDU2002-01,교육철학및교육사,1 : 1.07,1 : 0.95,1 : 0.67,1 : 0.08
교육문화연계전공,EDU2003-01,교육심리,1 : 0.40,1 : 0.69,1 : 0.48,1 : 0.05
교육문화연계전공,EDU2004-01,교육방법및교육공학,1 : 0.40,1 : 0.31,1 : 0.34,신청없음
교육문화연계전공,EDU3001-01,교육과정,신청없음,1 : 0.07,1 : 0.17,신청없음
교육문화연계전공,EDU3002-01,교육행정및교육경영,신청없음,1 : 0.17,1 : 0.18,신청없음
교육문화연계전공,EDU3033-01,교육사회,1 : 2.20,1 : 1.25,1 : 1.35,신청없음
교육문화연계전공,EDU3034-01,학교현장실습,쿼터없음,쿼터없음,1 : 0.17,쿼터없음
교육문화연계전공,EDU3035-01,교육봉사활동,쿼터없음,1 : 0.03,1 : 0.04,쿼터없음
교육문화연계전공,EDU3037-01,생활지도및상담,1 : 0.20,1 : 0.36,1 : 0.33,신청없음
교육문화연계전공,EDU3045-01,특수교육학개론,1 : 0.10,1 : 0.29,1 : 0.29,신청없음
교육문화연계전공,EDU3047-01,교육평가,신청없음,1 : 0.03,1 : 0.17,신청없음
교육문화연계전공,EDUF982-01,외국어교과논리및논술,1 : 0.10,1 : 0.37,1 : 0.32,쿼터없음
교육문화연계전공,EDUS981-01,과학교과교육론,신청없음,1 : 0.05,1 : 0.12,신청없음
전자공학전공,EEE2012-01,전자공학세미나II,1 : 0.33,1 : 0.32,1 : 0.58,1 : 0.04
전자공학전공,EEE2051-01,기초전자공학실험,1 : 0.75,1 : 0.38,1 : 0.14,쿼터없음
전자공학전공,EEE2051-02,기초전자공학실험,1 : 1.29,1 : 1.00,1 : 1.00,쿼터없음
전자공학전공,EEE2051-03,기초전자공학실험,1 : 1.29,1 : 0.50,1 : 0.33,쿼터없음
전자공학전공,EEE2051-04,기초전자공학실험,1 : 0.42,1 : 0.19,신청없음,쿼터없음
전자공학전공,EEE2051-05,기초전자공학실험,1 : 0.33,신청없음,1 : 0.05,쿼터없음
전자공학전공,EEE2101-01,전자장론I,1 : 0.74,1 : 0.57,1 : 0.29,1 : 0.07
전자공학전공,EEE2101-02,전자장론I,1 : 0.47,1 : 0.09,1 : 0.10,1 : 0.02
전자공학전공,EEE2103-01,고급공학수학I,1 : 0.66,1 : 0.06,신청없음,1 : 0.13
전자공학전공,EEE2103-02,고급공학수학I,1 : 0.67,1 : 0.12,1 : 0.03,1 : 0.03
전자공학전공,EEE2112-01,회로이론,1 : 0.59,1 : 0.41,1 : 0.11,신청없음
전자공학전공,EEE2112-02,회로이론,1 : 0.59,1 : 0.13,1 : 0.08,신청없음
전자공학전공,EEE2135-01,디지털회로설계,1 : 0.59,1 : 0.38,1 : 0.10,1 : 0.18
전자공학전공,EEE2135-02,디지털회로설계,1 : 0.56,1 : 0.24,1 : 0.08,1 : 0.06
전자공학전공,EEE3121-01,물리전자공학II,신청없음,1 : 0.54,1 : 0.16,신청없음
전자공학전공,EEE3131-01,전자회로I,신청없음,1 : 0.48,1 : 0.19,신청없음
전자공학전공,EEE3131-02,전자회로I,1 : 0.20,1 : 0.67,1 : 0.21,신청없음
전자공학전공,EEE3141-01,자동제어개론,1 : 0.10,1 : 0.72,1 : 0.18,신청없음
전자공학전공,EEE3148-01,통신공학개론,신청없음,1 : 0.29,1 : 0.07,신청없음
전자공학전공,EEE3148-02,통신공학개론,신청없음,1 : 0.34,1 : 0.04,신청없음
전자공학전공,EEE3154-01,랜덤프로세스,1 : 0.20,1 : 0.44,1 : 0.27,신청없음
전자공학전공,EEE3181-01,전자회로실험,쿼터없음,1 : 1.27,1 : 0.25,쿼터없음
전자공학전공,EEE3181-02,전자회로실험,쿼터없음,1 : 0.36,1 : 0.11,쿼터없음
전자공학전공,EEE3181-03,전자회로실험,쿼터없음,1 : 1.05,1 : 0.50,쿼터없음
전자공학전공,EEE3181-04,전자회로실험,쿼터없음,1 : 0.27,신청없음,쿼터없음
전자공학전공,EEE3181-05,전자회로실험,쿼터없음,1 : 0.73,1 : 0.20,쿼터없음
전자공학전공,EEE4147-01,반도체공학II,쿼터없음,신청없음,1 : 0.38,쿼터없음
전자공학전공,EEE4160-01,컴퓨터통신,쿼터없음,1 : 0.20,1 : 0.29,쿼터없음
전자공학전공,EEE4162-01,반도체집적회로해석및설계,쿼터없음,신청없음,1 : 0.64,쿼터없음
전자공학전공,EEE4165-01,디지털영상처리개론,쿼터없음,1 : 0.10,1 : 0.31,쿼터없음
전자공학전공,EEE4167-01,마이크로프로세서개론,쿼터없음,1 : 0.20,1 : 0.50,쿼터없음
전자공학전공,EEE4171-01,데이터통신시스템,쿼터없음,1 : 0.10,1 : 0.10,쿼터없음
전자공학전공,EEE4173-01,초고주파공학,쿼터없음,1 : 0.10,1 : 0.24,쿼터없음
전자공학전공,EEE4175-01,디지털신호처리개론,쿼터없음,1 : 0.20,1 : 0.46,쿼터없음
전자공학전공,EEE4183-01,마이크로프로세서응용실험,쿼터없음,1 : 0.67,1 : 1.38,쿼터없음
전자공학전공,EEE4183-02,마이크로프로세서응용실험,쿼터없음,신청없음,1 : 0.61,쿼터없음
전자공학전공,EEE4185-01,디자인프로젝트(종합설계),쿼터없음,쿼터없음,1 : 0.13,쿼터없음
전자공학전공,EEEG273-01,나노반도체소자공정실무와특허사례(캡스톤디자인),쿼터없음,신청없음,1 : 0.30,쿼터없음
영미어문전공,ENG2001-01,영문학개론,쿼터없음,쿼터없음,쿼터없음,신청없음
영미어문전공,ENG2001-02,영문학개론,1 : 0.80,1 : 1.17,1 : 0.20,1 : 0.03
영미어문전공,ENG2003-01,언어학개론,1 : 1.20,1 : 0.40,1 : 0.25,신청없음
영미어문전공,ENG2003-02,언어학개론,1 : 0.53,1 : 0.14,1 : 0.03,1 : 0.02
영미어문전공,ENG2007-01,영미수필,1 : 0.38,1 : 0.31,1 : 0.31,신청없음
영미어문전공,ENG2101-01,영문학작문,1 : 0.40,쿼터없음,쿼터없음,신청없음
영미어문전공,ENG2101-02,영문학작문,1 : 1.20,쿼터없음,쿼터없음,1 : 0.10
영미어문전공,ENG2101-03,영문학작문,1 : 3.33,1 : 0.71,1 : 0.22,1 : 0.20
영미어문전공,ENG3007-01,낭만주의시대의영문학,1 : 0.40,1 : 0.25,1 : 0.12,신청없음
영미어문전공,ENG3008-01,초기영국소설,1 : 1.30,1 : 0.90,1 : 1.83,신청없음
영미어문전공,ENG3009-01,빅토리아시대의영문학,1 : 0.40,1 : 0.19,1 : 0.17,쿼터없음
영미어문전공,ENG3102-01,현대서양문학,1 : 0.27,1 : 0.38,1 : 0.73,신청없음
영미어문전공,ENG3105-01,최근영국문학,1 : 0.10,1 : 0.11,1 : 0.22,쿼터없음
영미어문전공,ENG3107-01,현대미국소설,1 : 1.20,1 : 1.70,1 : 0.80,쿼터없음
영미어문전공,ENG3201-01,신화와문학,1 : 1.33,1 : 1.40,1 : 0.30,신청없음
영미어문전공,ENG3224-01,서양문학전통,1 : 0.80,1 : 0.59,1 : 0.32,쿼터없음
영미어문전공,ENG3305-01,영어화용론,1 : 1.33,1 : 1.87,1 : 1.20,1 : 0.10
영미어문전공,ENG3306-01,영어통사론,1 : 0.20,신청없음,1 : 0.10,쿼터없음
영미어문전공,ENG3308-01,심리언어학,1 : 0.70,1 : 0.19,1 : 0.32,신청없음
영미어문전공,ENG3314-01,모국어습득론(캡스톤디자인),1 : 0.30,1 : 0.05,신청없음,신청없음
영미어문전공,ENG3406-01,영문자서전창작,1 : 0.50,1 : 0.13,1 : 0.22,신청없음
영미어문전공,ENG3408-01,영어교육론,1 : 0.20,1 : 0.11,1 : 0.12,쿼터없음
영미어문전공,ENG3412-01,영어연설과원고작성법,1 : 0.40,1 : 0.38,1 : 0.69,쿼터없음
영미어문전공,ENGG004-01,19세기영국문학프로세미나,쿼터없음,1 : 0.20,신청없음,쿼터없음
영미어문전공,ENGG007-01,20세기미국문학프로세미나,쿼터없음,신청없음,1 : 0.03,쿼터없음
영미어문전공,ENGG231-01,제2언어습득론입문:이론과적용,쿼터없음,신청없음,1 : 0.05,쿼터없음
영미어문전공,ENGG282-01,영어논리/논증적글쓰기의이론과실제,쿼터없음,신청없음,1 : 0.05,쿼터없음
"교양학부(철학,종교)",ETS2001-01,현대세계와윤리문제,1 : 0.30,신청없음,1 : 0.05,1 : 0.03
"교양학부(철학,종교)",ETS2001-02,현대세계와윤리문제,1 : 0.30,1 : 0.19,1 : 0.09,1 : 0.03
"교양학부(철학,종교)",ETS2001-03,현대세계와윤리문제,1 : 0.03,신청없음,신청없음,1 : 0.03
"교양학부(철학,종교)",ETS2001-04,현대세계와윤리문제,신청없음,신청없음,1 : 0.02,신청없음
"교양학부(철학,종교)",ETS2001-05,현대세계와윤리문제,1 : 0.10,1 : 0.05,신청없음,1 : 0.01
"교양학부(철학,종교)",ETS2001-06,현대세계와윤리문제,1 : 0.27,1 : 0.03,1 : 0.02,1 : 0.07
"교양학부(철학,종교)",ETS2002-01,논리와비판적사고,1 : 0.80,1 : 0.75,1 : 1.00,1 : 0.20
"교양학부(철학,종교)",ETS2002-02,논리와비판적사고,1 : 1.73,1 : 2.20,1 : 1.30,1 : 0.20
"교양학부(철학,종교)",ETS2002-03,논리와비판적사고,1 : 0.07,1 : 0.18,1 : 0.07,1 : 0.03
"교양학부(철학,종교)",ETS2002-04,논리와비판적사고,1 : 0.33,1 : 0.23,1 : 0.09,1 : 0.05
"교양학부(철학,종교)",ETS2002-05,논리와비판적사고,1 : 0.27,신청없음,1 : 0.02,1 : 0.04
"교양학부(철학,종교)",ETS2002-06,논리와비판적사고,1 : 0.03,1 : 0.05,1 : 0.02,1 : 0.01
"교양학부(철학,종교)",ETS2002-07,논리와비판적사고,1 : 0.83,1 : 0.27,1 : 0.24,1 : 0.09
"교양학부(철학,종교)",ETS2003-01,철학산책,1 : 0.95,1 : 0.24,1 : 0.06,1 : 0.02
"교양학부(철학,종교)",ETS2004-01,종교와세계문화,1 : 0.27,신청없음,1 : 0.02,1 : 0.02
"교양학부(철학,종교)",ETS2004-02,종교와세계문화,1 : 0.43,1 : 0.06,신청없음,1 : 0.02
"교양학부(철학,종교)",ETS2004-03,종교와세계문화,1 : 0.20,신청없음,신청없음,1 : 0.02
"교양학부(철학,종교)",ETS2004-04,종교와세계문화,1 : 0.17,1 : 0.04,신청없음,1 : 0.01
"교양학부(철학,종교)",ETS2004-05,종교와세계문화,1 : 0.20,1 : 0.07,신청없음,신청없음
"교양학부(철학,종교)",ETS2004-06,종교와세계문화,1 : 0.53,1 : 0.11,1 : 0.04,1 : 0.11
"교양학부(철학,종교)",ETS2004-07,종교와세계문화,1 : 0.33,1 : 0.04,신청없음,1 : 0.05
"교양학부(철학,종교)",ETS2004-08,종교와세계문화,1 : 0.13,신청없음,신청없음,1 : 0.02
"교양학부(철학,종교)",ETS2004-09,종교와세계문화,1 : 1.42,1 : 0.18,1 : 0.14,1 : 0.15
"교양학부(철학,종교)",ETS2004-10,종교와세계문화,1 : 0.27,1 : 0.02,신청없음,1 : 0.04
교양학부,ETU4002-01,정보윤리학,1 : 0.05,신청없음,1 : 0.02,신청없음
교양학부,ETU4003-01,직업과윤리,1 : 0.30,1 : 0.15,1 : 0.10,1 : 0.02
교양학부,ETU4005-01,서양철학고전읽기,신청없음,1 : 0.03,1 : 0.03,1 : 0.01
교양학부,ETU4009-01,영화와철학,1 : 0.75,1 : 0.44,1 : 1.00,1 : 0.10
교양학부,ETU4010-01,한국문화와종교,1 : 0.30,1 : 0.03,1 : 0.08,신청없음
교양학부,ETU4016-01,"종교,폭력,평화",1 : 0.20,1 : 0.06,1 : 0.06,신청없음
유럽문화전공,EUR2203-01,초급독문강독,1 : 0.30,1 : 0.02,1 : 0.03,신청없음
유럽문화전공,EUR2224-01,독일문학의명작감상,1 : 0.17,1 : 0.02,신청없음,신청없음
유럽문화전공,EUR2302-01,쉬운프랑스어읽기,1 : 0.24,1 : 0.02,1 : 0.01,신청없음
유럽문화전공,EUR2303-01,프랑스어문법1,1 : 0.70,1 : 0.05,1 : 0.01,신청없음
유럽문화전공,EUR3101-01,국제관계와유럽,1 : 0.93,1 : 0.31,1 : 0.06,1 : 0.01
유럽문화전공,EUR3196-01,유럽연극,1 : 0.50,1 : 0.67,1 : 0.50,신청없음
유럽문화전공,EUR3202-01,시청각독어1,1 : 0.37,1 : 0.08,1 : 0.05,신청없음
유럽문화전공,EUR3204-01,중급독문강독,신청없음,신청없음,1 : 0.01,신청없음
유럽문화전공,EUR3208-01,비즈니스독일어,1 : 0.13,1 : 0.05,신청없음,신청없음
유럽문화전공,EUR3240-01,독일의일상문화,1 : 0.43,1 : 0.13,1 : 0.01,1 : 0.01
유럽문화전공,EUR3242-01,독일영화이해,1 : 0.23,1 : 0.04,1 : 0.04,신청없음
유럽문화전공,EUR3244-01,독일어권문화탐방,1 : 0.43,1 : 0.13,1 : 0.11,신청없음
유럽문화전공,EUR3321-01,시청각프랑스어2,1 : 0.08,1 : 0.19,1 : 0.06,신청없음
유럽문화전공,EUR3323-01,프랑스어작문1,1 : 0.27,1 : 0.13,1 : 0.05,신청없음
유럽문화전공,EUR3327-01,연극을통한프랑스어연습,1 : 0.03,1 : 0.10,1 : 0.02,신청없음
유럽문화전공,EUR3340-01,프랑스문학강독1,1 : 0.03,1 : 0.08,1 : 0.06,신청없음
유럽문화전공,EUR3348-01,프랑스시,신청없음,1 : 0.14,1 : 0.09,신청없음
유럽문화전공,EUR3361-01,프랑스어권의다문화,1 : 0.12,1 : 0.04,1 : 0.16,신청없음
유럽문화전공,EUR4381-01,시청각프랑스어4,신청없음,신청없음,1 : 0.17,신청없음
유럽문화전공,EURG211-01,고급독어,신청없음,1 : 0.02,1 : 0.01,신청없음
유럽문화전공,EURG303-01,프랑스문화특강,신청없음,1 : 0.08,1 : 0.11,신청없음
여성학연계전공,GES2001-01,현대사회와여성,1 : 0.67,1 : 0.40,1 : 0.26,1 : 0.06
여성학연계전공,GES3005-01,여성과문학,1 : 0.80,1 : 1.00,1 : 0.93,신청없음
여성학연계전공,GES3009-01,여성심리학,1 : 0.33,1 : 0.12,1 : 0.11,신청없음
여성학연계전공,GES3010-01,남성문화연구,1 : 0.07,1 : 0.07,1 : 0.24,신청없음
여성학연계전공,GESG001-01,여성학이론,쿼터없음,1 : 0.53,1 : 0.32,쿼터없음
