전공,입력코드,과목명,2학년,3학년,4학년,1학년
경영학전공,MGT3004-06,재무관리,1 : 2.55,1 : 1.55,1 : 1.00,신청없음
경영학전공,MGT3005-01,관리회계,1 : 0.37,1 : 0.39,1 : 0.35,신청없음
경영학전공,MGT3005-02,관리회계,1 : 1.07,1 : 1.57,1 : 2.70,신청없음
경영학전공,MGT3005-03,관리회계,1 : 1.00,1 : 0.73,1 : 0.56,신청없음
경영학전공,MGT3006-01,마케팅원론,1 : 0.37,1 : 0.03,1 : 0.02,쿼터없음
경영학전공,MGT3006-02,마케팅원론,1 : 1.53,1 : 0.65,1 : 0.19,쿼터없음
경영학전공,MGT3006-03,마케팅원론,1 : 2.90,1 : 1.45,1 : 1.40,1 : 0.10
경영학전공,MGT3006-04,마케팅원론,1 : 1.80,1 : 1.77,1 : 1.10,쿼터없음
경영학전공,MGT3006-05,마케팅원론,1 : 3.75,1 : 2.03,1 : 0.53,쿼터없음
경영학전공,MGT3006-06,마케팅원론,1 : 0.20,1 : 0.07,1 : 0.05,쿼터없음
경영학전공,MGT3007-01,국제경영론,1 : 0.15,1 : 0.14,1 : 0.23,쿼터없음
경영학전공,MGT3007-02,국제경영론,1 : 0.60,1 : 0.82,1 : 0.31,쿼터없음
경영학전공,MGT3007-03,국제경영론,1 : 1.80,1 : 4.35,1 : 1.73,쿼터없음
경영학전공,MGT3007-04,국제경영론,1 : 1.10,1 : 1.45,1 : 0.20,쿼터없음
경영학전공,MGT4101-01,경영전략시뮬레이션,쿼터없음,1 : 0.12,1 : 0.13,쿼터없음
경영학전공,MGT4102-01,경영전략,쿼터없음,1 : 0.63,1 : 1.46,쿼터없음
경영학전공,MGT4102-02,경영전략,1 : 0.05,1 : 0.18,1 : 0.27,쿼터없음
경영학전공,MGT4102-03,경영전략,1 : 0.10,1 : 0.24,1 : 0.46,쿼터없음
경영학전공,MGT4104-01,리더쉽이론,1 : 0.20,1 : 0.61,1 : 0.35,쿼터없음
경영학전공,MGT4105-01,기업윤리,1 : 0.43,1 : 1.17,1 : 4.00,쿼터없음
경영학전공,MGT4106-01,인적자원관리,신청없음,1 : 0.57,1 : 1.39,쿼터없음
경영학전공,MGT4106-02,인적자원관리,신청없음,1 : 0.12,1 : 0.19,쿼터없음
경영학전공,MGT4110-01,기업윤리와실천적경영인재,신청없음,1 : 0.28,1 : 0.27,쿼터없음
경영학전공,MGT4201-01,의사결정론,신청없음,1 : 0.62,1 : 1.08,신청없음
경영학전공,MGT4202-01,통계자료분석,1 : 0.25,1 : 0.23,1 : 0.69,신청없음
경영학전공,MGT4203-01,경영과학,1 : 0.05,1 : 0.52,1 : 0.39,신청없음
경영학전공,MGT4203-02,경영과학,1 : 0.05,1 : 0.25,1 : 0.45,신청없음
경영학전공,MGT4206-01,경영환경에서의시계열자료분석과예측(캡스톤디자인),1 : 0.05,1 : 0.09,1 : 0.12,신청없음
경영학전공,MGT4207-01,응용경영통계,1 : 0.05,1 : 0.27,1 : 0.23,신청없음
경영학전공,MGT4221-01,경영과정보기술,1 : 0.05,1 : 0.18,1 : 0.74,쿼터없음
경영학전공,MGT4241-01,기술경영,쿼터없음,1 : 0.71,1 : 1.04,쿼터없음
경영학전공,MGT4243-01,경영품질의이해,1 : 0.15,1 : 0.10,1 : 0.19,쿼터없음
경영학전공,MGT4245-01,정보화시대의기업경영과혁신,신청없음,1 : 0.10,1 : 0.09,쿼터없음
경영학전공,MGT4248-01,비즈니스프로세스관리,1 : 0.20,1 : 0.18,1 : 0.59,쿼터없음
경영학전공,MGT4301-01,투자론,1 : 0.30,1 : 0.82,1 : 1.42,신청없음
경영학전공,MGT4301-02,투자론,1 : 0.50,1 : 1.67,1 : 2.50,신청없음
경영학전공,MGT4303-01,선물옵션투자론,1 : 0.15,1 : 0.70,1 : 1.55,신청없음
경영학전공,MGT4307-01,금융기관론,신청없음,1 : 0.10,1 : 0.25,신청없음
경영학전공,MGT4308-01,재무사례분석(캡스톤디자인),쿼터없음,1 : 0.05,1 : 0.33,쿼터없음
경영학전공,MGT4310-01,재무특강,신청없음,1 : 0.10,1 : 0.25,신청없음
경영학전공,MGT4311-01,금융실무,쿼터없음,1 : 1.00,1 : 1.68,쿼터없음
경영학전공,MGT4313-01,벤처와금융시장(캡스톤디자인),신청없음,1 : 0.20,1 : 0.33,쿼터없음
경영학전공,MGT4401-01,중급회계1,1 : 0.70,1 : 0.92,1 : 0.74,신청없음
경영학전공,MGT4401-02,중급회계1,1 : 0.45,1 : 1.02,1 : 1.75,신청없음
경영학전공,MGT4402-01,중급회계2,1 : 0.37,1 : 0.65,1 : 0.78,쿼터없음
경영학전공,MGT4404-01,원가회계,1 : 0.45,1 : 1.20,1 : 1.30,신청없음
경영학전공,MGT4505-01,브랜드전략론,1 : 0.60,1 : 0.97,1 : 1.65,쿼터없음
경영학전공,MGT4507-01,유통전략론,신청없음,1 : 0.50,1 : 1.18,쿼터없음
경영학전공,MGT4510-01,국제마케팅론,신청없음,1 : 0.03,1 : 0.20,쿼터없음
경영학전공,MGT4515-01,빅데이터마케팅(캡스톤디자인),1 : 0.05,1 : 0.46,1 : 0.81,신청없음
경영학전공,MGT4601-01,기업과국제환경,1 : 0.30,1 : 1.50,1 : 1.17,쿼터없음
경영학전공,MGT4601-02,기업과국제환경,1 : 0.25,1 : 0.60,1 : 0.73,쿼터없음
경영학전공,MGT4604-01,국제경영전략,1 : 0.05,1 : 0.36,1 : 0.36,쿼터없음
경영학전공,MGT4605-01,무역경영관리,1 : 0.20,1 : 0.42,1 : 0.82,쿼터없음
경영학전공,MGT4701-01,경영영어라이팅,신청없음,신청없음,1 : 0.20,쿼터없음
경영학전공,MGT4704-01,CEO경영특강,1 : 0.33,1 : 0.22,1 : 0.46,신청없음
경영학전공,MGT4709-01,기업과사회,쿼터없음,쿼터없음,쿼터없음,1 : 0.02
경영학전공,MGT4712-01,"지식,인성그리고경영",쿼터없음,쿼터없음,쿼터없음,쿼터없음
경영학전공,MGT4713-01,사회적가치창출프랙티컴,쿼터없음,1 : 1.52,1 : 0.88,쿼터없음
철학전공,PHI2002-01,동양철학개론,1 : 0.57,1 : 0.16,1 : 0.17,1 : 0.03
철학전공,PHI2003-01,서양철학사,1 : 0.63,1 : 0.38,1 : 0.14,쿼터없음
철학전공,PHI2005-01,논리학개론,1 : 0.70,1 : 0.43,1 : 0.32,쿼터없음
철학전공,PHI2006-01,형이상학,1 : 0.12,1 : 0.04,1 : 0.01,쿼터없음
철학전공,PHI3003-01,서양근대철학사,1 : 0.15,1 : 0.14,1 : 0.19,쿼터없음
철학전공,PHI3005-01,플라톤철학,1 : 0.70,1 : 0.96,1 : 1.36,쿼터없음
철학전공,PHI3007-01,아우구스티누스철학,1 : 0.40,1 : 0.09,1 : 0.15,쿼터없음
철학전공,PHI3014-01,미학개론,1 : 0.75,1 : 0.08,1 : 0.09,쿼터없음
철학전공,PHI3019-01,철학적신론,1 : 0.20,1 : 0.11,1 : 0.10,쿼터없음
철학전공,PHI3022-01,철학적인간학,1 : 0.30,1 : 0.12,1 : 0.10,쿼터없음
철학전공,PHI3029-01,종교철학,1 : 0.25,1 : 0.29,1 : 0.37,쿼터없음
철학전공,PHI3037-01,도가철학,1 : 0.50,1 : 0.43,1 : 0.52,쿼터없음
철학전공,PHI4006-01,인식론특강,신청없음,1 : 0.35,1 : 0.44,쿼터없음
철학전공,PHI4018-01,중국철학특강,1 : 0.10,1 : 0.18,1 : 0.10,쿼터없음
철학전공,PHI4036-01,동양철학의원리,쿼터없음,1 : 0.05,1 : 0.05,쿼터없음
철학전공,PHIG081-01,서양철학연습,쿼터없음,1 : 0.05,1 : 0.08,쿼터없음
물리학전공,PHY1001-01,일반물리I,1 : 0.70,1 : 0.25,1 : 0.09,신청없음
물리학전공,PHY1001-02,일반물리I,1 : 1.00,1 : 0.40,1 : 0.38,1 : 0.02
물리학전공,PHY1001-04,일반물리I,1 : 0.50,1 : 0.20,1 : 0.08,1 : 0.02
물리학전공,PHY1001-06,일반물리I,1 : 0.80,1 : 0.57,1 : 0.25,1 : 0.04
물리학전공,PHY1001-07,일반물리I,1 : 1.00,1 : 0.40,1 : 0.25,1 : 0.07
물리학전공,PHY1001-08,일반물리I,1 : 0.50,1 : 0.20,1 : 0.23,1 : 0.05
물리학전공,PHY1001-09,일반물리I,1 : 0.10,신청없음,1 : 0.05,1 : 0.01
물리학전공,PHY1001-10,일반물리I,1 : 1.10,1 : 0.20,1 : 0.11,신청없음
물리학전공,PHY1101-01,일반물리실험I,1 : 2.50,1 : 1.00,1 : 1.00,1 : 0.08
물리학전공,PHY1101-02,일반물리실험I,1 : 1.50,1 : 1.00,1 : 1.00,1 : 0.08
물리학전공,PHY1101-03,일반물리실험I,신청없음,1 : 0.33,1 : 1.00,신청없음
물리학전공,PHY1101-04,일반물리실험I,1 : 1.00,1 : 5.00,1 : 3.00,신청없음
물리학전공,PHY1101-05,일반물리실험I,1 : 1.00,1 : 3.00,1 : 1.00,신청없음
물리학전공,PHY1101-06,일반물리실험I,1 : 0.50,1 : 0.50,1 : 2.00,신청없음
물리학전공,PHY1101-07,일반물리실험I,1 : 4.00,1 : 2.00,1 : 1.00,1 : 0.08
물리학전공,PHY1101-08,일반물리실험I,1 : 1.00,신청없음,1 : 0.50,1 : 0.08
물리학전공,PHY1101-09,일반물리실험I,1 : 4.50,1 : 1.00,신청없음,1 : 0.08
물리학전공,PHY1101-11,일반물리실험I,신청없음,신청없음,1 : 0.25,신청없음
물리학전공,PHY1101-12,일반물리실험I,1 : 1.00,1 : 1.00,1 : 1.00,1 : 0.17
물리학전공,PHY1101-13,일반물리실험I,1 : 1.50,1 : 1.00,1 : 6.00,신청없음
물리학전공,PHY1101-14,일반물리실험I,1 : 1.50,1 : 1.00,1 : 2.00,신청없음
물리학전공,PHY1101-15,일반물리실험I,1 : 0.50,1 : 1.00,1 : 2.00,신청없음
물리학전공,PHY1101-16,일반물리실험I,신청없음,1 : 1.33,1 : 1.00,신청없음
물리학전공,PHY1101-17,일반물리실험I,1 : 2.50,신청없음,신청없음,신청없음
물리학전공,PHY1101-18,일반물리실험I,1 : 2.00,신청없음,신청없음,신청없음
물리학전공,PHY1101-19,일반물리실험I,1 : 0.50,신청없음,신청없음,신청없음
물리학전공,PHY1101-20,일반물리실험I,1 : 4.00,신청없음,1 : 1.00,신청없음
물리학전공,PHY1101-21,일반물리실험I,신청없음,1 : 0.33,신청없음,신청없음
물리학전공,PHY1101-22,일반물리실험I,1 : 4.00,신청없음,1 : 1.00,1 : 0.17
물리학전공,PHY1101-23,일반물리실험I,1 : 0.50,1 : 0.50,신청없음,신청없음
물리학전공,PHY1101-24,일반물리실험I,1 : 0.50,신청없음,1 : 0.33,신청없음
물리학전공,PHY1101-25,일반물리실험I,1 : 0.50,신청없음,1 : 0.33,신청없음
물리학전공,PHY1101-26,일반물리실험I,1 : 0.50,신청없음,1 : 0.33,신청없음
물리학전공,PHY1101-27,일반물리실험I,1 : 3.50,1 : 1.00,1 : 2.00,신청없음
물리학전공,PHY1101-28,일반물리실험I,1 : 2.50,신청없음,1 : 1.00,신청없음
물리학전공,PHY1101-29,일반물리실험I,1 : 0.50,1 : 0.50,신청없음,신청없음
물리학전공,PHY1101-30,일반물리실험I,1 : 2.00,신청없음,1 : 0.50,1 : 0.08
물리학전공,PHY2001-01,역학I,1 : 0.83,1 : 0.32,1 : 0.24,쿼터없음
물리학전공,PHY2003-01,전자기학I,1 : 1.03,1 : 0.60,1 : 0.18,쿼터없음
물리학전공,PHY2005-01,수리물리학I,1 : 0.90,1 : 0.17,1 : 0.05,쿼터없음
물리학전공,PHY2101-01,실험물리학I,1 : 0.83,1 : 0.50,신청없음,쿼터없음
물리학전공,PHY2101-02,실험물리학I,1 : 1.58,1 : 0.50,신청없음,쿼터없음
물리학전공,PHY2101-03,실험물리학I,1 : 0.75,1 : 0.20,신청없음,쿼터없음
물리학전공,PHY3001-01,양자물리학I,신청없음,1 : 0.30,1 : 0.07,쿼터없음
물리학전공,PHY3003-01,열역학,1 : 0.10,1 : 0.42,1 : 0.10,쿼터없음
물리학전공,PHY3101-01,실험물리학III,신청없음,1 : 1.08,1 : 0.50,쿼터없음
물리학전공,PHY3101-02,실험물리학III,1 : 0.50,1 : 0.36,1 : 0.22,쿼터없음
물리학전공,PHY3101-03,실험물리학III,신청없음,1 : 0.33,1 : 0.30,쿼터없음
물리학전공,PHY4001-01,고체물리학I,신청없음,1 : 0.05,1 : 0.32,쿼터없음
물리학전공,PHY4003-01,현대광학I,신청없음,1 : 0.23,1 : 0.25,쿼터없음
물리학전공,PHY4005-01,기초입자이론I,신청없음,신청없음,1 : 0.07,쿼터없음
물리학전공,PHY4010-01,일반상대성이론,신청없음,1 : 0.03,1 : 0.06,쿼터없음
물리학전공,PHY4016-01,디스플레이물리,신청없음,1 : 0.08,1 : 0.12,쿼터없음
물리학전공,PHY4201-01,특수연구,쿼터없음,신청없음,1 : 0.07,쿼터없음
물리학전공,PHY4204-01,졸업프로젝트,쿼터없음,신청없음,1 : 0.03,쿼터없음
물리학전공,PHYG001-01,고전물리I,쿼터없음,신청없음,1 : 0.04,쿼터없음
정치외교학전공,POL2002-01,정치학개론,1 : 0.36,1 : 0.17,1 : 0.13,1 : 0.01
정치외교학전공,POL2002-02,정치학개론,1 : 0.16,1 : 0.03,1 : 0.02,1 : 0.01
정치외교학전공,POL2005-01,"정치,행정과법",1 : 0.08,1 : 0.07,1 : 0.05,신청없음
정치외교학전공,POL3061-01,한국정치사,1 : 0.22,1 : 0.13,1 : 0.06,1 : 0.01
정치외교학전공,POL3080-01,현대북한의정치,1 : 0.40,1 : 0.16,1 : 0.11,1 : 0.01
정치외교학전공,POL3098-01,의회정치론,1 : 0.10,1 : 0.11,1 : 0.04,1 : 0.01
정치외교학전공,POL3100-01,정치사상의이해,1 : 0.10,1 : 0.03,1 : 0.04,신청없음
정치외교학전공,POL3111-01,정보사회의정치,1 : 0.02,1 : 0.03,1 : 0.04,신청없음
정치외교학전공,POL3130-01,국제정치론,1 : 0.80,1 : 0.73,1 : 0.36,1 : 0.01
정치외교학전공,POL3158-01,국제정치경제론,1 : 0.28,1 : 0.22,1 : 0.15,1 : 0.01
정치외교학전공,POL3162-01,미국정치의이해,1 : 0.86,1 : 0.95,1 : 0.89,신청없음
정치외교학전공,POL3165-01,중국정치의이해,1 : 8.10,1 : 3.40,1 : 0.30,1 : 1.24
정치외교학전공,POL3181-01,현대정치학의대가들,1 : 0.04,1 : 0.04,신청없음,신청없음
정치외교학전공,POL3185-01,미국정치특강,1 : 0.30,1 : 0.25,1 : 0.18,신청없음
정치외교학전공,POL4083-01,북한정치특강,1 : 0.22,1 : 0.11,1 : 0.09,신청없음
정치외교학전공,POL4095-01,여론조사와여론읽기,1 : 0.06,1 : 0.04,1 : 0.04,신청없음
정치외교학전공,POL4114-01,한국현대정치사상사,1 : 0.10,1 : 0.07,1 : 0.07,신청없음
정치외교학전공,POL4146-01,중국의외교정책,1 : 0.02,1 : 0.08,1 : 0.03,신청없음
정치외교학전공,POL4147-01,국제관계특강,1 : 0.08,1 : 0.08,1 : 0.08,신청없음
정치외교학전공,POL4169-01,비교정치특강,신청없음,1 : 0.04,1 : 0.03,신청없음
심리학전공,PSY2001-01,일반심리학,1 : 2.50,1 : 3.00,쿼터없음,1 : 0.27
심리학전공,PSY2002-01,심리통계,1 : 0.60,1 : 1.64,1 : 2.00,신청없음
심리학전공,PSY2004-01,인지심리학,1 : 2.40,1 : 1.70,1 : 1.15,쿼터없음
심리학전공,PSY3001-01,임상심리학,1 : 0.80,1 : 1.32,1 : 1.05,쿼터없음
심리학전공,PSY3005-01,적응심리학,1 : 0.53,1 : 0.50,1 : 0.23,1 : 0.06
심리학전공,PSY3008-01,성격심리학,1 : 1.45,1 : 1.50,1 : 1.60,1 : 0.40
심리학전공,PSY3010-01,인사심리학,1 : 0.33,1 : 0.56,1 : 0.35,신청없음
심리학전공,PSY3022-01,다문화심리학,1 : 0.29,1 : 0.23,1 : 0.17,신청없음
심리학전공,PSY4003-01,현대심리치료,1 : 0.20,1 : 0.14,1 : 0.27,쿼터없음
심리학전공,PSY4005-01,집단상담,1 : 0.40,1 : 0.81,1 : 0.23,쿼터없음
심리학전공,PSY4007-01,진로상담,1 : 0.20,1 : 0.15,1 : 0.12,신청없음
심리학전공,PSY4009-01,집단행동의심리학,1 : 0.93,1 : 1.06,1 : 1.07,신청없음
심리학전공,PSY4012-01,광고및소비자심리학,1 : 2.50,1 : 0.92,1 : 1.09,신청없음
심리학전공,PSY4014-01,유아및아동심리학,1 : 1.20,1 : 0.55,1 : 0.35,1 : 0.06
심리학전공,PSY4038-01,사회심리학세미나,쿼터없음,1 : 0.20,1 : 0.44,쿼터없음
공공인재연계전공,PUB2004-01,법적사고와논리,1 : 0.30,1 : 0.53,1 : 0.33,1 : 0.02
공공인재연계전공,PUB2005-01,법과현대사회,1 : 0.25,1 : 0.11,1 : 0.12,1 : 0.02
공공인재연계전공,PUB3003-01,법치행정의이해,1 : 0.30,1 : 0.44,1 : 0.16,쿼터없음
공공인재연계전공,PUB3005-01,재산관계와법II,1 : 0.02,1 : 0.05,1 : 0.01,신청없음
공공인재연계전공,PUB3008-01,범죄와형벌의이해,1 : 0.05,1 : 0.08,1 : 0.04,신청없음
공공인재연계전공,PUB3009-01,형사절차의이해,1 : 0.20,1 : 0.11,1 : 0.19,신청없음
공공인재연계전공,PUB3010-01,기업과법,1 : 0.05,1 : 0.28,1 : 0.19,신청없음
공공인재연계전공,PUB3011-01,보험과법,신청없음,1 : 0.03,1 : 0.08,신청없음
공공인재연계전공,PUB3012-01,국가와법,1 : 0.10,1 : 0.37,1 : 0.33,신청없음
공공인재연계전공,PUB3014-01,계약과법,1 : 0.27,1 : 0.19,1 : 0.28,1 : 0.03
공공인재연계전공,PUB3018-01,미국사회와법,1 : 0.15,1 : 0.19,1 : 0.32,신청없음
종교학전공,REL2001-01,종교의이해,1 : 0.03,1 : 0.03,1 : 0.03,신청없음
종교학전공,REL2002-01,세계종교입문,1 : 0.20,신청없음,1 : 0.04,신청없음
종교학전공,REL3005-01,일본종교의이해,1 : 0.05,신청없음,1 : 0.03,신청없음
종교학전공,REL3007-01,그리스도교의이해,1 : 0.08,신청없음,1 : 0.01,신청없음
종교학전공,REL3008-01,유교의중심사상,1 : 0.10,1 : 0.01,1 : 0.03,신청없음
종교학전공,REL3009-01,도교의중심사상,1 : 0.08,1 : 0.05,1 : 0.02,신청없음
종교학전공,REL3019-01,힌두교강독,1 : 0.05,1 : 0.04,1 : 0.02,신청없음
종교학전공,REL3023-01,신화의이해,1 : 0.20,1 : 0.10,1 : 0.03,신청없음
종교학전공,REL3044-01,그리스도교영성,1 : 0.08,신청없음,1 : 0.03,신청없음
종교학전공,REL3047-01,초월심리학과종교,신청없음,신청없음,1 : 0.01,신청없음
종교학전공,REL3051-01,세계불교입문,신청없음,신청없음,1 : 0.01,신청없음
종교학전공,RELG004-01,한국종교세미나,신청없음,신청없음,1 : 0.01,신청없음
종교학전공,RELQ982-01,종교교과논리및논술,신청없음,신청없음,1 : 0.01,신청없음
#N/A,ROT4001-01,무관후보생교육I,쿼터없음,1 : 0.59,쿼터없음,쿼터없음
#N/A,ROT4003-01,무관후보생교육III,쿼터없음,쿼터없음,1 : 0.30,쿼터없음
"교양학부(사회,정외,신방,경제,법,경영,심리)",SHS2001-01,현대사회의이해,1 : 0.40,1 : 0.22,1 : 0.11,1 : 0.01
"교양학부(사회,정외,신방,경제,법,경영,심리)",SHS2001-02,현대사회의이해,1 : 0.35,1 : 0.05,1 : 0.08,1 : 0.03
"교양학부(사회,정외,신방,경제,법,경영,심리)",SHS2002-01,한국과세계,1 : 0.36,1 : 0.18,1 : 0.13,1 : 0.03
"교양학부(사회,정외,신방,경제,법,경영,심리)",SHS2002-02,한국과세계,1 : 0.08,1 : 0.02,1 : 0.01,신청없음
"교양학부(사회,정외,신방,경제,법,경영,심리)",SHS2002-03,한국과세계,1 : 0.68,1 : 0.21,1 : 0.10,1 : 0.02
"교양학부(사회,정외,신방,경제,법,경영,심리)",SHS2002-04,한국과세계,쿼터없음,쿼터없음,쿼터없음,1 : 0.36
"교양학부(사회,정외,신방,경제,법,경영,심리)",SHS2002-05,한국과세계,1 : 1.05,1 : 0.60,1 : 0.22,쿼터없음
"교양학부(사회,정외,신방,경제,법,경영,심리)",SHS2004-01,경제와사회,1 : 1.67,1 : 0.40,1 : 0.64,1 : 0.14
"교양학부(사회,정외,신방,경제,법,경영,심리)",SHS2005-01,법과공학,1 : 0.57,1 : 0.18,1 : 0.14,1 : 0.03
"교양학부(사회,정외,신방,경제,법,경영,심리)",SHS2005-02,법과공학,1 : 1.27,1 : 0.55,1 : 0.58,1 : 0.32
"교양학부(사회,정외,신방,경제,법,경영,심리)",SHS2005-03,법과공학,1 : 1.07,1 : 1.00,1 : 0.60,1 : 0.15
"교양학부(사회,정외,신방,경제,법,경영,심리)",SHS2005-04,법과공학,1 : 1.97,1 : 2.50,1 : 3.60,1 : 0.40
"교양학부(사회,정외,신방,경제,법,경영,심리)",SHS2005-05,법과공학,1 : 0.73,1 : 0.14,1 : 0.32,1 : 0.04
"교양학부(사회,정외,신방,경제,법,경영,심리)",SHS2005-06,법과공학,1 : 0.13,1 : 0.09,1 : 0.12,1 : 0.01
"교양학부(사회,정외,신방,경제,법,경영,심리)",SHS2005-07,법과공학,1 : 0.40,1 : 0.16,1 : 0.02,1 : 0.06
"교양학부(사회,정외,신방,경제,법,경영,심리)",SHS2005-08,법과공학,1 : 0.13,1 : 0.09,1 : 0.02,신청없음
"교양학부(사회,정외,신방,경제,법,경영,심리)",SHS2006-01,기업과경영의이해,1 : 1.40,1 : 0.40,1 : 0.25,신청없음
"교양학부(사회,정외,신방,경제,법,경영,심리)",SHS2007-01,생활속의심리학,1 : 1.52,1 : 1.64,1 : 4.14,1 : 0.36
"교양학부(사회,정외,신방,경제,법,경영,심리)",SHS2007-02,생활속의심리학,1 : 0.50,1 : 0.08,1 : 0.24,1 : 0.02
교양학부,SHU4001-01,북한의이해와통일후한국,1 : 0.14,1 : 0.06,1 : 0.15,신청없음
교양학부,SHU4010-01,동남아시아전통사회의이해,1 : 0.10,1 : 0.08,1 : 0.11,신청없음
교양학부,SHU4015-01,사회복지의이해,1 : 0.33,1 : 0.12,1 : 0.27,1 : 0.02
교양학부,SHU4019-01,삶과교육,1 : 0.15,1 : 0.08,1 : 0.17,1 : 0.02
교양학부,SHU4024-01,결혼준비특강,1 : 0.80,1 : 0.88,1 : 1.91,쿼터없음
교양학부,SHU4031-01,인권과교육,1 : 0.05,1 : 0.18,1 : 0.21,신청없음
교양학부,SHU4050-01,국제개발협력의이해,1 : 3.40,1 : 3.50,1 : 5.70,신청없음
교양학부,SHU4052-01,세계대전의이해,1 : 1.08,1 : 1.14,1 : 1.26,1 : 0.06
교양학부,SHU4053-01,정보사회의이해,1 : 0.20,1 : 0.04,1 : 0.05,신청없음
교양학부,SHU4054-01,자기표현의심리적이해,1 : 0.80,1 : 0.42,1 : 0.41,쿼터없음
교양학부,SHU4057-01,공감의시대,1 : 0.15,1 : 0.05,1 : 0.24,신청없음
교양학부,SHU4063-01,인간과기업가정신,1 : 0.40,1 : 0.21,1 : 1.22,신청없음
사회학전공,SOC2001-01,사회학개론,1 : 1.20,1 : 0.70,1 : 0.19,1 : 0.05
사회학전공,SOC2001-02,사회학개론,1 : 0.60,1 : 0.43,1 : 0.17,신청없음
사회학전공,SOC2001-03,사회학개론,1 : 0.65,1 : 0.26,1 : 0.05,1 : 0.05
사회학전공,SOC2002-01,인류학개론,1 : 0.35,1 : 0.15,1 : 0.06,신청없음
사회학전공,SOC2003-01,사회조사방법론,1 : 1.05,1 : 0.45,1 : 0.35,1 : 0.03
사회학전공,SOC2006-01,사회학사,1 : 0.45,1 : 0.35,1 : 0.15,1 : 0.02
사회학전공,SOC3004-01,현대조직과리더십,1 : 0.20,1 : 0.11,1 : 0.04,1 : 0.01
사회학전공,SOC3011-01,도시사회학,1 : 0.25,1 : 0.11,1 : 0.14,1 : 0.02
사회학전공,SOC3024-01,정치사회학,1 : 0.20,1 : 0.11,1 : 0.06,신청없음
사회학전공,SOC3027-01,일탈사회학,1 : 0.10,1 : 0.24,1 : 0.10,신청없음
사회학전공,SOC3030-01,"지식,문화,권력",1 : 0.30,1 : 0.15,1 : 0.16,신청없음
사회학전공,SOC3032-01,현대사회와세대문제,1 : 0.75,1 : 0.72,1 : 0.41,1 : 0.06
사회학전공,SOC3040-01,"다문화,시민,국가",1 : 0.05,1 : 0.21,1 : 0.12,신청없음
사회학전공,SOC3044-01,사회문제연구,1 : 0.70,1 : 0.42,1 : 0.14,1 : 0.02
사회학전공,SOC3048-01,역사사회학,신청없음,1 : 0.05,1 : 0.05,1 : 0.01
사회학전공,SOCG009-01,연구방법실습(종합설계),1 : 0.05,1 : 0.03,1 : 0.02,신청없음
사회학전공,SOCG010-01,사회학글쓰기,1 : 0.10,1 : 0.03,1 : 0.02,신청없음
스포츠미디어연계전공,SPM3005-01,레크리에이션의이론과실제,1 : 1.00,1 : 0.10,1 : 0.47,신청없음
스포츠미디어연계전공,SPM3007-01,스포츠사회학,1 : 1.40,1 : 0.13,1 : 0.11,신청없음
스포츠미디어연계전공,SPM3008-01,스포츠커뮤니케이션,신청없음,신청없음,1 : 0.03,신청없음
스포츠미디어연계전공,SPM3009-01,스포츠마케팅,1 : 0.10,1 : 0.04,1 : 0.16,신청없음
스포츠미디어연계전공,SPM3011-01,스포츠생리학,1 : 0.40,1 : 0.52,1 : 0.48,신청없음
스포츠미디어연계전공,SPM3012-01,스포츠심리학,1 : 0.40,1 : 0.10,1 : 0.35,신청없음
스포츠미디어연계전공,SPM3013-01,스포츠정치철학,1 : 0.10,1 : 0.04,신청없음,신청없음
스포츠미디어연계전공,SPM3014-01,스포츠소비자행동론,1 : 0.10,신청없음,1 : 0.03,신청없음
스포츠미디어연계전공,SPM3015-01,서사적체육:스포츠와스토리텔링,1 : 0.80,1 : 0.24,1 : 0.29,1 : 0.07
스포츠미디어연계전공,SPM3101-01,스쿠바다이빙,신청없음,1 : 0.64,1 : 1.83,신청없음
스포츠미디어연계전공,SPM3101-02,스쿠바다이빙,1 : 0.67,1 : 0.08,1 : 0.55,신청없음
스포츠미디어연계전공,SPM3103-01,패러글라이딩,1 : 0.11,1 : 0.12,1 : 0.33,신청없음
스포츠미디어연계전공,SPM3105-01,필드골프II,1 : 0.14,신청없음,1 : 0.65,신청없음
스포츠미디어연계전공,SPM3106-01,체력트레이닝,1 : 0.33,1 : 0.07,1 : 1.00,1 : 0.13
스포츠미디어연계전공,SPM3108-01,호신술I,1 : 0.22,1 : 0.44,1 : 0.56,신청없음
스포츠미디어연계전공,SPM3110-01,라켓볼,신청없음,1 : 0.36,1 : 1.31,신청없음
스포츠미디어연계전공,SPM3113-01,댄스스포츠I,1 : 0.11,1 : 0.24,1 : 0.64,신청없음
스포츠미디어연계전공,SPM3114-01,댄스스포츠II,신청없음,신청없음,1 : 0.26,신청없음
스포츠미디어연계전공,SPM3119-01,파워요가,1 : 0.33,1 : 0.40,1 : 1.17,신청없음
스포츠미디어연계전공,SPM3120-01,댄스피트니스,1 : 0.11,신청없음,1 : 0.31,신청없음
"교양학부(수학,생명,컴퓨터 기타)",STS2001-01,자연과인간,1 : 2.90,1 : 1.10,1 : 0.50,1 : 0.22
"교양학부(수학,생명,컴퓨터 기타)",STS2002-02,생명과환경,1 : 0.60,1 : 0.54,1 : 0.91,1 : 0.05
"교양학부(수학,생명,컴퓨터 기타)",STS2002-03,생명과환경,1 : 0.20,1 : 0.14,신청없음,1 : 0.10
