과목코드-분반,과목명,2018_2_1학년,2018_2_2학년,2018_2_3학년,2018_2_4학년
AMC2020-01,문화와글쓰기,1 : 0.60,1 : 1.29,1 : 0.60,1 : 0.43
AMC2031-01,미국학입문,쿼터없음,1 : 0.40,1 : 0.25,1 : 0.05
AMC2031-02,미국학입문,1 : 0.43,쿼터없음,쿼터없음,쿼터없음
AMC2033-01,미국문화사,쿼터없음,1 : 0.27,신청없음,1 : 0.08
AMC2037-01,미국의아이콘들,1 : 0.90,1 : 0.91,쿼터없음,쿼터없음
AMC3041-01,미국음악장르연구,쿼터없음,1 : 0.47,1 : 0.22,신청없음
AMC3045-01,시각예술,쿼터없음,1 : 0.33,1 : 0.16,1 : 0.16
AMC3070-01,문화적정체성,쿼터없음,1 : 0.67,1 : 0.20,1 : 0.12
AMC3077-01,미국서부,쿼터없음,1 : 0.60,1 : 0.29,1 : 0.28
AMC3087-01,각년대의미국문화,쿼터없음,1 : 0.20,1 : 0.07,1 : 0.09
AMC3095-01,환경과미국문화,쿼터없음,1 : 0.27,1 : 0.19,1 : 0.10
AMC4100-01,모더니즘과사회변화,쿼터없음,1 : 0.20,1 : 0.30,1 : 0.23
AMC4120-01,문화와정치,쿼터없음,1 : 0.30,1 : 0.27,1 : 0.32
AMC4150-01,미국원주민계문화,쿼터없음,신청없음,1 : 0.12,1 : 0.05
ANT2004-01,Drawing(Capstone design),1 : 1.10,1 : 1.00,1 : 2.00,1 : 6.00
ANT2007-01,Foundation Seminar,1 : 0.33,1 : 0.43,1 : 0.75,1 : 1.00
ANT2010-01,Intro to Creative Computing,1 : 0.70,1 : 0.58,1 : 1.00,1 : 3.00
ANT2016-01,Spatial Dynamics,신청없음,1 : 0.25,1 : 0.27,1 : 0.50
ANT2017-01,Programming Interactive Media,쿼터없음,1 : 0.87,1 : 0.41,1 : 0.60
ANT3001-01,Content Business&Marketing(Capstone),쿼터없음,1 : 0.07,신청없음,1 : 0.21
ANT3002-01,Intro to Storytelling,1 : 0.93,1 : 1.50,1 : 4.33,1 : 4.00
ANT3005-01,Live Performance Studio,쿼터없음,1 : 0.57,1 : 0.30,1 : 0.31
ANT3008-01,Media Arts Studio,쿼터없음,1 : 0.07,1 : 0.07,신청없음
ANT3009-01,Game Studio I,쿼터없음,신청없음,1 : 0.03,1 : 0.06
ANT3010-01,3D Animation Studio I,쿼터없음,1 : 0.40,1 : 0.21,1 : 0.29
ANT3012-01,3D Modeling Studio,쿼터없음,1 : 0.40,1 : 0.04,1 : 0.25
ANT3014-01,UI/UX Design(Capstone design),쿼터없음,신청없음,1 : 0.13,1 : 0.03
ANT3017-01,Sound Design,쿼터없음,1 : 0.20,신청없음,1 : 0.09
ANT4001-01,Visual Story,쿼터없음,1 : 0.07,1 : 0.31,1 : 0.92
ANT4007-01,VFX Studio,쿼터없음,1 : 0.47,1 : 0.04,1 : 0.44
ANT4009-01,Mobile Studio,쿼터없음,신청없음,1 : 0.03,1 : 0.06
ANT4010-01,졸업창작프로젝트III,쿼터없음,신청없음,신청없음,1 : 0.03
ANT4013-01,Creative Capstone Project II,쿼터없음,쿼터없음,1 : 0.10,1 : 0.21
ANT4020-01,Creative Capstone Project I,쿼터없음,쿼터없음,1 : 0.20,1 : 0.06
BIO1101-01,일반생물학I,1 : 1.60,1 : 0.17,1 : 0.11,1 : 0.05
BIO1102-01,일반생물학II,1 : 0.48,1 : 0.24,1 : 0.12,1 : 0.10
BIO1102-02,일반생물학II,1 : 1.28,1 : 1.73,1 : 1.00,1 : 1.20
BIO1102-03,일반생물학II,1 : 0.06,1 : 0.02,신청없음,1 : 0.03
BIO1106-01,일반생물학실험II,1 : 1.80,신청없음,1 : 0.20,쿼터없음
BIO1106-02,일반생물학실험II,1 : 1.80,1 : 1.67,1 : 0.50,쿼터없음
BIO1106-03,일반생물학실험II,1 : 0.40,1 : 0.44,1 : 0.14,쿼터없음
BIO1106-04,일반생물학실험II,1 : 0.10,1 : 0.08,신청없음,쿼터없음
BIO1106-05,일반생물학실험II,1 : 1.90,1 : 0.67,신청없음,쿼터없음
BIO1106-06,일반생물학실험II,1 : 2.10,1 : 1.33,1 : 1.50,쿼터없음
BIO1106-07,일반생물학실험II,1 : 0.70,1 : 0.67,신청없음,쿼터없음
BIO1106-08,일반생물학실험II,1 : 0.10,1 : 0.08,신청없음,쿼터없음
BIO1106-09,일반생물학실험II,1 : 1.40,1 : 1.00,1 : 0.50,쿼터없음
BIO1106-10,일반생물학실험II,1 : 0.50,1 : 0.13,신청없음,쿼터없음
BIO2122-01,현대생물학실험II,신청없음,1 : 0.56,1 : 0.14,신청없음
BIO2122-02,현대생물학실험II,신청없음,1 : 0.33,신청없음,1 : 0.40
BIO2122-03,현대생물학실험II,신청없음,1 : 1.56,1 : 0.67,1 : 1.00
BIO2122-04,현대생물학실험II,신청없음,1 : 1.22,1 : 0.33,신청없음
BIO2132-01,생화학II,신청없음,1 : 0.37,1 : 0.19,1 : 0.07
BIO2151-01,분자생물학,신청없음,1 : 0.60,1 : 0.14,1 : 0.06
BIO2522-01,식물생명과학,신청없음,1 : 0.22,1 : 0.21,1 : 0.06
BIO2701-01,환경과학론,신청없음,1 : 0.20,1 : 0.03,1 : 0.03
BIO3124-01,현대생물학실험IV,쿼터없음,신청없음,1 : 1.11,1 : 1.00
BIO3124-02,현대생물학실험IV,쿼터없음,1 : 0.50,1 : 0.13,1 : 0.10
BIO3124-03,현대생물학실험IV,쿼터없음,신청없음,1 : 1.56,1 : 2.67
BIO3124-04,현대생물학실험IV,쿼터없음,신청없음,1 : 0.89,1 : 0.50
BIO3511-01,식물분자생리학,신청없음,신청없음,1 : 0.08,1 : 0.08
BIO3711-01,미생물학,신청없음,1 : 0.03,1 : 0.24,1 : 0.10
BIO4152-01,고급분자생물학,쿼터없음,신청없음,1 : 0.37,1 : 0.10
BIO4203-01,생명과학특허와기술이전,신청없음,신청없음,1 : 0.03,1 : 0.01
BIO4251-01,생물통계학,쿼터없음,신청없음,1 : 0.80,1 : 0.85
BIO4331-01,신경생물학,쿼터없음,1 : 0.10,1 : 0.52,1 : 0.15
BIO4351-01,면역학,쿼터없음,1 : 0.30,1 : 0.63,1 : 0.14
BIO4441-01,분자세포생물학,쿼터없음,신청없음,1 : 0.03,1 : 0.01
BIO4921-01,특수연구,쿼터없음,쿼터없음,쿼터없음,1 : 0.05
BIO4931-01,응용바이오기술실험,쿼터없음,쿼터없음,쿼터없음,1 : 0.10
BIOG001-01,바이오텍의기술사업화종합설계,쿼터없음,쿼터없음,1 : 0.10,1 : 0.08
BNT3001-01,바이오융합기술프로젝트I,쿼터없음,쿼터없음,1 : 0.40,1 : 0.38
BNT3092-01,특수연구II,쿼터없음,쿼터없음,쿼터없음,1 : 0.25
BNTG006-01,바이오기술과투자기초,쿼터없음,신청없음,1 : 0.10,1 : 0.11
BNTG031-01,지식재산권과특허,쿼터없음,1 : 0.20,1 : 0.37,1 : 0.13
BNTG032-01,의공학개론II,쿼터없음,쿼터없음,1 : 0.05,1 : 0.13
CBE2002-01,창의설계,1 : 0.48,1 : 0.22,쿼터없음,쿼터없음
CBE2002-02,창의설계,1 : 0.68,신청없음,쿼터없음,쿼터없음
CBE2002-03,창의설계,1 : 0.88,신청없음,쿼터없음,쿼터없음
CBE2006-01,응용생물학,1 : 0.57,1 : 0.06,1 : 0.03,1 : 0.06
CBE2007-01,응용생화학,쿼터없음,1 : 0.68,1 : 0.59,쿼터없음
CBE2007-02,응용생화학,쿼터없음,1 : 0.45,1 : 0.16,쿼터없음
CBE2009-01,화공생명공학기초실험II,쿼터없음,1 : 0.80,1 : 0.56,쿼터없음
CBE2009-02,화공생명공학기초실험II,쿼터없음,1 : 0.55,1 : 0.21,쿼터없음
CBE2009-03,화공생명공학기초실험II,쿼터없음,1 : 0.55,1 : 0.14,쿼터없음
CBE2009-04,화공생명공학기초실험II,쿼터없음,1 : 1.05,1 : 0.40,쿼터없음
CBE2012-01,화공수학II,쿼터없음,1 : 0.53,1 : 0.28,1 : 0.35
CBE2012-02,화공수학II,쿼터없음,1 : 0.53,1 : 0.11,1 : 0.30
CBE3001-01,화공열역학,쿼터없음,1 : 0.60,1 : 0.30,1 : 0.13
CBE3005-01,열및물질전달,쿼터없음,쿼터없음,1 : 0.40,1 : 0.13
CBE3005-02,열및물질전달,쿼터없음,쿼터없음,1 : 0.62,1 : 0.09
CBE3006-01,공정제어,쿼터없음,쿼터없음,1 : 0.68,1 : 0.17
CBE3010-01,양자화학,쿼터없음,쿼터없음,1 : 0.11,1 : 0.11
CBE3012-01,화공수학III,쿼터없음,쿼터없음,1 : 0.23,1 : 0.16
CBE3014-01,유전공학,쿼터없음,쿼터없음,1 : 0.15,1 : 0.13
CBE3016-01,화공생명공학요소실험II,쿼터없음,쿼터없음,1 : 0.95,1 : 0.83
CBE3016-02,화공생명공학요소실험II,쿼터없음,쿼터없음,1 : 0.60,1 : 0.15
CBE3016-03,화공생명공학요소실험II,쿼터없음,쿼터없음,1 : 0.75,1 : 0.20
CBE3016-04,화공생명공학요소실험II,쿼터없음,쿼터없음,1 : 1.00,1 : 0.20
CBE4001-01,화공생명공학심화종합설계,쿼터없음,쿼터없음,신청없음,1 : 0.73
CBE4001-02,화공생명공학심화종합설계,쿼터없음,쿼터없음,신청없음,1 : 0.40
CBE4005-01,촉매공학,쿼터없음,쿼터없음,1 : 0.65,1 : 0.42
CBE4007-01,공정공학,쿼터없음,쿼터없음,신청없음,1 : 0.10
CBE4008-01,반도체공정,쿼터없음,쿼터없음,1 : 1.20,1 : 1.26
CBE4010-01,화공재료,쿼터없음,신청없음,1 : 0.18,1 : 0.11
CBE4017-01,화공생명공학공정실험,쿼터없음,쿼터없음,1 : 0.20,1 : 0.21
CBE4018-01,산업미생물공학,쿼터없음,쿼터없음,1 : 0.09,1 : 0.21
CBE4019-01,기능성고분자화학,쿼터없음,쿼터없음,1 : 0.26,1 : 0.13
CBE4020-01,에너지공학,쿼터없음,쿼터없음,1 : 1.34,1 : 0.74
CBE4021-01,나노기술의이해,쿼터없음,1 : 0.50,쿼터없음,쿼터없음
CHI2002-01,전공기초중국어2,1 : 0.60,1 : 1.08,1 : 0.60,1 : 1.00
CHI2003-01,기초한문,1 : 1.00,1 : 0.80,1 : 0.67,1 : 0.67
CHI2007-01,중국문학의세계,1 : 1.20,1 : 0.60,1 : 0.29,1 : 0.47
CHI2011-01,중국학입문,1 : 1.00,1 : 1.10,1 : 0.80,1 : 2.00
CHI3004-01,중국어4,1 : 0.20,1 : 0.36,1 : 0.47,1 : 0.13
CHI3006-01,중국시사,1 : 0.80,1 : 1.00,1 : 0.80,1 : 1.29
CHI3007-01,중국어회화2,1 : 0.40,1 : 0.54,1 : 0.38,1 : 0.20
CHI3010-01,중국문화텍스트읽기,1 : 0.40,1 : 1.63,1 : 0.70,1 : 0.46
CHI3013-01,중국의공연예술,1 : 0.40,1 : 1.31,1 : 1.60,1 : 1.20
CHI3018-01,중국언어의이해,신청없음,1 : 0.80,1 : 0.62,1 : 0.40
CHI3023-01,그림속의중국,1 : 0.40,1 : 1.62,1 : 1.40,1 : 0.60
CHI3026-01,중국의대중문화,신청없음,1 : 0.87,1 : 0.83,1 : 0.71
CHI3032-01,루쉰과현대,신청없음,1 : 1.30,1 : 0.90,1 : 0.50
CHI4001-01,문화연구주제특강,신청없음,신청없음,1 : 0.04,1 : 0.28
CHI4010-01,중국근현대인물과사상,신청없음,1 : 0.07,1 : 0.25,1 : 0.48
CHIG003-01,문화연구서설,쿼터없음,1 : 1.00,1 : 2.20,1 : 1.60
CHM1001-01,일반화학I,1 : 0.93,1 : 0.28,1 : 0.03,1 : 0.05
CHM1002-01,일반화학II,1 : 0.08,쿼터없음,쿼터없음,신청없음
CHM1002-02,일반화학II,1 : 0.07,쿼터없음,쿼터없음,1 : 0.70
CHM1002-03,일반화학II,1 : 0.63,쿼터없음,쿼터없음,1 : 1.10
CHM1002-04,일반화학II,1 : 1.10,쿼터없음,쿼터없음,1 : 1.30
CHM1002-05,일반화학II,1 : 1.17,쿼터없음,쿼터없음,1 : 0.70
CHM1002-06,일반화학II,1 : 0.40,쿼터없음,쿼터없음,1 : 0.10
CHM1052-01,일반화학실험II,1 : 0.64,쿼터없음,쿼터없음,1 : 2.00
CHM1052-02,일반화학실험II,1 : 0.21,쿼터없음,쿼터없음,1 : 0.50
CHM1052-03,일반화학실험II,1 : 1.31,쿼터없음,쿼터없음,쿼터없음
CHM1052-04,일반화학실험II,1 : 0.69,쿼터없음,쿼터없음,신청없음
CHM1052-05,일반화학실험II,1 : 0.88,쿼터없음,쿼터없음,쿼터없음
CHM1052-06,일반화학실험II,1 : 1.25,쿼터없음,쿼터없음,1 : 0.50
CHM1052-07,일반화학실험II,1 : 1.07,쿼터없음,쿼터없음,1 : 0.50
CHM1052-08,일반화학실험II,1 : 0.43,쿼터없음,쿼터없음,신청없음
CHM1052-09,일반화학실험II,1 : 0.86,쿼터없음,쿼터없음,신청없음
CHM1052-10,일반화학실험II,1 : 0.14,쿼터없음,쿼터없음,신청없음
CHM1052-11,일반화학실험II,1 : 0.44,쿼터없음,쿼터없음,쿼터없음
CHM1052-12,일반화학실험II,1 : 1.56,쿼터없음,쿼터없음,1 : 0.50
CHM1052-13,일반화학실험II,1 : 0.06,쿼터없음,쿼터없음,쿼터없음
CHM1052-14,일반화학실험II,1 : 0.88,쿼터없음,쿼터없음,1 : 0.50
CHM1052-15,일반화학실험II,1 : 0.21,쿼터없음,쿼터없음,1 : 0.50
CHM1052-16,일반화학실험II,1 : 0.79,쿼터없음,쿼터없음,1 : 1.50
CHM2102-01,기기분석,신청없음,1 : 0.05,1 : 0.32,1 : 0.11
CHM2152-01,기기분석실험,쿼터없음,쿼터없음,1 : 2.50,1 : 0.90
CHM2152-02,기기분석실험,쿼터없음,쿼터없음,1 : 2.00,1 : 1.10
CHM2201-01,물리화학I,신청없음,1 : 0.25,1 : 0.16,신청없음
CHM2203-01,물리화학III,신청없음,신청없음,1 : 0.10,1 : 0.03
CHM2252-01,물리화학실험II,쿼터없음,쿼터없음,1 : 0.50,1 : 0.33
CHM2302-01,유기화학II,쿼터없음,1 : 0.23,1 : 0.20,1 : 0.02
CHM2302-02,유기화학II,쿼터없음,1 : 0.18,1 : 0.23,1 : 0.06
CHM2332-01,유기화학특론II,신청없음,신청없음,1 : 0.05,1 : 0.03
CHM2351-01,유기화학실험I,쿼터없음,1 : 0.58,쿼터없음,1 : 0.50
CHM2351-02,유기화학실험I,쿼터없음,1 : 1.25,쿼터없음,신청없음
CHM2351-03,유기화학실험I,쿼터없음,1 : 0.67,쿼터없음,1 : 1.00
CHM2351-04,유기화학실험I,쿼터없음,1 : 0.58,쿼터없음,신청없음
CHM2402-01,무기화학II,신청없음,신청없음,1 : 0.05,1 : 0.01
CHM2451-01,무기화학실험,쿼터없음,쿼터없음,1 : 2.50,1 : 0.88
CHM2451-02,무기화학실험,쿼터없음,쿼터없음,1 : 0.50,1 : 0.27
CHM2451-03,무기화학실험,쿼터없음,쿼터없음,1 : 1.83,1 : 0.75
CHM2601-01,생화학I,신청없음,1 : 0.20,1 : 0.36,1 : 0.02
CHM4052-01,창의적연구프로젝트설계,쿼터없음,쿼터없음,1 : 0.05,1 : 0.03
CHM4054-01,화학기기종합설계,쿼터없음,쿼터없음,1 : 0.80,1 : 0.42
CHM4203-01,화학특허와기술이전,신청없음,신청없음,1 : 0.03,1 : 0.04
CHMG201-01,고급물리화학I,신청없음,신청없음,1 : 0.01,1 : 0.03
CHMG302-01,고급유기화학II,신청없음,신청없음,1 : 0.04,1 : 0.03
CHS2001-01,한국문화와역사,1 : 1.55,1 : 1.05,1 : 0.40,1 : 0.50
CHS2001-02,한국문화와역사,1 : 1.15,1 : 0.40,1 : 0.19,1 : 0.26
CHS2002-01,현대한국의형성,1 : 1.85,1 : 0.85,1 : 0.26,1 : 0.24
CHS2002-02,현대한국의형성,1 : 1.70,1 : 0.40,1 : 0.13,1 : 0.02
CHS2002-03,현대한국의형성,1 : 2.50,1 : 1.00,1 : 0.15,1 : 0.08
CHS2003-01,현대동아시아의형성,1 : 2.40,1 : 0.70,1 : 0.08,1 : 0.14
CHS2003-02,현대동아시아의형성,1 : 0.30,1 : 0.03,1 : 0.04,1 : 0.06
CHS2003-03,현대동아시아의형성,1 : 6.45,1 : 2.65,1 : 0.95,1 : 0.43
CHS2004-01,현대서양의형성,1 : 3.65,1 : 1.10,1 : 0.30,1 : 0.12
CHS2004-02,현대서양의형성,1 : 2.20,1 : 1.15,1 : 0.30,1 : 0.24
CHS2004-03,현대서양의형성,1 : 3.15,1 : 1.05,1 : 0.50,1 : 0.20
CHU4005-01,인물로본중국사,1 : 0.70,1 : 0.54,1 : 0.31,1 : 0.19
CHU4007-01,인물로본서양사,1 : 0.15,1 : 0.05,1 : 0.02,1 : 0.04
CHU4011-01,영화로본역사,1 : 1.20,1 : 0.95,1 : 0.38,1 : 0.58
CHU4013-01,문학작품으로읽는한국사,1 : 0.55,1 : 0.14,1 : 0.09,1 : 0.20
CHU4016-01,한국사와유교문화,신청없음,신청없음,1 : 0.05,1 : 0.04
CHU4019-01,인물로본일본사,신청없음,1 : 0.05,1 : 0.05,1 : 0.05
COM2001-01,커뮤니케이션학입문,1 : 1.35,1 : 0.85,1 : 0.82,1 : 0.55
COM2002-01,인간커뮤니케이션,1 : 6.60,1 : 1.28,1 : 1.05,1 : 2.20
COM2003-01,매스커뮤니케이션,1 : 3.90,1 : 1.55,1 : 1.13,1 : 1.67
COM2004-01,커뮤니케이션조사론,1 : 2.20,1 : 2.40,1 : 1.44,1 : 1.84
COM3101-01,저널리즘개론,쿼터없음,1 : 2.40,1 : 0.70,1 : 0.56
COM3102-01,방송원론,쿼터없음,1 : 6.00,1 : 1.10,1 : 1.60
COM3103-01,창의적말하기와글쓰기,신청없음,1 : 0.27,1 : 0.35,1 : 1.41
COM3118-01,통일커뮤니케이션,쿼터없음,1 : 0.15,1 : 0.14,1 : 0.08
COM3119-01,미디어기호학,쿼터없음,1 : 1.90,1 : 1.70,1 : 2.20
COM3125-01,데이터뉴스,신청없음,1 : 0.13,1 : 0.48,1 : 0.29
COM3128-01,라디오제작(팟캐스팅 및 컨텐츠기획),1 : 0.10,1 : 0.37,1 : 0.91,1 : 1.92
COM3201-01,광고커뮤니케이션,1 : 0.13,1 : 1.50,1 : 1.60,1 : 1.00
COM3202-01,PR의이해,1 : 0.13,1 : 1.36,1 : 2.60,1 : 1.40
COM3206-01,마케팅커뮤니케이션과시장읽기,신청없음,1 : 0.55,1 : 0.84,1 : 1.08
COM3210-01,광고카피라이팅과전략적글쓰기,신청없음,1 : 0.75,1 : 0.73,1 : 0.64
COM3215-01,PR캠페인기획실습,쿼터없음,1 : 0.57,1 : 1.10,1 : 1.33
COM3216-01,쟁점및위기커뮤니케이션,신청없음,1 : 0.55,1 : 0.47,1 : 0.70
COM3305-01,작품분석과해석,1 : 0.10,1 : 2.47,1 : 3.30,1 : 1.90
COM3307-01,공연의미학과이론,신청없음,1 : 0.40,1 : 0.43,1 : 0.31
COM3314-01,단편영화제작,쿼터없음,1 : 4.20,1 : 2.90,1 : 2.80
COM3402-01,디지털미디어테크놀로지개론,신청없음,1 : 2.30,1 : 1.80,1 : 1.25
COM3404-01,텔레커뮤니케이션론,쿼터없음,1 : 1.20,1 : 0.90,1 : 0.48
COM3409-01,미디어심리학,쿼터없음,1 : 4.30,1 : 2.25,1 : 3.00
COM3421-01,TV제작,쿼터없음,1 : 1.10,1 : 1.20,1 : 1.40
COM3427-01,ICT와지능정보사회,쿼터없음,1 : 0.15,1 : 0.22,1 : 0.16
COM3437-01,스마트앱스비즈니스모델연구(캡스톤디자인),쿼터없음,신청없음,1 : 0.20,1 : 0.38
COM4001-01,텍스트마이닝,쿼터없음,신청없음,1 : 0.08,1 : 0.18
COR1001-01,읽기와쓰기,1 : 1.17,1 : 4.50,1 : 1.00,1 : 1.00
COR1001-02,읽기와쓰기,1 : 0.23,1 : 0.16,1 : 0.04,신청없음
COR1001-03,읽기와쓰기,1 : 0.67,1 : 0.08,1 : 0.08,신청없음
COR1001-04,읽기와쓰기,1 : 1.23,1 : 3.00,신청없음,1 : 1.00
COR1001-05,읽기와쓰기,1 : 0.77,1 : 0.33,신청없음,신청없음
COR1001-06,읽기와쓰기,1 : 1.23,1 : 4.50,1 : 0.50,신청없음
COR1001-07,읽기와쓰기,1 : 0.23,1 : 0.24,1 : 0.10,1 : 0.10
COR1001-08,읽기와쓰기,1 : 0.87,1 : 1.17,1 : 0.50,신청없음
COR1001-09,읽기와쓰기,1 : 0.73,1 : 0.50,1 : 0.14,신청없음
COR1001-10,읽기와쓰기,1 : 1.27,1 : 2.50,1 : 0.50,신청없음
COR1001-11,읽기와쓰기,1 : 0.53,1 : 0.25,1 : 0.07,1 : 0.07
COR1001-12,읽기와쓰기,1 : 0.50,1 : 0.12,1 : 0.12,신청없음
COR1001-13,읽기와쓰기,1 : 1.30,1 : 4.00,신청없음,1 : 0.33
COR1001-14,읽기와쓰기,1 : 0.13,신청없음,신청없음,신청없음
COR1001-15,읽기와쓰기,1 : 2.23,1 : 7.00,1 : 2.00,1 : 1.00
COR1001-16,읽기와쓰기,1 : 0.97,1 : 2.67,1 : 0.50,1 : 0.50
COR1001-17,읽기와쓰기,1 : 0.80,1 : 0.75,1 : 0.50,신청없음
COR1001-18,읽기와쓰기,1 : 0.27,1 : 0.29,1 : 0.16,신청없음
COR1001-19,읽기와쓰기,1 : 0.63,1 : 0.08,신청없음,신청없음
COR1001-20,읽기와쓰기,1 : 1.07,1 : 1.20,1 : 0.33,1 : 0.25
COR1001-21,읽기와쓰기,1 : 2.07,1 : 0.20,1 : 1.00,1 : 0.50
COR1001-22,읽기와쓰기,1 : 1.47,1 : 0.40,1 : 0.33,신청없음
COR1001-23,읽기와쓰기,1 : 0.73,1 : 0.11,1 : 0.18,신청없음
COR1001-24,읽기와쓰기,1 : 1.73,1 : 0.40,1 : 1.33,신청없음
COR1001-25,읽기와쓰기,1 : 1.00,1 : 0.60,1 : 0.20,신청없음
COR1001-26,읽기와쓰기,1 : 0.07,1 : 0.05,신청없음,신청없음
COR1001-27,읽기와쓰기,1 : 0.13,1 : 0.06,1 : 0.05,신청없음
COR1001-28,읽기와쓰기,1 : 0.27,1 : 0.13,1 : 0.06,신청없음
COR1003-01,글로벌의사소통I,1 : 0.14,1 : 0.10,신청없음,신청없음
COR1003-02,글로벌의사소통I,1 : 0.55,1 : 0.09,신청없음,1 : 0.08
COR1003-03,글로벌의사소통I,1 : 0.45,신청없음,신청없음,신청없음
COR1003-04,글로벌의사소통I,신청없음,1 : 0.09,신청없음,1 : 0.04
COR1003-05,글로벌의사소통I,1 : 1.86,1 : 1.00,신청없음,신청없음
COR1003-06,글로벌의사소통I,1 : 0.86,신청없음,1 : 0.40,신청없음
COR1003-07,글로벌의사소통I,1 : 1.41,1 : 1.00,신청없음,1 : 0.67
COR1003-08,글로벌의사소통I,1 : 2.18,1 : 3.00,신청없음,1 : 0.33
COR1003-09,글로벌의사소통I,1 : 0.91,1 : 1.67,신청없음,신청없음
COR1003-10,글로벌의사소통I,1 : 0.55,1 : 0.27,신청없음,1 : 0.09
COR1003-11,글로벌의사소통I,1 : 0.36,신청없음,신청없음,신청없음
COR1003-12,글로벌의사소통I,1 : 1.00,1 : 6.00,1 : 1.00,신청없음
COR1003-13,글로벌의사소통I,1 : 1.05,1 : 5.00,신청없음,신청없음
COR1003-14,글로벌의사소통I,1 : 2.09,1 : 5.00,1 : 2.00,신청없음
COR1003-15,글로벌의사소통I,1 : 1.09,신청없음,1 : 0.50,신청없음
COR1003-16,글로벌의사소통I,1 : 0.27,1 : 0.06,1 : 0.06,신청없음
COR1003-17,글로벌의사소통I,1 : 0.59,신청없음,1 : 0.18,신청없음
COR1003-18,글로벌의사소통I,1 : 1.64,1 : 3.00,1 : 2.00,신청없음
COR1003-19,글로벌의사소통I,1 : 2.23,1 : 5.00,1 : 1.00,신청없음
COR1003-20,글로벌의사소통I,1 : 0.45,1 : 0.08,1 : 0.08,1 : 0.07
COR1003-21,글로벌의사소통I,1 : 0.82,1 : 1.00,1 : 1.00,신청없음
COR1003-22,글로벌의사소통I,1 : 0.05,1 : 0.09,신청없음,1 : 0.04
COR1003-23,글로벌의사소통I,1 : 0.09,1 : 0.05,신청없음,신청없음
COR1003-24,글로벌의사소통I,1 : 0.87,1 : 1.75,1 : 1.00,1 : 1.00
COR1003-25,글로벌의사소통I,1 : 0.35,1 : 0.38,1 : 0.36,신청없음
COR1003-26,글로벌의사소통I,1 : 0.43,1 : 0.79,1 : 0.25,1 : 0.50
COR1003-27,글로벌의사소통I,1 : 0.52,1 : 0.58,1 : 0.17,1 : 0.33
COR1009-01,컴퓨팅사고력,1 : 0.20,1 : 0.05,쿼터없음,쿼터없음
COR1009-02,컴퓨팅사고력,1 : 1.52,1 : 2.33,쿼터없음,쿼터없음
COR1009-03,컴퓨팅사고력,1 : 0.66,1 : 0.35,쿼터없음,쿼터없음
COR1009-04,컴퓨팅사고력,1 : 0.48,1 : 0.10,쿼터없음,쿼터없음
COR1009-05,컴퓨팅사고력,1 : 0.47,1 : 0.29,쿼터없음,쿼터없음
COR1009-06,컴퓨팅사고력,1 : 0.11,1 : 0.04,쿼터없음,쿼터없음
COR1009-07,컴퓨팅사고력,1 : 2.19,1 : 2.67,쿼터없음,쿼터없음
COR1009-08,컴퓨팅사고력,1 : 1.55,1 : 6.33,쿼터없음,쿼터없음
COR1009-09,컴퓨팅사고력,1 : 1.21,1 : 1.00,쿼터없음,쿼터없음
COR1009-10,컴퓨팅사고력,1 : 0.13,1 : 0.09,쿼터없음,쿼터없음
COR1009-11,컴퓨팅사고력,1 : 0.26,1 : 0.05,쿼터없음,쿼터없음
