과목번호-분반,과목명,교수,학점,수업시간/강의실,학년,강의평,담은 인원,비고
EEE1002-02,C언어기초,유양모,3,"화,목 12:00~13:15 [AS109]",,,35,영어강의
EEE1002-03,C언어기초,소재우,3,월 12:00~13:15 / 금 10:30~11:45 [AS109],,,25,전자공학전공(가능)
EEE1002-04,C언어기초,송태경,3,월 13:30~14:45 / 금 12:00~13:15 [AS109],,,22,전자공학전공(가능)
CSW2020-01,기초Java언어,이지선,3,"월,금 16:30~17:45 [K502]",,,49,융합소프트웨어연계전공(가능)
CSW2050-01,코퍼스언어학,홍정하,3,"화,목 13:30~14:45 [K406]",,,11,2-4학년
LCS2001-01,독일언어와문화I,이승희,3,월 12:00~13:15 / 금 10:30~11:45 [J207],,,35,1학년
LCS2001-02,독일언어와문화I,송완용,3,"화,목 09:00~10:15 [J219]",,,21,1학년
LCS2001-03,독일언어와문화I,장순란,3,"화,목 10:30~11:45 [J325]",,,26,1학년
LCS2001-04,독일언어와문화I,조한렬,3,"화,목 15:00~16:15 [J217]",,,35,1학년
LCS2001-05,독일언어와문화I,허정화,3,"수,금 15:00~16:15 [J217]",,,23,1학년
LCS2003-01,프랑스언어와문화I,조지숙,3,월 09:00~10:15 / 수 10:30~11:45 [J217],,,35,1학년
LCS2003-02,프랑스언어와문화I,임애리,3,"화,목 13:30~14:45 [J204]",,,25,1학년
LCS2003-03,프랑스언어와문화I,최현무,3,월 12:00~13:15 / 금 10:30~11:45 [J204],,,22,1학년
LCS2003-04,프랑스언어와문화I,이충민,3,"화,목 16:30~17:45 [J215]",,,35,1학년
LCS2003-05,프랑스언어와문화I,전재연,3,월 10:30~11:45 / 수 12:00~13:15 [J207],,,24,1학년
LCS2005-01,중국언어와문화I,이경하,3,월 12:00~13:15 / 금 10:30~11:45 [J217],,,29,1학년
LCS2005-02,중국언어와문화I,박지영,3,월 13:30~14:45 / 금 12:00~13:15 [J217],,,29,1학년
LCS2005-03,중국언어와문화I,박연화,3,"화,목 12:00~13:15 [J215]",,,30,1학년
LCS2005-04,중국언어와문화I,권도경,3,"화,목 09:00~10:15 [J202]",,,18,1학년
LCS2007-01,일본언어와문화I,최은희,3,"수,금 09:00~10:15 [J215]",,,31,1-4학년
LCS2007-02,일본언어와문화I,신미영,3,월 12:00~13:15 / 금 10:30~11:45 [J107],,,37,1-4학년
LCS2007-03,일본언어와문화I,서명진,3,"화,목 13:30~14:45 [J219]",,,46,1-4학년
LAU4042-01,자연과문화속의언어,박미영,3,"수,금 15:00~16:15 [J307]",,,33,1-4학년
LCS2002-01,독일언어와문화II,이민수,3,"수,금 13:30~14:45 [J207]",,,12,1-2학년
LCS2004-02,프랑스언어와문화II,권현정,3,"화,목 15:00~16:15 [J207]",,,23,1학년
LCS2006-01,중국언어와문화II,이종금,3,"화,목 16:30~17:45 [J209]",,,25,1학년
LCS2006-02,중국언어와문화II,문영희,3,월 13:30~14:45 / 금 12:00~13:15 [J209],,,26,1학년
LCS2008-01,일본언어와문화II,송현아,3,월 15:00~16:15 / 수 16:30~17:45 [J204],,,12,1-4학년
ENG3313-01,영어교육론,박은성,3,"화,목 16:30~17:45 [J317]",,,8,영어강의
KOR4099-01,개별연구논문,황화상,3,,,,0,
ENG4099-01,개별연구논문,Yoo Isaiah Wonho,3,목 18:00~20:45 [J211],,,1,영어강의
CHI4099-01,개별연구논문,이정재,3,,,,0,
PHI4099-01,개별연구논문,이상섭,3,,,,0,
REL4099-01,개별연구논문,정소이,3,,,,0,
EUR4299-01,독일문화개별연구논문,장순란,3,,,,0,
EUR4399-01,프랑스문화개별연구논문,전종호,3,,,,0,
ENGG005-01,20세기영국문학프로세미나,김영주,3,목 15:00~18:00 [J614],,,1,승인과목
HIS2002-01,현대세계의역사적이해,임지현,3,"수,금 13:30~14:45 [J602]",,,33,1-2학년
HIS2003-01,한국사개론,김아네스,3,"화,목 12:00~13:15 [J107]",,,43,2-4학년
HIS2004-01,동아시아사개론,전인갑,3,월 15:00~16:15 / 수 16:30~17:45 [J307],,,19,2-4학년
HIS3002-01,고려시대사,김아네스,3,"화,목 13:30~14:45 [J319]",,,13,2-4학년
HIS3003-01,조선시대사,계승범,3,"화,목 12:00~13:15 [J327]",,,24,2-4학년
HIS3005-01,한국현대사,정일영,3,"화,목 10:30~11:45 [J102]",,,50,2-4학년
HIS3006-01,중국고대사,정면,3,"화,목 15:00~16:15 [J327]",,,21,2-4학년
HIS3010-01,중국현대사,전인갑,3,월 10:30~11:45 / 수 12:00~13:15 [J307],,,20,2-4학년
PHI3036-01,중국근현대철학사,류희성,3,"화,목 12:00~13:15 [J209]",,,9,2-4학년
HIS3012-01,근대일본의형성,정녕,3,월 13:30~14:45 / 금 12:00~13:15 [J219],,,28,1-4학년
HIS3028-01,서양현대사,박단,3,"화,목 16:30~17:45 [J609]",,,15,2-4학년
HIS3033-01,러시아혁명사,이종훈,3,"수,금 13:30~14:45 [J215]",,,34,2-4학년
HIS3037-01,미국사개설,디바인마이클,3,"화,목 13:30~14:45 [J327]",,,17,영어강의
HIS3069-01,근대시민혁명사,백인호,3,"화,목 10:30~11:45 [J315]",,,13,2-4학년
HIS3071-01,문화유산현장실습2,계승범,1,수 16:30~18:15 [J118],,,28,1-4학년
HIS4007-01,한국사강독3,장준호,3,월 10:30~11:45 / 수 12:00~13:15 [J204],,,12,승인과목
HIS4012-01,서양사특강1,백인호,3,"화,목 15:00~16:15 [J315]",,,7,승인과목
HIS4013-01,서양사특강2,임지현,3,"수,금 15:00~16:15 [J609]",,,7,승인과목
HIS4018-01,서양사명저해제2,백인호,3,"화,목 09:00~10:15 [J315]",,,4,승인과목
HISG025-01,역사자료연습II,방향숙,3,금 15:00~18:00 [J614],,,4,3-4학년
HISQ983-01,역사교과교재연구및지도법,김민정,3,"화,목 12:00~13:15 [J609]",,,4,2-4학년
PHI2001-01,철학개론,오은영,3,"화,목 16:30~17:45 [J118]",,,68,2-4학년
PHI2004-01,한국철학사,"Kim, Halla",3,"화,목 09:00~10:15 [J325]",,,3,영어강의
PHI2007-01,인식론,서상복,3,월 13:30~14:45 / 금 12:00~13:15 [J327],,,33,2-4학년
PHI3001-01,서양고대철학사,전헌상,3,"수,금 13:30~14:45 [J309]",,,50,영어강의
PHI3011-01,독일관념론,"Kim, Halla",3,"화,목 12:00~13:15 [J325]",,,19,영어강의
PHI3021-01,사회철학,정대성,3,"화,목 09:00~10:15 [J209]",,,22,2-4학년
PHI3024-01,예술철학,김산춘,3,"화,목 10:30~11:45 [J215]",,,19,2-4학년
PHI3033-01,"선진,한철학사",정재현,3,월 10:30~11:45 / 수 12:00~13:15 [J327],,,19,영어강의
PHI3035-01,"송,명,청철학사",조성환,3,월 12:00~13:15 / 금 10:30~11:45 [J327],,,26,2-4학년
PHI4010-01,논리철학,석기용,3,월 15:00~16:15 / 수 16:30~17:45 [J107],,,27,2-4학년
PHI4024-01,과학기술의철학,이상헌,3,월 09:00~10:15 / 수 10:30~11:45 [J204],,,10,2-4학년
PHI4038-01,철학상담,"박병준, 홍경자",3,"화,목 10:30~11:45 [J321]",,,3,승인과목
PHIG083-01,서양철학읽기,전헌상,3,"수,금 15:00~16:15 [J313]",,,6,승인과목
PHIQ983-01,철학교과교재연구및지도법,김민정,3,"화,목 12:00~13:15 [J609]",,,1,2-4학년
MAT1060-01,미적분학실습II,이영란,1,월 15:00~16:50 [RA205],,,17,1학년
MAT1060-02,미적분학실습II,이영란,1,월 17:00~18:50 [RA205],,,12,1학년
MAT1060-03,미적분학실습II,이영란,1,수 15:00~16:50 [RA205],,,19,1학년
MAT1060-04,미적분학실습II,이영란,1,수 17:00~18:50 [RA205],,,13,1학년
MAT1060-05,미적분학실습II,이영란,1,금 13:30~15:20 [RA205],,,15,1학년
MAT1060-06,미적분학실습II,이영란,1,금 15:30~17:20 [RA205],,,6,1학년
MAT2110-01,선형대수학,조상현,3,"수,금 09:00~10:15 [RA408]",,,28,홀짝구분
MAT2110-02,선형대수학,"Ho, Pak Tung",3,월 10:30~11:45 / 수 12:00~13:15 [K403],,,55,영어강의
MAT2110-03,선형대수학,하구용,3,"화,목 09:00~10:15 [RA308]",,,33,홀짝구분
MATG110-01,고급선형대수학,김종락,3,월 09:00~10:15 / 수 10:30~11:45 [K204],,,15,영어강의
MAT2120-01,정수론,조장현,3,월 12:00~13:15 / 금 10:30~11:45 [RA308],,,62,홀짝구분
MAT2120-02,정수론,조성희,3,월 09:00~10:15 / 수 10:30~11:45 [RA308],,,42,홀짝구분
MAT2220-01,고등미적분학II,김현석,3,"화,목 13:30~14:45 [RA410]",,,21,2학년
MAT2220-02,고등미적분학II,이영란,3,"화,목 10:30~11:45 [RA308]",,,34,2학년
MAT2230-01,미분방정식,신창언,3,"수,금 13:30~14:45 [RA408]",,,38,2학년
MAT2230-02,미분방정식,이영란,3,"화,목 15:00~16:15 [RA308]",,,53,영어강의
MAT2420-01,응용수학II,유지현,3,"수,금 13:30~14:45 [RA310]",,,39,홀짝구분
MAT2420-02,응용수학II,유지현,3,월 10:30~11:45 / 수 12:00~13:15 [RA408],,,33,홀짝구분
MAT3020-01,통계학입문,임경수,3,"화,목 13:30~14:45 [RA308]",,,41,홀짝구분
MAT3020-02,통계학입문,임경필,3,"화,목 09:00~10:15 [RA408]",,,24,홀짝구분
MAT3310-01,현대기하학,"Ho, Pak Tung",3,"수,금 09:00~10:15 [RA310]",,,33,영어강의
MAT3410-01,확률론입문,이재성,3,"화,목 10:30~11:45 [RA408]",,,34,영어강의
MAT3420-01,금융수학,이재성,3,"화,목 15:00~16:15 [RA408]",,,35,3-4학년
MAT4120-01,추상대수학II,오영탁,3,"화,목 13:30~14:45 [RA310]",,,32,3학년
MAT4220-01,복소수함수론II,조상현,3,월 10:30~11:45 / 수 12:00~13:15 [RA406B],,,13,3학년
MAT4320-01,위상수학개론I,조장현,3,"화,목 12:00~13:15 [RA408]",,,45,3학년
MATG220-01,실해석학II,신창언,3,"화,목 10:30~11:45 [R1412]",,,4,영어강의
MATQ982-01,수학교과논리및논술,김구연,3,"화,목 15:00~16:15 [J126]",,,6,2-4학년
MATQ983-01,수학교과교재연구및지도법,김구연,3,"화,목 12:00~13:15 [J126]",,,6,영어강의
PHY1002-01,일반물리II,김도현,3,월 09:00~10:15 / 수 10:30~11:45 [RA310],,,73,컴퓨터공학전공(불가능)
PHY1002-02,일반물리II,이현철,3,월 15:00~16:15 / 수 16:30~17:45 [RA310],,,35,홀짝구분
PHY1002-03,일반물리II,이기진,3,"화,목 09:00~10:15 [RA310]",,,44,컴퓨터공학전공(불가능)
PHY1002-04,일반물리II,박영재,3,"화,목 10:30~11:45 [RA310]",,,44,물리학전공(가능)
PHY1002-05,일반물리II,박광서,3,"화,목 15:00~16:15 [RA406B]",,,73,홀짝구분
PHY1002-06,일반물리II,장준익,3,"수,금 09:00~10:15 [K208]",,,30,컴퓨터공학전공(불가능)
PHY1002-07,일반물리II,조규만,3,"수,금 13:30~14:45 [RA410]",,,73,컴퓨터공학전공(불가능)
PHY1002-08,일반물리II,Scopel Stefano,3,"수,금 15:00~16:15 [K203]",,,36,영어강의
PHY1102-01,일반물리실험II,박정혁,1,월 13:30~15:20 [R103],,,15,홀짝구분
PHY1102-02,일반물리실험II,김도현,1,월 13:30~15:20 [R107],,,18,홀짝구분
PHY1102-03,일반물리실험II,Scopel Stefano,1,월 15:30~17:20 [R103],,,18,영어강의
PHY1102-04,일반물리실험II,김도현,1,월 15:30~17:20 [R107],,,16,컴퓨터공학전공(불가능)
PHY1102-05,일반물리실험II,Scopel Stefano,1,월 17:30~19:20 [R103],,,17,영어강의
PHY1102-06,일반물리실험II,김도현,1,월 17:30~19:20 [R107],,,22,홀짝구분
PHY1102-07,일반물리실험II,Scopel Stefano,1,화 13:30~15:20 [R103],,,15,영어강의
PHY1102-08,일반물리실험II,박영재,1,화 13:30~15:20 [R107],,,14,컴퓨터공학전공(불가능)
PHY1102-09,일반물리실험II,김현정,1,화 15:30~17:20 [R103],,,15,컴퓨터공학전공(불가능)
PHY1102-10,일반물리실험II,박영재,1,화 15:30~17:20 [R107],,,16,컴퓨터공학전공(불가능)
PHY1102-11,일반물리실험II,이현철,1,화 17:30~19:20 [R103],,,19,홀짝구분
PHY1102-12,일반물리실험II,박영재,1,화 17:30~19:20 [R107],,,12,홀짝구분
PHY1102-13,일반물리실험II,임채호,1,수 13:30~15:20 [R103],,,16,컴퓨터공학전공(불가능)
PHY1102-14,일반물리실험II,이현철,1,수 13:30~15:20 [R107],,,14,컴퓨터공학전공(불가능)
PHY1102-15,일반물리실험II,장준익,1,수 15:30~17:20 [R103],,,13,컴퓨터공학전공(불가능)
PHY1102-16,일반물리실험II,이범훈,1,수 15:30~17:20 [R107],,,11,홀짝구분
PHY1102-17,일반물리실험II,임채호,1,수 17:30~19:20 [R103],,,18,컴퓨터공학전공(불가능)
PHY1102-18,일반물리실험II,김현정,1,수 17:30~19:20 [R107],,,14,컴퓨터공학전공(불가능)
PHY1102-19,일반물리실험II,정명화,1,목 13:30~15:20 [R103],,,15,컴퓨터공학전공(불가능)
PHY1102-20,일반물리실험II,장준익,1,목 13:30~15:20 [R107],,,16,컴퓨터공학전공(불가능)
PHY1102-21,일반물리실험II,장준익,1,목 15:30~17:20 [R103],,,13,컴퓨터공학전공(불가능)
PHY1102-22,일반물리실험II,이범훈,1,목 15:30~17:20 [R107],,,17,컴퓨터공학전공(불가능)
PHY1102-23,일반물리실험II,이현철,1,목 17:30~19:20 [R103],,,14,홀짝구분
PHY1102-24,일반물리실험II,임채호,1,목 17:30~19:20 [R107],,,11,홀짝구분
PHY1102-26,일반물리실험II,박정혁,1,금 13:30~15:20 [R107],,,9,컴퓨터공학전공(불가능)
PHY2002-01,역학II,이범훈,3,"수,금 09:00~10:15 [RA406A]",,,15,2-4학년
MEE3002-01,열역학II,정시영,3,"화,목 12:00~13:15 [AS305]",,,22,2-3학년
PHY2004-01,전자기학II,김현정,3,"화,목 10:30~11:45 [RA406B]",,,24,영어강의
PHY2006-01,수리물리학II,박정혁,3,"화,목 15:00~16:15 [RA406A]",,,26,2학년
PHY2007-01,전자물리학I,이범구,3,"화,목 13:30~14:45 [RA406A]",,,11,2학년
PHY2009-01,현대물리학,박정혁,3,"화,목 12:00~13:15 [RA310]",,,30,2학년
PHY2102-01,실험물리학II,이기진,2,월 15:00~18:50 [R110],,,11,2학년
PHY2102-02,실험물리학II,조규만,2,수 15:00~18:50 [R110],,,10,2학년
PHY2102-04,실험물리학II,이현철,2,금 15:00~18:50 [R110],,,10,2학년
PHY3002-01,양자물리학II,임채호,3,"화,목 09:00~10:15 [RA406B]",,,24,영어강의
PHY3004-01,통계물리학,장준익,3,"수,금 13:30~14:45 [K208]",,,23,영어강의
PHY3102-01,실험물리학Ⅳ,김현정,2,월 15:00~18:50 [R108],,,9,3학년
PHY3102-02,실험물리학Ⅳ,정명화,2,수 15:00~18:50 [R108],,,8,3학년
PHY3102-03,실험물리학Ⅳ,정명화,2,금 15:00~18:50 [R108],,,5,3학년
PHY3502-01,물리캡스톤디자인II,한도석,3,"수,금 15:00~16:15 [RA406A]",,,7,2-4학년
PHY4012-01,나노물리,김현정,3,"화,목 13:30~14:45 [RA406B]",,,9,3-4학년
PHY4201-01,특수연구,정명화,3,화 16:30~17:45 [R404],,,2,4학년
BIO4921-01,특수연구,정광환,3,,,,0,
BNT3092-01,특수연구II,유양모,3,,,,0,
PHY4203-01,물리특허와기술이전,김현진,1,화 15:00~15:50 [K208],,,1,4학년
PHY4204-01,졸업프로젝트,정명화,3,화 16:30~17:45 [R404],,,1,4학년
ANT4002-01,졸업창작프로젝트I,최용순,1,,,,0,
ANT4006-01,졸업창작프로젝트II,이보아,1,,,,0,
ANT4010-01,졸업창작프로젝트III,김상용,1,,,,0,
PHYG003-01,통계역학,김도현,3,"화,목 10:30~11:45 [K103]",,,2,영어강의
MEEG042-01,통계열역학및미소열전달,김대중,3,"화,목 10:30~11:45 [K204]",,,15,영어강의
ECO2001-01,경제학원론I,이강오,3,"화,목 09:00~10:15 [GN203]",,,16,1학년
ECO2001-02,경제학원론I,허정,3,"화,목 12:00~13:15 [GN102]",,,93,영어강의
ECO2001-03,경제학원론I,이강오,3,"화,목 13:30~14:45 [GN102]",,,62,1학년
ECO2001-04,경제학원론I,"Heshmati, Almas",3,월 09:00~10:15 / 수 10:30~11:45 [GN203],,,16,영어강의
ECO2001-05,경제학원론I,Iris Haydar Doruk,3,월 10:30~11:45 / 수 12:00~13:15 [GN202],,,72,영어강의
ECO2002-01,경제학원론II,전현배,3,"화,목 09:00~10:15 [GN301]",,,48,영어강의
ECO2002-02,경제학원론II,곽노선,3,"화,목 12:00~13:15 [GN202]",,,82,1학년
ECO2002-03,경제학원론II,김영익,3,"화,목 15:00~16:15 [GN202]",,,46,1학년
ECO2002-04,경제학원론II,박정수,3,"화,목 16:30~17:45 [GN201]",,,68,1학년
ECO2002-05,경제학원론II,조장옥,3,"화,목 16:30~17:45 [GN301]",,,24,영어강의
ECO2002-06,경제학원론II,전성훈,3,"수,금 15:00~16:15 [GN202]",,,43,1학년
ECO2002-07,경제학원론II,"Brodersen, Sofie",3,월 09:00~10:15 / 수 10:30~11:45 [GN101],,,243,영어강의
ECO2002-08,경제학원론II,송의영,3,월 15:00~16:15 / 수 16:30~17:45 [GN202],,,127,1학년
ECO2002-09,경제학원론II,김숙영,3,"월,금 16:30~17:45 [GN202]",,,40,1학년
ECO2003-01,경제수리기초,김형욱,3,"수,금 13:30~14:45 [GN202]",,,94,1학년
ECO2003-02,경제수리기초,김형욱,3,"수,금 15:00~16:15 [GN201]",,,84,1학년
ECO2004-01,경제통계학,사공용,3,"화,목 09:00~10:15 [GN202]",,,92,"수학전공,컴퓨터공학전공(불가능)"
ECO2004-02,경제통계학,사공용,3,"화,목 13:30~14:45 [GN202]",,,111,"수학전공,컴퓨터공학전공(불가능)"
ECO2004-03,경제통계학,김윤정,3,월 10:30~11:45 / 수 12:00~13:15 [GN201],,,94,영어강의
ECO4004-01,경제수리통계학,남준우,3,"화,목 10:30~11:45 [GN102]",,,32,3학년
ECO2006-01,미시경제학I,김도영,3,"화,목 12:00~13:15 [GN301]",,,78,영어강의
ECO2006-02,미시경제학I,이강오,3,"화,목 15:00~16:15 [GN301]",,,34,2학년
ECO2006-03,미시경제학I,이진권,3,월 10:30~11:45 / 수 12:00~13:15 [GN301],,,44,영어강의
ECOG010-01,고급미시경제학I,왕규호,3,"화,목 13:30~14:45 [GN304]",,,7,4학년
ECO2007-01,거시경제학I,남주하,3,"수,금 13:30~14:45 [GN201]",,,83,2학년
ECO2007-02,거시경제학I,이윤수,3,"수,금 15:00~16:15 [GN301]",,,36,영어강의
ECO2007-03,거시경제학I,심명규,3,월 10:30~11:45 / 수 12:00~13:15 [GN102],,,65,영어강의
ECO2007-04,거시경제학I,"Heshmati, Almas",3,월 15:00~16:15 / 수 16:30~17:45 [GN301],,,38,영어강의
ECOG020-01,고급거시경제학I,이윤수,3,"수,금 13:30~14:45 [GN304]",,,2,4학년
ECO2008-01,수리경제학,김영철,3,"수,금 13:30~14:45 [GN301]",,,36,2학년
ECO2009-01,계량경제학I,이한식,3,"화,목 10:30~11:45 [GN202]",,,66,2-3학년
ECO2009-02,계량경제학I,최인,3,"화,목 15:00~16:15 [GN201]",,,57,2-3학년
ECOG030-01,고급계량경제학I,최인,3,"화,목 12:00~13:15 [GN304]",,,4,4학년
ECO3001-01,산업경제학,전성훈,3,"수,금 13:30~14:45 [GN102]",,,25,3-4학년
ECO3003-01,기술경제학,전현배,3,"화,목 12:00~13:15 [GN203]",,,15,영어강의
ECO3004-01,도시경제학,김경환,3,"화,목 13:30~14:45 [GN301]",,,44,3-4학년
ECO3005-01,환경경제학,김홍균,3,"화,목 10:30~11:45 [GN201]",,,40,3-4학년
ECO3007-01,농업경제학,사공용,3,"화,목 10:30~11:45 [GN304]",,,9,3-4학년
ECO3008-01,금융경제학,곽노선,3,"화,목 13:30~14:45 [GN201]",,,53,3-4학년
ECO3009-01,공공경제학,김경환,3,"화,목 10:30~11:45 [GN301]",,,51,3-4학년
ECO3010-01,국제무역론,송의영,3,월 10:30~11:45 / 수 12:00~13:15 [GN101],,,76,3-4학년
ECO3011-01,국제금융론,정재식,3,"수,금 13:30~14:45 [GN101]",,,56,3-4학년
ECO4010-01,국제금융시장,박정수,3,"화,목 12:00~13:15 [GN201]",,,58,영어강의
ECO3017-01,국제경제학,김윤정,3,월 09:00~10:15 / 수 10:30~11:45 [GN201],,,51,영어강의
ECO3019-01,인구경제학,"Kim, Young-il",3,"화,목 16:30~17:45 [GN202]",,,21,영어강의
ECO4002-01,거시경제학II,심명규,3,월 15:00~16:15 / 수 16:30~17:45 [GN102],,,16,3-4학년
ECO4005-01,게임이론,왕규호,3,"화,목 15:00~16:15 [GN102]",,,27,3-4학년
ECO4008-01,금융정책,남주하,3,"수,금 15:00~16:15 [GN102]",,,27,3-4학년
ECO4014-01,한국경제론,이인실,3,월 09:00~10:15 / 수 10:30~11:45 [GN301],,,28,3-4학년
ECO4020-01,경제학특강3,허정,3,"화,목 15:00~16:15 [GN203]",,,9,3-4학년
ECO4030-01,행동경제학,Iris Haydar Doruk,3,월 09:00~10:15 / 수 10:30~11:45 [GN102],,,10,영어강의
ECO4031-01,실험경제학,이진권,3,월 15:00~16:15 / 수 16:30~17:45 [GN203],,,10,2-4학년
ECO4033-01,거시경제지표분석(캡스톤디자인),김영익,3,"화,목 16:30~17:45 [GN102]",,,19,2-4학년
ECO4034-01,금융시장행태주의(behavioral)분석,정재식,3,"수,금 09:00~10:15 [GN203]",,,11,3-4학년
BIO1102-01,일반생물학II,이정하,3,월 10:30~11:45 / 수 12:00~13:15 [K305],,,64,1학년
BIO1102-02,일반생물학II,김원선,3,"화,목 09:00~10:15 [K305]",,,71,1학년
BIO1102-03,일반생물학II,한징택,3,"화,목 10:30~11:45 [K307]",,,52,생명과학전공(가능)
BIO1102-04,일반생물학II,"Lee, Hosuk Sean",3,"화,목 12:00~13:15 [K304]",,,19,영어강의
BIO1106-01,일반생물학실험II,"Lee, Hosuk Sean",1,월 13:30~16:15 [K213],,,16,영어강의
BIO1106-02,일반생물학실험II,"Lee, Hosuk Sean",1,월 16:30~19:15 [K213],,,19,영어강의
BIO1106-03,일반생물학실험II,김성룡,1,화 13:30~16:15 [K213],,,15,1학년
BIO1106-04,일반생물학실험II,김정호,1,화 16:30~19:15 [K213],,,10,생명과학전공(가능)
BIO1106-05,일반생물학실험II,김원선,1,수 13:30~16:15 [K213],,,25,생명과학전공(가능)
BIO1106-06,일반생물학실험II,한징택,1,수 16:30~19:15 [K213],,,16,1학년
BIO1106-07,일반생물학실험II,이규호,1,목 13:30~16:15 [K213],,,14,1학년
BIO1106-08,일반생물학실험II,정광환,1,목 16:30~19:15 [K213],,,15,생명과학전공(가능)
BIO1106-09,일반생물학실험II,차혁진,1,금 13:30~16:15 [K213],,,25,1학년
BIO1106-10,일반생물학실험II,김건수,1,금 16:30~19:15 [K213],,,12,1학년
BIO2122-01,현대생물학실험II,이갑열,2,월 13:30~17:15 [R204],,,14,2학년
BIO2122-02,현대생물학실험II,신형두,2,화 13:30~17:15 [R204],,,13,2학년
BIO2122-03,현대생물학실험II,김성룡,2,수 13:30~17:15 [R204],,,13,2학년
BIO2122-04,현대생물학실험II,"이갑열, 신형두",2,목 13:30~17:15 [R204],,,15,2학년
BIO2130-01,기초생화학,정광환,3,월 15:00~16:15 / 수 16:30~17:45 [K208],,,12,생명과학전공(불가능)
BIO2132-01,생화학II,이정국,3,"수,금 09:00~10:15 [K404]",,,53,2학년
BIO2151-01,분자생물학,주봉건,3,월 09:00~10:15 / 수 10:30~11:45 [K307],,,56,2학년
BIO4441-01,분자세포생물학,김정호,3,"화,목 10:30~11:45 [K309]",,,6,3-4학년
BIO2311-01,인체생물학,차혁진,3,월 10:30~11:45 / 수 12:00~13:15 [K306],,,21,영어강의
BIO2701-01,환경과학론,이규호,3,월 12:00~13:15 / 금 10:30~11:45 [K306],,,21,2-4학년
