과목번호-분반,과목명,교수,학점,수업시간/강의실,학년,강의평,담은 인원,비고
LCS2001-05,독일언어와문화I,조한렬,3,"화,목 13:30~14:45 [J325]",전학년,,14,권장학년: 1학년
LCS2002-01,독일언어와문화II,이민수,3,"수,금 13:30~14:45 [J207]",전학년,,10,권장학년: 1-2학년
LCS2003-01,프랑스언어와문화I,조지숙,3,월 09:00~10:15 / 수 10:30~11:45 [J215],전학년,,13,권장학년: 1학년
LCS2003-02,프랑스언어와문화I,임애리,3,"화,목 13:30~14:45 [J202]",전학년,,31,권장학년: 1학년
LCS2003-03,프랑스언어와문화I,이수련,3,"수,금 15:00~16:15 [J217]",전학년,,14,권장학년: 1학년
LCS2003-04,프랑스언어와문화I,이충민,3,"화,목 16:30~17:45 [J207]",전학년,,19,권장학년: 1학년
LCS2003-05,프랑스언어와문화I,전재연,3,월 13:30~14:45 / 금 12:00~13:15 [J209],전학년,,19,권장학년: 1학년
LCS2004-01,프랑스언어와문화II,최현무,3,월 12:00~13:15 / 금 10:30~11:45 [J207],전학년,,15,권장학년: 1학년
LCS2004-02,프랑스언어와문화II,권현정,3,"화,목 15:00~16:15 [J219]",전학년,,14,권장학년: 1학년
LCS2005-01,중국언어와문화I,권도경,3,월 09:00~10:15 / 수 10:30~11:45 [J217],전학년,,10,권장학년: 1학년
LCS2005-02,중국언어와문화I,박연화,3,"화,목 10:30~11:45 [J215]",전학년,,18,권장학년: 1학년
LCS2005-03,중국언어와문화I,박지영,3,월 12:00~13:15 / 금 10:30~11:45 [J215],전학년,,21,권장학년: 1학년
LCS2005-04,중국언어와문화I,이경하,3,"화,목 12:00~13:15 [J215]",전학년,,19,권장학년: 1학년
LCS2006-01,중국언어와문화II,이종금,3,월 15:00~16:15 / 수 16:30~17:45 [J204],전학년,,14,권장학년: 1학년
LCS2006-02,중국언어와문화II,문영희,3,"수,금 15:00~16:15 [J207]",전학년,,12,권장학년: 1학년
LCS2007-01,일본언어와문화I,최은희,3,"수,금 09:00~10:15 [J215]",전학년,,9,권장학년: 1-4학년
LCS2007-02,일본언어와문화I,서명진,3,"화,목 13:30~14:45 [J215]",전학년,,14,권장학년: 1-4학년
LCS2007-03,일본언어와문화I,신미영,3,월 12:00~13:15 / 금 10:30~11:45 [J217],전학년,,14,권장학년: 1-4학년
LCS2008-01,일본언어와문화II,송현아,3,월 15:00~16:15 / 수 16:30~17:45 [J217],전학년,,9,권장학년: 1-4학년
ENG4099-01,개별연구논문,김영주,3,목 18:00~20:45 [J114],"3,4학년",,1,권장학년: 3-4학년
ENGG004-01,19세기영국문학프로세미나,"Bonfiglio, Richard Paul",3,화 15:00~18:00 [J111],"3,4학년",,0,영어강의
ENGG204-01,음운론 I,정인기,3,월 15:00~18:00 [J616],"3,4학년",,0,권장학년: 3-4학년
HIS2002-01,현대세계의역사적이해,이종훈,3,"화,목 15:00~16:15 [J325]",전학년,,18,권장학년: 1-2학년
HIS2003-01,한국사개론,김아네스,3,월 09:00~10:15 / 수 10:30~11:45 [J327],전학년,,16,권장학년: 2-4학년
HIS2004-01,동아시아사개론,전인갑,3,"화,목 12:00~13:15 [J307]",전학년,,31,권장학년: 2-4학년
HIS2005-01,서양사개론,박효근,3,"화,목 13:30~14:45 [J209]",전학년,,30,권장학년: 2-4학년
HIS3006-01,중국고대사,정면,3,"수,금 15:00~16:15 [J107]",전학년,,29,권장학년: 2-4학년
HIS3010-01,중국현대사,전인갑,3,"화,목 15:00~16:15 [J307]",전학년,,19,권장학년: 2-4학년
PHI3036-01,중국근현대철학사,류희성,3,"화,목 12:00~13:15 [J315]",전학년,,5,권장학년: 2-4학년
HIS3012-01,근대일본의형성,정녕,3,월 13:30~14:45 / 금 12:00~13:15 [J602],전학년,,18,권장학년: 1-4학년
HIS3020-01,오리엔트문명사,오흥식,3,"월,금 16:30~17:45 [J325]",전학년,,18,권장학년: 2-4학년
HIS3025-01,프랑스혁명과나폴레옹시대사,백인호,3,"화,목 12:00~13:15 [J204]",전학년,,10,권장학년: 2-4학년
HIS3038-01,현대미국의역사적이해,권은혜,3,월 13:30~14:45 / 금 12:00~13:15 [J102],전학년,,17,영어강의
HIS3049-01,한국독립운동사,최기영,3,"화,목 10:30~11:45 [J327]",전학년,,14,권장학년: 2-4학년
HIS3052-01,한국금석학,조범환,3,"화,목 15:00~16:15 [J323]",전학년,,2,권장학년: 2-4학년
HIS3060-01,동아시아의국제질서,전용만,3,"화,목 10:30~11:45 [J307]",전학년,,22,권장학년: 2-4학년
HIS3062-01,서양문화사,백인호,3,월 15:00~16:15 / 수 16:30~17:45 [J313],전학년,,3,영어강의
HIS3073-01,문화유산현장실습4,계승범,1,화 16:30~18:15 [J118],전학년,,22,권장학년: 1-4학년
HIS3080-01,EU의역사,윤석준,3,"화,목 09:00~10:15 [J215]",전학년,,10,권장학년: 2-4학년
HIS4003-01,한국사특강3,조범환,3,월 10:30~11:45 / 수 12:00~13:15 [J323],전학년,,4,권장학년: 3-4학년
HIS4014-01,서양사특강3,임지현,3,"수,금 13:30~14:45 [J315]",전학년,,6,권장학년: 2-4학년
HIS4018-01,서양사명저해제2,백인호,3,"화,목 09:00~10:15 [J204]",전학년,,3,권장학년: 3-4학년
HIS4031-01,역사학논문쓰기,계승범,3,"화,목 13:30~14:45 [J319]",전학년,,1,권장학년: 3-4학년
HISG001-01,역사연구연습,임상우,3,수 15:00~18:00 [J925],전학년,,1,권장학년: 3-4학년
HISG305-01,서양현대사연습,임지현,3,목 15:00~18:00 [J909],전학년,,0,권장학년: 3-4학년
HISQ983-01,역사교과교재연구및지도법,백은진,3,월 10:30~11:45 / 수 12:00~13:15 [J321],전학년,,0,권장학년: 2-4학년
PHI2001-01,철학개론,서상복,3,"수,금 15:00~16:15 [J102]",전학년,,46,권장학년: 2-4학년
PHI2004-01,한국철학사,조성환,3,"월,금 16:30~17:45 [J215]",전학년,,16,권장학년: 2-4학년
PHI2007-01,인식론,석기용,3,"수,금 09:00~10:15 [J107]",전학년,,26,권장학년: 2-4학년
PHI3003-01,서양근대철학사,"Kim, Halla",3,"화,목 10:30~11:45 [J204]",전학년,,11,영어강의
PHI3004-01,서양현대철학사,서동욱,3,월 10:30~11:45 / 수 12:00~13:15 [J107],전학년,,19,권장학년: 2-4학년
PHI3010-01,영국경험론,김종원,3,"수,금 13:30~14:45 [J217]",전학년,,21,권장학년: 2-4학년
PHI3027-01,과학철학,김영건,3,"화,목 15:00~16:15 [J102]",전학년,,30,권장학년: 2-4학년
PHI3039-01,불가철학,김진영,3,"화,목 12:00~13:15 [J102]",전학년,,21,권장학년: 2-4학년
PHI3044-01,양명학,정종모,3,"화,목 13:30~14:45 [J315]",전학년,,9,권장학년: 2-4학년
PHI4003-01,스콜라철학,이상섭,3,월 15:00~16:15 / 수 16:30~17:45 [J325],전학년,,7,권장학년: 2-4학년
PHI4009-01,윤리학특강,홍우람,3,"화,목 15:00~16:15 [J317]",전학년,,3,권장학년: 2-4학년
PHI4018-01,중국철학특강,박혜순,3,"화,목 09:00~10:15 [J313]","2,3,4학년",,6,권장학년: 2-4학년
PHI4036-01,동양철학의원리,정재현,3,"화,목 16:30~17:45 [J317]",전학년,,3,권장학년: 1-4학년
PHIG081-01,서양철학연습,서동욱,3,월 15:00~18:00 [J323],"3,4학년",,3,권장학년: 1-4학년
MAT1060-01,미적분학실습II,김종락,1,수 15:30~17:20 [RA205],전학년,,12,권장학년: 1학년
MAT1060-02,미적분학실습II,김종락,1,월 15:00~16:50 [RA205],전학년,,14,권장학년: 1학년
MAT1060-03,미적분학실습II,김종락,1,월 17:00~18:50 [RA205],전학년,,8,권장학년: 1학년
MAT1060-04,미적분학실습II,김종락,1,수 13:30~15:20 [RA205],전학년,,14,권장학년: 1학년
MAT1060-05,미적분학실습II,김종락,1,금 13:30~15:20 [RA205],전학년,,5,권장학년: 1학년
MAT1060-06,미적분학실습II,김종락,1,금 15:30~17:20 [RA205],전학년,,9,권장학년: 1학년
MAT2110-01,선형대수학,조상현,3,월 09:00~10:15 / 수 10:30~11:45 [RA308],전학년,,28,공학인증
MAT2110-02,선형대수학,최미란,3,"화,목 13:30~14:45 [RA408]",전학년,,30,공학인증
MAT2110-03,선형대수학,김영경,3,"수,금 13:30~14:45 [RA308]",전학년,,32,권장학년: 2학년
MATG110-01,고급선형대수학,오영탁,3,월 15:00~16:15 / 수 16:30~17:45 [R1418],전학년,,7,권장학년: 4학년
MAT2120-01,정수론,조장현,3,"화,목 15:00~16:15 [RA408]",전학년,,44,공학인증
MAT2120-02,정수론,조성희,3,월 09:00~10:15 / 수 10:30~11:45 [RA310],전학년,,29,공학인증
MAT2220-01,고등미적분학II,이영란,3,월 10:30~11:45 / 수 12:00~13:15 [RA308],전학년,,36,권장학년: 2학년
MAT2220-02,고등미적분학II,김현석,3,"화,목 10:30~11:45 [RA308]",전학년,,18,권장학년: 2학년
MAT2230-01,미분방정식,박성호,3,"화,목 10:30~11:45 [RA408]",전학년,,38,권장학년: 2학년
MAT2230-02,미분방정식,신창언,3,"수,금 13:30~14:45 [RA408]",전학년,,25,권장학년: 2학년
MAT2420-01,응용수학II,조성희,3,"수,금 09:00~10:15 [RA310]",전학년,,18,공학인증
MAT2420-02,응용수학II,조성희,3,"수,금 13:30~14:45 [RA310]",전학년,,18,공학인증
MAT2510-01,푸리에해석및응용,임경수,3,"화,목 09:00~10:15 [RA408]",전학년,,7,권장학년: 2-4학년
MAT3020-01,통계학입문,임경필,3,월 09:00~10:15 / 수 10:30~11:45 [RA408],전학년,,20,공학인증
MAT3020-02,통계학입문,임경필,3,"화,목 09:00~10:15 [RA308]",전학년,,20,공학인증
MAT3310-01,현대기하학,김종수,3,"화,목 13:30~14:45 [RA406B]",전학년,,7,권장학년: 3-4학년
MAT3410-01,확률론입문,김현석,3,"화,목 12:00~13:15 [RA308]",전학년,,15,권장학년: 3-4학년
MAT3420-01,금융수학,이재성,3,"화,목 15:00~16:15 [RA410]",전학년,,17,권장학년: 3-4학년
MAT4120-01,추상대수학II,오영탁,3,월 10:30~11:45 / 수 12:00~13:15 [RA310],전학년,,9,권장학년: 3학년
MAT4220-01,복소수함수론II,정순영,3,"화,목 13:30~14:45 [RA406A]",전학년,,8,권장학년: 3학년
MAT4320-01,위상수학개론I,조장현,3,월 12:00~13:15 / 금 10:30~11:45 [RA408],전학년,,30,영어강의
MAT4510-01,학부개별연구,김현석,3,,"3,4학년",,0,
MATG220-01,실해석학II,신창언,3,"화,목 10:30~11:45 [R1412]",전학년,,2,권장학년: 4학년
MATQ982-01,수학교과논리및논술,김구연,3,"화,목 15:00~16:15 [J126]",전학년,,3,권장학년: 2-4학년
MATQ983-01,수학교과교재연구및지도법,김구연,3,"화,목 12:00~13:15 [J126]",전학년,,3,영어강의
PHY1002-01,일반물리II,조규만,3,월 09:00~10:15 / 수 10:30~11:45 [RA410],전학년,,29,권장학년: 1학년
PHY1002-02,일반물리II,김도현,3,"수,금 09:00~10:15 [RA204]",전학년,,42,영어강의
PHY1002-03,일반물리II,이범훈,3,월 12:00~13:15 / 금 10:30~11:45 [RA410],전학년,,48,권장학년: 1학년
PHY1002-04,일반물리II,손원민,3,"화,목 09:00~10:15 [K305]",전학년,,39,공학인증
PHY1002-05,일반물리II,임채호,3,"화,목 10:30~11:45 [RA310]",전학년,,37,권장학년: 1학년
PHY1002-06,일반물리II,김도석,3,"화,목 12:00~13:15 [RA410]",전학년,,44,공학인증
PHY1002-07,일반물리II,박영재,3,"화,목 15:00~16:15 [RA310]",전학년,,63,권장학년: 1학년
PHY1002-08,일반물리II,정명화,3,"수,금 15:00~16:15 [RA410]",전학년,,49,영어강의
PHY1102-01,일반물리실험II,손원민,1,월 13:30~15:20 [R103],전학년,,11,권장학년: 1학년
PHY1102-02,일반물리실험II,임채호,1,월 13:30~15:20 [R107],전학년,,11,권장학년: 1학년
PHY1102-03,일반물리실험II,박정혁,1,월 15:30~17:20 [R103],전학년,,12,공학인증
PHY1102-04,일반물리실험II,이범훈,1,월 15:30~17:20 [R107],전학년,,15,권장학년: 1학년
PHY1102-05,일반물리실험II,정현식,1,월 17:30~19:20 [R103],전학년,,14,공학인증
PHY1102-06,일반물리실험II,김도현,1,월 17:30~19:20 [R107],전학년,,14,공학인증
PHY1102-07,일반물리실험II,정현식,1,화 13:30~15:20 [R103],전학년,,9,권장학년: 1학년
PHY1102-08,일반물리실험II,이범훈,1,화 13:30~15:20 [R107],전학년,,5,권장학년: 1학년
PHY1102-09,일반물리실험II,김도석,1,화 15:30~17:20 [R103],전학년,,9,권장학년: 1학년
PHY1102-10,일반물리실험II,이현철,1,화 15:30~17:20 [R107],전학년,,12,권장학년: 1학년
PHY1102-11,일반물리실험II,임채호,1,화 17:30~19:20 [R103],전학년,,13,권장학년: 1학년
PHY1102-12,일반물리실험II,손원민,1,화 17:30~19:20 [R107],전학년,,14,권장학년: 1학년
PHY1102-13,일반물리실험II,김원태,1,수 13:30~15:20 [R103],전학년,,15,권장학년: 1학년
PHY1102-14,일반물리실험II,박영재,1,수 13:30~15:20 [R107],전학년,,11,권장학년: 1학년
PHY1102-15,일반물리실험II,김원태,1,수 15:30~17:20 [R103],전학년,,21,공학인증
PHY1102-16,일반물리실험II,이현철,1,수 15:30~17:20 [R107],전학년,,15,공학인증
PHY1102-17,일반물리실험II,이범훈,1,목 13:30~15:20 [R103],전학년,,12,권장학년: 1학년
PHY1102-18,일반물리실험II,이현철,1,목 13:30~15:20 [R107],전학년,,9,권장학년: 1학년
PHY1102-19,일반물리실험II,김도현,1,목 15:30~17:20 [R103],전학년,,9,권장학년: 1학년
PHY1102-20,일반물리실험II,조규만,1,목 15:30~17:20 [R107],전학년,,12,권장학년: 1학년
PHY1102-21,일반물리실험II,임채호,1,목 17:30~19:20 [R103],전학년,,12,권장학년: 1학년
PHY1102-22,일반물리실험II,손원민,1,목 17:30~19:20 [R107],전학년,,9,권장학년: 1학년
PHY1102-23,일반물리실험II,김원태,1,금 13:30~15:20 [R103],전학년,,13,권장학년: 1학년
PHY1102-24,일반물리실험II,박영재,1,금 13:30~15:20 [R107],전학년,,10,권장학년: 1학년
PHY1102-25,일반물리실험II,박영재,1,금 15:30~17:20 [R103],전학년,,14,공학인증
PHY1102-26,일반물리실험II,김도현,1,금 15:30~17:20 [R107],전학년,,17,공학인증
PHY2002-01,역학II,이현철,3,"수,금 13:30~14:45 [RA406A]",전학년,,6,권장학년: 2-4학년
MEE3002-01,열역학II,정시영,3,"화,목 12:00~13:15 [AS305]","3,4학년",,6,권장학년: 2-3학년
PHY2004-01,전자기학II,손원민,3,월 12:00~13:15 / 금 10:30~11:45 [K305],전학년,,18,영어강의
PHY2006-01,수리물리학II,김원태,3,"화,목 13:30~14:45 [RA310]",전학년,,12,영어강의
PHY2007-01,전자물리학I,이기진,3,"화,목 12:00~13:15 [RA406A]",전학년,,7,권장학년: 2학년
PHY2009-01,현대물리학,정현식,3,"화,목 09:00~10:15 [RA410]",전학년,,15,권장학년: 2학년
PHY2102-01,실험물리학II,정명화,2,월 15:00~18:50 [R110],전학년,,5,권장학년: 2학년
PHY2102-02,실험물리학II,김도석,2,수 15:00~18:50 [R110],전학년,,5,권장학년: 2학년
PHY2102-03,실험물리학II,조규만,2,금 15:00~18:50 [R110],전학년,,3,권장학년: 2학년
PHY3002-01,양자물리학II,조규만,3,월 10:30~11:45 / 수 12:00~13:15 [RA410],전학년,,10,권장학년: 3학년
PHY3004-01,통계물리학,박정혁,3,"수,금 13:30~14:45 [RA410]",전학년,,9,권장학년: 3학년
PHY3102-01,실험물리학Ⅳ,이기진,2,월 15:00~18:50 [R108],전학년,,5,권장학년: 3학년
PHY3102-02,실험물리학Ⅳ,조규만,2,수 15:00~18:50 [R108],전학년,,2,권장학년: 3학년
PHY3102-03,실험물리학Ⅳ,정현식,2,금 15:00~18:50 [R108],전학년,,3,권장학년: 3학년
PHY3502-01,물리캡스톤디자인II,한도석,3,"수,금 15:00~16:15 [RA310]","2,3,4학년",,6,권장학년: 2-4학년
PHY4003-01,현대광학I,김도석,3,"화,목 13:30~14:45 [RA410]",전학년,,3,영어강의
PHY4005-01,기초입자이론I,이범훈,3,월 13:30~14:45 / 금 12:00~13:15 [RA406A],전학년,,5,권장학년: 4학년
PHY4016-01,디스플레이물리,이기진,3,"화,목 10:30~11:45 [RA406A]","2,3,4학년",,7,권장학년: 3-4학년
PHY4201-01,특수연구,정명화,3,화 16:30~17:45 [R404],"3,4학년",,2,권장학년: 4학년
BIO4921-01,특수연구,정광환,3,,전학년,,0,
BNT3092-01,특수연구II,유양모,3,,4학년,,0,
PHY4203-01,물리특허와기술이전,김현진,1,화 15:00~15:50 [K208],전학년,,1,권장학년: 4학년
PHY4204-01,졸업프로젝트,정명화,3,화 16:30~17:45,"3,4학년",,0,권장학년: 4학년
ANT4002-01,졸업창작프로젝트I,최용순,1,,전학년,,0,
ANT4006-01,졸업창작프로젝트II,이보아,1,,전학년,,0,
ANT4010-01,졸업창작프로젝트III,김상용,1,,전학년,,0,
PHYG003-01,통계역학,김도현,3,월 10:30~11:45 / 수 12:00~13:15 [K508],4학년,,1,영어강의
ECO2001-01,경제학원론I,Iris Haydar Doruk,3,월 09:00~10:15 / 수 10:30~11:45 [K502],전학년,,53,영어강의
ECO2001-02,경제학원론I,"Heshmati, Almas",3,월 15:00~16:15 / 수 16:30~17:45 [K507],전학년,,8,영어강의
ECO2001-03,경제학원론I,허정,3,"화,목 12:00~13:15 [K403]",전학년,,99,영어강의
ECO2001-04,경제학원론I,안태현,3,월 10:30~11:45 / 수 12:00~13:15 [K501],전학년,,79,영어강의
ECO2001-06,경제학원론I,"Brodersen, Sofie",3,"화,목 09:00~10:15 [K406]",전학년,,15,영어강의
ECO2002-01,경제학원론II,송의영,3,월 15:00~16:15 / 수 16:30~17:45 [K509],1학년,,25,권장학년: 1학년
ECO2002-02,경제학원론II,박정수,3,"화,목 12:00~13:15 [K406]",1학년,,21,권장학년: 1학년
ECO2002-03,경제학원론II,전성훈,3,"수,금 15:00~16:15 [K405]",전학년,,42,권장학년: 1학년
ECO2002-04,경제학원론II,조장옥,3,"화,목 09:00~10:15 [K405]",전학년,,32,영어강의
ECO2002-05,경제학원론II,남성일,3,"화,목 10:30~11:45 [K501]",전학년,,82,권장학년: 1학년
ECO2002-06,경제학원론II,변기석,3,월 12:00~13:15 / 금 10:30~11:45 [K503],전학년,,99,권장학년: 1학년
ECO2002-07,경제학원론II,변기석,3,"화,목 15:00~16:15 [K503]",전학년,,92,권장학년: 1학년
ECO2002-08,경제학원론II,장동구,3,"화,목 16:30~17:45 [K405]",전학년,,15,권장학년: 1학년
ECO2002-09,경제학원론II,심명규,3,월 10:30~11:45 / 수 12:00~13:15 [K302],전학년,,56,영어강의
ECO2002-10,경제학원론II,김지혜,3,월 13:30~14:45 / 금 12:00~13:15 [K407],전학년,,26,권장학년: 1학년
ECO2003-01,경제수리기초,조원기,3,"화,목 09:00~10:15 [K501]",전학년,,72,영어강의
ECO2004-01,경제통계학,김윤정,3,월 09:00~10:15 / 수 10:30~11:45 [K401],전학년,,61,영어강의
ECO2004-02,경제통계학,사공용,3,"수,금 09:00~10:15 [K503]",전학년,,45,권장학년: 1학년
ECO2004-03,경제통계학,사공용,3,"수,금 13:30~14:45 [K503]",전학년,,77,권장학년: 1학년
ECO2004-04,경제통계학,이영훈,3,"화,목 13:30~14:45 [K507]",전학년,,40,권장학년: 1학년
ECO4004-01,경제수리통계학,남준우,3,"화,목 10:30~11:45 [K505]",전학년,,11,권장학년: 3학년
ECO2006-01,미시경제학I,Iris Haydar Doruk,3,"수,금 09:00~10:15 [K507]",전학년,,18,영어강의
ECO2006-02,미시경제학I,왕규호,3,"화,목 15:00~16:15 [K401]",전학년,,33,권장학년: 2학년
ECO2006-03,미시경제학I,김도영,3,"화,목 12:00~13:15 [K401]",전학년,,57,영어강의
ECOG010-01,고급미시경제학I,이진권,3,월 15:00~16:15 / 수 16:30~17:45 [K204],전학년,,2,권장학년: 4학년
ECO2007-01,거시경제학I,이윤수,3,"수,금 15:00~16:15 [K401]",전학년,,48,영어강의
ECO2007-02,거시경제학I,"Heshmati, Almas",3,"수,금 09:00~10:15 [K509]",전학년,,3,영어강의
ECO2007-03,거시경제학I,남주하,3,"수,금 13:30~14:45 [K501]",전학년,,44,권장학년: 2학년
ECO2007-04,거시경제학I,조장옥,3,"화,목 10:30~11:45 [K405]",전학년,,27,권장학년: 2학년
ECOG020-01,고급거시경제학I,이윤수,3,"수,금 13:30~14:45 [K505]",전학년,,4,권장학년: 4학년
ECO2008-01,수리경제학,조원기,3,"수,금 09:00~10:15 [K501]",전학년,,31,영어강의
ECO2009-01,계량경제학I,이한식,3,"화,목 10:30~11:45 [K403]",전학년,,38,권장학년: 2-3학년
ECO2009-02,계량경제학I,최인,3,"화,목 13:30~14:45 [K403]",전학년,,35,권장학년: 2-3학년
ECOG030-01,고급계량경제학I,남준우,3,"화,목 15:00~16:15 [K505]",전학년,,2,권장학년: 4학년
ECO3001-01,산업조직론,전성훈,3,"수,금 13:30~14:45 [K401]",전학년,,11,권장학년: 3-4학년
ECO3002-01,노동경제학,안태현,3,월 09:00~10:15 / 수 10:30~11:45 [K501],전학년,,44,영어강의
ECO3005-01,환경경제학,김홍균,3,"화,목 10:30~11:45 [K401]",전학년,,23,권장학년: 3-4학년
ECO3007-01,농업경제학,사공용,3,"수,금 15:00~16:15 [K507]",전학년,,12,권장학년: 3-4학년
ECO3008-01,금융경제학,장동구,3,"화,목 15:00~16:15 [K405]",전학년,,11,권장학년: 3-4학년
ECO3010-01,국제무역론,송의영,3,월 10:30~11:45 / 수 12:00~13:15 [K503],전학년,,36,권장학년: 3-4학년
ECO3010-02,국제무역론,허정,3,"화,목 15:00~16:15 [K302]",전학년,,50,영어강의
ECO3017-01,국제경제학,김윤정,3,월 10:30~11:45 / 수 12:00~13:15 [K401],전학년,,28,영어강의
ECO3018-01,경제학도를위한영어쓰기와말하기,"Kim, Young-il",3,"화,목 12:00~13:15 [K505]",전학년,,4,영어강의
ECO4005-01,게임이론,왕규호,3,"화,목 13:30~14:45 [K401]",전학년,,31,권장학년: 3-4학년
