과목번호-분반,과목명,교수,학점,수업시간/강의실,학년,강의평,담은 인원,비고
HISQ981-01,역사교과교육론,김민정,3,"화,목 12:00~13:15 [J323]",3-4학년,,5,교직이수자만 전공학점으로 인정
HISQ982-01,역사교과논리및논술,김민정,3,"화,목 15:00~16:15 [J323]",2-4학년,,6,"영어강의, 교직이수자만 전공학점으로 인정"
PHI2002-01,동양철학개론,이임찬,3,"화,목 13:30~14:45 [J215]",2-4학년,,48,
PHI2003-01,서양철학사,서동욱,3,"월,수 10:30~11:45 [J107]",2-4학년,,58,
PHI3002-01,서양중세철학사,이상섭,3,"화,목 12:00~13:15 [J311]",2-4학년,,31,
PHI3003-01,서양근대철학사,"Kim, Halla",3,"화,목 10:30~11:45 [J315]",2-4학년,,19,영어강의
PHI2005-01,논리학개론,오은영,3,"화,목 10:30~11:45 [J102]",2-4학년,,92,
PHI2006-01,형이상학,박병준,3,"월,수 10:30~11:45 [J120]",2-4학년,,14,
PHI3027-01,과학철학,김영건,3,"화,목 15:00~16:15 [J107]",2-4학년,,71,
PHI3029-01,종교철학,서동욱,3,"월,수 16:30~17:45 [J106]",2-4학년,,30,
PHI3030-01,언어철학,김준걸,3,"화,목 13:30~14:45 [J102]",2-4학년,,31,영어강의
PHI3033-01,"선진,한철학사",정재현,3,"월,수 12:00~13:15 [J107]",2-4학년,,44,영어강의
PHI3036-01,중국근현대철학사,류희성,3,월 13:30~16:15 [J108],2-4학년,,28,
PHI4001-01,소크라테스이전철학과소크라테스철학,전헌상,3,"화,목 16:30~17:45 [J107]",2-4학년,,52,
PHI4037-01,서양철학의원리,이상섭,3,"화,목 15:00~16:15 [J120]",1-4학년,,9,Honors과목
PHIQ981-01,철학교과논리및논술,김민정,3,"화,목 15:00~16:15 [J323]",2-4학년,,0,"영어강의, 교직이수자만 전공학점으로 인정"
PHIQ982-01,철학교과교육론,김민정,3,"화,목 12:00~13:15 [J323]",3-4학년,,1,교직이수자만 전공학점으로 인정
MAT1050-01,미적분학실습I,이영란,1,월 13:30~15:20 [RA205],1학년,,28,실습과목(RA205)
MAT1050-02,미적분학실습I,이영란,1,월 15:30~17:20 [RA205],1학년,,24,실습과목(RA205)
MAT1050-03,미적분학실습I,김종락,1,수 15:00~16:50 [RA205],1학년,,24,실습과목(RA205)
MAT1050-04,미적분학실습I,김종락,1,수 17:00~18:50 [RA205],1학년,,20,실습과목(RA205)
MAT1050-05,미적분학실습I,이영란,1,금 10:30~12:20 [RA205],1학년,,32,실습과목(RA205)
MAT2010-01,집합론,이종범,3,"수,금 09:00~10:15 [R1418]",2학년,,22,"영어강의, 공학인증"
MAT2010-02,집합론,신창언,3,"수,금 13:30~14:45 [RA408]",2학년,,64,공학인증
MAT2110-01,선형대수학,조상현,3,"수,금 09:00~10:15 [RA406B]",2학년,,59,공학인증
MAT2110-02,선형대수학,조성희,3,"화,목 10:30~11:45 [RA406B]",2학년,,83,공학인증
MAT2110-03,선형대수학,"Ho, Pak Tung",3,"화,목 09:00~10:15 [RA406B]",2학년,,74,"영어강의, 공학인증"
MAT2110-04,선형대수학,조성희,3,"화,목 12:00~13:15 [RA406B]",2학년,,59,공학인증
MAT2110-05,선형대수학,한상현,3,"화,목 13:30~14:45 [RA308]",2학년,,80,공학인증
MAT2210-01,고등미적분학I,김현석,3,"화,목 10:30~11:45 [RA308]",2학년,,64,고미연습 화요일 오후 7:00~8:30
MAT2210-02,고등미적분학I,이영란,3,"월,수 10:30~11:45 [RA408]",2학년,,57,고미연습 월요일 오후 7:00~8:30
MAT2410-01,응용수학I,유지현,3,"화,목 09:00~10:15 [K303]",2학년,,72,"공학인증, 홀짝구분, 컴퓨터공학전공가능(홀수학번), 통계학입문과 동등과목, 컴퓨터공학전공만 가능, 통계학입문(MAT3020)과 동등한 과목"
MAT2410-02,응용수학I,하구용,3,"수,금 09:00~10:15 [RA310]",2학년,,69,"공학인증, 홀짝구분, 컴퓨터공학전공가능(짝수학번), 통계학입문과 동등과목, 컴퓨터공학전공만 가능, 통계학입문(MAT3020)과 동등한 과목"
MAT3020-01,통계학입문,최정아,3,"화,목 12:00~13:15 [RA308]",2학년,,67,"컴퓨터공학 1전공학생수강불가(응용수학I과 동등과목), 응용수학I(MAT2410)과 동등한 과목임"
MAT3110-01,이산수학,오영탁,3,"월,수 16:30~17:45 [RA410]",3-4학년,,51,
MAT3430-01,응용통계학및실습,임경필,3,"화,목 09:00~10:15 [RA205]",3-4학년,,29,실습과목(RA205)
MAT3430-02,응용통계학및실습,임경필,3,"화,목 12:00~13:15 [RA205]",3-4학년,,25,실습과목(RA205)
MAT3440-01,통신수학,김종락,3,"월,수 10:30~11:45 [K208]",3-4학년,,22,
MAT4110-01,추상대수학I,오영탁,3,"월,수 10:30~11:45 [RA410]",3학년,,44,
MAT4110-02,추상대수학I,박진형,3,"화,목 15:00~16:15 [RA408]",3학년,,29,영어강의
MAT4210-01,복소수함수론I,조상현,3,"월,수 12:00~13:15 [RA406B]",3학년,,63,
MAT4310-01,미분기하학,김종수,3,"화,목 13:30~14:45 [RA310]",3학년,,66,
MAT4330-01,위상수학개론II,조장현,3,"수,금 13:30~14:45 [RA310]",4학년,,16,구MATG320/구 위상수학특론의대체과목
MAT4510-01,학부개별연구,이영란,3,,3-4학년,,0,"특수연구, 전공학점으로 인정되지 않음"
MATG210-01,실해석학I,신창언,3,"화,목 10:30~11:45 [RA408]",4학년,,25,"영어강의, 학부-대학원 연계과목, 대학원초급과목,구MAT5210"
MATQ981-01,수학교과교육론,김구연,3,"화,목 12:00~13:15 [J609]",3-4학년,,4,"영어강의, 교직이수자만 전공과목 인정, 교직이수자만 전공학점으로 인정"
PHY1001-01,일반물리I,이현철,3,"월,수 12:00~13:15 [RA310]",1학년,,106,
PHY1001-02,일반물리I,Scopel Stefano,3,"월,수 16:30~17:45 [AS510]",1학년,,85,영어강의
PHY1001-03,일반물리I,이기진,3,"화,목 09:00~10:15 [AS414]",1학년,,109,
PHY1001-04,일반물리I,정현식,3,"화,목 10:30~11:45 [R404]",1학년,,62,물리전공 전용반
PHY1001-05,일반물리I,정명화,3,"화,목 12:00~13:15 [K203]",1학년,,165,
PHY1001-06,일반물리I,유효빈,3,"화,목 13:30~14:45 [AS414]",1학년,,96,
PHY1001-07,일반물리I,장준익,3,"화,목 15:00~16:15 [AS510]",1학년,,90,
PHY1001-08,일반물리I,박영재,3,"수,금 09:00~10:15 [AS414]",1학년,,87,
PHY1001-09,일반물리I,손원민,3,"수,금 13:30~14:45 [K202]",1학년,,83,"공학인증, 공학인증"
PHY1001-10,일반물리I,손원민,3,"수,금 15:00~16:15 [K202]",1학년,,87,
PHY1101-01,일반물리실험I,김도석,1,월 13:30~15:20 [R103],1학년,,36,
PHY1101-02,일반물리실험I,김원태,1,월 13:30~15:20 [R107],1학년,,58,
PHY1101-03,일반물리실험I,김도석,1,월 15:30~17:20 [R103],1학년,,20,
PHY1101-04,일반물리실험I,이범훈,1,월 15:30~17:20 [R107],1학년,,28,
PHY1101-05,일반물리실험I,장준익,1,월 17:30~19:20 [R103],1학년,,25,
PHY1101-06,일반물리실험I,정명화,1,월 17:30~19:20 [R107],1학년,,15,
PHY1101-07,일반물리실험I,이기진,1,화 13:30~15:20 [R103],1학년,,28,
PHY1101-08,일반물리실험I,정현식,1,화 13:30~15:20 [R107],1학년,,24,
PHY1101-09,일반물리실험I,유효빈,1,화 15:30~17:20 [R103],1학년,,19,
PHY1101-10,일반물리실험I,손원민,1,화 15:30~17:20 [R107],1학년,,45,
PHY1101-11,일반물리실험I,정명화,1,화 17:30~19:20 [R103],1학년,,24,
PHY1101-12,일반물리실험I,유효빈,1,화 17:30~19:20 [R107],1학년,,15,
PHY1101-13,일반물리실험I,Scopel Stefano,1,수 13:30~15:20 [R103],1학년,,23,영어강의
PHY1101-14,일반물리실험I,양상모,1,수 13:30~15:20 [R107],1학년,,37,
PHY1101-15,일반물리실험I,김원태,1,수 15:30~17:20 [R103],1학년,,41,
PHY1101-16,일반물리실험I,이현철,1,수 15:30~17:20 [R107],1학년,,39,
PHY1101-17,일반물리실험I,양상모,1,수 17:30~19:20 [R103],1학년,,39,
PHY1101-18,일반물리실험I,이현철,1,수 17:30~19:20 [R107],1학년,,29,공학인증
PHY1101-19,일반물리실험I,손원민,1,목 13:30~15:20 [R103],1학년,,25,
PHY1101-20,일반물리실험I,이현철,1,목 13:30~15:20 [R107],1학년,,25,
PHY1101-21,일반물리실험I,유효빈,1,목 15:30~17:20 [R103],1학년,,41,
PHY1101-22,일반물리실험I,김원태,1,목 15:30~17:20 [R107],1학년,,25,
PHY1101-23,일반물리실험I,이범훈,1,목 17:30~19:20 [R103],1학년,,21,
PHY1101-24,일반물리실험I,양상모,1,목 17:30~19:20 [R107],1학년,,19,공학인증
PHY1101-25,일반물리실험I,Scopel Stefano,1,금 13:30~15:20 [R103],1학년,,17,영어강의
PHY1101-26,일반물리실험I,유효빈,1,금 13:30~15:20 [R107],1학년,,22,
PHY1101-27,일반물리실험I,Scopel Stefano,1,금 15:30~17:20 [R103],1학년,,23,영어강의
PHY1101-28,일반물리실험I,이범훈,1,금 15:30~17:20 [R107],1학년,,22,
PHY1101-29,일반물리실험I,유효빈,1,금 17:30~19:20,1학년,,16,
PHY1101-30,일반물리실험I,양상모,1,금 17:30~19:20,1학년,,17,
PHY2001-01,역학I,Scopel Stefano,3,"수,금 09:00~10:15 [AS303]",2학년,,57,영어강의
MEE2022-01,열역학I,정시영,3,"화,목 10:30~11:45 [K507]",2학년,,62,"홀짝구분, 홀수학번"
MEE2022-02,열역학I,김대중,3,"화,목 10:30~11:45 [K202]",2학년,,48,"영어강의, 홀짝구분, 짝수학번"
PHY2003-01,전자기학I,김원태,3,"화,목 13:30~14:45 [RA406B]",2학년,,55,"영어강의, (=전자공학과 전자장론I, 둘 중 한과목만 학점인정)"
PHY2004-01,전자기학II,이범훈,3,"수,금 13:30~14:45 [AS311]",2학년,,19,영어강의
PHY2005-01,수리물리학I,이현철,3,"월,수 10:30~11:45 [RA406B]",2학년,,64,영어강의
PHY2101-01,실험물리학I,양상모,2,월 15:00~18:50 [R110],2학년,,19,
PHY2101-02,실험물리학I,정명화,2,수 15:00~18:50 [R110],2학년,,17,
PHY2101-03,실험물리학I,이기진,2,목 15:00~18:50 [R110],2학년,,14,
PHY2101-04,실험물리학I,김도석,2,금 15:00~18:50 [R110],2학년,,12,
PHY3001-01,양자물리학I,김도석,3,"월,수 12:00~13:15 [RA410]",3학년,,42,
PHY3003-01,열역학,이기진,3,"화,목 12:00~13:15 [AS412]",3학년,,49,
CBE3002-01,공정열역학,임종성,3,"화,목 15:00~16:15 [R404]",3학년,,71,
MEE4032-01,미소열유체역학,김원정,3,"월,수 12:00~13:15 [AS412]",3-4학년,,37,"영어강의, (구)마이크로열유체공학"
PHY3101-01,실험물리학III,정현식,2,월 15:00~18:50 [R108],3학년,,19,
PHY3101-02,실험물리학III,장준익,2,수 15:00~18:50 [R108],3학년,,14,
PHY3101-03,실험물리학III,정명화,2,목 15:00~18:50 [R108],3학년,,15,
PHY4001-01,고체물리학I,양상모,3,"화,목 15:00~16:15 [RA310]",3-4학년,,24,영어강의
PHY4003-01,현대광학I,장준익,3,"화,목 09:00~10:15 [AS305]",3-4학년,,23,영어강의
PHY4005-01,기초입자이론I,박영재,3,"수,금 15:00~16:15 [AS311]",4학년,,14,
PHY4201-01,특수연구,김도석,3,화 16:30~18:00 [R404],4학년,,1,"전공학점으로 인정되지 않음.(총학점에는 포함됨), 전공학점 인정되지 않음.(총학점 포함됨)/교수님과 함께하는 프로젝트과목"
EEE4199-01,특수연구,박형민,3,,4학년,,0,전공학점으로 인정되지 않음.(총학점에는 포함됨)
BIO4921-01,특수연구,이병하,3,,4학년,,0,"*전공학점 불포함, 졸업학점 포함
*응용바이오기술실험과 동시수강 불가
*7학기 이상 수강가능, 전공학점으로 인정되지 않음.(총학점에는 포함됨)"
POL3168-01,특수지역연구,"Swain, Nigel",3,"월,수 16:30~17:45 [D304]",1-4학년,,8,"영어강의, 부제: 동유럽"
PHY4203-01,물리특허와기술이전,김현진,1,화 15:00~15:50 [K208],4학년,,12,"전공학점으로 인정되지 않음.(총학점에는 포함됨), 전공학점으로 인정되지 않음.(총학점에는 포함됨)"
PHY4204-01,졸업프로젝트,김도석,3,화 16:30~18:00 [R404],4학년,,1,"전공학점으로 인정되지 않음.(총학점에는 포함됨), 전공학점 인정되지 않음.(총학점 포함됨)/교수님과 함께하는 프로젝트과목"
AAT4015-01,졸업창작프로젝트I,"김상용, 김주섭, 주진호",1,월 18:00~20:45 [X429],3-4학년,,1,"구) ANT4002, 과목평가:S/U"
AAT4016-01,졸업창작프로젝트II,"김상용, 김주섭, 주진호",1,월 18:00~20:45 [X429],3-4학년,,1,구) ANT4006 과목평가:S/U
AAT4017-01,졸업창작프로젝트III,"김상용, 김주섭, 주진호",1,월 18:00~20:45 [X429],3-4학년,,0,"구) ANT4010, 과목평가:S/U"
PHYG001-01,고전물리I,이범훈,3,"월,수 12:00~13:15 [R1029]",4학년,,9,"영어강의, 대학원초급과목, 대학원초급과목,구PHY5001"
ECO2001-02,경제학원론I,양현주,3,"월,수 12:00~13:15 [GN102]",1학년,,100,영어강의
ECO2001-03,경제학원론I,김영철,3,"월,수 16:30~17:45 [GN301]",1학년,,89,
ECO2001-04,경제학원론I,김종화,3,"화,목 12:00~13:15 [GN202]",1학년,,171,
ECO2001-05,경제학원론I,김종화,3,"화,목 13:30~14:45 [GN202]",1학년,,165,
ECO2001-06,경제학원론I,김홍균,3,"화,목 15:00~16:15 [GN201]",1학년,,167,
ECO2001-08,경제학원론I,안태현,3,"수,금 13:30~14:45 [GN201]",1학년,,153,영어강의
ECO2001-10,경제학원론I,김석일,3,"수,금 15:00~16:15 [GN202]",1학년,,108,
ECO2001-11,경제학원론I,왕윤종,3,"화,목 16:30~17:45 [GN301]",1학년,,156,
ECO2002-01,경제학원론II,송의영,3,"월,수 10:30~11:45 [GN201]",1학년,,142,
ECO2002-02,경제학원론II,김숙영,3,"화,목 16:30~17:45 [GN102]",1학년,,94,
ECO2002-03,경제학원론II,곽노선,3,"화,목 10:30~11:45 [GN201]",1학년,,131,
ECO2002-04,경제학원론II,박정수,3,"화,목 12:00~13:15 [GN101]",1학년,,97,
ECO2002-05,경제학원론II,정국모,3,"화,목 15:00~16:15 [GN102]",1학년,,99,영어강의
ECO2003-01,경제수리기초,박경옥,3,"수,금 09:00~10:15 [GN201]",1학년,,92,"""경제학, 스타트업·융합소프트웨어연계전공 우선신청
미적분학I, II 수강자 및 07학번이전학생 수강불가"""
ECO2003-02,경제수리기초,김형욱,3,"수,금 15:00~16:15 [GN201]",1학년,,188,"""경제학, 스타트업·융합소프트웨어연계전공 우선신청
미적분학I, II 수강자 및 07학번이전학생 수강불가"""
ECO2004-01,경제통계학,사공용,3,"화,목 09:00~10:15 [GN201]",1학년,,90,"""경제학,스타트업·융합S/W연계전공 우선신청
수강불가:수학,컴공전공(통계학입문OR응용수학I로대체),경영통계수강자"", 수학,컴공 전공자 수강불가(통계학입문으로 대체),경영통계 수강자 수강불가"
ECO2004-02,경제통계학,사공용,3,"화,목 10:30~11:45 [GN202]",1학년,,105,"""경제학,스타트업·융합S/W연계전공 우선신청
수강불가:수학,컴공전공(통계학입문OR응용수학I로대체),경영통계수강자"", 수학,컴공 전공자 수강불가(통계학입문으로 대체),경영통계 수강자 수강불가"
ECO2004-03,경제통계학,이강오,3,"화,목 12:00~13:15 [GN203]",1학년,,33,"""경제학,스타트업·융합S/W연계전공 우선신청
수강불가:수학,컴공전공(통계학입문OR응용수학I로대체),경영통계수강자"", 수학,컴공 전공자 수강불가(통계학입문으로 대체),경영통계 수강자 수강불가"
ECO2005-01,경제정보분석,이강오,3,"화,목 09:00~10:15 [GN402]",2학년,,18,"선수과목 : 경제통계학(혹은 미적분학 I, 통계학입문, 경영통계학, 응용수학 1 중 하나)"
ECO2006-01,미시경제학I,이진권,3,"월,수 12:00~13:15 [GN202]",2학년,,70,"영어강의, 선수과목 : 경제학원론 I, 경제수리기초(혹은 미적분학 I 이나 미적분학 II), 선수과목: 경제학 원론Ⅰ, 경제수리기초(혹은 미적분학I이나 미적분학II)"
ECO2006-02,미시경제학I,왕규호,3,"화,목 10:30~11:45 [GN203]",2학년,,31,"Honors과목, ""HONORS CLASS: CGPA3.3이상 & 경제학원론 I,II 경제수리기초, 경제통계학 중 3과목 B+이상 
선수과목 확인"", 선수과목: 경제학 원론Ⅰ, 경제수리기초(혹은 미적분학I이나 미적분학II)"
ECO2006-03,미시경제학I,왕규호,3,"화,목 15:00~16:15 [GN301]",2학년,,90,"선수과목 : 경제학원론 I, 경제수리기초(혹은 미적분학 I 이나 미적분학 II), 선수과목: 경제학 원론Ⅰ, 경제수리기초(혹은 미적분학I이나 미적분학II)"
ECO2006-04,미시경제학I,Iris Haydar Doruk,3,"화,목 16:30~17:45 [GN202]",2학년,,104,"영어강의, 선수과목 : 경제학원론 I, 경제수리기초(혹은 미적분학 I 이나 미적분학 II), 선수과목: 경제학 원론Ⅰ, 경제수리기초(혹은 미적분학I이나 미적분학II)"
ECOG010-01,고급미시경제학I,왕규호,3,"화,목 13:30~14:45 [GN304]",4학년,,11,"대학원 초급과목; 선수과목: 미시경제학Ⅰ; 경제학전공자 우선수강신청(비경제학전공자는 전학년수강신청일에 수강신청 가능), 대학원초급과목,구ECO5010"
ECO2007-01,거시경제학I,이윤수,3,"월,수 10:30~11:45 [GN202]",2학년,,110,"영어강의, 선수과목: 경제학 원론Ⅰ, 경제학 원론Ⅱ, 경제수리기초(혹은 미적분학 I이나 미적분학 II), 선수과목: 경제학 원론Ⅰ, 경제학 원론Ⅱ, 경제수리기초(혹은 미적분학 I"
ECO2007-02,거시경제학I,정국모,3,"화,목 09:00~10:15 [GN301]",2학년,,38,"영어강의, 선수과목: 경제학 원론Ⅰ, 경제학 원론Ⅱ, 경제수리기초(혹은 미적분학 I이나 미적분학 II), 선수과목: 경제학 원론Ⅰ, 경제학 원론Ⅱ, 경제수리기초(혹은 미적분학 I"
ECO2007-03,거시경제학I,곽노선,3,"화,목 13:30~14:45 [GN102]",2학년,,102,"선수과목: 경제학 원론Ⅰ, 경제학 원론Ⅱ, 경제수리기초(혹은 미적분학 I이나 미적분학 II), 선수과목: 경제학 원론Ⅰ, 경제학 원론Ⅱ, 경제수리기초(혹은 미적분학 I"
ECOG020-01,고급거시경제학I,남주하,3,"수,금 15:00~16:15 [GN304]",4학년,,8,"대학원 초급과목; 선수과목: 미시경제학Ⅰ, 거시경제학 I; 경제학전공자 우선수강신청(비경제학전공자는 전학년수강신청일에 수강신청 가능), 대학원초급과목,구ECO5020"
ECO2008-01,수리경제학,김영철,3,"월,수 12:00~13:15 [GN201]",2학년,,135,"영어강의, 선수과목 : 경제학원론 I, 경제수리기초(혹은 미적분학 I 이나 미적분학 II)"
ECO2009-01,계량경제학I,남준우,3,"화,목 10:30~11:45 [GN301]",2-3학년,,68,"Honors과목, ""HONORS CLASS: CGPA3.3이상 & 경제학원론 I,II 경제수리기초, 경제통계학 중 3과목 B+이상 
선수과목 확인"", 선수과목:경제통계학(혹은 통계학입문 또는 경영통계학)"
ECO2009-02,계량경제학I,이영훈,3,"화,목 12:00~13:15 [GN301]",2-3학년,,116,"선수과목: 경제통계학(혹은 통계학입문, 경영통계학, 응용수학 1 중 하나), 선수과목:경제통계학(혹은 통계학입문 또는 경영통계학)"
ECO2009-03,계량경제학I,최인,3,"화,목 13:30~14:45 [GN203]",2-3학년,,42,"선수과목: 경제통계학(혹은 통계학입문, 경영통계학, 응용수학 1 중 하나), 선수과목:경제통계학(혹은 통계학입문 또는 경영통계학)"
ECOG030-01,고급계량경제학I,남준우,3,"화,목 15:00~16:15 [GN304]",4학년,,15,"대학원 초급과목; 선수과목: 계량경제학; 경제학전공자 우선수강신청(비경제학전공자는 전학년수강신청일에 수강신청 가능), 대학원초급과목,구ECO5030"
ECO3002-01,노동경제학,안태현,3,"수,금 09:00~10:15 [GN301]",3-4학년,,34,"영어강의, 선수과목 꼭 확인 바람 경제학전공 우선신청(비전공자는 전학년수강신청일에 신청가능)"
ECO3004-01,도시경제학,김경환,3,"화,목 13:30~14:45 [GN301]",3-4학년,,72,"""선수과목 : 미시경제학 I
경제학전공자 우선수강신청(비경제학전공자는 전학년수강신청일에 수강신청 가능)"""
ECO3008-01,금융경제학,남주하,3,"수,금 13:30~14:45 [GN301]",3-4학년,,91,"""선수과목: 미시경제학Ⅰ, 거시경제학Ⅰ
경제학전공자 우선수강신청(비경제학전공자는 전학년수강신청일에 수강신청 가능)"""
ECO4020-01,경제학특강III(금융시장의빅데이터분석),정재식,3,"화,목 13:30~14:45 [GN402]",3-4학년,,21,"""부제 : 금융시장의 빅데이터 분석 -PC실강의
선수과목 꼭 확인 바람 
경제학전공 우선신청(비전공자는 전학년수강신청일에 신청)"""
ECO3009-01,공공경제학,김홍균,3,"화,목 10:30~11:45 [GN102]",3-4학년,,97,"""선수과목: 미시경제학I, 거시경제학I
경제전공자 우선수강(전학년수강신청일에 비경제전공자 수강신청 가능)"", (구) 재정학"
ECO3010-01,국제무역론,허정,3,"화,목 12:00~13:15 [GN201]",3-4학년,,158,"영어강의, ""선수과목 : 미시경제학 I 
경제학전공자 우선수강신청(비경제학전공자는 전학년수강신청일에 수강신청 가능)"""
ECO3011-01,국제금융론,김윤정,3,"월,수 10:30~11:45 [GN301]",3-4학년,,134,"영어강의, ""선수과목 : 거시경제학 I
경제학전공자 우선수강신청(비경제학전공자는 전학년수강신청일에 수강신청 가능)"""
ECO4010-01,국제금융시장,박정수,3,"화,목 16:30~17:45 [GN201]",3-4학년,,130,"영어강의, ""선수과목: 경제학 원론Ⅰ, 경제학 원론Ⅱ
경제학전공자 우선수강신청(비경제학전공자는 전학년수강신청일에 수강신청 가능)"""
ECO3012-01,개발경제학,양현주,3,"월,수 16:30~17:45 [GN202]",3-4학년,,75,"영어강의, 선수과목 : 미시경제학 I, 거시경제학 I 경제학전공 우선신청(비경제학전공자는 전학년수강신청일에 신청 가능), (구) 경제발전론I"
ECO3021-01,경제성장론,송의영,3,"월,수 12:00~13:15 [GN301]",3-4학년,,117,"""선수과목 꼭 확인 바람 
경제전공자 우선신청(전학년수강신청일에 비경제전공자 신청 가능)"""
ECO4009-01,파생상품시장,사공용,3,"화,목 13:30~14:45 [GN201]",3-4학년,,147,"""선수과목: 미시경제학Ⅰ, 경제통계학
경제전공자 우선수강신청(전학년수강신청일에 비경제전공자 수강신청 가능)"""
ECO4018-01,경제학특강1,왕윤종,3,"화,목 15:00~16:15 [GN202]",2-4학년,,72,"""부제 : 중국경제
선수과목 꼭 확인 바람 
경제학전공자 우선수강신청(비경제학전공자는 전학년수강신청일에 수강신청 가능)"""
