과목번호-분반,과목명,교수,학점,수업시간/강의실,학년,강의평,담은 인원,비고
ENG3307-01,영어의미론,이성범,3,"수,금 15:00~16:15 [J107]",2-4학년,,40,"""인원제한 없음/ 
전학년"""
ENG3312-01,언어와사회,채서영,3,"화,목 12:00~13:15 [J215]",2-4학년,,23,"승인과목, 수강허가과목, 언어학개론 수강자에 한함, 과사에 직접 문의 (언어학개론 몇 년도 수강, 교수님 등)"
ENGG004-01,19세기영국문학프로세미나,BonfiglioRichardPaul,3,목 15:00~18:00 [J616],3-4학년,,2,"영어강의, 학석사 연계강의, 대학원초급과목"
ENGG231-01,제2언어습득론입문:이론과적용,박은성,3,금 10:00~13:00 [J317],3-4학년,,6,"영어강의, 학석사연계과목/, 대학원초급과목"
HIS2002-01,현대세계의역사적이해,윤병남,3,"화,목 10:30~11:45 [K404]",1-2학년,,72,
HIS3003-01,조선시대사,계승범,3,"화,목 10:30~11:45 [J309]",2-4학년,,39,
HIS3006-01,중국고대사,정면,3,"월,수 10:30~11:45 [K407]",2-4학년,,39,
HIS3008-01,중국근세사,이기천,3,"월,수 12:00~13:15 [J327]",2-4학년,,33,
HIS3013-01,일본현대사,정녕,3,"수,금 15:00~16:15 [J321]",1-4학년,,21,
HIS3020-01,오리엔트문명사,오흥식,3,"월,수 16:30~17:45 [J327]",2-4학년,,21,
HIS3032-01,프랑스사개설,박단,3,"화,목 16:30~17:45 [J313]",2-4학년,,18,
HIS3033-01,러시아혁명사,이종훈,3,"수,금 15:00~16:15 [J327]",2-4학년,,24,
HIS3040-01,한국사개론Ⅱ,최희정,3,"화,목 09:00~10:15 [J317]",2-4학년,,18,(구)세계문명사Ⅰ
HIS3044-01,한국제도사,장준호,3,"화,목 12:00~13:15 [J315]",2-4학년,,14,
HIS3045-01,한국사회신분사,계승범,3,"월,수 10:30~11:45 [J207]",2-4학년,,25,
HIS3050-01,한국미술사,강희정,3,"화,목 13:30~14:45 [J215]",2-4학년,,39,영어강의
HIS3055-01,동아시아사개론II,김광민,3,"화,목 13:30~14:45 [J602]",2-4학년,,17,"영어강의, (구)세계문명사II"
HIS3058-01,동서교류사,윤대영,3,금 10:30~13:15 [J315],2-4학년,,9,
HIS3062-01,서양사개론Ⅱ,백인호,3,"화,목 15:00~16:15 [J323]",2-4학년,,12,(구)세계문명사Ⅲ
HIS3071-01,문화유산현장실습2,조범환,1,화 16:30~17:45 [J118],1-4학년,,42,성적평가:S/U
HIS4002-01,한국사특강2,조범환,3,"화,목 13:30~14:45 [J120]",3-4학년,,2,
HIS4007-01,한국사강독3,최기영,3,"화,목 15:00~16:15 [J202]",3-4학년,,17,국한문 혼용체 사료 강독
HIS4014-01,서양사특강3,임지현,3,"수,금 13:30~14:45 [K306]",2-4학년,,22,
HIS4018-01,서양사명저해제2,백인호,3,"화,목 10:30~11:45 [J323]",3-4학년,,6,구 서양사강독2(교과목명변경)
HIS4031-01,역사글쓰기,박단,3,금 10:30~13:15 [J323],3-4학년,,8,구 역사학논문쓰
HISQ983-01,역사교과교재연구및지도법,김민정,3,"화,목 12:00~13:15 [J609]",2-4학년,,3,교직이수자만 전공학점으로 인정
PHI2001-01,철학개론,김영건,3,"화,목 12:00~13:15 [J102]",2-4학년,,95,
PHI2004-01,한국철학사,정재현,3,"화,목 13:30~14:45 [J107]",2-4학년,,26,영어강의
PHI2007-01,인식론,오은영,3,"월,수 10:30~11:45 [J209]",2-4학년,,49,
PHI2008-01,윤리학,전헌상,3,"화,목 15:00~16:15 [J118]",2-4학년,,63,
PHI3004-01,서양현대철학사,서동욱,3,"화,목 10:30~11:45 [J219]",2-4학년,,53,
PHI3013-01,현대독일철학,"Kim, Halla",3,"수,금 13:30~14:45 [J319]",2-4학년,,17,영어강의
PHI3042-01,한국성리학,조성환,3,월 13:30~16:15 [J106],2-4학년,,21,
PHI4013-01,현대미국철학,서상복,3,"화,목 12:00~13:15 [K405]",2-4학년,,55,
PHI4016-01,동양철학특강,"Kim, Halla",3,"수,금 15:00~16:15 [J110]",2-4학년,,11,영어강의
PHI4024-01,과학기술의철학,석기용,3,"월,수 12:00~13:15 [K503]",2-4학년,,63,
PHI4035-01,예술철학특강,김산춘,3,"화,목 15:00~16:15 [J327]",2-4학년,,16,
KOR4099-01,개별연구논문,이지영,3,,3-4학년,,0,"Honors과목, 승인과목, 강의 없음. 졸업 학점에는 포함하나 전공 학점에는 포함하지 않음. 학과장 수강 승인, 졸업학점에는 포함되나 전공학점에 포함되지 않음"
PHI4099-01,개별연구논문,전헌상,3,,3-4학년,,0,"Honors과목, 승인과목, 3-4학년, 학과장수강승인"
PHIG081-01,서양철학연습,전헌상,3,월 13:30~16:15 [K506],1-4학년,,19,"Honors과목, 대학원초급과목"
PHIG082-01,동양철학읽기,이임찬,3,금 10:30~13:15 [J122],3-4학년,,8,"Honors과목, 대학원초급과목"
MAT1060-01,미적분학실습II,이영란,1,월 13:30~15:20 [RA205],1학년,,21,실습과목(RA205)
MAT1060-02,미적분학실습II,이영란,1,월 15:30~17:20 [RA205],1학년,,14,실습과목(RA205)
MAT1060-03,미적분학실습II,이영란,1,수 15:00~16:50 [RA205],1학년,,21,실습과목(RA205)
MAT1060-04,미적분학실습II,이영란,1,금 10:30~12:20 [RA205],1학년,,28,실습과목(RA205)
MAT2110-01,선형대수학,조상현,3,"수,금 09:00~10:15 [RA308]",2학년,,65,공학인증
MAT2110-02,선형대수학,이영란,3,"수,금 13:30~14:45 [RA308]",2학년,,84,"영어강의, 공학인증"
MAT2110-03,선형대수학,유지현,3,월 13:30~16:15 [RA308],2학년,,84,공학인증
MATG110-01,고급선형대수학,박진형,3,"화,목 09:00~10:15 [RA310]",4학년,,26,"영어강의, 학부-대학원 연계과목, 대학원초급과목,구MAT5110/구 선형대수학II의대체과목"
MAT2120-01,정수론,조장현,3,"화,목 12:00~13:15 [RA308]",2학년,,65,공학인증
MAT2120-02,정수론,김종락,3,"월,수 10:30~11:45 [RA406A]",2학년,,35,공학인증
MAT2220-01,고등미적분학II,이재성,3,"화,목 15:00~16:15 [RA308]",2학년,,59,영어강의
MAT2220-02,고등미적분학II,이영란,3,"월,수 10:30~11:45 [RA408]",2학년,,29,
MAT2230-01,미분방정식,신창언,3,"수,금 13:30~14:45 [RA406A]",2학년,,27,
MAT2230-02,미분방정식,조성희,3,금 10:30~13:15 [RA308],2학년,,63,
MAT2420-01,응용수학II,조성희,3,"화,목 10:30~11:45 [RA310]",2학년,,70,"공학인증, 홀짝구분, 컴퓨터공학전공가능(짝수학번), 컴퓨터공학전공만 가능"
MAT2420-02,응용수학II,조성희,3,"화,목 12:00~13:15 [RA310]",2학년,,83,"공학인증, 홀짝구분, 컴퓨터공학전공가능(홀수학번), 컴퓨터공학전공만 가능"
MAT3020-01,통계학입문,임경필,3,"화,목 09:00~10:15 [RA408]",2학년,,27,"컴퓨터공학전공학생들의 수강불가, 응용수학I(MAT2410)과 동등한 과목임"
MAT3020-02,통계학입문,임경필,3,"화,목 10:30~11:45 [RA408]",2학년,,50,"컴퓨터공학전공학생들의 수강불가, 응용수학I(MAT2410)과 동등한 과목임"
MAT3310-01,현대기하학,"Ho, Pak Tung",3,"수,금 13:30~14:45 [RA408]",3-4학년,,32,영어강의
MAT3410-01,확률론입문,임경수,3,"월,수 10:30~11:45 [RA410]",3-4학년,,43,
MAT3420-01,금융수학,이영록,3,"화,목 15:00~16:15 [K201]",3-4학년,,61,
MAT4120-01,추상대수학II,박진형,3,"화,목 13:30~14:45 [RA408]",3학년,,40,
MAT4220-01,복소수함수론II,조상현,3,"월,수 12:00~13:15 [RA410]",3학년,,18,
MAT4320-01,위상수학개론I,조장현,3,"화,목 10:30~11:45 [RA410]",3학년,,68,
MAT4510-01,학부개별연구,이영란,3,,3-4학년,,0,"특수연구, 전공학점으로 인정되지 않음"
MATG220-01,실해석학II,이재성,3,"화,목 12:00~13:15 [K506]",4학년,,15,"학부-대학원 연계과목, 대학원초급과목,구MAT5220"
MATQ982-01,수학교과논리및논술,김구연,3,"화,목 15:00~16:15 [J126]",2-4학년,,7,교직이수자만 전공학점으로 인정
MATQ983-01,수학교과교재연구및지도법,김구연,3,"화,목 12:00~13:15 [J126]",2-4학년,,4,"영어강의, 교직이수자만 전공학점으로 인정"
PHY1001-01,일반물리I,박영재,3,"월,수 10:30~11:45 [AS414]",1학년,,61,공학인증
PHY1002-01,일반물리II,이기진,3,"화,목 09:00~10:15 [AS414]",1학년,,73,
PHY1002-02,일반물리II,김현정,3,"화,목 10:30~11:45 [AS414]",1학년,,57,물리학과 전용반
PHY1002-03,일반물리II,정현식,3,"화,목 12:00~13:15 [AS414]",1학년,,81,
PHY1002-04,일반물리II,정명화,3,"화,목 13:30~14:45 [AS414]",1학년,,79,
PHY1002-05,일반물리II,장준익,3,"수,금 09:00~10:15 [AS412]",1학년,,11,영어강의
PHY1002-06,일반물리II,박영재,3,"수,금 13:30~14:45 [AS414]",1학년,,77,"공학인증, 공학인증"
PHY1102-01,일반물리실험II,김현정,1,월 13:30~15:20 [R103],1학년,,21,
PHY1102-02,일반물리실험II,김원태,1,월 13:30~15:20 [R107],1학년,,24,
PHY1102-03,일반물리실험II,김현정,1,월 15:30~17:20 [R103],1학년,,23,
PHY1102-04,일반물리실험II,김원태,1,월 15:30~17:20 [R107],1학년,,16,
PHY1102-05,일반물리실험II,장준익,1,화 13:30~15:20 [R103],1학년,,10,
PHY1102-06,일반물리실험II,이현철,1,화 13:30~15:20 [R107],1학년,,9,
PHY1102-07,일반물리실험II,박영재,1,화 15:30~17:20 [R103],1학년,,20,
PHY1102-08,일반물리실험II,박정혁,1,화 15:30~17:20 [R107],1학년,,16,
PHY1102-09,일반물리실험II,장준익,1,수 13:30~15:20 [R103],1학년,,25,
PHY1102-10,일반물리실험II,김도석,1,수 13:30~15:20 [R107],1학년,,16,
PHY1102-11,일반물리실험II,정명화,1,수 15:30~17:20 [R103],1학년,,18,
PHY1102-12,일반물리실험II,박영재,1,수 15:30~17:20 [R107],1학년,,16,
PHY1102-14,일반물리실험II,박영재,1,목 13:30~15:20 [R107],1학년,,12,
PHY1102-15,일반물리실험II,박정혁,1,목 15:30~17:20 [R103],1학년,,15,
PHY1102-16,일반물리실험II,임채호,1,목 15:30~17:20 [R107],1학년,,17,공학인증
PHY1102-17,일반물리실험II,장준익,1,금 13:30~15:20 [R103],1학년,,12,
PHY1102-18,일반물리실험II,Scopel Stefano,1,금 13:30~15:20 [R107],1학년,,11,영어강의
PHY1102-19,일반물리실험II,정명화,1,금 15:30~17:20 [R103],1학년,,18,공학인증
PHY1102-20,일반물리실험II,Scopel Stefano,1,금 15:30~17:20 [R107],1학년,,14,영어강의
PHY2002-01,역학II,김현정,3,"화,목 15:00~16:15 [AS305]",2-4학년,,27,
MEE3002-01,열역학II,정시영,3,"화,목 13:30~14:45 [K304]",2-3학년,,37,
PHY2003-01,전자기학I,정명화,3,"수,금 13:30~14:45 [AS305]",2학년,,27,"영어강의, (=전자공학과 전자장론I, 둘 중 한과목만 학점인정)"
PHY2004-01,전자기학II,박정혁,3,"월,수 12:00~13:15 [AS412]",2학년,,33,영어강의
PHY2006-01,수리물리학II,임채호,3,"화,목 13:30~14:45 [AS412]",2학년,,34,영어강의
PHY2007-01,전자물리학I,이기진,3,"월,수 10:30~11:45 [AS305]",2학년,,26,
PHY2009-01,현대물리학,조규만,3,"화,목 10:30~11:45 [AS303]",2학년,,50,
PHY2102-01,실험물리학II,이기진,2,월 15:00~18:30 [R110],2학년,,17,
PHY2102-02,실험물리학II,이기진,2,수 15:00~18:30 [R110],2학년,,16,
PHY2102-04,실험물리학II,임채호,2,금 15:00~18:30 [R110],2학년,,13,
PHY3002-01,양자물리학II,이현철,3,"월,수 12:00~13:15 [RA308]",3학년,,25,
PHY3004-01,통계물리학,김도석,3,"화,목 12:00~13:15 [AS412]",3학년,,27,
PHY3102-01,실험물리학Ⅳ,정현식,2,월 15:00~18:30 [R108],3학년,,11,
PHY3102-02,실험물리학Ⅳ,정현식,2,수 15:00~18:30 [R108],3학년,,10,
PHY3102-03,실험물리학Ⅳ,김도석,2,금 15:00~18:30 [R108],3학년,,11,
PHY4002-01,고체물리학II,정현식,3,"화,목 09:00~10:15 [AS311]",3-4학년,,12,
PHY4008-01,전산물리학II,Scopel Stefano,3,"화,목 15:00~16:15 [R106]",3-4학년,,15,"영어강의, 전산물리는 실험+이론 과목이므로 목요일 16:15~17:15에 실험실습시간에 반드시 참석해야 함"
PHY4011-01,천체물리학,김원태,3,"수,금 15:00~16:15 [AS311]",3-4학년,,9,(구)천체물리학II
PHY4201-01,특수연구,김도석,3,화 16:30~18:00 [R404],4학년,,5,"전공학점 인정되지 않음.(총학점 포함됨)/교수님과 함께하는 프로젝트과목, 전공학점 인정되지 않음.(총학점 포함됨)/교수님과 함께하는 프로젝트과목"
BIO4921-01,특수연구,이갑열,3,,4학년,,1,"""*선택과목으로 전공학점 불포함, 졸업학점 포함
*응용바이오기술실험과 동일학기 수강불가
*7학기 이상 수강가능"", 전공학점으로 인정되지 않음.(총학점에는 포함됨)"
PHY4203-01,물리특허와기술이전,김현진,1,화 15:00~15:50 [K306],4학년,,2,"전공학점으로 인정되지 않음.(총학점에는 포함됨), 전공학점으로 인정되지 않음.(총학점에는 포함됨)"
PHY4204-01,졸업프로젝트,김도석,3,화 16:30~18:00 [R404],4학년,,6,"전공학점 인정되지 않음.(총학점 포함됨)/교수님과 함께하는 프로젝트과목, 전공학점 인정되지 않음.(총학점 포함됨)/교수님과 함께하는 프로젝트과목"
AAT4015-01,졸업창작프로젝트I,"김주섭, 최용순, 김상용, 주진호",1,토 13:30~16:15 [X429],3-4학년,,1,"구) ANT4002, 과목평가:S/U"
AAT4016-01,졸업창작프로젝트II,"김주섭, 최용순, 김상용, 주진호",1,토 13:30~16:15 [X429],3-4학년,,1,구) ANT4006 과목평가:S/U
AAT4017-01,졸업창작프로젝트III,"김주섭, 최용순, 김상용, 주진호",1,토 13:30~16:15 [X429],3-4학년,,0,"구) ANT4010, 과목평가:S/U"
PHYG003-01,통계역학,박정혁,3,금 10:30~13:15 [K206],4학년,,3,"영어강의, 대학원초급과목, 대학원초급과목"
ECO2001-01,경제학원론I,김홍균,3,"월,수 16:30~17:45 [GN301]",1학년,,52,
ECO2001-02,경제학원론I,이강오,3,"화,목 09:00~10:15 [GN202]",1학년,,36,
ECO2001-03,경제학원론I,허정,3,"화,목 12:00~13:15 [GN201]",1학년,,141,영어강의
ECO2001-04,경제학원론I,안태현,3,"수,금 13:30~14:45 [GN201]",1학년,,98,영어강의
ECO2001-05,경제학원론I,김석일,3,수 15:00~17:45 [GN203],1학년,,12,
ECO2002-01,경제학원론II,송의영,3,"월,수 12:00~13:15 [GN301]",1학년,,145,
ECO2002-02,경제학원론II,전현배,3,"화,목 09:00~10:15 [GN201]",1학년,,98,영어강의
ECO2002-03,경제학원론II,곽노선,3,"화,목 13:30~14:45 [GN202]",1학년,,125,
ECO2002-04,경제학원론II,김종화,3,"화,목 15:00~16:15 [GN101]",1학년,,185,
ECO2002-05,경제학원론II,왕윤종,3,"화,목 16:30~17:45 [GN202]",1학년,,88,
ECO2002-06,경제학원론II,전성훈,3,"수,금 13:30~14:45 [GN301]",1학년,,97,
ECO2003-01,경제수리기초,김형욱,3,"수,금 15:00~16:15 [GN201]",1학년,,115,"경제학,스타트업·융합소프트웨어연계전공 우선수강신청(기타전공은 전학년수강신청일에 신청)미적분학I 혹은 II 수강자 및 07학번이전학생 수강불가, 미적분학I을 수강한 전학생 및 07학번 이전학생(07포함) 수강불가"
ECO2003-03,경제수리기초,이강오,3,"화,목 13:30~14:45 [GN201]",1학년,,75,"영어강의, ""경제학전공(복수전공과 부전공포함), 스타트업 연계전공, 융합소프트웨어 연계전공 우선 수강신청 
미적분학 I 혹은 미적분학 II를 수강한 전학, 미적분학I을 수강한 전학생 및 07학번 이전학생(07포함) 수강불가"
ECO2004-01,경제통계학,박경옥,3,금 10:30~13:15 [GN102],1학년,,41,"우선신청:경제학,스타트업·융합S/W연계전공(기타전공⇒전학년수강신청일 신청)
수강불가:수학,컴공전공(통계학입문or응용수학I로대체),경영통계수강자, 수학,컴공 전공자 수강불가(통계학입문으로 대체),경영통계 수강자 수강불가"
ECO2004-02,경제통계학,이수형,3,"수,금 13:30~14:45 [GN102]",1학년,,61,"영어강의, 우선신청:경제학,스타트업·융합S/W연계전공(기타전공⇒전학년수강신청일 신청)
수강불가:수학,컴공전공(통계학입문or응용수학I로대체),경영통계수강자, 수학,컴공 전공자 수강불가(통계학입문으로 대체),경영통계 수강자 수강불가"
ECO2004-03,경제통계학,사공용,3,"화,목 09:00~10:15 [GN301]",1학년,,102,"우선신청:경제학,스타트업·융합S/W연계전공(기타전공⇒전학년수강신청일 신청)
수강불가:수학,컴공전공(통계학입문or응용수학I로대체),경영통계수강자, 수학,컴공 전공자 수강불가(통계학입문으로 대체),경영통계 수강자 수강불가"
ECO2004-04,경제통계학,이영훈,3,"화,목 15:00~16:15 [GN201]",1학년,,126,"우선신청:경제학,스타트업·융합S/W연계전공(기타전공⇒전학년수강신청일 신청)
수강불가:수학,컴공전공(통계학입문or응용수학I로대체),경영통계수강자, 수학,컴공 전공자 수강불가(통계학입문으로 대체),경영통계 수강자 수강불가"
ECO4004-01,경제수리통계학,남준우,3,"화,목 15:00~16:15 [GN301]",3학년,,63,"선수과목 : 경제통계학(혹은 통계학입문, 경영통계학, 응용수학 중 하나)
경제학전공자 우선수강신청(비경제학전공자는 전학년수강신청일에 수강신청"
ECO2005-01,경제정보분석,이강오,3,"화,목 12:00~13:15 [GN203]",2학년,,25,"선수과목 : 경제통계학(혹은 미적분학 I, 통계학입문, 경영통계학, 응용수학 1 중 하나)"
ECO2006-01,미시경제학I,Iris Haydar Doruk,3,"월,수 10:30~11:45 [GN102]",2학년,,66,"영어강의, 선수과목 : 경제학원론 I, 경제수리기초(혹은 미적분학 I 이나 미적분학 II), 선수과목: 경제학 원론Ⅰ, 경제수리기초(혹은 미적분학I이나 미적분학II)"
ECO2006-02,미시경제학I,주하연,3,"월,수 16:30~17:45 [GN202]",2학년,,80,"영어강의, 선수과목 : 경제학원론 I, 경제수리기초(혹은 미적분학 I 이나 미적분학 II), 선수과목: 경제학 원론Ⅰ, 경제수리기초(혹은 미적분학I이나 미적분학II)"
ECO2006-03,미시경제학I,이진권,3,"월,수 12:00~13:15 [GN203]",2학년,,61,"영어강의, 선수과목 : 경제학원론 I, 경제수리기초(혹은 미적분학 I 이나 미적분학 II), 선수과목: 경제학 원론Ⅰ, 경제수리기초(혹은 미적분학I이나 미적분학II)"
ECOG010-01,고급미시경제학I,이진권,3,"월,수 16:30~17:45 [GN304]",4학년,,3,"""대학원 초급과목
선수과목 : 미시경제학 I
경제학전공자 우선수강신청(비경제학전공자는 전학년수강신청일에 수강신청 가능)"", 대학원초급과목,구ECO5010"
ECO2007-01,거시경제학I,남주하,3,"수,금 13:30~14:45 [GN202]",2학년,,62,"선수과목: 경제학 원론Ⅰ, 경제학 원론Ⅱ, 경제수리기초(혹은 미적분학 I이나 미적분학 II), 선수과목: 경제학 원론Ⅰ, 경제학 원론Ⅱ, 경제수리기초(혹은 미적분학 I"
ECO2007-02,거시경제학I,조장옥,3,"월,수 10:30~11:45 [GN203]",2학년,,48,"선수과목: 경제학 원론Ⅰ, 경제학 원론Ⅱ, 경제수리기초(혹은 미적분학 I이나 미적분학 II), 선수과목: 경제학 원론Ⅰ, 경제학 원론Ⅱ, 경제수리기초(혹은 미적분학 I"
ECO2007-03,거시경제학I,곽노선,3,"화,목 10:30~11:45 [GN102]",2학년,,43,"Honors과목, HONORS CLASS: CGPA3.3이상 & 경제학원론 I,II 경제수리기초, 경제통계학 중 3과목에서 B+이상 
선수과목 꼭 확인 바람, 선수과목: 경제학 원론Ⅰ, 경제학 원론Ⅱ, 경제수리기초(혹은 미적분학 I"
ECO2007-04,거시경제학I,김종화,3,"화,목 12:00~13:15 [GN202]",2학년,,90,"선수과목: 경제학 원론Ⅰ, 경제학 원론Ⅱ, 경제수리기초(혹은 미적분학 I이나 미적분학 II), 선수과목: 경제학 원론Ⅰ, 경제학 원론Ⅱ, 경제수리기초(혹은 미적분학 I"
ECOG020-01,고급거시경제학I,정국모,3,"수,금 09:00~10:15 [GN304]",4학년,,5,"영어강의, ""대학원 초급과목
선수과목 : 미시경제학 I, 거시경제학 I
경제학전공자 우선수강신청(비경제학전공자는 전학년수강신청일에 수강신청 가능)"", 대학원초급과목,구ECO5020"
ECO2008-02,수리경제학,김영철,3,"월,수 12:00~13:15 [GN202]",2학년,,140,"영어강의, 선수과목 : 경제학원론 I, 경제수리기초(혹은 미적분학 I 이나 미적분학 II)"
ECO2009-01,계량경제학I,최인,3,"월,수 16:30~17:45 [GN102]",2-3학년,,47,"선수과목: 경제통계학(혹은 통계학입문, 경영통계학, 응용수학 1 중 하나), 선수과목:경제통계학(혹은 통계학입문 또는 경영통계학)"
ECO2009-02,계량경제학I,남준우,3,"화,목 10:30~11:45 [GN202]",2-3학년,,72,"Honors과목, HONORS CLASS: CGPA3.3이상 & 경제학원론 I,II 경제수리기초, 경제통계학 중 3과목에서 B+이상 
선수과목 꼭 확인 바람, 선수과목:경제통계학(혹은 통계학입문 또는 경영통계학)"
ECO2009-03,계량경제학I,이한식,3,"화,목 12:00~13:15 [GN301]",2-3학년,,131,"선수과목: 경제통계학(혹은 통계학입문, 경영통계학, 응용수학 1 중 하나), 선수과목:경제통계학(혹은 통계학입문 또는 경영통계학)"
ECOG030-01,고급계량경제학I,이영훈,3,"화,목 12:00~13:15 [GN304]",4학년,,12,"""대학원 초급과목
선수과목 : 계량경제학 I
경제학전공자 우선수강신청(비경제학전공자는 전학년수강신청일에 수강신청 가능)"", 대학원초급과목,구ECO5030"
ECO3002-01,노동경제학,안태현,3,"수,금 09:00~10:15 [GN301]",3-4학년,,85,"선수과목: 미시경제학Ⅰ, 경제통계학(혹은 통계학입문, 경영통계학, 응용수학I 중 하나)
경제학전공 우선신청(비전공자는 전학년수강신청일에 신청가"
ECO3004-01,도시경제학,김경환,3,"화,목 10:30~11:45 [GN301]",3-4학년,,60,"""선수과목 : 미시경제학 I
경제학전공자 우선수강신청(비경제학전공자는 전학년수강신청일에 수강신청 가능)"""
ECO3005-01,환경경제학,김홍균,3,"월,수 10:30~11:45 [GN301]",3-4학년,,76,"""선수과목 : 미시경제학 I, 거시경제학 I
경제학전공자 우선수강신청(비경제학전공자는 전학년수강신청일에 수강신청 가능)"""
ECO3007-01,농업경제학,사공용,3,"화,목 10:30~11:45 [GN304]",3-4학년,,18,"선수과목 : 미시경제학 I, 계량경제학 I
경제학전공자 우선수강신청(비경제학전공자는 전학년수강신청일에 수강신청 가능)"
ECO3008-02,금융경제학,곽노선,3,"화,목 15:00~16:15 [GN202]",3-4학년,,107,"""선수과목 : 미시경제학 I, 거시경제학 I
경제학전공자 우선수강신청(비경제학전공자는 전학년수강신청일에 수강신청 가능)"""
ECO3009-01,공공경제학,김경환,3,"화,목 13:30~14:45 [GN301]",3-4학년,,76,"선수과목: 미시경제학I, 거시경제학I
경제전공자 우선수강(전학년수강신청일에 비경제전공자 수강신청 가능), (구) 재정학"
ECO3010-01,국제무역론,송의영,3,"월,수 10:30~11:45 [GN202]",3-4학년,,135,"""선수과목 : 미시경제학 I 
경제학전공자 우선수강신청(비경제학전공자는 전학년수강신청일에 수강신청 가능)"""
ECO3011-01,국제금융론,김윤정,3,"월,수 16:30~17:45 [GN201]",3-4학년,,123,"영어강의, 선수과목 : 거시경제학 I
경제학전공자 우선수강신청(비경제학전공자는 전학년수강신청일에 수강신청 가능)"
MGT4607-01,국제금융시장론,김유진,3,"화,목 12:00~13:15 [MA202]",2-4학년,,73,영어강의
ECO3017-01,국제경제학,김윤정,3,"월,수 12:00~13:15 [GN201]",3-4학년,,133,"영어강의, 선수과목 : 경제학원론 I, 경제학원론 II
경제학전공자 우선수강신청(비경제학전공자는 전학년수강신청일에 수강신청 가능)"
ECO4001-01,미시경제학II,왕규호,3,"화,목 10:30~11:45 [GN203]",3-4학년,,45,"선수과목 : 미시경제학 I
경제학전공자 우선수강신청(비경제학전공자는 전학년수강신청일에 수강신청 가능)"
ECO4002-01,거시경제학II,정국모,3,"수,금 15:00~16:15 [GN102]",3-4학년,,29,"영어강의, 선수과목 : 거시경제학 I
경제학전공자 우선수강신청(비경제학전공자는 전학년수강신청일에 수강신청 가능)"
ECO4005-01,게임이론,왕규호,3,"화,목 13:30~14:45 [GN102]",3-4학년,,78,"""선수과목 : 미시경제학 I 
경제학전공자 우선수강신청(비경제학전공자는 전학년수강신청일에 수강신청 가능)"""
ECO4007-01,경쟁법과산업규제의경제학,전성훈,3,"수,금 15:00~16:15 [GN301]",3-4학년,,60,"""선수과목 : 미시경제학 I 
경제학전공자 우선수강신청(비경제학전공자는 전학년수강신청일에 수강신청 가능)"", (구) 법과 경제"
