과목번호-분반,과목명,교수,학점,수업시간/강의실,학년,강의평,담은 인원,비고
HIS3043-01,한국사회경제사,계승범,3,"화,목 12:00~13:15 [J313]",전학년,,18,권장학년: 2-4학년
HIS3050-01,한국미술사,강희정,3,"화,목 13:30~14:45 [J313]",전학년,,20,권장학년: 2-4학년
HIS3058-01,동서교류사,전용만,3,"화,목 10:30~11:45 [J211]",전학년,,9,권장학년: 2-4학년
HIS3070-01,문화유산현장실습1,계승범,1,수 16:30~17:45 [J118],전학년,,24,권장학년: 2-4학년
HIS4017-01,서양사명저해제1,백인호,3,"화,목 09:00~10:15 [J315]",전학년,,8,권장학년: 3-4학년
HISG106-01,역사자료연습I,최기영,3,"화,목 15:00~16:15 [J124]",전학년,,1,권장학년: 3-4학년
HISQ981-01,역사교과교육론,김민정,3,"화,목 12:00~13:15 [J114]",전학년,,3,권장학년: 3-4학년
HISQ982-01,역사교과논리및논술,김민정,3,"화,목 15:00~16:15 [J112]",전학년,,2,영어강의
PHI2002-01,동양철학개론,이임찬,3,월 13:30~14:45 / 금 12:00~13:15 [J107],전학년,,30,권장학년: 2-4학년
PHI2003-01,서양철학사,서동욱,3,월 10:30~11:45 / 수 12:00~13:15 [J102],전학년,,42,권장학년: 2-4학년
PHI2005-01,논리학개론,석기용,3,월 13:30~14:45 / 금 12:00~13:15 [J102],전학년,,93,권장학년: 2-4학년
PHI2006-01,형이상학,박병준,3,"화,목 09:00~10:15 [J609]",전학년,,7,권장학년: 2-4학년
PHI2008-01,윤리학,"Kim, Halla",3,"화,목 12:00~13:15 [J209]",전학년,,8,영어강의
ETU4002-01,정보윤리학,이상헌,3,월 09:00~10:15 / 수 10:30~11:45 [D303A],"2,3,4학년",,8,권장학년: 1-4학년
PHI3009-01,대륙합리론,홍우람,3,"수,금 13:30~14:45 [J327]",전학년,,19,권장학년: 2-4학년
PHI3014-01,미학개론,김산춘,3,"화,목 10:30~11:45 [J327]",전학년,,18,권장학년: 2-4학년
PHI3020-01,실존철학,박병준,3,"화,목 13:30~14:45 [J609]",전학년,,17,권장학년: 2-4학년
PHI3023-01,분석철학,서상복,3,"수,금 15:00~16:15 [J107]",전학년,,35,권장학년: 2-4학년
PHI3026-01,심리철학,"Hill, Benjamin, Kim, Halla",3,"화,목 09:00~10:15 [J217]",전학년,,13,영어강의
PHI3034-01,"위진,당철학사",하유진,3,월 15:00~16:15 / 수 16:30~17:45 [J319],전학년,,11,권장학년: 2-4학년
PHI3037-01,도가철학,박혜순,3,"화,목 10:30~11:45 [J217]",전학년,,10,권장학년: 2-4학년
PHI3043-01,주자학,정종모,3,"수,금 13:30~14:45 [J319]",전학년,,6,권장학년: 2-4학년
PHI4013-01,현대미국철학,김영건,3,"화,목 15:00~16:15 [J102]",전학년,,21,권장학년: 2-4학년
PHI4017-01,인도철학,김진영,3,"화,목 12:00~13:15 [J202]",전학년,,19,권장학년: 2-4학년
PHI4035-01,예술철학특강,김산춘,3,"화,목 15:00~16:15 [J313]",전학년,,10,권장학년: 2-4학년
PHI4037-01,서양철학의원리,이상섭,3,"화,목 16:30~17:45 [J319]",전학년,,13,권장학년: 1-4학년
PHIG082-01,동양철학읽기,정종모,3,수 09:00~12:00 [J122],전학년,,3,권장학년: 3-4학년
PHIQ981-01,철학교과논리및논술,김민정,3,"화,목 15:00~16:15 [J112]",전학년,,0,영어강의
PHIQ982-01,철학교과교육론,김민정,3,"화,목 12:00~13:15 [J114]",전학년,,1,권장학년: 3-4학년
MAT1050-01,미적분학실습I,김종락,1,월 15:00~16:50 [AS111],전학년,,24,권장학년: 1학년
MAT1050-02,미적분학실습I,김종락,1,월 17:00~18:50 [AS111],전학년,,17,권장학년: 1학년
MAT1050-03,미적분학실습I,김종락,1,수 15:00~16:50 [AS111],전학년,,10,권장학년: 1학년
MAT1050-04,미적분학실습I,김종락,1,수 17:00~18:50 [AS111],전학년,,15,권장학년: 1학년
MAT1050-05,미적분학실습I,김종락,1,금 13:30~15:20 [RA205],전학년,,11,권장학년: 1학년
MAT1050-06,미적분학실습I,김종락,1,금 15:30~17:20 [RA205],전학년,,6,권장학년: 1학년
MAT2010-01,집합론,이종범,3,"수,금 09:00~10:15 [RA410]",전학년,,32,영어강의
MAT2010-02,집합론,신창언,3,"수,금 13:30~14:45 [RA408]",전학년,,41,공학인증
MAT2110-01,선형대수학,조상현,3,"수,금 09:00~10:15 [RA308]",전학년,,19,공학인증
MAT2110-02,선형대수학,김현석,3,월 10:30~11:45 / 수 12:00~13:15 [RA408],전학년,,40,권장학년: 2학년
MAT2110-03,선형대수학,이영란,3,"화,목 15:00~16:15 [RA308]",전학년,,29,영어강의
MAT2110-04,선형대수학,하구용,3,"화,목 09:00~10:15 [RA308]",전학년,,32,공학인증
MAT2110-05,선형대수학,하구용,3,"화,목 12:00~13:15 [RA308]",전학년,,47,공학인증
MAT2210-01,고등미적분학I,김현석,3,"화,목 13:30~14:45 [RA408]",전학년,,33,권장학년: 2학년
MAT2210-02,고등미적분학I,이영란,3,"화,목 10:30~11:45 [RA308]",전학년,,42,권장학년: 2학년
MAT2410-01,응용수학I,임경필,3,"화,목 09:00~10:15 [RA408]",전학년,,41,공학인증
MAT2410-02,응용수학I,강병수,3,"화,목 12:00~13:15 [RA408]",전학년,,35,공학인증
MAT2510-01,푸리에해석및응용,임경수,3,월 13:30~14:45 / 금 12:00~13:15 [AS111],전학년,,15,권장학년: 2-4학년
MAT3010-01,다변수함수,유지현,3,"화,목 12:00~13:15 [K404]",전학년,,26,권장학년: 2학년
MAT3020-01,통계학입문,임경필,3,월 09:00~10:15 / 수 10:30~11:45 [RA308],전학년,,46,공학인증
MAT3110-01,이산수학,"Ho, Pak Tung",3,"수,금 09:00~10:15 [K402]",전학년,,46,영어강의
MAT3430-01,응용통계학및실습,임경필,3,월 10:30~11:45 / 수 12:00~13:15 [RA205],전학년,,5,권장학년: 3-4학년
MAT3430-02,응용통계학및실습,임경필,3,"화,목 12:00~13:15 [RA205]",전학년,,7,권장학년: 3-4학년
MAT4110-01,추상대수학I,오영탁,3,"화,목 10:30~11:45 [RA408]",전학년,,34,권장학년: 3학년
MAT4110-02,추상대수학I,김종락,3,월 10:30~11:45 / 수 12:00~13:15 [RA406B],전학년,,35,영어강의
MAT4210-01,복소수함수론I,조상현,3,"수,금 13:30~14:45 [RA406A]",전학년,,12,권장학년: 3학년
MAT4210-02,복소수함수론I,이재성,3,"화,목 15:00~16:15 [RA408]",전학년,,21,영어강의
MAT4310-01,미분기하학,김종수,3,"화,목 13:30~14:45 [RA410]",전학년,,29,권장학년: 3학년
MAT4330-01,위상수학개론II,조장현,3,월 12:00~13:15 / 금 10:30~11:45 [RA406A],전학년,,9,권장학년: 4학년
MAT4510-01,학부개별연구,오영탁,3,수 15:00~17:50,"3,4학년",,0,권장학년: 3-4학년
MATG210-01,실해석학I,신창언,3,"화,목 10:30~11:45 [K104]",전학년,,10,영어강의
MATQ981-01,수학교과교육론,김구연,3,"화,목 12:00~13:15 [J321]",전학년,,4,영어강의
PHY1001-01,일반물리I,이범훈,3,월 09:00~10:15 / 수 10:30~11:45 [RA310],전학년,,51,권장학년: 1학년
PHY1001-02,일반물리I,손원민,3,월 13:30~14:45 / 금 12:00~13:15 [K303],전학년,,63,공학인증
PHY1001-03,일반물리I,이범구,3,"수,금 15:00~16:15 [RA310]",전학년,,66,권장학년: 1학년
PHY1001-04,일반물리I,이기진,3,"화,목 09:00~10:15 [RA406B]",전학년,,46,공학인증
PHY1001-05,일반물리I,박영재,3,"화,목 10:30~11:45 [RA310]",전학년,,48,권장학년: 1학년
PHY1001-06,일반물리I,김현정,3,"화,목 13:30~14:45 [RA310]",전학년,,65,권장학년: 1학년
PHY1001-07,일반물리I,김도석,3,"화,목 12:00~13:15 [RA406B]",전학년,,34,권장학년: 1학년
PHY1001-08,일반물리I,박광서,3,"화,목 15:00~16:15 [RA310]",전학년,,68,권장학년: 1학년
PHY1001-09,일반물리I,김도현,3,"수,금 09:00~10:15 [RA310]",전학년,,57,권장학년: 1학년
PHY1001-10,일반물리I,이현철,3,"수,금 13:30~14:45 [RA310]",전학년,,55,권장학년: 1학년
PHY1101-01,일반물리실험I,정명화,1,월 13:30~15:20 [R103],전학년,,17,공학인증
PHY1101-02,일반물리실험I,Scopel Stefano,1,월 13:30~15:20 [R107],전학년,,18,영어강의
PHY1101-03,일반물리실험I,김도석,1,월 15:30~17:20 [R103],전학년,,25,공학인증
PHY1101-04,일반물리실험I,Scopel Stefano,1,월 15:30~17:20 [R107],전학년,,17,영어강의
PHY1101-05,일반물리실험I,김도석,1,월 17:30~19:20 [R103],전학년,,15,공학인증
PHY1101-06,일반물리실험I,Scopel Stefano,1,월 17:30~19:20 [R107],전학년,,11,영어강의
PHY1101-07,일반물리실험I,김도현,1,화 13:30~15:20 [R103],전학년,,18,공학인증
PHY1101-08,일반물리실험I,박영재,1,화 13:30~15:20 [R107],전학년,,15,공학인증
PHY1101-09,일반물리실험I,김도현,1,화 15:30~17:20 [R103],전학년,,14,권장학년: 1학년
PHY1101-10,일반물리실험I,박영재,1,화 15:30~17:20 [R107],전학년,,13,권장학년: 1학년
PHY1101-11,일반물리실험I,김도현,1,화 17:30~19:20 [R103],전학년,,18,권장학년: 1학년
PHY1101-12,일반물리실험I,박영재,1,화 17:30~19:20 [R107],전학년,,17,권장학년: 1학년
PHY1101-13,일반물리실험I,임채호,1,수 13:30~15:20 [R103],전학년,,16,권장학년: 1학년
PHY1101-14,일반물리실험I,이기진,1,수 13:30~15:20 [R107],전학년,,24,권장학년: 1학년
PHY1101-15,일반물리실험I,임채호,1,수 15:30~17:20 [R103],전학년,,14,권장학년: 1학년
PHY1101-16,일반물리실험I,이기진,1,수 15:30~17:20 [R107],전학년,,20,권장학년: 1학년
PHY1101-17,일반물리실험I,장준익,1,수 17:30~19:20 [R103],전학년,,11,권장학년: 1학년
PHY1101-18,일반물리실험I,이현철,1,수 17:30~19:20 [R107],전학년,,14,권장학년: 1학년
PHY1101-19,일반물리실험I,박정혁,1,목 13:30~15:20 [R103],전학년,,13,공학인증
PHY1101-20,일반물리실험I,이현철,1,목 13:30~15:20 [R107],전학년,,17,공학인증
PHY1101-21,일반물리실험I,박정혁,1,목 15:30~17:20 [R103],전학년,,14,권장학년: 1학년
PHY1101-22,일반물리실험I,이현철,1,목 15:30~17:20 [R107],전학년,,16,권장학년: 1학년
PHY1101-23,일반물리실험I,박정혁,1,목 17:30~19:20 [R103],전학년,,11,권장학년: 1학년
PHY1101-24,일반물리실험I,정명화,1,목 17:30~19:20 [R107],전학년,,14,권장학년: 1학년
PHY1101-25,일반물리실험I,이범훈,1,금 13:30~15:20 [R103],전학년,,14,권장학년: 1학년
PHY1101-26,일반물리실험I,손원민,1,금 13:30~15:20 [R107],전학년,,14,권장학년: 1학년
PHY1101-27,일반물리실험I,이범훈,1,금 15:30~17:20 [R103],전학년,,18,권장학년: 1학년
PHY1101-28,일반물리실험I,손원민,1,금 15:30~17:20 [R107],전학년,,12,권장학년: 1학년
PHY1101-29,일반물리실험I,이범훈,1,금 17:30~19:20 [R103],전학년,,11,권장학년: 1학년
PHY1101-30,일반물리실험I,장준익,1,금 17:30~19:20 [R107],전학년,,13,권장학년: 1학년
PHY2001-01,역학I,이범훈,3,월 10:30~11:45 / 수 12:00~13:15 [RA310],전학년,,34,영어강의
MEE2022-01,열역학I,정시영,3,"화,목 10:30~11:45 [K305]","2,3,4학년",,42,권장학년: 2학년
MEE2022-02,열역학I,김대중,3,"화,목 15:00~16:15 [AS414]","2,3,4학년",,50,영어강의
PHY2003-01,전자기학I,김도석,3,"화,목 10:30~11:45 [RA406B]",전학년,,35,영어강의
PHY2005-01,수리물리학I,Scopel Stefano,3,월 12:00~13:15 / 금 10:30~11:45 [RA310],전학년,,42,영어강의
PHY2101-01,실험물리학I,장준익,2,월 15:00~18:50 [R110],전학년,,9,권장학년: 2학년
PHY2101-02,실험물리학I,정명화,2,수 15:00~18:50 [R110],전학년,,12,권장학년: 2학년
PHY2101-03,실험물리학I,김도석,2,목 15:00~18:50 [R110],전학년,,6,권장학년: 2학년
PHY2101-04,실험물리학I,정명화,2,금 15:00~18:50 [R110],전학년,,7,권장학년: 2학년
PHY3001-01,양자물리학I,손원민,3,월 10:30~11:45 / 수 12:00~13:15 [K309],전학년,,20,영어강의
PHY3003-01,열역학,김도현,3,"화,목 09:00~10:15 [RA406A]",전학년,,16,영어강의
CBE3002-01,공정열역학,임종성,3,"화,목 13:30~14:45 [K212]",전학년,,19,권장학년: 3학년
MEE4032-01,미소열유체역학,김원정,3,"수,금 13:30~14:45 [AS412]","3,4학년",,12,영어강의
PHY3101-01,실험물리학III,김현정,2,월 15:00~18:50 [R108],전학년,,3,권장학년: 3학년
PHY3101-02,실험물리학III,김현정,2,수 15:00~18:50 [R108],전학년,,3,권장학년: 3학년
PHY3101-03,실험물리학III,이기진,2,금 15:00~18:50 [R108],전학년,,6,권장학년: 3학년
PHY3501-01,물리캡스톤디자인I,한도석,3,"수,금 15:00~16:15 [RA406A]",전학년,,4,권장학년: 2-4학년
PHY4001-01,고체물리학I,정명화,3,"화,목 13:30~14:45 [RA406A]",전학년,,6,권장학년: 3-4학년
PHY4003-01,현대광학I,장준익,3,월 13:30~14:45 / 금 12:00~13:15 [RA406A],전학년,,7,영어강의
PHY4010-01,일반상대성이론,박정혁,3,"화,목 12:00~13:15 [RA406A]",전학년,,5,권장학년: 3-4학년
PHY4016-01,디스플레이물리,이기진,3,"화,목 10:30~11:45 [RA406A]",전학년,,6,권장학년: 3-4학년
PHY4201-01,특수연구,정명화,3,화 16:30~17:45 [R404],전학년,,2,권장학년: 4학년
BIO4921-01,특수연구,정광환,3,,전학년,,0,
BNT3091-01,특수연구I,유양모,3,,4학년,,0,
PHY4203-01,물리특허와기술이전,김현진,1,화 15:00~15:50 [K208],전학년,,1,권장학년: 4학년
PHYG001-01,고전물리I,임채호,3,"화,목 09:00~10:15 [K105]",전학년,,3,영어강의
ECO2001-01,경제학원론I,전현배,3,"화,목 09:00~10:15 [K501]",전학년,,60,영어강의
ECO2001-02,경제학원론I,박정수,3,"화,목 12:00~13:15 [K401]",전학년,,116,권장학년: 1학년
ECO2001-03,경제학원론I,이수형,3,"화,목 16:30~17:45 [K501]",전학년,,73,영어강의
ECO2001-04,경제학원론I,Iris Haydar Doruk,3,"수,금 09:00~10:15 [K502]",전학년,,24,영어강의
ECO2001-05,경제학원론I,"Brodersen, Sofie",3,"수,금 13:30~14:45 [K501]",전학년,,92,영어강의
ECO2001-06,경제학원론I,"Brodersen, Sofie",3,"수,금 15:00~16:15 [K501]",전학년,,101,영어강의
ECO2001-07,경제학원론I,김숙영,3,월 12:00~13:15 / 금 10:30~11:45 [K401],전학년,,52,권장학년: 1학년
ECO2001-08,경제학원론I,"Kim, Young-il",3,월 13:30~14:45 / 금 12:00~13:15 [K503],전학년,,69,영어강의
ECO2001-09,경제학원론I,정지은,3,월 15:00~16:15 / 수 16:30~17:45 [K501],전학년,,83,권장학년: 1학년
ECO2001-10,경제학원론I,안태현,3,월 10:30~11:45 / 수 12:00~13:15 [K501],전학년,,110,영어강의
ECO2002-01,경제학원론II,최인,3,"화,목 12:00~13:15 [K403]",전학년,,67,권장학년: 1학년
ECO2002-02,경제학원론II,송의영,3,월 12:00~13:15 / 금 10:30~11:45 [K501],전학년,,80,권장학년: 1학년
ECO2002-03,경제학원론II,송의영,3,"월,금 16:30~17:45 [K503]",전학년,,34,권장학년: 1학년
ECO2002-04,경제학원론II,심명규,3,월 15:00~16:15 / 수 16:30~17:45 [K405],전학년,,33,영어강의
ECO2002-05,경제학원론II,남성일,3,"화,목 15:00~16:15 [K501]",전학년,,82,권장학년: 1학년
ECO2003-01,경제수리기초,김형욱,3,"수,금 09:00~10:15 [K401]",전학년,,95,권장학년: 1학년
ECO2003-02,경제수리기초,황선호,3,월 13:30~14:45 / 금 12:00~13:15 [K401],전학년,,142,권장학년: 1학년
ECO2004-01,경제통계학,이한식,3,"화,목 10:30~11:45 [K403]",전학년,,45,권장학년: 1학년
ECO2004-02,경제통계학,사공용,3,"화,목 13:30~14:45 [K501]",전학년,,86,권장학년: 1학년
ECO2006-01,미시경제학I,왕규호,3,"화,목 13:30~14:45 [K407]",전학년,,12,권장학년: 2학년
ECO2006-02,미시경제학I,김도영,3,"화,목 16:30~17:45 [K403]",전학년,,87,영어강의
ECO2006-03,미시경제학I,전성훈,3,"수,금 13:30~14:45 [K403]",전학년,,53,권장학년: 2학년
ECO2006-04,미시경제학I,Iris Haydar Doruk,3,월 10:30~11:45 / 수 12:00~13:15 [K304],전학년,,45,영어강의
ECO2006-05,미시경제학I,이진권,3,월 15:00~16:15 / 수 16:30~17:45 [K503],전학년,,51,권장학년: 2학년
ECOG010-01,고급미시경제학I,Iris Haydar Doruk,3,월 09:00~10:15 / 수 10:30~11:45 [K505],전학년,,3,영어강의
ECO2007-01,거시경제학I,조장옥,3,"화,목 09:00~10:15 [K401]",전학년,,58,권장학년: 2학년
ECO2007-02,거시경제학I,"Heshmati, Almas",3,월 09:00~10:15 / 수 10:30~11:45 [K509],전학년,,15,영어강의
ECO2007-03,거시경제학I,심명규,3,월 10:30~11:45 / 수 12:00~13:15 [K401],전학년,,56,영어강의
ECOG020-01,고급거시경제학I,이윤수,3,"수,금 13:30~14:45 [K506]",전학년,,2,영어강의
ECO2008-01,수리경제학,김형욱,3,"수,금 13:30~14:45 [K503]",전학년,,38,권장학년: 2학년
ECO2009-01,계량경제학I,남준우,3,"화,목 10:30~11:45 [K505]",전학년,,36,권장학년: 2-3학년
ECO2009-02,계량경제학I,이한식,3,"화,목 13:30~14:45 [K401]",전학년,,52,권장학년: 2-3학년
ECO2009-03,계량경제학I,최인,3,"화,목 15:00~16:15 [K403]",전학년,,42,권장학년: 2-3학년
ECOG030-01,고급계량경제학I,이영훈,3,"수,금 15:00~16:15 [K505]",전학년,,2,권장학년: 4학년
ECO3002-01,노동경제학,남성일,3,"화,목 12:00~13:15 [K501]",전학년,,58,권장학년: 3-4학년
ECO3008-01,금융경제학,윤기향,3,"수,금 09:00~10:15 [K403]",전학년,,36,영어강의
ECO3009-01,공공경제학,김홍균,3,"화,목 10:30~11:45 [K401]",전학년,,41,권장학년: 3-4학년
ECO3010-01,국제무역론,허정,3,"화,목 15:00~16:15 [K401]",전학년,,57,영어강의
ECO3011-01,국제금융론,정재식,3,"수,금 13:30~14:45 [K401]",전학년,,74,권장학년: 3-4학년
ECO4010-01,국제금융시장,박정수,3,"화,목 16:30~17:45 [K401]",전학년,,32,영어강의
MGT4607-01,국제금융시장론,강호상,3,"화,목 13:30~14:45 [MA102]","2,3,4학년",,58,권장학년: 2-4학년
POL4149-01,통화금융의국제정치,한영빈,3,월 12:00~13:15 / 금 10:30~11:45 [D301],전학년,,27,권장학년: 2-4학년
ECO3012-01,개발경제학,이수형,3,"화,목 13:30~14:45 [K406]",전학년,,6,영어강의
ECO3017-01,국제경제학,김윤정,3,월 09:00~10:15 / 수 10:30~11:45 [K501],전학년,,37,영어강의
ECO3019-01,인구경제학,"Kim, Young-il",3,월 12:00~13:15 / 금 10:30~11:45 [K503],전학년,,39,영어강의
ECO3021-01,경제성장론,송의영,3,월 13:30~14:45 / 금 12:00~13:15 [K501],전학년,,49,권장학년: 3-4학년
ECO4001-01,미시경제학II,왕규호,3,"화,목 15:00~16:15 [K407]",전학년,,18,권장학년: 3-4학년
ECO4002-01,거시경제학II,조장옥,3,"화,목 10:30~11:45 [K406]",전학년,,17,권장학년: 3-4학년
ECO4006-01,정보경제학,김도영,3,"화,목 12:00~13:15 [K402]",전학년,,38,권장학년: 3-4학년
ECO4009-01,파생상품시장,사공용,3,"화,목 10:30~11:45 [K501]",전학년,,35,권장학년: 3-4학년
ECO4014-01,한국경제론,이인실,3,월 09:00~10:15 / 수 10:30~11:45 [K203],전학년,,18,권장학년: 3-4학년
ECO4033-01,거시경제지표분석(캡스톤디자인),김영익,3,"화,목 16:30~17:45 [K507]",전학년,,17,권장학년: 2-4학년
ECO4034-01,금융시장행태주의(behavioral)분석(캡스톤디자인),정재식,3,"수,금 09:00~10:15 [K406]",전학년,,8,권장학년: 3-4학년
BIO1101-01,일반생물학I,주봉건,3,월 10:30~11:45 / 수 12:00~13:15 [K203],전학년,,72,권장학년: 1학년
BIO1101-02,일반생물학I,차혁진,3,월 12:00~13:15 / 금 10:30~11:45 [K302],전학년,,51,권장학년: 1학년
BIO1101-03,일반생물학I,김건수,3,"화,목 10:30~11:45 [K402]",전학년,,50,권장학년: 1학년
BIO1101-04,일반생물학I,정광환,3,"수,금 09:00~10:15 [K303]",전학년,,47,권장학년: 1학년
BIO1101-05,일반생물학I,"정광환, 김건수, 차혁진",3,월 10:30~11:45 / 수 12:00~13:15 [K404],전학년,,24,권장학년: 1학년
BIO1105-01,일반생물학실험I,"Lee, Hosuk Sean",1,월 13:30~16:15 [K213],전학년,,19,영어강의
BIO1105-02,일반생물학실험I,"Lee, Hosuk Sean",1,월 16:30~19:15 [K213],전학년,,20,영어강의
BIO1105-03,일반생물학실험I,김건수,1,화 13:30~16:15 [K213],전학년,,15,권장학년: 1학년
BIO1105-04,일반생물학실험I,이갑열,1,화 16:30~19:15 [K213],전학년,,14,권장학년: 1학년
BIO1105-05,일반생물학실험I,이규호,1,수 13:30~16:15 [K213],전학년,,13,권장학년: 1학년
BIO1105-06,일반생물학실험I,이병하,1,수 16:30~19:15 [K213],전학년,,16,권장학년: 1학년
BIO1105-07,일반생물학실험I,이정국,1,목 13:30~16:15 [K213],전학년,,20,권장학년: 1학년
BIO1105-08,일반생물학실험I,정광환,1,목 16:30~19:15 [K213],전학년,,10,권장학년: 1학년
BIO1105-09,일반생물학실험I,주봉건,1,금 13:30~16:15 [K213],전학년,,18,권장학년: 1학년
BIO1105-10,일반생물학실험I,차혁진,1,금 16:30~19:15 [K213],전학년,,15,권장학년: 1학년
BIO2121-01,현대생물학실험I,한징택,2,월 13:30~17:15 [R204],전학년,,11,권장학년: 2학년
BIO2121-02,현대생물학실험I,김정호,2,화 13:30~17:15 [R204],전학년,,19,권장학년: 2학년
BIO2121-03,현대생물학실험I,한징택,2,수 13:30~17:15 [R204],전학년,,14,권장학년: 2학년
BIO2121-04,현대생물학실험I,김정호,2,목 13:30~17:15 [R204],,,5,승인과목
BIO2131-01,생화학I,이정국,3,"수,금 09:00~10:15 [K304]",전학년,,44,권장학년: 2학년
BIO2141-01,세포학,한징택,3,"화,목 09:00~10:15 [K305]",전학년,,48,권장학년: 2학년
BIO2350-01,숙주미생물상호작용,이갑열,3,월 10:30~11:45 / 수 12:00~13:15 [K208],전학년,,24,영어강의
