과목번호-분반,과목명,교수,학점,수업시간/강의실,학년,강의평,담은 인원,비고
MAT2410-01,응용수학I,유지현,3,"수,금 09:00~10:15",2학년,,63,"홀짝구분, 컴퓨터공학전공가능(짝수학번), 통계학입문과 동등과목, 컴퓨터공학전공만 가능, 통계학입문(MAT3020)과 동등한 과목"
MAT2410-02,응용수학I,김현정,3,"화,목 09:00~10:15",2학년,,65,"홀짝구분, 컴퓨터공학전공가능(홀수학번), 통계학입문과 동등과목, 컴퓨터공학전공만 가능, 통계학입문(MAT3020)과 동등한 과목"
MAT2510-01,푸리에해석및응용,임경수,3,"월,수 12:00~13:15",2-4학년,,45,
MAT3020-01,통계학입문,임경수,3,"월,수 10:30~11:45",2학년,,46,"컴퓨터공학 1전공학생수강불가(응용수학I과 동등과목), 응용수학I(MAT2410)과 동등한 과목임"
MAT3110-01,이산수학,오영탁,3,"월,수 10:30~11:45",3-4학년,,64,
MAT3430-01,응용통계학및실습,임경필,3,"화,목 09:00~10:15",3-4학년,,29,실습과목
MAT3430-02,응용통계학및실습,임경필,3,"화,목 10:30~11:45",3-4학년,,17,실습과목
MAT3450-01,계산수학및실습,임경수,3,"월,수 16:30~17:45",3-4학년,,26,
MAT4110-01,추상대수학I,김종락,3,"화,목 10:30~11:45",3학년,,25,
MAT4110-02,추상대수학I,박진형,3,"수,금 13:30~14:45",3학년,,57,영어강의
MAT4210-01,복소수함수론I,조상현,3,"화,목 10:30~11:45",3학년,,59,
MAT4310-01,미분기하학,김종수,3,"화,목 13:30~14:45",3학년,,67,
MAT4330-01,위상수학개론II,조장현,3,"월,수 12:00~13:15",4학년,,9,구MATG320/구 위상수학특론의대체과목
MAT4510-01,학부개별연구,조장현,3,,3-4학년,,1,"특수연구, 전공학점으로 인정되지 않음"
MATG210-01,실해석학I,이영란,3,"화,목 15:00~16:15",4학년,,21,"대학원 초급과목, 대학원초급과목,구MAT5210"
MATQ981-01,수학교과교육론,김구연,3,"화,목 12:00~13:15",3-4학년,,7,"영어강의, 교직이수자만 전공학점으로 인정, 교직이수자만 전공학점으로 인정"
PHY1001-01,일반물리I,양상모,3,"월,수 12:00~13:15",1학년,,96,물리1전공 수강불가
PHY1001-02,일반물리I,이기진,3,"화,목 09:00~10:15",1학년,,112,물리1전공 수강불가
PHY1001-03,일반물리I,정현식,3,"화,목 10:30~11:45",1학년,,70,물리1전공 전용반
PHY1001-04,일반물리I,정명화,3,"화,목 12:00~13:15",1학년,,135,물리1전공 수강불가
PHY1001-05,일반물리I,유효빈,3,"화,목 13:30~14:45",1학년,,67,"영어강의, 물리1전공 수강불가"
PHY1001-06,일반물리I,김현정,3,"화,목 15:00~16:15",1학년,,129,물리1전공 수강불가
PHY1001-07,일반물리I,장준익,3,"수,금 09:00~10:15",1학년,,55,물리1전공 수강불가
PHY1001-08,일반물리I,손원민,3,"수,금 13:30~14:45",1학년,,61,"영어강의, 물리1전공 수강불가"
PHY1001-09,일반물리I,Scopel Stefano,3,"수,금 15:00~16:15",1학년,,83,"영어강의, 물리1전공 수강불가"
PHY1101-01,일반물리실험I,김도석,1,월 13:30~15:20 [R103],1학년,,21,[대면수업]
PHY1101-02,일반물리실험I,손원민,1,월 13:30~15:20 [R107],1학년,,60,[대면수업]
PHY1101-03,일반물리실험I,김도석,1,월 15:30~17:20 [R103],1학년,,21,[대면수업]
PHY1101-04,일반물리실험I,손원민,1,월 15:30~17:20 [R107],1학년,,54,[대면수업]
PHY1101-05,일반물리실험I,양상모,1,월 17:30~19:20 [R103],1학년,,23,[대면수업]
PHY1101-06,일반물리실험I,박정혁,1,월 17:30~19:20 [R107],1학년,,22,[대면수업]
PHY1101-07,일반물리실험I,박정혁,1,화 13:30~15:20 [R103],1학년,,19,[대면수업]
PHY1101-08,일반물리실험I,이기진,1,화 13:30~15:20 [R107],1학년,,21,[대면수업]
PHY1101-09,일반물리실험I,박정혁,1,화 15:30~17:20 [R103],1학년,,24,[대면수업]
PHY1101-10,일반물리실험I,Scopel Stefano,1,화 15:30~17:20 [R107],1학년,,32,"영어강의, [대면수업]"
PHY1101-11,일반물리실험I,유효빈,1,화 17:30~19:20 [R103],1학년,,21,[대면수업]
PHY1101-12,일반물리실험I,Scopel Stefano,1,화 17:30~19:20 [R107],1학년,,24,"영어강의, [대면수업]"
PHY1101-13,일반물리실험I,김도석,1,수 13:30~15:20 [R103],1학년,,19,[대면수업]
PHY1101-14,일반물리실험I,장준익,1,수 13:30~15:20 [R107],1학년,,21,[대면수업]
PHY1101-15,일반물리실험I,이범훈,1,수 15:30~17:20 [R103],1학년,,27,[대면수업]
PHY1101-16,일반물리실험I,장준익,1,수 15:30~17:20 [R107],1학년,,20,[대면수업]
PHY1101-17,일반물리실험I,이범훈,1,수 17:30~19:20 [R103],1학년,,22,[대면수업]
PHY1101-18,일반물리실험I,양상모,1,수 17:30~19:20 [R107],1학년,,23,[대면수업]
PHY1101-19,일반물리실험I,Scopel Stefano,1,목 13:30~15:20 [R103],1학년,,15,"영어강의, [대면수업]"
PHY1101-20,일반물리실험I,손원민,1,목 13:30~15:20 [R107],1학년,,23,[대면수업]
PHY1101-21,일반물리실험I,Scopel Stefano,1,목 15:30~17:20 [R103],1학년,,20,"영어강의, [대면수업]"
PHY1101-22,일반물리실험I,유효빈,1,목 15:30~17:20 [R107],1학년,,17,[대면수업]
PHY1101-23,일반물리실험I,정명화,1,목 17:30~19:20 [R103],1학년,,25,[대면수업]
PHY1101-24,일반물리실험I,유효빈,1,목 17:30~19:20 [R107],1학년,,15,[대면수업]
PHY1101-25,일반물리실험I,양상모,1,금 13:30~15:20 [R103],1학년,,21,[대면수업]
PHY1101-26,일반물리실험I,김현정,1,금 13:30~15:20 [R107],1학년,,19,[대면수업]
PHY1101-27,일반물리실험I,양상모,1,금 15:30~17:20 [R103],1학년,,21,[대면수업]
PHY1101-28,일반물리실험I,이범훈,1,금 15:30~17:20 [R107],1학년,,13,[대면수업]
PHY2001-01,역학I,Scopel Stefano,3,"수,금 09:00~10:15",2학년,,75,영어강의
MEE2022-01,열역학I,정시영,3,"화,목 10:30~11:45",2학년,,53,"홀짝구분, 홀수학번"
MEE2022-02,열역학I,김대중,3,"화,목 10:30~11:45",2학년,,60,"영어강의, 홀짝구분, 짝수학번"
PHY2003-01,전자기학I,김현정,3,"화,목 13:30~14:45",2학년,,61,"영어강의, (=전자공학과 전자장론I, 둘 중 한과목만 학점인정)"
PHY2004-01,전자기학II,이범훈,3,"수,금 13:30~14:45",2학년,,24,영어강의
PHY2005-01,수리물리학I,이범훈,3,"월,수 10:30~11:45",2학년,,67,영어강의
PHY2101-01,실험물리학I,이기진,2,월 15:00~18:50 [R110],2학년,,20,[대면수업]
PHY2101-02,실험물리학I,정명화,2,수 15:00~18:50 [R110],2학년,,17,[대면수업]
PHY2101-03,실험물리학I,이기진,2,목 15:00~18:50 [R110],2학년,,10,[대면수업]
PHY2101-04,실험물리학I,정명화,2,금 15:00~18:50 [R110],2학년,,14,[대면수업]
PHY3001-01,양자물리학I,김도석,3,"월,수 12:00~13:15 [K301]",3학년,,59,[대면수업]
PHY3003-01,열역학,박정혁,3,"화,목 12:00~13:15",3학년,,63,
CBE3002-01,공정열역학,임종성,3,"화,목 15:00~16:15",3학년,,56,선수과목 : CBE3001 화공열역학
MEE4032-01,미소열유체역학,김원정,3,"월,수 12:00~13:15",3-4학년,,68,"영어강의, (구)마이크로열유체공학, 선수과목 : MEE2012 유체역학I"
PHY3101-01,실험물리학III,김현정,2,월 15:00~18:50 [R108],3학년,,14,[대면수업]
PHY3101-02,실험물리학III,김현정,2,수 15:00~18:50 [R108],3학년,,15,[대면수업]
PHY3101-03,실험물리학III,장준익,2,목 15:00~18:50 [R108],3학년,,13,[대면수업]
PHY3101-04,실험물리학III,유효빈,2,금 15:00~18:50 [R108],3학년,,16,[대면수업]
PHY4001-01,고체물리학I,양상모,3,"화,목 15:00~16:15",3-4학년,,44,영어강의
PHY4003-01,현대광학I,장준익,3,"화,목 09:00~10:15",3-4학년,,36,영어강의
PHY4201-01,특수연구,이기진,3,화 16:30~18:00,4학년,,8,"전공학점으로 인정되지 않음.(총학점에는 포함됨), 전공학점 인정되지 않음.(총학점 포함됨)/교수님과 함께하는 프로젝트과목"
BIO4921-01,특수연구,이병하,3,,4학년,,1,"*전공학점에 불포함, 졸업학점에 포함 *응용바이오기술실험과 동시수강 불가 *7학기 이상 수강가능, 전공학점으로 인정되지 않음.(총학점에는 포함됨)"
PHY4202-01,물리학특강,유효빈,3,"화,목 10:30~11:45",3-4학년,,43,
PHY4203-01,물리특허와기술이전,김현진,1,화 15:00~15:50,4학년,,5,"전공학점으로 인정되지 않음.(총학점에는 포함됨) / BIO4203 생명과학특허와기술이전과 합반, 전공학점으로 인정되지 않음.(총학점에는 포함됨)"
PHYG001-01,고전물리I,손원민,3,"수,금 09:00~10:15",4학년,,4,"영어강의, 대학원 초급과목, 대학원초급과목,구PHY5001"
ECO2001-01,경제학원론I,양현주,3,"월,수 10:30~11:45",1학년,,136,영어강의
ECO2001-02,경제학원론I,안태현,3,"월,수 12:00~13:15",1학년,,119,영어강의
ECO2001-03,경제학원론I,이진권,3,"월,수 16:30~17:45",1학년,,70,영어강의
ECO2001-04,경제학원론I,이우석,3,"월,수 16:30~17:45",1학년,,24,
ECO2001-05,경제학원론I,Iris Haydar Doruk,3,"수,금 09:00~10:15",1학년,,77,영어강의
ECO2001-06,경제학원론I,김숙영,3,"화,목 09:00~10:15",1학년,,84,
ECO2001-07,경제학원론I,김홍균,3,"화,목 13:30~14:45",1학년,,119,
ECO2001-08,경제학원론I,왕윤종,3,"화,목 16:30~17:45",1학년,,229,
ECO2001-09,경제학원론I,김진원,3,"화,목 10:30~11:45",1학년,,63,영어강의
ECO2002-01,경제학원론II,곽노선,3,"월,수 10:30~11:45",1학년,,68,
ECO2002-02,경제학원론II,송의영,3,"월,수 12:00~13:15",1학년,,122,
ECO2002-03,경제학원론II,김경환,3,"화,목 15:00~16:15",1학년,,86,
ECO2002-04,경제학원론II,정국모,3,"화,목 16:30~17:45",1학년,,71,영어강의
ECO2002-05,경제학원론II,김진원,3,"수,금 09:00~10:15",1학년,,41,영어강의
ECO2003-01,경제수리기초,박경옥,3,"월,수 16:30~17:45",1학년,,146,"경제,스타트업,융합S/W,빅데이터사이언스,인공지능전공 우선신청/미적분학I, II 수강자,07학번이전학생 수강불가"
ECO2003-02,경제수리기초,김형욱,3,"수,금 15:00~16:15",1학년,,95,"경제,스타트업,융합S/W,빅데이터사이언스,인공지능전공 우선신청/미적분학I, II 수강자,07학번이전학생 수강불가"
ECO2004-01,경제통계학,주하연,3,"수,금 13:30~14:45",1학년,,16,"영어강의, 경제,스타트업,융합S/W,빅데이터사이언스전공 우선신청/수학,컴공전공(통계학입문or응용수학I로대체),경영통계수강자 수강불가"
ECO2004-02,경제통계학,사공용,3,"화,목 09:00~10:15",1학년,,87,"경제,스타트업,융합S/W,빅데이터사이언스전공 우선신청/수학,컴공전공(통계학입문or응용수학I로대체),경영통계수강자 수강불가"
ECO2004-03,경제통계학,이한식,3,"화,목 10:30~11:45",1학년,,9,"경제,스타트업,융합S/W,빅데이터사이언스전공 우선신청/수학,컴공전공(통계학입문or응용수학I로대체),경영통계수강자 수강불가"
ECO2004-04,경제통계학,사공용,3,"화,목 15:00~16:15",1학년,,96,"경제,스타트업,융합S/W,빅데이터사이언스전공 우선신청/수학,컴공전공(통계학입문or응용수학I로대체),경영통계수강자 수강불가"
ECO4004-01,경제수리통계학,남준우,3,"화,목 15:00~16:15",3학년,,66,"경제,빅데이터사이언스전공 우선수강신청(비경제학전공자는 전학년수강신청일에 수강신청 가능), 선수과목 : ECO2004(또는 MAT3020 또는 MGT2002 또는"
ECO2005-01,경제정보분석,이강오,3,"수,금 15:00~16:15",2학년,,10,"pc실 수업, 선수과목 : ECO2004(또는 MAT3020 또는 MGT2002 또는"
ECO2006-01,미시경제학I,이강오,3,"수,금 13:30~14:45",2학년,,35,"선수과목 : ECO2001, ECO2003(또는 STS2005 또는 ST"
ECO2006-02,미시경제학I,왕규호,3,"화,목 10:30~11:45",2학년,,28,"Honors과목, HONORS CLASS: CGPA3.3이상 & 경제학원론 I,II 경제수리기초, 경제통계학 중 3과목에서 B+이상 선수과목 꼭 확인 바람, 선수과목 : ECO2001, ECO2003(또는 STS2005 또는 ST"
ECO2006-03,미시경제학I,김도영,3,"화,목 12:00~13:15",2학년,,91,"선수과목 : ECO2001, ECO2003(또는 STS2005 또는 ST"
ECO2006-04,미시경제학I,왕규호,3,"화,목 13:30~14:45",2학년,,85,"선수과목 : ECO2001, ECO2003(또는 STS2005 또는 ST"
ECOG010-01,고급미시경제학I,왕규호,3,"월,수 10:30~11:45",4학년,,2,"대학원 초급과목; 선수과목: 미시경제학Ⅰ; 경제학전공자 우선수강신청(비경제학전공자는 전학년수강신청일에 수강신청 가능), 대학원초급과목, 선수과목 : ECO2006 미시경제학I"
ECO2007-01,거시경제학I,이윤수,3,"월,수 12:00~13:15",2학년,,80,"영어강의, 선수과목:ECO2001,ECO2002,ECO2003(또는 STS2005"
ECO2007-02,거시경제학I,정국모,3,"화,목 09:00~10:15",2학년,,39,"영어강의, 선수과목:ECO2001,ECO2002,ECO2003(또는 STS2005"
ECO2007-03,거시경제학I,박정수,3,"화,목 16:30~17:45",2학년,,86,"선수과목:ECO2001,ECO2002,ECO2003(또는 STS2005"
ECOG020-01,고급거시경제학I,남주하,3,"수,금 15:00~16:15",4학년,,1,"대학원 초급과목 경제학전공자 우선수강신청(비경제학전공자는 전학년수강신청일에 수강신청 가능), 대학원초급과목, 선수과목 : ECO2006, ECO2007"
ECO2008-01,수리경제학,김영철,3,"화,목 12:00~13:15",2학년,,88,"영어강의, 경제전공자 우선수강(전학년수강신청일에 비경제전공자 수강신청 가능), 선수과목 : ECO2001, ECO2003(또는 STS2005 또는 ST"
ECO2009-01,계량경제학I,남준우,3,"화,목 10:30~11:45",2-3학년,,81,"Honors과목, HONORS CLASS: CGPA3.3이상 & 경제학원론 I,II 경제수리기초, 경제통계학 중 3과목에서 B+이상 선수과목 꼭 확인 바람, 선수과목 : ECO2004(또는 MAT3020 또는 MGT2002 또는"
ECO2009-02,계량경제학I,이한식,3,"화,목 13:30~14:45",2-3학년,,100,선수과목 : ECO2004(또는 MAT3020 또는 MGT2002 또는
ECOG030-01,고급계량경제학I,이성원,3,"화,목 15:00~16:15",4학년,,5,"영어강의, 대학원 초급과목; 선수과목: 계량경제학; 경제학전공자 우선수강신청(비경제학전공자는 전학년수강신청일에 수강신청 가능), 대학원초급과목, 선수과목 : ECO2009 계량경제학I"
ECO3001-01,산업경제학,주하연,3,"수,금 15:00~16:15",3-4학년,,35,"경제전공자 우선수강(전학년수강신청일에 비경제전공자 수강신청 가능), (구)산업조직론, 선수과목 : ECO2006, ECO2004(또는MAT3"
ECO3002-01,노동경제학,안태현,3,"월,수 10:30~11:45",3-4학년,,71,"선수과목 꼭 확인 바람 / 경제학전공 우선신청(비전공자는 전학년수강신청일에 신청가능, 선수과목 : ECO2006, ECO2004(또는 MAT3020 또는 MG"
ECO3004-01,도시경제학,김경환,3,"화,목 10:30~11:45",3-4학년,,88,"경제학전공자 우선수강신청(비경제학전공자는 전학년수강신청일에 수강신청 가능), 선수과목 : ECO2006 미시경제학I"
ECO3008-01,금융경제학,남주하,3,"수,금 13:30~14:45",3-4학년,,72,"경제학전공자 우선수강신청(비경제학전공자는 전학년수강신청일에 수강신청 가능), 선수과목 : ECO2006 미시경제학I, ECO2007 거시경제학I"
ECO3009-01,공공경제학,김홍균,3,"화,목 10:30~11:45",3-4학년,,59,"경제전공자 우선수강(전학년수강신청일에 비경제전공자 수강신청 가능), (구) 재정학, 선수과목 : ECO2006, ECO2007"
ECO3010-01,국제무역론,허정,3,"화,목 12:00~13:15",3-4학년,,101,"영어강의, 경제학전공자 우선수강신청(비경제학전공자는 전학년수강신청일에 수강신청 가능), 선수과목 : ECO2006 미시경제학I"
ECO3011-01,국제금융론,김윤정,3,"월,수 12:00~13:15",3-4학년,,106,"영어강의, 경제학전공자 우선수강신청(비경제학전공자는 전학년수강신청일에 수강신청 가능), 선수과목 : ECO2007 거시경제학I"
ECO4010-01,국제금융시장,박정수,3,"화,목 12:00~13:15",3-4학년,,87,"영어강의, 경제학전공자 우선수강신청(비경제학전공자는 전학년수강신청일에 수강신청 가능), 선수과목 : ECO2001 경제학원론I, ECO2002 경제학원론II"
ECO3012-01,개발경제학,양현주,3,"월,수 16:30~17:45",3-4학년,,52,"영어강의, 경제학전공 우선신청(비경제학전공자는 전학년수강신청일에 신청 가능), (구) 경제발전론I, 선수과목 : ECO2006, ECO2007"
ECO3021-01,경제성장론,송의영,3,"월,수 10:30~11:45",3-4학년,,72,"선수과목 꼭 확인 바람 / 경제전공자 우선신청(전학년수강신청일에 비경제전공자 신청 가능), 선수과목 : ECO2007, ECO2003(또는 STS2005 또는 ST"
ECO3022-01,금융시장의빅데이터분석,정재식,3,"화,목 10:30~11:45",3-4학년,,26,"PC실강의 / 선수과목: ECO2001, ECO2002 / 경제학전공 우선신청(비전공자는 전학년수강신청일에 신청)"
ECO3023-01,AI금융,정재식,3,"화,목 13:30~14:45",3-4학년,,21,"선수과목: ECO2001, ECO2002 / 경제전공자 우선수강(전학년수강신청일에 비경제전공자 수강신청 가능)"
ECO4008-01,금융정책,허준영,3,"수,금 15:00~16:15",3-4학년,,118,"영어강의, 경제학전공자 우선수강신청(비경제학전공자는 전학년수강신청일에 수강신청 가능), 선수과목 : ECO2006 미시경제학I, ECO2007 거시경제학I"
ECO4009-01,파생상품시장,사공용,3,"화,목 13:30~14:45",3-4학년,,98,"경제학전공자 우선수강신청(비경제학전공자는 전학년수강신청일에 수강신청 가능), 선수과목 : ECO2006, ECO2004(또는 MAT3020 또는 MG"
ECO4018-01,경제학특강1,이윤수,3,"월,수 10:30~11:45",2-4학년,,51,"부제 : 경기변동 / 선수과목 꼭 확인 바람 / 경제학전공자 우선수강신청(비경제학전공자는 전학년수강신청일에 수강신청 가능), 선수과목 : ECO2001 경제학원론I, ECO2002 경제학원론II"
ECO4025-01,기업금융론,김도영,3,"화,목 15:00~16:15",3-4학년,,62,"경제전공자 우선수강(전학년수강신청일에 비경제전공자 수강신청 가능), 선수과목 : ECO2006 미시경제학I"
ECO4030-01,행동경제학,Iris Haydar Doruk,3,"수,금 13:30~14:45",3-4학년,,56,"영어강의, 경제학전공 우선신청(비경제학전공자는 전학년수강신청일에 신청 가능), 선수과목 : ECO2006 미시경제학I"
ECO4032-01,금융시장계량분석(캡스톤디자인),최인,3,"화,목 09:00~10:15",3-4학년,,23,"경제학전공자 우선수강신청(비경제학전공자는 전학년수강신청일에 수강신청 가능), 선수과목 : ECO2009 계량경제학I"
