과목번호-분반,과목명,교수,학점,수업시간/강의실,학년,강의평,담은 인원,비고
PHI3037-01,도가철학,이임찬,3,"화,목 16:30~17:45 [J307]",2-4학년,,29,
PHI4006-01,인식론특강,김영건,3,"수,금 15:00~16:15 [J217]",2-4학년,,26,
PHI4018-01,중국철학특강,박혜순,3,"화,목 12:00~13:15 [J204]",2-4학년,,11,
PHI4036-01,동양철학의원리,정재현,3,"화,목 15:00~16:15 [J319]",1-4학년,,9,Honors과목
PHIG081-01,서양철학연습,이상섭,3,"수,금 13:30~14:45 [J124]",1-4학년,,3,Honors과목
MAT1050-01,미적분학실습I,이영란,1,월 15:00~16:50 [RA205],1학년,,27,
MAT1050-02,미적분학실습I,이영란,1,월 17:00~18:50 [RA205],1학년,,18,
MAT1050-03,미적분학실습I,이영란,1,수 15:00~16:50 [RA205],1학년,,22,
MAT1050-04,미적분학실습I,이영란,1,수 17:00~18:50 [RA205],1학년,,18,
MAT1050-05,미적분학실습I,이영란,1,금 13:30~15:20 [RA205],1학년,,16,
MAT2010-01,집합론,신창언,3,"수,금 13:30~14:45 [RA408]",2학년,,49,공학인증
MAT2010-02,집합론,이영란,3,"화,목 10:30~11:45 [RA308]",2학년,,68,공학인증
MAT2110-01,선형대수학,이영란,3,"화,목 15:00~16:15 [RA308]",2학년,,68,공학인증
MAT2110-02,선형대수학,조장현,3,"화,목 12:00~13:15 [RA408]",2학년,,42,영어강의
MAT2110-03,선형대수학,하구용,3,월 09:00~10:15 / 수 10:30~11:45 [K301],2학년,,70,공학인증
MAT2110-04,선형대수학,하구용,3,월 15:00~16:15 / 수 16:30~17:45 [K301],2학년,,64,공학인증
MAT2110-05,선형대수학,조성희,3,"수,금 09:00~10:15 [RA408]",2학년,,28,공학인증
MATG110-01,고급선형대수학,오영탁,3,"화,목 15:00~16:15 [R1418]",4학년,,11,학부-대학원 연계과목
MAT2210-01,고등미적분학I,김현석,3,월 10:30~11:45 / 수 12:00~13:15 [RA308],2학년,,51,
MAT2210-02,고등미적분학I,이재성,3,"화,목 15:00~16:15 [K503]",2학년,,69,영어강의
MAT2410-01,응용수학I,김순영,3,"화,목 09:00~10:15 [RA308]",2학년,,51,공학인증
MAT2410-02,응용수학I,김순영,3,"화,목 12:00~13:15 [RA308]",2학년,,61,공학인증
MAT2510-01,푸리에해석및응용,임경수,3,월 10:30~11:45 / 수 12:00~13:15 [AS111],2-4학년,,25,
MAT3020-01,통계학입문,유지현,3,"수,금 13:30~14:45 [K303]",2학년,,62,컴퓨터공학 전공학생들의 수강불가
MAT3110-01,이산수학,"Ho, Pak Tung",3,"수,금 13:30~14:45 [RA406B]",3-4학년,,63,영어강의
MAT3430-01,응용통계학및실습,임경필,3,"화,목 12:00~13:15 [RA205]",3-4학년,,18,실습과목
MAT3430-02,응용통계학및실습,임경필,3,"화,목 13:30~14:45 [RA205]",3-4학년,,20,실습과목
MAT3440-01,통신수학,김종락,3,월 09:00~10:15 / 수 10:30~11:45 [RA406B],3-4학년,,19,
MAT4110-01,추상대수학I,김종락,3,월 10:30~11:45 / 수 12:00~13:15 [RA406B],3학년,,37,영어강의
MAT4110-02,추상대수학I,오영탁,3,"화,목 10:30~11:45 [RA408]",3학년,,49,
MAT4210-02,복소수함수론I,김현석,3,"화,목 13:30~14:45 [RA308]",3학년,,43,
MAT4310-01,미분기하학,김종수,3,월 13:30~14:45 / 금 12:00~13:15 [RA408],3학년,,61,
MAT4330-01,위상수학개론II,조장현,3,월 12:00~13:15 / 금 10:30~11:45 [RA406A],4학년,,15,구MATG320/구 위상수학특론의대체과목
MAT4510-01,학부개별연구,오영탁,3,수 15:00~17:30,3-4학년,,8,"특수연구, 전공학점으로 인정되지 않음"
MATG210-01,실해석학I,신창언,3,"화,목 10:30~11:45 [AS305]",4학년,,20,영어강의
MATQ981-01,수학교과교육론,김구연,3,"화,목 12:00~13:15 [J323]",3-4학년,,10,영어강의
PHY1001-01,일반물리I,임채호,3,월 09:00~10:15 / 수 10:30~11:45 [RA310],1학년,,65,컴퓨터공학수강불가
PHY1001-02,일반물리I,장준익,3,월 12:00~13:15 / 금 10:30~11:45 [RA310],1학년,,86,컴퓨터공학수강불가
PHY1001-04,일반물리I,이기진,3,"화,목 09:00~10:15 [RA310]",1학년,,86,공학인증
PHY1001-05,일반물리I,김도석,3,"화,목 10:30~11:45 [RA310]",1학년,,55,물리전공 전용반
PHY1001-06,일반물리I,정현식,3,"화,목 13:30~14:45 [RA310]",1학년,,118,컴퓨터공학수강불가
PHY1001-07,일반물리I,이범구,3,"화,목 15:00~16:15 [RA310]",1학년,,102,컴퓨터공학수강불가
PHY1001-08,일반물리I,이범훈,3,"수,금 09:00~10:15 [RA310]",1학년,,82,공학인증
PHY1001-09,일반물리I,이현철,3,"수,금 13:30~14:45 [RA310]",1학년,,61,컴퓨터공학수강불가
PHY1001-10,일반물리I,Scopel Stefano,3,"수,금 15:00~16:15 [K301]",1학년,,67,영어강의
PHY1101-01,일반물리실험I,박영재,1,월 13:30~15:20 [R103],1학년,,37,컴퓨터공학수강불가
PHY1101-02,일반물리실험I,김원태,1,월 13:30~15:20 [R107],1학년,,33,공학인증
PHY1101-03,일반물리실험I,박영재,1,월 15:30~17:20 [R103],1학년,,36,공학인증
PHY1101-04,일반물리실험I,김원태,1,월 15:30~17:20 [R107],1학년,,23,컴퓨터공학수강불가
PHY1101-05,일반물리실험I,박영재,1,월 17:30~19:20 [R103],1학년,,23,컴퓨터공학수강불가
PHY1101-06,일반물리실험I,이기진,1,월 17:30~19:20 [R107],1학년,,19,컴퓨터공학수강불가
PHY1101-07,일반물리실험I,Scopel Stefano,1,화 13:30~15:20 [R103],1학년,,20,영어강의
PHY1101-08,일반물리실험I,김도현,1,화 13:30~15:20 [R107],1학년,,32,공학인증
PHY1101-09,일반물리실험I,Scopel Stefano,1,화 15:30~17:20 [R103],1학년,,20,영어강의
PHY1101-10,일반물리실험I,김도현,1,화 15:30~17:20 [R107],1학년,,20,공학인증
PHY1101-12,일반물리실험I,이기진,1,화 17:30~19:20 [R107],1학년,,18,컴퓨터공학수강불가
PHY1101-13,일반물리실험I,임채호,1,수 13:30~15:20 [R103],1학년,,18,컴퓨터공학수강불가
PHY1101-14,일반물리실험I,박정혁,1,수 13:30~15:20 [R107],1학년,,18,컴퓨터공학수강불가
PHY1101-15,일반물리실험I,김도석,1,수 15:30~17:20 [R103],1학년,,21,컴퓨터공학수강불가
PHY1101-16,일반물리실험I,박정혁,1,수 15:30~17:20 [R107],1학년,,8,컴퓨터공학수강불가
PHY1101-17,일반물리실험I,김도석,1,수 17:30~19:20 [R103],1학년,,20,컴퓨터공학수강불가
PHY1101-18,일반물리실험I,장준익,1,수 17:30~19:20 [R107],1학년,,18,컴퓨터공학수강불가
PHY1101-19,일반물리실험I,이범훈,1,목 13:30~15:20 [R103],1학년,,25,공학인증
PHY1101-20,일반물리실험I,이현철,1,목 13:30~15:20 [R107],1학년,,21,컴퓨터공학수강불가
PHY1101-21,일반물리실험I,이현철,1,목 15:30~17:20 [R103],1학년,,20,공학인증
PHY1101-22,일반물리실험I,임채호,1,목 15:30~17:20 [R107],1학년,,20,컴퓨터공학수강불가
PHY1101-24,일반물리실험I,장준익,1,목 17:30~19:20 [R107],1학년,,17,컴퓨터공학수강불가
PHY1101-25,일반물리실험I,정현식,1,금 13:30~15:20 [R103],1학년,,13,컴퓨터공학수강불가
PHY1101-26,일반물리실험I,이범훈,1,금 13:30~15:20 [R107],1학년,,13,컴퓨터공학수강불가
PHY1101-27,일반물리실험I,정현식,1,금 15:30~17:20 [R103],1학년,,24,컴퓨터공학수강불가
PHY1101-28,일반물리실험I,장준익,1,금 15:30~17:20 [R107],1학년,,16,컴퓨터공학수강불가
PHY1101-29,일반물리실험I,Scopel Stefano,1,금 17:30~19:20 [R103],1학년,,12,영어강의
PHY1101-30,일반물리실험I,김도현,1,금 17:30~19:20 [R107],1학년,,15,공학인증
PHY1101-11,일반물리실험I,김도석,1,화 17:30~19:20 [R103],1학년,,13,공학인증
PHY1101-23,일반물리실험I,정현식,1,목 17:30~19:20 [R103],1학년,,7,컴퓨터공학수강불가
PHY2001-01,역학I,김현정,3,"화,목 13:30~14:45 [RA410]",2학년,,66,영어강의
MEE2022-01,열역학I,김대중,3,"화,목 15:00~16:15 [K405]",2학년,,49,홀짝구분
MEE2022-02,열역학I,정시영,3,"화,목 10:30~11:45 [K305]",2학년,,51,홀짝구분
PHY2003-01,전자기학I,조규만,3,"화,목 09:00~10:15 [RA410]",2학년,,67,영어강의
PHY2005-01,수리물리학I,Scopel Stefano,3,"수,금 09:00~10:15 [RA410]",2학년,,51,영어강의
PHY2101-01,실험물리학I,정명화,2,월 15:00~18:50 [R110],2학년,,16,
PHY2101-02,실험물리학I,조규만,2,수 15:00~18:50 [R110],2학년,,18,
PHY2101-03,실험물리학I,정명화,2,금 15:00~18:50 [R110],2학년,,24,
PHY3001-01,양자물리학I,이현철,3,월 12:00~13:15 / 금 10:30~11:45 [RA410],3학년,,31,
PHY3003-01,열역학,김도현,3,월 09:00~10:15 / 수 10:30~11:45 [RA406A],3학년,,36,영어강의
CBE3002-01,공정열역학,임종성,3,"화,목 15:00~16:15 [K301]",3학년,,58,
MEE4032-01,미소열유체역학,김원정,3,월 12:00~13:15 / 금 10:30~11:45 [AS412],3-4학년,,32,영어강의
PHY3101-01,실험물리학III,김현정,2,월 15:00~18:50 [R108],3학년,,10,
PHY3101-02,실험물리학III,정명화,2,수 15:00~18:50 [R108],3학년,,10,
PHY3101-03,실험물리학III,김현정,2,금 15:00~18:50 [R108],3학년,,12,
PHY4001-01,고체물리학I,정명화,3,"화,목 12:00~13:15 [RA406A]",3-4학년,,19,영어강의
PHY4003-01,현대광학I,장준익,3,"수,금 13:30~14:45 [RA410]",3-4학년,,24,영어강의
PHY4005-01,기초입자이론I,김원태,3,"화,목 15:00~16:15 [RA406A]",4학년,,12,
PHY4010-01,일반상대성이론,박정혁,3,"화,목 13:30~14:45 [RA406A]",3-4학년,,10,(구) 천체물리학I
PHY4016-01,디스플레이물리,이기진,3,"화,목 10:30~11:45 [RA406A]",3-4학년,,17,
PHY4201-01,특수연구,정명화,3,화 16:30~18:00 [R404],4학년,,3,전공학점으로 인정되지 않음.(총학점에는 포함됨)
BIO4921-01,특수연구,이갑열,3,,4학년,,0,
BNT3091-01,특수연구I,유양모,3,,4학년,,0,
PHY4203-01,물리특허와기술이전,김현진,1,화 15:00~15:50 [K208],4학년,,1,전공학점으로 인정되지 않음.(총학점에는 포함됨)
PHY4204-01,졸업프로젝트,정명화,3,화 16:30~18:00 [R404],4학년,,3,전공학점으로 인정되지 않음.(총학점에는 포함됨)
ANT4002-01,졸업창작프로젝트I,김주섭,1,,3-4학년,,0,
ANT4006-01,졸업창작프로젝트II,최용순,1,,3-4학년,,0,
PHYG001-01,고전물리I,임채호,3,월 12:00~13:15 / 금 10:30~11:45 [R1029],4학년,,1,영어강의
ECO2001-01,경제학원론I,"Heshmati, Almas",3,월 09:00~10:15 / 수 10:30~11:45 [GN301],1학년,,52,영어강의
ECO2001-02,경제학원론I,김영철,3,월 10:30~11:45 / 수 12:00~13:15 [GN201],1학년,,114,
ECO2001-03,경제학원론I,Iris Haydar Doruk,3,월 12:00~13:15 / 금 10:30~11:45 [GN202],1학년,,82,영어강의
ECO2001-04,경제학원론I,Iris Haydar Doruk,3,월 13:30~14:45 / 금 12:00~13:15 [GN202],1학년,,91,영어강의
ECO2001-05,경제학원론I,"Brodersen, Sofie",3,"수,금 09:00~10:15 [GN201]",1학년,,189,영어강의
ECO2001-06,경제학원론I,이수형,3,"수,금 13:30~14:45 [GN201]",1학년,,95,영어강의
ECO2001-07,경제학원론I,이수형,3,"수,금 15:00~16:15 [GN201]",1학년,,89,
ECO2001-08,경제학원론I,전현배,3,"화,목 09:00~10:15 [GN301]",1학년,,42,영어강의
ECO2001-09,경제학원론I,남성일,3,"화,목 15:00~16:15 [GN201]",1학년,,120,
ECO2001-11,경제학원론I,조무상,3,"월,금 16:30~17:45 [GN202]",1학년,,79,
ECO2002-02,경제학원론II,"Kim, Young-il",3,월 12:00~13:15 / 금 10:30~11:45 [GN102],1학년,,63,영어강의
ECO2002-03,경제학원론II,"Brodersen, Sofie",3,월 13:30~14:45 / 금 12:00~13:15 [GN201],1학년,,178,영어강의
ECO2002-04,경제학원론II,곽노선,3,"화,목 10:30~11:45 [GN201]",1학년,,55,
ECO2002-05,경제학원론II,박정수,3,"화,목 16:30~17:45 [GN201]",1학년,,86,
ECO2003-01,경제수리기초,이강오,3,"화,목 09:00~10:15 [GN102]",1학년,,49,미적분학 I 혹은 미적분학 II를 수강한 전학생 및 07학번 이전학생(07포함) 수강불가
ECO2003-02,경제수리기초,이강오,3,"화,목 13:30~14:45 [GN201]",1학년,,122,미적분학 I 혹은 미적분학 II를 수강한 전학생 및 07학번 이전학생(07포함) 수강불가
ECO2003-03,경제수리기초,정지은,3,월 12:00~13:15 / 금 10:30~11:45 [GN201],1학년,,137,미적분학 I 혹은 미적분학 II를 수강한 전학생 및 07학번 이전학생(07포함) 수강불가
ECO2004-01,경제통계학,사공용,3,"화,목 09:00~10:15 [GN202]",1학년,,51,"수학, 컴공 전공자 수강불가(통계학입문으로 대체), 경영통계 수강자 수강불가"
ECO2004-02,경제통계학,이영훈,3,"화,목 12:00~13:15 [GN102]",1학년,,67,"수학, 컴공 전공자 수강불가(통계학입문으로 대체), 경영통계 수강자 수강불가"
ECO2004-03,경제통계학,사공용,3,"화,목 13:30~14:45 [GN202]",1학년,,95,"수학, 컴공 전공자 수강불가(통계학입문으로 대체), 경영통계 수강자 수강불가"
ECO2006-01,미시경제학I,Iris Haydar Doruk,3,월 09:00~10:15 / 수 10:30~11:45 [GN102],2학년,,45,영어강의
ECO2006-02,미시경제학I,이진권,3,월 15:00~16:15 / 수 16:30~17:45 [GN102],2학년,,52,영어강의
ECO2006-03,미시경제학I,주하연,3,"수,금 13:30~14:45 [GN202]",2학년,,77,영어강의
ECO2006-04,미시경제학I,왕규호,3,"화,목 10:30~11:45 [GN203]",2학년,,25,Honors과목
ECO2006-05,미시경제학I,김도영,3,"화,목 15:00~16:15 [GN301]",2학년,,87,영어강의
ECOG010-01,고급미시경제학I,왕규호,3,"화,목 13:30~14:45 [GN304]",4학년,,1,대학원 초급과목; 선수과목: 미시경제학Ⅰ; 경제학전공자 우선수강신청(비경제학전공자는 전학년수강신청일에 수강신청 가능)
ECO2007-01,거시경제학I,이윤수,3,"수,금 15:00~16:15 [GN301]",2학년,,51,영어강의
ECO2007-02,거시경제학I,조장옥,3,"화,목 12:00~13:15 [GN301]",2학년,,80,"선수과목: 경제학 원론Ⅰ, 경제학 원론Ⅱ, 경제수리기초(혹은 미적분학 I이나 미적분학 II)"
ECO2007-03,거시경제학I,곽노선,3,"화,목 13:30~14:45 [GN203]",2학년,,25,"선수과목: 경제학 원론Ⅰ, 경제학 원론Ⅱ, 경제수리기초(혹은 미적분학 I이나 미적분학 II)"
ECOG020-01,고급거시경제학I,남주하,3,"수,금 15:00~16:15 [GN304]",4학년,,2,"대학원 초급과목; 선수과목: 미시경제학Ⅰ, 거시경제학 I; 경제학전공자 우선수강신청(비경제학전공자는 전학년수강신청일에 수강신청 가능)"
ECO2008-01,수리경제학,김영철,3,월 15:00~16:15 / 수 16:30~17:45 [GN202],2학년,,51,영어강의
ECO2009-01,계량경제학I,남준우,3,"화,목 10:30~11:45 [GN301]",2-3학년,,44,Honors과목
ECO2009-02,계량경제학I,이한식,3,"화,목 13:30~14:45 [GN301]",2-3학년,,64,선수과목:경제통계학(혹은 통계학입문 또는 경영통계학)
ECO2009-03,계량경제학I,이영훈,3,"화,목 15:00~16:15 [GN202]",2-3학년,,76,선수과목:경제통계학(혹은 통계학입문 또는 경영통계학)
ECOG030-01,고급계량경제학I,이한식,3,"화,목 10:30~11:45 [GN304]",4학년,,3,대학원 초급과목; 선수과목: 계량경제학; 경제학전공자 우선수강신청(비경제학전공자는 전학년수강신청일에 수강신청 가능)
ECO3001-01,산업경제학,주하연,3,"수,금 15:00~16:15 [GN202]",3-4학년,,51,선수과목: 미시경제학Ⅰ; 경제학전공자 우선수강신청(비경제학전공자는 전학년수강신청일에 수강신청 가능)
ECO3002-01,노동경제학,남성일,3,"화,목 12:00~13:15 [GN201]",3-4학년,,63,"선수과목: 미시경제학Ⅰ, 경제통계학(혹은 통계학입문이나 경영통계학); 경제학전공자 우선수강신청(비경제학전공자는 전학년수강신청일에 수강신청 가능"
ECO3004-01,도시경제학,김경환,3,월 15:00~16:15 / 수 16:30~17:45 [GN301],3-4학년,,29,선수과목: 미시경제학 I; 경제학전공자 우선수강신청(비경제학전공자는 전학년수강신청일에 수강신청 가능)
ECO3008-01,금융경제학,남주하,3,"수,금 13:30~14:45 [GN102]",3-4학년,,60,"선수과목: 미시경제학Ⅰ, 거시경제학Ⅰ; 경제학전공자 우선수강신청(비경제학전공자는 전학년수강신청일에 수강신청 가능)"
ECO3009-01,공공경제학,김경환,3,월 10:30~11:45 / 수 12:00~13:15 [GN202],3-4학년,,45,"선수과목: 미시경제학Ⅰ, 거시경제학Ⅰ; 경제학전공자 우선수강신청(비경제학전공자는 전학년수강신청일에 수강신청 가능)"
ECO3011-01,국제금융론,정재식,3,"화,목 13:30~14:45 [GN102]",3-4학년,,71,선수과목: 거시경제학Ⅰ; 경제학전공자 우선수강신청(비경제학전공자는 전학년수강신청일에 수강신청 가능)
ECO4010-01,국제금융시장,박정수,3,"화,목 12:00~13:15 [GN202]",3-4학년,,63,영어강의
ECO3017-01,국제경제학,김윤정,3,월 09:00~10:15 / 수 10:30~11:45 [GN202],3-4학년,,65,영어강의
ECO3019-01,인구경제학,"Kim, Young-il",3,월 13:30~14:45 / 금 12:00~13:15 [GN102],2-4학년,,27,영어강의
ECO3021-01,경제성장론,송의영,3,월 10:30~11:45 / 수 12:00~13:15 [GN301],3-4학년,,55,"선수과목: 경제수리기초(혹은 미적분학 I이나 미적분학 II), 거시경제학 I; 경제학전공자 우선수강신청(비경제학전공자는 전학년수강신청일에 수강"
ECO4001-01,미시경제학II,왕규호,3,"화,목 15:00~16:15 [GN203]",3-4학년,,16,선수과목: 미시경제학Ⅰ; 경제학전공자 우선수강신청(비경제학전공자는 전학년수강신청일에 수강신청 가능)
ECO4006-01,정보경제학,김도영,3,"화,목 16:30~17:45 [GN301]",3-4학년,,49,영어강의
ECO4009-01,파생상품시장,사공용,3,"화,목 10:30~11:45 [GN202]",3-4학년,,54,"선수과목: 미시경제학Ⅰ, 경제통계학; 경제학전공자 우선수강신청(비경제학전공자는 전학년수강신청일에 수강신청 가능)"
ECO4014-01,한국경제론,이인실,3,월 10:30~11:45 / 수 12:00~13:15 [GN102],3-4학년,,39,"선수과목: 경제학 원론Ⅰ, 경제학 원론Ⅱ; 경제학전공자 우선수강신청(비경제학전공자는 전학년수강신청일에 수강신청 가능)"
ECO4018-01,경제학특강1,심명규,3,"수,금 09:00~10:15 [GN203]",2-4학년,,12,"부제: 거시경제학 특수문제; 선수과목: 경제학 원론Ⅰ, 경제학 원론Ⅱ, 거시경제학 I; 경제학전공자 우선수강신청(비경제학전공자는 전학년수강신청"
ECO4019-01,경제학특강2,이윤수,3,"수,금 13:30~14:45 [GN203]",3-4학년,,20,"부제: 금융위기와 경제정책; 선수과목: 경제학 원론Ⅰ, 경제학 원론Ⅱ, 거시경제학 I; 경제학전공자 우선수강신청(비경제학전공자는 전학년수강신청"
ECO4020-01,경제학특강3,정재식,3,"화,목 10:30~11:45 [GN102]",3-4학년,,23,"부제: R을 이용한 금융빅데이터분석; PC실 강의; 선수과목: 경제학 원론Ⅰ, 경제학 원론Ⅱ, 경제통계학; 경제학전공자 우선수강신청(비경제학전"
ECO4021-01,경제학특강4,이강오,3,"화,목 12:00~13:15 [GN402]",3-4학년,,11,"부제: 경제학도를 위한 파이선; PC실 강의; 선수과목: 경제학 원론Ⅰ, 경제학 원론Ⅱ, 경제수리기초, 경제통계학; 경제학전공자 우선수강신청("
