소속,과목코드,과목명,교수명,학점,수업요일,수업시간,강의실,권장학년,교수특징,경쟁점수,꿀점수,배움점수
인공지능,CSW3060-01,빅데이터학,홍정하,3,화목,12:00~13:15,AS303,24,도도,알수없음,0,0
인공지능,CSW3050-01,언어와통계,홍정하,3,화목,10:30~11:45,X428,24,도도,알수없음,0,0
인공지능,CSW2020-01,기초Java언어,이지선,3,월수,10:30~11:45,K502,24,없음,알수없음,0,0
인공지능,CSW2020-02,기초Java언어,이지선,3,월수,12:00~13:15,K502,24,없음,알수없음,0,0
인공지능,CSW2020-01,기초Java언어,박주미,3,화목,10:30~11:45,없음,24,없음,알수없음,0,1
인공지능,CSW2020-02,기초Java언어,강호석,3,월수,12:00~13:15,없음,24,없음,알수없음,0,0
인공지능,CSE4152-01,고급소프트웨어실습1,임종석,3,월,15:00~20:50,R914,34,귀염꼰대도도,알수없음,0,0
인공지능,CSE4152-02,고급소프트웨어실습1,김세준,3,수,15:00~20:50,R914,34,없음,알수없음,0,0
인공지능,CSE4152-03,고급소프트웨어실습1,장형수,3,목,15:00~20:50,R914,34,꼰대,알수없음,0,0
인공지능,CSE4152-04,고급소프트웨어실습1,이혁준,3,금,15:00~20:50,R914,34,없음,알수없음,0,0
인공지능,CSE4152-01,고급소프트웨어실습1,임인성,3,월,15:00~20:50,R914,34,없음,알수없음,0,0
인공지능,CSE4152-02,고급소프트웨어실습1,박운상,3,수,15:00~20:50,R914,34,없음,알수없음,0,0
인공지능,CSE4152-03,고급소프트웨어실습1,양지훈,3,목,15:00~20:50,R914,34,없음,알수없음,0,0
인공지능,CSE4152-04,고급소프트웨어실습1,낭종호,3,금,15:00~20:50,R914,34,없음,알수없음,0,0
인공지능,CSE3013-01,컴퓨터공학설계및실험1,박석,3,월,15:00~20:50,R914,2,없음,알수없음,0,0
인공지능,CSE3013-02,컴퓨터공학설계및실험1,장형수,3,화,15:00~20:50,R914,2,꼰대,알수없음,0,0
인공지능,CSE3013-03,컴퓨터공학설계및실험1,임종석,3,수,15:00~20:50,R914,2,귀염꼰대도도,알수없음,0,0
인공지능,CSE3013-04,컴퓨터공학설계및실험1,오경환,3,목,15:00~20:50,R914,2,없음,알수없음,0,0
인공지능,CSE3013-05,컴퓨터공학설계및실험1,임인성,3,금,15:00~20:50,R914,2,없음,알수없음,0,1
인공지능,CSE3013-01,컴퓨터공학설계및실험1,김영재,3,화,15:00~20:50,R914,2,없음,1.891,0,0
인공지능,CSE3013-01,컴퓨터공학설계및실험1,박운상,3,월,15:00~20:50,R914,2,없음,알수없음,0,0
인공지능,CSE3013-02,컴퓨터공학설계및실험1,김영재,3,화,15:00~20:50,R914,2,없음,1.891,0,0
인공지능,CSE3013-04,컴퓨터공학설계및실험1,소정민,3,목,15:00~20:50,R914,2,도도,알수없음,0,0
인공지능,CSE3013-05,컴퓨터공학설계및실험1,박석,3,금,15:00~20:50,R914,2,없음,알수없음,0,0
인공지능,CSE3013-01,컴퓨터공학설계및실험1,김승욱,3,화,15:00~20:50,R914,2,없음,알수없음,0,0
인공지능,CSE3013-03,컴퓨터공학설계및실험1,임인성,3,수,15:00~20:50,없음,2,없음,알수없음,0,1
인공지능,CSE3013-04,컴퓨터공학설계및실험1,김세준,3,목,15:00~20:50,없음,2,없음,알수없음,0,0
인공지능,CSE3013-05,컴퓨터공학설계및실험1,김주호,3,금,15:00~20:50,없음,2,없음,알수없음,0,0
인공지능,MGT4208-01,웹데이터분석과응용,김명석,3,화목,15:00~16:15,MA404,34,귀염,알수없음,0,0
인공지능,MGT4207-01,응용경영통계,이윤동,3,수금,13:30~14:45,MA106,24,귀염,1.868,1,0
인공지능,MGT4226-01,빅데이터와비즈니스인텔리젼스,김진화,3,월수,10:30~11:45,MA102,24,없음,2.666,1,0
인공지능,MGT4516-01,인공지능과마케팅,김주영,3,월수,16:30~17:45,MA208,24,없음,알수없음,0,0
인공지능,MAT3110-01,이산수학,Ho,3,수금,09:00~10:15,K307,34,없음,알수없음,0,0
인공지능,MAT3110-01,이산수학,오영탁,3,월수,16:30~17:45,RA410,34,없음,알수없음,0,1
인공지능,PHY4008-01,전산물리학2,Stefano,3,화목,15:00~16:15,R106,34,없음,알수없음,1,0
인공지능,MEE3005-01,공학수치해석,강성원,3,수금,13:30~14:45,K405,3,없음,알수없음,0,0
인공지능,MEE3005-02,공학수치해석,손기헌,3,월수,10:30~11:45,AS612,3,도도,알수없음,1,0
인공지능,MEE3005-02,공학수치해석,김원정,3,수금,13:30~14:45,없음,3,없음,알수없음,0,0
인공지능,MEEG111-01,실험계획법과통계분석,정현용,3,화목,12:00~13:15,R620,34,없음,알수없음,0,0
인공지능,CBEG007-01,고급화공수학,최진훈,3,수,12:00~14:45,K206,34,없음,알수없음,0,0
인공지능,ECO2007-01,거시경제학1,조장옥,3,월수,10:30~11:45,GN201,2,없음,알수없음,0,0
인공지능,ECO2007-02,거시경제학1,이윤수,3,월수,12:00~13:15,GN202,2,없음,1.946,1,0
인공지능,ECO2007-03,거시경제학1,곽노선,3,화목,10:30~11:45,GN202,2,귀염,알수없음,0,0
인공지능,ECO2007-01,거시경제학1,남주하,3,수금,13:30~14:45,GN202,2,없음,알수없음,0,0
인공지능,ECO2007-02,거시경제학1,조장옥,3,월수,10:30~11:45,GN203,2,없음,알수없음,0,0
인공지능,ECO2007-04,거시경제학1,김종화,3,화목,12:00~13:15,GN202,2,없음,알수없음,0,0
인공지능,ECO4002-01,거시경제학2,정국모,3,수금,15:00~16:15,GN102,34,없음,알수없음,0,0
인공지능,ECO2007-01,거시경제학1,이윤수,3,월수,10:30~11:45,GN202,2,없음,1.946,1,0
인공지능,ECO2007-02,거시경제학1,정국모,3,화목,09:00~10:15,GN301,2,없음,알수없음,0,1
인공지능,ECO2007-01,거시경제학1,김숙영,3,월수,16:30~17:45,없음,2,없음,알수없음,0,0
인공지능,ECO2007-02,거시경제학1,허준영,3,수금,13:30~14:45,없음,2,없음,알수없음,0,0
인공지능,ECO2007-03,거시경제학1,이윤수,3,수금,15:00~16:15,GN101,2,없음,1.946,1,0
인공지능,ECO2007-03,거시경제학1,박정수,3,화목,16:30~17:45,없음,2,없음,알수없음,0,0
인공지능,ECO4019-01,경제학특강2,정재식,3,화목,13:30~14:45,GN203,34,없음,알수없음,0,0
