소속,과목코드,과목명,교수명,학점,수업요일,수업시간,강의실_x,권장학년,교수특징,경쟁점수,꿀점수,배움점수
영미어문전공,ENG3304-01,영어음운론,정인기,3,[월수],10:30~11:45,J120,"['2', '4']",[],,2.08,13.5
영미어문전공,ENG3307-01,영어의미론,이성범,3,[수금],15:00~16:15,J107,"['2', '4']",[],,12.186466666666664,3.2456666666666667
영미어문전공,ENG3312-01,언어와사회,채서영,3,[화목],12:00~13:15,J215,"['2', '4']",[],,1.485,10.5
영미어문전공,ENGG004-01,19세기영국문학프로세미나,BonfiglioRichardPaul,3,[목],15:00~18:00,J616,"['3', '4']",[],,,
영미어문전공,ENGG231-01,제2언어습득론입문:이론과적용,박은성,3,[금],10:00~13:00,J317,"['3', '4']",[],,,
사학전공,HIS2002-01,현대세계의역사적이해,윤병남,3,[화목],10:30~11:45,K404,"['1', '2']",['시크'],,9.953233333333337,8.429499999999999
사학전공,HIS3003-01,조선시대사,계승범,3,[화목],10:30~11:45,J309,"['2', '4']",[],,7.92,16.65
사학전공,HIS3006-01,중국고대사,정면,3,[월수],10:30~11:45,K407,"['2', '4']",[],,9.366866666666667,8.237666666666668
사학전공,HIS3008-01,중국근세사,이기천,3,[월수],12:00~13:15,J327,"['2', '4']",[],,15.013133333333332,10.178999999999998
사학전공,HIS3013-01,일본현대사,정녕,3,[수금],15:00~16:15,J321,"['1', '4']",[],,1.2366666666666666,10.4
사학전공,HIS3020-01,오리엔트문명사,오흥식,3,[월수],16:30~17:45,J327,"['2', '4']",[],,15.3,8.8
사학전공,HIS3032-01,프랑스사개설,박단,3,[화목],16:30~17:45,J313,"['2', '4']",[],,18.18,13.65
사학전공,HIS3033-01,러시아혁명사,이종훈,3,[수금],15:00~16:15,J327,"['2', '4']",['월급루팡'],,8.32,16.2
사학전공,HIS3040-01,한국사개론Ⅱ,최희정,3,[화목],09:00~10:15,J317,"['2', '4']",[],,,
사학전공,HIS3044-01,한국제도사,장준호,3,[화목],12:00~13:15,J315,"['2', '4']",[],,21.21,10.5
사학전공,HIS3045-01,한국사회신분사,계승범,3,[월수],10:30~11:45,J207,"['2', '4']",[],,4.8101,13.4205
사학전공,HIS3050-01,한국미술사,강희정,3,[화목],13:30~14:45,J215,"['2', '4']",[],,10.29807777777778,9.671500000000002
사학전공,HIS3055-01,동아시아사개론II,김광민,3,[화목],13:30~14:45,J602,"['2', '4']",[],,12.12,12.6
사학전공,HIS3058-01,동서교류사,윤대영,3,[금],10:30~13:15,J315,"['2', '4']",[],,15.81,11.55
사학전공,HIS3062-01,서양사개론Ⅱ,백인호,3,[화목],15:00~16:15,J323,"['2', '4']",[],,15.453433333333335,7.6705
사학전공,HIS3071-01,문화유산현장실습2,조범환,1,[화],16:30~17:45,J118,"['1', '4']",[],,6.5233333333333325,8.049999999999999
사학전공,HIS4002-01,한국사특강2,조범환,3,[화목],13:30~14:45,J120,"['3', '4']",[],,,
사학전공,HIS4007-01,한국사강독3,최기영,3,[화목],15:00~16:15,J202,"['3', '4']",[],,19.24,6.9
사학전공,HIS4014-01,서양사특강3,임지현,3,[수금],13:30~14:45,K306,"['2', '4']",[],,15.723333333333334,8.883333333333333
사학전공,HIS4018-01,서양사명저해제2,백인호,3,[화목],10:30~11:45,J323,"['3', '4']",[],,16.32,9.35
사학전공,HIS4031-01,역사글쓰기,박단,3,[금],10:30~13:15,J323,"['3', '4']",[],,,
사학전공,HISQ983-01,역사교과교재연구및지도법,김민정,3,[화목],12:00~13:15,J609,"['2', '4']",,,,
철학전공,PHI2001-01,철학개론,김영건,3,[화목],12:00~13:15,J102,"['2', '4']","['카리스마', '시크']",,14.5029,7.317000000000001
철학전공,PHI2004-01,한국철학사,정재현,3,[화목],13:30~14:45,J107,"['2', '4']",[],,19.19,8.4
철학전공,PHI2007-01,인식론,오은영,3,[월수],10:30~11:45,J209,"['2', '4']",['열정러'],,19.38,7.700000000000001
철학전공,PHI2008-01,윤리학,전헌상,3,[화목],15:00~16:15,J118,"['2', '4']",[],,21.21,10.5
철학전공,PHI3004-01,서양현대철학사,서동욱,3,[화목],10:30~11:45,J219,"['2', '4']",[],,10.1304,10.157
철학전공,PHI3013-01,현대독일철학,"Kim, Halla",3,[수금],13:30~14:45,J319,"['2', '4']",[],,,
철학전공,PHI3042-01,한국성리학,조성환,3,[월],13:30~16:15,J106,"['2', '4']",[],,9.09,12.6
철학전공,PHI4013-01,현대미국철학,서상복,3,[화목],12:00~13:15,K405,"['2', '4']","['꼰대', '열정러']",,10.643333333333334,9.2
철학전공,PHI4016-01,동양철학특강,"Kim, Halla",3,[수금],15:00~16:15,J110,"['2', '4']",[],,,
철학전공,PHI4024-01,과학기술의철학,석기용,3,[월수],12:00~13:15,K503,"['2', '4']",['열정러'],,12.12,11.55
철학전공,PHI4035-01,예술철학특강,김산춘,3,[화목],15:00~16:15,J327,"['2', '4']",[],,10.1,7.35
철학전공,PHIG081-01,서양철학연습,전헌상,3,[월],13:30~16:15,K506,"['1', '4']",[],,19.38,6.050000000000002
철학전공,PHIG082-01,동양철학읽기,이임찬,3,[금],10:30~13:15,J122,"['3', '4']",[],,,
수학전공,MAT1060-01,미적분학실습II,이영란,1,[월],13:30~15:20,RA205,['1'],[],,14.14,15.75
수학전공,MAT1060-02,미적분학실습II,이영란,1,[월],15:30~17:20,RA205,['1'],[],,14.14,15.75
수학전공,MAT1060-03,미적분학실습II,이영란,1,[수],15:00~16:50,RA205,['1'],[],,14.14,15.75
수학전공,MAT1060-04,미적분학실습II,이영란,1,[금],10:30~12:20,RA205,['1'],[],,14.14,15.75
수학전공,MAT2110-01,선형대수학,조상현,3,[수금],09:00~10:15,RA308,['2'],[],1.6458122641509434,18.046766666666674,5.318277777777777
수학전공,MAT2110-02,선형대수학,이영란,3,[수금],13:30~14:45,RA308,['2'],[],1.3371600000000001,10.774115384615383,11.162884615384614
수학전공,MAT2110-03,선형대수학,유지현,3,[월],13:30~16:15,RA308,['2'],"['시크', '열정러', '엔젤']",,13.26,5.7
수학전공,MATG110-01,고급선형대수학,박진형,3,[화목],09:00~10:15,RA310,['4'],[],,,
수학전공,MAT2120-01,정수론,조장현,3,[화목],12:00~13:15,RA308,['2'],[],,11.22,9.9
수학전공,MAT2120-02,정수론,김종락,3,[월수],10:30~11:45,RA406A,['2'],[],,5.05,14.7
수학전공,MAT2220-01,고등미적분학II,이재성,3,[화목],15:00~16:15,RA308,['2'],[],,16.16,10.5
수학전공,MAT2220-02,고등미적분학II,이영란,3,[월수],10:30~11:45,RA408,['2'],[],,8.583333333333334,14.183333333333335
수학전공,MAT2230-01,미분방정식,신창언,3,[수금],13:30~14:45,RA406A,['2'],[],,13.65,7.5
수학전공,MAT2230-02,미분방정식,조성희,3,[금],10:30~13:15,RA308,['2'],['꼰대'],,8.610000000000001,7.000000000000001
수학전공,MAT2420-01,응용수학II,조성희,3,[화목],10:30~11:45,RA310,['2'],['꼰대'],,13.65,5.5
수학전공,MAT2420-02,응용수학II,조성희,3,[화목],12:00~13:15,RA310,['2'],['꼰대'],,13.65,5.5
수학전공,MAT3020-01,통계학입문,임경필,3,[화목],09:00~10:15,RA408,['2'],[],,10.319999999999997,13.3
수학전공,MAT3020-02,통계학입문,임경필,3,[화목],10:30~11:45,RA408,['2'],[],,10.319999999999997,13.3
수학전공,MAT3310-01,현대기하학,"Ho, Pak Tung",3,[수금],13:30~14:45,RA408,"['3', '4']",[],,10.92,12.9
수학전공,MAT3410-01,확률론입문,임경수,3,[월수],10:30~11:45,RA410,"['3', '4']",[],,9.88,9.0
수학전공,MAT3420-01,금융수학,이영록,3,[화목],15:00~16:15,K201,"['3', '4']","['귀요미', '시크', '열정러', '엔젤']",,15.793333333333335,11.116666666666665
수학전공,MAT4120-01,추상대수학II,박진형,3,[화목],13:30~14:45,RA408,['3'],[],,18.18,13.65
수학전공,MAT4220-01,복소수함수론II,조상현,3,[월수],12:00~13:15,RA410,['3'],[],,4.04,13.65
수학전공,MAT4320-01,위상수학개론I,조장현,3,[화목],10:30~11:45,RA410,['3'],[],,12.016666666666666,11.5
수학전공,MATG220-01,실해석학II,이재성,3,[화목],12:00~13:15,K506,['4'],[],,,
수학전공,MATQ982-01,수학교과논리및논술,김구연,3,[화목],15:00~16:15,J126,"['2', '4']",[],,,
수학전공,MATQ983-01,수학교과교재연구및지도법,김구연,3,[화목],12:00~13:15,J126,"['2', '4']",[],,10.303433333333334,9.9705
물리학전공,PHY1001-01,일반물리I,박영재,3,[월수],10:30~11:45,AS414,['1'],[],,20.87126666666667,8.979666666666672
물리학전공,PHY1002-01,일반물리II,이기진,3,[화목],09:00~10:15,AS414,['1'],[],,10.805399999999995,11.929499999999996
물리학전공,PHY1002-02,일반물리II,김현정,3,[화목],10:30~11:45,AS414,['1'],"['열정러', '엔젤', '월급루팡']",,6.24,11.7
물리학전공,PHY1002-03,일반물리II,정현식,3,[화목],12:00~13:15,AS414,['1'],[],,13.127992307692306,6.476884615384615
물리학전공,PHY1002-04,일반물리II,정명화,3,[화목],13:30~14:45,AS414,['1'],[],,12.954044444444447,5.149111111111112
물리학전공,PHY1002-05,일반물리II,장준익,3,[수금],09:00~10:15,AS412,['1'],[],,4.08,6.050000000000002
물리학전공,PHY1002-06,일반물리II,박영재,3,[수금],13:30~14:45,AS414,['1'],[],,13.23,4.9
물리학전공,PHY1102-01,일반물리실험II,김현정,1,[월],13:30~15:20,R103,['1'],"['열정러', '엔젤', '월급루팡']",,,
물리학전공,PHY1102-02,일반물리실험II,김원태,1,[월],13:30~15:20,R107,['1'],[],,1.01,14.7
물리학전공,PHY1102-03,일반물리실험II,김현정,1,[월],15:30~17:20,R103,['1'],"['열정러', '엔젤', '월급루팡']",,,
물리학전공,PHY1102-04,일반물리실험II,김원태,1,[월],15:30~17:20,R107,['1'],[],,1.01,14.7
물리학전공,PHY1102-05,일반물리실험II,장준익,1,[화],13:30~15:20,R103,['1'],[],,,
물리학전공,PHY1102-06,일반물리실험II,이현철,1,[화],13:30~15:20,R107,['1'],[],,,
물리학전공,PHY1102-07,일반물리실험II,박영재,1,[화],15:30~17:20,R103,['1'],[],,11.73,12.1
물리학전공,PHY1102-08,일반물리실험II,박정혁,1,[화],15:30~17:20,R107,['1'],[],,,
물리학전공,PHY1102-09,일반물리실험II,장준익,1,[수],13:30~15:20,R103,['1'],[],,,
물리학전공,PHY1102-10,일반물리실험II,김도석,1,[수],13:30~15:20,R107,['1'],['카리스마'],,6.12,7.700000000000001
물리학전공,PHY1102-11,일반물리실험II,정명화,1,[수],15:30~17:20,R103,['1'],[],,,
물리학전공,PHY1102-12,일반물리실험II,박영재,1,[수],15:30~17:20,R107,['1'],[],,11.73,12.1
물리학전공,PHY1102-14,일반물리실험II,박영재,1,[목],13:30~15:20,R107,['1'],[],,11.73,12.1
물리학전공,PHY1102-15,일반물리실험II,박정혁,1,[목],15:30~17:20,R103,['1'],[],,,
물리학전공,PHY1102-16,일반물리실험II,임채호,1,[목],15:30~17:20,R107,['1'],[],,,
물리학전공,PHY1102-17,일반물리실험II,장준익,1,[금],13:30~15:20,R103,['1'],[],,,
물리학전공,PHY1102-18,일반물리실험II,Scopel Stefano,1,[금],13:30~15:20,R107,['1'],[],,7.553333333333333,3.45
물리학전공,PHY1102-19,일반물리실험II,정명화,1,[금],15:30~17:20,R103,['1'],[],,,
물리학전공,PHY1102-20,일반물리실험II,Scopel Stefano,1,[금],15:30~17:20,R107,['1'],[],,7.553333333333333,3.45
물리학전공,PHY2002-01,역학II,김현정,3,[화목],15:00~16:15,AS305,"['2', '4']","['열정러', '엔젤', '월급루팡']",,14.4504,9.632
기계공학전공,MEE3002-01,열역학II,정시영,3,[화목],13:30~14:45,K304,"['2', '3']",[],,10.776666666666667,11.916666666666664
물리학전공,PHY2003-01,전자기학I,정명화,3,[수금],13:30~14:45,AS305,['2'],[],,,
물리학전공,PHY2004-01,전자기학II,박정혁,3,[월수],12:00~13:15,AS412,['2'],[],,13.77,14.3
물리학전공,PHY2006-01,수리물리학II,임채호,3,[화목],13:30~14:45,AS412,['2'],[],,,
물리학전공,PHY2007-01,전자물리학I,이기진,3,[월수],10:30~11:45,AS305,['2'],[],,8.67,11.55
물리학전공,PHY2009-01,현대물리학,조규만,3,[화목],10:30~11:45,AS303,['2'],[],,3.821428571428571,8.485714285714286
물리학전공,PHY2102-01,실험물리학II,이기진,2,[월],15:00~18:30,R110,['2'],[],,,
물리학전공,PHY2102-02,실험물리학II,이기진,2,[수],15:00~18:30,R110,['2'],[],,,
물리학전공,PHY2102-04,실험물리학II,임채호,2,[금],15:00~18:30,R110,['2'],[],,,
물리학전공,PHY3002-01,양자물리학II,이현철,3,[월수],12:00~13:15,RA308,['3'],[],,10.1,14.7
물리학전공,PHY3004-01,통계물리학,김도석,3,[화목],12:00~13:15,AS412,['3'],['카리스마'],,6.510000000000002,14.25
물리학전공,PHY3102-01,실험물리학Ⅳ,정현식,2,[월],15:00~18:30,R108,['3'],[],,,
물리학전공,PHY3102-02,실험물리학Ⅳ,정현식,2,[수],15:00~18:30,R108,['3'],[],,,
물리학전공,PHY3102-03,실험물리학Ⅳ,김도석,2,[금],15:00~18:30,R108,['3'],['카리스마'],,,
물리학전공,PHY4002-01,고체물리학II,정현식,3,[화목],09:00~10:15,AS311,"['3', '4']",[],,,
물리학전공,PHY4008-01,전산물리학II,Scopel Stefano,3,[화목],15:00~16:15,R106,"['3', '4']",[],,19.89,7.700000000000001
물리학전공,PHY4011-01,천체물리학,김원태,3,[수금],15:00~16:15,AS311,"['3', '4']",[],,23.23,10.5
물리학전공,PHY4201-01,특수연구,김도석,3,[화],16:30~18:00,R404,['4'],['카리스마'],,,
물리학전공,PHY4204-01,졸업프로젝트,김도석,3,[화],16:30~18:00,R404,['4'],['카리스마'],,,
,AAT4015-01,졸업창작프로젝트I,"김주섭, 최용순, 김상용, 주진호",1,[토],13:30~16:15,X429,"['3', '4']",,,,
,AAT4016-01,졸업창작프로젝트II,"김주섭, 최용순, 김상용, 주진호",1,[토],13:30~16:15,X429,"['3', '4']",,,,
,AAT4017-01,졸업창작프로젝트III,"김주섭, 최용순, 김상용, 주진호",1,[토],13:30~16:15,X429,"['3', '4']",,,,
물리학전공,PHYG003-01,통계역학,박정혁,3,[금],10:30~13:15,K206,['4'],[],,,
경제학전공,ECO2001-01,경제학원론I,김홍균,3,[월수],16:30~17:45,GN301,['1'],['꼰대'],2.0734441,15.847196774193545,8.72017741935483
경제학전공,ECO2001-02,경제학원론I,이강오,3,[화목],09:00~10:15,GN202,['1'],['월급루팡'],,8.656666666666666,7.800000000000002
경제학전공,ECO2001-03,경제학원론I,허정,3,[화목],12:00~13:15,GN201,['1'],[],,12.756864516129033,17.59335483870968
경제학전공,ECO2001-04,경제학원론I,안태현,3,[수금],13:30~14:45,GN201,['1'],[],2.043660666666667,20.681579104477613,15.565208955223884
경제학전공,ECO2001-05,경제학원론I,김석일,3,[수],15:00~17:45,GN203,['1'],[],,7.266463636363636,16.487772727272727
경제학전공,ECO2002-01,경제학원론II,송의영,3,[월수],12:00~13:15,GN301,['1'],"['귀요미', '시크', '열정러']",2.0618000000000003,14.550000000000004,27.02000000000001
경제학전공,ECO2002-02,경제학원론II,전현배,3,[화목],09:00~10:15,GN201,['1'],['귀요미'],,10.542933333333334,11.061333333333332
경제학전공,ECO2002-03,경제학원론II,곽노선,3,[화목],13:30~14:45,GN202,['1'],['귀요미'],1.214205252525253,9.116113043478254,33.08752173913042
경제학전공,ECO2002-04,경제학원론II,김종화,3,[화목],15:00~16:15,GN101,['1'],['꼰대'],,13.125527586206898,18.59212068965517
경제학전공,ECO2002-05,경제학원론II,왕윤종,3,[화목],16:30~17:45,GN202,['1'],['시크'],,17.447288888888885,16.47644444444444
경제학전공,ECO2002-06,경제학원론II,전성훈,3,[수금],13:30~14:45,GN301,['1'],[],,10.667142857142858,12.142857142857142
경제학전공,ECO2003-01,경제수리기초,김형욱,3,[수금],15:00~16:15,GN201,['1'],['시크'],1.3430134920634922,14.175414814814806,24.73929629629628
경제학전공,ECO2003-03,경제수리기초,이강오,3,[화목],13:30~14:45,GN201,['1'],['월급루팡'],,16.198154901960788,8.568029411764714
경제학전공,ECO2004-01,경제통계학,박경옥,3,[금],10:30~13:15,GN102,['1'],[],,15.403733333333335,11.338666666666667
경제학전공,ECO2004-02,경제통계학,이수형,3,[수금],13:30~14:45,GN102,['1'],['카리스마'],,5.25,9.0
경제학전공,ECO2004-03,경제통계학,사공용,3,[화목],09:00~10:15,GN301,['1'],"['귀요미', '열정러']",1.867202327586207,21.983170129870132,19.04286363636365
경제학전공,ECO2004-04,경제통계학,이영훈,3,[화목],15:00~16:15,GN201,['1'],[],,13.590426315789475,6.464763157894738
경제학전공,ECO4004-01,경제수리통계학,남준우,3,[화목],15:00~16:15,GN301,['3'],['시크'],1.70183,10.241428571428571,11.37857142857143
경제학전공,ECO2005-01,경제정보분석,이강오,3,[화목],12:00~13:15,GN203,['2'],['월급루팡'],1.3091,5.20172857142857,10.034357142857145
경제학전공,ECO2006-01,미시경제학I,Iris Haydar Doruk,3,[월수],10:30~11:45,GN102,['2'],[],,20.8258,8.532333333333336
경제학전공,ECO2006-02,미시경제학I,주하연,3,[월수],16:30~17:45,GN202,['2'],['시크'],,18.784694117647053,6.740529411764706
경제학전공,ECO2006-03,미시경제학I,이진권,3,[월수],12:00~13:15,GN203,['2'],[],,11.235514285714288,14.811857142857145
경제학전공,ECOG010-01,고급미시경제학I,이진권,3,[월수],16:30~17:45,GN304,['4'],[],,,
경제학전공,ECO2007-01,거시경제학I,남주하,3,[수금],13:30~14:45,GN202,['2'],[],,13.65,5.25
경제학전공,ECO2007-02,거시경제학I,조장옥,3,[월수],10:30~11:45,GN203,['2'],[],,13.533333333333335,6.933333333333334
경제학전공,ECO2007-04,거시경제학I,김종화,3,[화목],12:00~13:15,GN202,['2'],['꼰대'],,14.6598,6.9289999999999985
경제학전공,ECOG020-01,고급거시경제학I,정국모,3,[수금],09:00~10:15,GN304,['4'],[],,,
경제학전공,ECO2008-02,수리경제학,김영철,3,[월수],12:00~13:15,GN202,['2'],[],1.3773347747747748,17.868799999999997,18.76114285714285
경제학전공,ECO2009-02,계량경제학I,남준우,3,[화목],10:30~11:45,GN202,"['2', '3']",['시크'],1.7587765822784809,7.823833333333333,18.205833333333327
경제학전공,ECO2009-03,계량경제학I,이한식,3,[화목],12:00~13:15,GN301,"['2', '3']",[],1.6900000000000002,10.800000000000002,13.400000000000002
경제학전공,ECOG030-01,고급계량경제학I,이영훈,3,[화목],12:00~13:15,GN304,['4'],[],,,
경제학전공,ECO3002-01,노동경제학,안태현,3,[수금],09:00~10:15,GN301,"['3', '4']",[],2.1156131578947366,9.87,9.75
경제학전공,ECO3004-01,도시경제학,김경환,3,[화목],10:30~11:45,GN301,"['3', '4']",[],2.4502229508196716,2.1,11.0
경제학전공,ECO3005-01,환경경제학,김홍균,3,[월수],10:30~11:45,GN301,"['3', '4']",['꼰대'],,13.425954545454545,4.938863636363637
경제학전공,ECO3007-01,농업경제학,사공용,3,[화목],10:30~11:45,GN304,"['3', '4']","['귀요미', '열정러']",,2.02,15.75
경제학전공,ECO3008-02,금융경제학,곽노선,3,[화목],15:00~16:15,GN202,"['3', '4']",['귀요미'],,10.363733333333338,10.93866666666667
경제학전공,ECO3009-01,공공경제학,김경환,3,[화목],13:30~14:45,GN301,"['3', '4']",[],,13.44,5.5
경제학전공,ECO3010-01,국제무역론,송의영,3,[월수],10:30~11:45,GN202,"['3', '4']","['귀요미', '시크', '열정러']",,11.289599999999998,12.261333333333333
경제학전공,ECO3011-01,국제금융론,김윤정,3,[월수],16:30~17:45,GN201,"['3', '4']",[],1.6348542342342345,11.124415384615386,11.674384615384614
경영학전공,MGT4607-01,국제금융시장론,김유진,3,[화목],12:00~13:15,MA202,"['2', '4']",[],,6.421528571428572,12.923357142857142
경제학전공,ECO3017-01,국제경제학,김윤정,3,[월수],12:00~13:15,GN201,"['3', '4']",[],,10.872741176470587,13.709588235294115
경제학전공,ECO4001-01,미시경제학II,왕규호,3,[화목],10:30~11:45,GN203,"['3', '4']",[],,14.79,7.700000000000001
경제학전공,ECO4002-01,거시경제학II,정국모,3,[수금],15:00~16:15,GN102,"['3', '4']",[],,11.7,11.4
경제학전공,ECO4005-01,게임이론,왕규호,3,[화목],13:30~14:45,GN102,"['3', '4']",[],,14.073233333333334,7.2795
경제학전공,ECO4007-01,경쟁법과산업규제의경제학,전성훈,3,[수금],15:00~16:15,GN301,"['3', '4']",[],,9.69,6.6000000000000005
경제학전공,ECO4008-01,금융정책,남주하,3,[수금],15:00~16:15,GN202,"['3', '4']",[],,1.53,11.0
바이오융합기술 연계전공,BNTG010-01,기술경제금융정책,반장식,3,[화],15:00~17:45,BW601,"['3', '4']",[],,,
경제학전공,ECO4018-01,경제학특강1,왕윤종,3,[화목],15:00~16:15,GN102,"['2', '4']",['시크'],,15.823476923076921,11.174307692307694
경제학전공,ECO4020-01,경제학특강3,정재식,3,[화목],13:30~14:45,GN203,"['3', '4']",[],,0.003433333333333184,8.053833333333333
경제학전공,ECO4030-01,행동경제학,Iris Haydar Doruk,3,[월수],12:00~13:15,GN102,"['3', '4']",[],1.3682239999999999,16.893333333333334,11.2
경제학전공,ECOG040-01,고급수리통계학,최인,3,[월수],10:30~11:45,GN304,"['1', '4']",[],1.1266666666666667,,
생명과학전공,BIO1101-01,일반생물학I,주봉건,3,[화목],15:00~16:15,K203,['1'],['시크'],1.0547482758620692,11.92832608695652,14.587282608695647
생명과학전공,BIO1102-01,일반생물학II,"Lee, Hosuk Sean",3,[월수],10:30~11:45,K402,['1'],[],,11.48871176470588,14.901205882352944
생명과학전공,BIO1102-02,일반생물학II,이정하,3,[화목],09:00~10:15,K304,['1'],[],,9.702933333333332,11.327999999999998
생명과학전공,BIO1102-03,일반생물학II,한징택,3,[화목],10:30~11:45,K304,['1'],[],,7.2468666666666675,13.654333333333335
생명과학전공,BIO1106-01,일반생물학실험II,"Lee, Hosuk Sean",1,[월],13:30~16:15,K213,['1'],[],,,
생명과학전공,BIO1106-02,일반생물학실험II,"Lee, Hosuk Sean",1,[월],16:30~19:15,K213,['1'],[],,,
생명과학전공,BIO1106-03,일반생물학실험II,김정호,1,[화],13:30~16:15,K213,['1'],[],,,
생명과학전공,BIO1106-04,일반생물학실험II,김건수,1,[화],16:30~19:15,K213,['1'],"['귀요미', '열정러', '엔젤']",,,
생명과학전공,BIO1106-05,일반생물학실험II,이병하,1,[수],13:30~16:15,K213,['1'],[],,,
생명과학전공,BIO1106-06,일반생물학실험II,이병하,1,[수],16:30~19:15,K213,['1'],[],,,
생명과학전공,BIO1106-07,일반생물학실험II,이정하,1,[목],13:30~16:15,K213,['1'],[],,5.05,15.75
생명과학전공,BIO1106-08,일반생물학실험II,정광환,1,[목],16:30~19:15,K213,['1'],[],,10.1,14.7
생명과학전공,BIO1106-09,일반생물학실험II,주봉건,1,[금],13:30~16:15,K213,['1'],['시크'],,,
생명과학전공,BIO1106-10,일반생물학실험II,주봉건,1,[금],16:30~19:15,K213,['1'],['시크'],,,
생명과학전공,BIO2122-01,현대생물학실험II,김성룡,3,[월],13:30~18:20,R204,['2'],[],,,
생명과학전공,BIO2122-02,현대생물학실험II,김종찬,3,[화],13:30~18:20,R204,['2'],[],,,
생명과학전공,BIO2122-03,현대생물학실험II,한징택,3,[수],13:30~18:20,R204,['2'],[],,,
생명과학전공,BIO2122-04,현대생물학실험II,이규호,3,[목],13:30~18:20,R204,['2'],['꼰대'],,,
생명과학전공,BIO2130-01,기초생화학,정광환,3,[수금],15:00~16:15,K208,"['2', '4']",[],,15.15,10.5
생명과학전공,BIO2132-01,생화학II,이정국,3,[수금],09:00~10:15,K307,['2'],[],,12.6,4.75
생명과학전공,BIO2151-01,분자생물학,이병하,3,[화목],09:00~10:15,K305,['2'],[],,13.26,8.25
생명과학전공,BIO4152-01,고급분자생물학,주봉건,3,[화목],12:00~13:15,K208,['4'],['시크'],,14.14,16.8
생명과학전공,BIO4441-01,분자세포생물학,김정호,3,[화목],09:00~10:15,K306,"['3', '4']",[],,,
생명과학전공,BIO2522-01,식물생명과학,이병하,3,[화목],12:00~13:15,K502,"['2', '3']",[],,11.676766666666666,9.9705
생명과학전공,BIO2701-01,환경과학론,이규호,3,[월수],10:30~11:45,K208,"['2', '4']",['꼰대'],,9.006466666666666,7.795666666666667
생명과학전공,BIO3124-01,현대생물학실험IV,서미정,3,[월],13:30~18:20,R210,['3'],[],,,
생명과학전공,BIO3124-02,현대생물학실험IV,이정하,3,[화],13:30~18:20,R210,['3'],[],,,
생명과학전공,BIO3124-03,현대생물학실험IV,신형두,3,[수],13:30~18:20,R210,['3'],[],,,
생명과학전공,BIO3124-04,현대생물학실험IV,이정국,3,[목],13:30~18:20,R210,['3'],[],,,
생명과학전공,BIO3161-01,유전학,김성룡,3,[수금],09:00~10:15,K306,['3'],[],,5.05,9.45
생명과학전공,BIO3711-01,미생물학,김건수,3,[화목],10:30~11:45,K309,['3'],"['귀요미', '열정러', '엔젤']",,5.05,14.7
생명과학전공,BIO4251-01,생물통계학,신형두,3,[월수],12:00~13:15,AS107,"['3', '4']",[],,4.08,5.5
생명과학전공,BIO4331-01,신경생물학,"Lee, Hosuk Sean",3,[수금],13:30~14:45,K309,['4'],[],,19.38,8.8
생명과학전공,BIO4351-01,면역학,이갑열,3,[화목],10:30~11:45,K208,"['3', '4']",[],,,
생명과학전공,BIO4721-01,분자세포종양학,김종찬,3,[월수],12:00~13:15,K306,"['3', '4']",[],,,
생명과학전공,BIO4911-01,식물유전공학,서미정,3,[월수],10:30~11:45,K306,['4'],[],,,
경영학전공,MGT2002-01,경영통계학,이군희,3,[월수],10:30~11:45,MA204,['1'],[],3.187966935483871,13.116214285714292,21.139642857142867
경영학전공,MGT2002-02,경영통계학,조성빈,3,[화목],13:30~14:45,MA208,['1'],['시크'],,11.296214285714285,14.062023809523804
경영학전공,MGT2002-03,경영통계학,김명석,3,[화목],12:00~13:15,MA406,['1'],['귀요미'],3.323628474576272,13.329511111111104,20.36533333333333
경영학전공,MGT2002-04,경영통계학,이윤동,3,[수금],15:00~16:15,MA106,['1'],"['귀요미', '열정러']",2.1717761194029848,13.559999999999995,21.419999999999987
경영학전공,MGT2002-05,경영통계학,정예숙,3,[월수],12:00~13:15,MA204,['1'],[],2.0202615789473684,11.282241176470587,12.942382352941177
경영학전공,MGT2003-01,회계학원론,변상혁,3,[수금],09:00~10:15,MA102,"['1', '2']","['귀요미', '시크', '엔젤']",1.7207289247311828,20.098689655172414,19.688275862068952
경영학전공,MGT2003-02,회계학원론,변상혁,3,[수금],13:30~14:45,MA102,"['1', '2']","['귀요미', '시크', '엔젤']",1.7207289247311828,20.098689655172414,19.688275862068952
경영학전공,MGT2003-03,회계학원론,박두리,3,[화목],12:00~13:15,MA204,"['1', '2']",['카리스마'],2.5958400000000004,17.260800000000003,12.56566666666667
경영학전공,MGT2003-04,회계학원론,박두리,3,[화목],15:00~16:15,MA204,"['1', '2']",['카리스마'],2.5958400000000004,17.260800000000003,12.56566666666667
경영학전공,MGT2003-05,회계학원론,이철,3,[화목],09:00~10:15,PA101,"['1', '2']",[],,12.716466666666667,6.928999999999999
경영학전공,MGT2003-06,회계학원론,김나연,3,[금],10:30~13:15,MA106,"['1', '2']",['카리스마'],,18.659888888888887,12.357222222222214
경영학전공,MGT3001-01,조직행동이론,조봉순,3,[월수],12:00~13:15,MA104,"['2', '4']","['꼰대', '월급루팡']",2.3691066176470588,7.700000000000002,21.150000000000006
경영학전공,MGT3001-02,조직행동이론,장영균,3,[화목],13:30~14:45,MA106,"['2', '4']",[],1.5340677464788732,-3.3108391304347835,20.199717391304343
