소속,과목코드,과목명,교수명,학점,수업요일,수업시간,강의실,권장학년,교수특징,경쟁점수,꿀점수,배움점수
사학,HIS3029-01,20세기세계사,Nigel,3,화목,13:30~14:45,J313,24,없음,알수없음,0,0
사학,HIS3039-01,한국사학사,최기영,3,화목,10:30~11:45,J217,24,없음,알수없음,0,0
사학,HIS3042-01,한국정치사,최희정,3,월수,12:00~13:15,J325,24,없음,알수없음,0,0
사학,HIS3053-01,한국여성사,계승범,3,월수,10:30~11:45,J215,24,없음,알수없음,0,0
사학,HIS3056-01,중국사상사,최진묵,3,금,10:30~13:15,J313,24,없음,알수없음,0,0
사학,HIS3060-01,동아시아의국제질서,정면,3,월수,10:30~11:45,J327,24,없음,알수없음,0,1
사학,HIS3070-01,문화유산현장실습1,계승범,1,수,16:30~17:45,J102,24,없음,알수없음,0,0
사학,HIS3071-01,문화유산현장실습2,계승범,1,수,16:30~17:45,J102,14,없음,알수없음,0,0
사학,HIS4005-01,한국사강독1,조범환,3,화목,13:30~14:45,J317,34,없음,알수없음,1,0
사학,HIS4012-01,서양사특강1,이한규,3,금,10:30~13:15,J315,34,없음,알수없음,1,1
사학,HIS4017-01,서양사명저해제1,임지현,3,수금,13:30~14:45,J327,34,없음,알수없음,0,0
사학,HISG105-01,한국제도사연습,최기영,3,화,15:00~17:45,J109,34,없음,알수없음,0,0
사학,HISQ981-01,역사교과교육론,김민정,3,화목,12:00~13:15,D406,34,없음,1.3,0,0
사학,HISQ982-01,역사교과논리및논술,김민정,3,화목,15:00~16:15,J104,24,없음,1.3,0,0
철학,PHI2002-01,동양철학개론,하유진,3,화목,10:30~11:45,J207,24,없음,알수없음,0,0
철학,PHI2003-01,서양철학사,서동욱,3,월수,10:30~11:45,J311,24,없음,0.919,0,0
철학,PHI3003-01,서양근대철학사,Halla,3,월수,12:00~13:15,J315,24,없음,0.691,0,0
철학,PHI2005-01,논리학개론,서상복,3,수금,15:00~16:15,K201,24,꼰대,알수없음,0,0
철학,PHI2006-01,형이상학,백승영,3,월,13:30~16:15,J102,24,없음,알수없음,0,0
철학,PHI3010-01,영국경험론,김종원,3,화목,16:30~17:45,J106,24,귀염,알수없음,0,1
철학,PHI3014-01,미학개론,김산춘,3,화목,10:30~11:45,K401,24,없음,알수없음,0,0
철학,PHI3023-01,분석철학,김영건,3,화목,12:00~13:15,J107,24,도도,알수없음,0,0
철학,PHI3033-01,"선진,한철학사",정재현,3,화목,13:30~14:45,J311,24,없음,0.882,0,0
철학,PHI3035-01,"송,명,청철학사",정종모,3,화목,09:00~10:15,J202,24,없음,알수없음,0,0
철학,PHI3037-01,도가철학,이임찬,3,수금,13:30~14:45,J204,24,없음,알수없음,0,0
철학,PHI4010-01,실용논리,석기용,3,월수,12:00~13:15,K307,24,없음,알수없음,0,0
철학,PHI4011-01,그리스철학특강,전헌상,3,화목,15:00~16:15,J202,24,없음,알수없음,0,0
철학,PHI4025-01,철학과문학,서동욱,3,월수,16:30~17:45,J327,24,없음,알수없음,0,0
철학,PHI4036-01,동양철학의원리,정재현,3,화목,15:00~16:15,J120,14,없음,알수없음,0,0
철학,PHIQ981-01,철학교과논리및논술,김민정,3,화목,15:00~16:15,J104,24,없음,알수없음,0,0
수학,MAT1050-01,미적분학실습1,조장현,1,월,15:00~16:50,RA205,1,없음,알수없음,0,0
수학,MAT1050-02,미적분학실습1,이영란,1,월,17:00~18:50,RA205,1,없음,알수없음,0,0
수학,MAT1050-03,미적분학실습1,조장현,1,수,15:00~16:50,RA205,1,없음,알수없음,0,0
수학,MAT1050-04,미적분학실습1,이영란,1,수,17:00~18:50,RA205,1,없음,알수없음,0,0
수학,MAT1050-05,미적분학실습1,조장현,1,금,10:30~12:20,RA205,1,없음,알수없음,0,0
수학,MAT2010-01,집합론,신창언,3,수금,13:30~14:45,RA408,2,없음,1.073,0,0
수학,MAT2010-02,집합론,하구용,3,월수,12:00~13:15,K502,2,없음,알수없음,0,0
수학,MAT2110-01,선형대수학,김종수,3,화목,10:30~11:45,RA408,2,없음,알수없음,0,0
